Source Name	Material Type	Comment [Sample_description]	Comment [Sample_source_name]	Comment [Sample_title]	Characteristics [developmental stage]	Characteristics[age]	Unit[time unit]	Characteristics [ecotype]	Characteristics [genotype]	Characteristics [organism]	Term Source REF	Term Accession Number	Characteristics[time]	Unit[time unit]	Protocol REF	Term Source REF	Protocol REF	Term Source REF	Protocol REF	Term Source REF	Extract Name	Material Type	Protocol REF	Term Source REF	Labeled Extract Name	Label	Protocol REF	Term Source REF	Assay Name	Array Design REF	Term Source REF	Technology Type	Protocol REF	Term Source REF	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Term Source REF	Normalization Name	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	FactorValue [genotype]	Factor Value [block]	Factor Value[time]	Unit[time unit]
GSM761633 1	whole organism	Collection day two	wild-type seedlings, 60min DEX treatment	Columbia_60min_biorep5	seedling	7	day	Columbia	wild type genotype	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	60	minute	P-GSE30702-2	ArrayExpress	P-GSE30702-3	ArrayExpress	P-GSE30702-4	ArrayExpress	GSM761633 extract 1	total RNA	P-GSE30702-5	ArrayExpress	GSM761633 LE 1	biotin	P-GSE30702-6	ArrayExpress	GSM761633	A-AFFY-2	ArrayExpress	array assay	P-GSE30702-7	ArrayExpress	GSM761633.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30702/E-GEOD-30702.raw.1.zip	P-GSE30702-1	ArrayExpress	GSM761633_sample_table.txt norm	GSM761633_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30702/E-GEOD-30702.processed.1.zip	wild type genotype	Collection day two	60	minute
GSM761632 1	whole organism	Collection day two	wild-type seedlings, 60min DEX treatment	Columbia_60min_biorep4	seedling	7	day	Columbia	wild type genotype	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	60	minute	P-GSE30702-2	ArrayExpress	P-GSE30702-3	ArrayExpress	P-GSE30702-4	ArrayExpress	GSM761632 extract 1	total RNA	P-GSE30702-5	ArrayExpress	GSM761632 LE 1	biotin	P-GSE30702-6	ArrayExpress	GSM761632	A-AFFY-2	ArrayExpress	array assay	P-GSE30702-7	ArrayExpress	GSM761632.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30702/E-GEOD-30702.raw.1.zip	P-GSE30702-1	ArrayExpress	GSM761632_sample_table.txt norm	GSM761632_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30702/E-GEOD-30702.processed.1.zip	wild type genotype	Collection day two	60	minute
GSM761631 1	whole organism	Collection day one	wild-type seedlings, 60min DEX treatment	Columbia_60min_biorep3	seedling	7	day	Columbia	wild type genotype	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	60	minute	P-GSE30702-2	ArrayExpress	P-GSE30702-3	ArrayExpress	P-GSE30702-4	ArrayExpress	GSM761631 extract 1	total RNA	P-GSE30702-5	ArrayExpress	GSM761631 LE 1	biotin	P-GSE30702-6	ArrayExpress	GSM761631	A-AFFY-2	ArrayExpress	array assay	P-GSE30702-7	ArrayExpress	GSM761631.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30702/E-GEOD-30702.raw.1.zip	P-GSE30702-1	ArrayExpress	GSM761631_sample_table.txt norm	GSM761631_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30702/E-GEOD-30702.processed.1.zip	wild type genotype	Collection day one	60	minute
GSM761630 1	whole organism	Collection day one	wild-type seedlings, 60min DEX treatment	Columbia_60min_biorep2	seedling	7	day	Columbia	wild type genotype	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	60	minute	P-GSE30702-2	ArrayExpress	P-GSE30702-3	ArrayExpress	P-GSE30702-4	ArrayExpress	GSM761630 extract 1	total RNA	P-GSE30702-5	ArrayExpress	GSM761630 LE 1	biotin	P-GSE30702-6	ArrayExpress	GSM761630	A-AFFY-2	ArrayExpress	array assay	P-GSE30702-7	ArrayExpress	GSM761630.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30702/E-GEOD-30702.raw.1.zip	P-GSE30702-1	ArrayExpress	GSM761630_sample_table.txt norm	GSM761630_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30702/E-GEOD-30702.processed.1.zip	wild type genotype	Collection day one	60	minute
GSM761629 1	whole organism	Collection day one	wild-type seedlings, 60min DEX treatment	Columbia_60min_biorep1	seedling	7	day	Columbia	wild type genotype	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	60	minute	P-GSE30702-2	ArrayExpress	P-GSE30702-3	ArrayExpress	P-GSE30702-4	ArrayExpress	GSM761629 extract 1	total RNA	P-GSE30702-5	ArrayExpress	GSM761629 LE 1	biotin	P-GSE30702-6	ArrayExpress	GSM761629	A-AFFY-2	ArrayExpress	array assay	P-GSE30702-7	ArrayExpress	GSM761629.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30702/E-GEOD-30702.raw.1.zip	P-GSE30702-1	ArrayExpress	GSM761629_sample_table.txt norm	GSM761629_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30702/E-GEOD-30702.processed.1.zip	wild type genotype	Collection day one	60	minute
GSM761628 1	whole organism	Collection day two	wild-type seedlings, 30min DEX treatment	Columbia_30min_biorep6	seedling	7	day	Columbia	wild type genotype	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	30	minute	P-GSE30702-2	ArrayExpress	P-GSE30702-3	ArrayExpress	P-GSE30702-4	ArrayExpress	GSM761628 extract 1	total RNA	P-GSE30702-5	ArrayExpress	GSM761628 LE 1	biotin	P-GSE30702-6	ArrayExpress	GSM761628	A-AFFY-2	ArrayExpress	array assay	P-GSE30702-7	ArrayExpress	GSM761628.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30702/E-GEOD-30702.raw.1.zip	P-GSE30702-1	ArrayExpress	GSM761628_sample_table.txt norm	GSM761628_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30702/E-GEOD-30702.processed.1.zip	wild type genotype	Collection day two	30	minute
GSM761627 1	whole organism	Collection day two	wild-type seedlings, 30min DEX treatment	Columbia_30min_biorep5	seedling	7	day	Columbia	wild type genotype	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	30	minute	P-GSE30702-2	ArrayExpress	P-GSE30702-3	ArrayExpress	P-GSE30702-4	ArrayExpress	GSM761627 extract 1	total RNA	P-GSE30702-5	ArrayExpress	GSM761627 LE 1	biotin	P-GSE30702-6	ArrayExpress	GSM761627	A-AFFY-2	ArrayExpress	array assay	P-GSE30702-7	ArrayExpress	GSM761627.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30702/E-GEOD-30702.raw.1.zip	P-GSE30702-1	ArrayExpress	GSM761627_sample_table.txt norm	GSM761627_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30702/E-GEOD-30702.processed.1.zip	wild type genotype	Collection day two	30	minute
GSM761626 1	whole organism	Collection day two	wild-type seedlings, 30min DEX treatment	Columbia_30min_biorep4	seedling	7	day	Columbia	wild type genotype	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	30	minute	P-GSE30702-2	ArrayExpress	P-GSE30702-3	ArrayExpress	P-GSE30702-4	ArrayExpress	GSM761626 extract 1	total RNA	P-GSE30702-5	ArrayExpress	GSM761626 LE 1	biotin	P-GSE30702-6	ArrayExpress	GSM761626	A-AFFY-2	ArrayExpress	array assay	P-GSE30702-7	ArrayExpress	GSM761626.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30702/E-GEOD-30702.raw.1.zip	P-GSE30702-1	ArrayExpress	GSM761626_sample_table.txt norm	GSM761626_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30702/E-GEOD-30702.processed.1.zip	wild type genotype	Collection day two	30	minute
GSM761625 1	whole organism	Collection day one	wild-type seedlings, 30min DEX treatment	Columbia_30min_biorep3	seedling	7	day	Columbia	wild type genotype	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	30	minute	P-GSE30702-2	ArrayExpress	P-GSE30702-3	ArrayExpress	P-GSE30702-4	ArrayExpress	GSM761625 extract 1	total RNA	P-GSE30702-5	ArrayExpress	GSM761625 LE 1	biotin	P-GSE30702-6	ArrayExpress	GSM761625	A-AFFY-2	ArrayExpress	array assay	P-GSE30702-7	ArrayExpress	GSM761625.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30702/E-GEOD-30702.raw.1.zip	P-GSE30702-1	ArrayExpress	GSM761625_sample_table.txt norm	GSM761625_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30702/E-GEOD-30702.processed.1.zip	wild type genotype	Collection day one	30	minute
GSM761624 1	whole organism	Collection day one	wild-type seedlings, 30min DEX treatment	Columbia_30min_biorep2	seedling	7	day	Columbia	wild type genotype	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	30	minute	P-GSE30702-2	ArrayExpress	P-GSE30702-3	ArrayExpress	P-GSE30702-4	ArrayExpress	GSM761624 extract 1	total RNA	P-GSE30702-5	ArrayExpress	GSM761624 LE 1	biotin	P-GSE30702-6	ArrayExpress	GSM761624	A-AFFY-2	ArrayExpress	array assay	P-GSE30702-7	ArrayExpress	GSM761624.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30702/E-GEOD-30702.raw.1.zip	P-GSE30702-1	ArrayExpress	GSM761624_sample_table.txt norm	GSM761624_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30702/E-GEOD-30702.processed.1.zip	wild type genotype	Collection day one	30	minute
GSM761623 1	whole organism	Collection day one	wild-type seedlings, 30min DEX treatment	Columbia_30min_biorep1	seedling	7	day	Columbia	wild type genotype	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	30	minute	P-GSE30702-2	ArrayExpress	P-GSE30702-3	ArrayExpress	P-GSE30702-4	ArrayExpress	GSM761623 extract 1	total RNA	P-GSE30702-5	ArrayExpress	GSM761623 LE 1	biotin	P-GSE30702-6	ArrayExpress	GSM761623	A-AFFY-2	ArrayExpress	array assay	P-GSE30702-7	ArrayExpress	GSM761623.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30702/E-GEOD-30702.raw.1.zip	P-GSE30702-1	ArrayExpress	GSM761623_sample_table.txt norm	GSM761623_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30702/E-GEOD-30702.processed.1.zip	wild type genotype	Collection day one	30	minute
GSM761622 1	whole organism	Collection day two	wild-type seedlings, 0min DEX treatment	Columbia_0min_biorep6	seedling	7	day	Columbia	wild type genotype	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	0	minute	P-GSE30702-2	ArrayExpress	P-GSE30702-3	ArrayExpress	P-GSE30702-4	ArrayExpress	GSM761622 extract 1	total RNA	P-GSE30702-5	ArrayExpress	GSM761622 LE 1	biotin	P-GSE30702-6	ArrayExpress	GSM761622	A-AFFY-2	ArrayExpress	array assay	P-GSE30702-7	ArrayExpress	GSM761622.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30702/E-GEOD-30702.raw.1.zip	P-GSE30702-1	ArrayExpress	GSM761622_sample_table.txt norm	GSM761622_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30702/E-GEOD-30702.processed.1.zip	wild type genotype	Collection day two	0	minute
GSM761621 1	whole organism	Collection day two	wild-type seedlings, 0min DEX treatment	Columbia_0min_biorep5	seedling	7	day	Columbia	wild type genotype	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	0	minute	P-GSE30702-2	ArrayExpress	P-GSE30702-3	ArrayExpress	P-GSE30702-4	ArrayExpress	GSM761621 extract 1	total RNA	P-GSE30702-5	ArrayExpress	GSM761621 LE 1	biotin	P-GSE30702-6	ArrayExpress	GSM761621	A-AFFY-2	ArrayExpress	array assay	P-GSE30702-7	ArrayExpress	GSM761621.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30702/E-GEOD-30702.raw.1.zip	P-GSE30702-1	ArrayExpress	GSM761621_sample_table.txt norm	GSM761621_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30702/E-GEOD-30702.processed.1.zip	wild type genotype	Collection day two	0	minute
GSM761620 1	whole organism	Collection day two	wild-type seedlings, 0min DEX treatment	Columbia_0min_biorep4	seedling	7	day	Columbia	wild type genotype	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	0	minute	P-GSE30702-2	ArrayExpress	P-GSE30702-3	ArrayExpress	P-GSE30702-4	ArrayExpress	GSM761620 extract 1	total RNA	P-GSE30702-5	ArrayExpress	GSM761620 LE 1	biotin	P-GSE30702-6	ArrayExpress	GSM761620	A-AFFY-2	ArrayExpress	array assay	P-GSE30702-7	ArrayExpress	GSM761620.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30702/E-GEOD-30702.raw.1.zip	P-GSE30702-1	ArrayExpress	GSM761620_sample_table.txt norm	GSM761620_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30702/E-GEOD-30702.processed.1.zip	wild type genotype	Collection day two	0	minute
GSM761619 1	whole organism	Collection day one	wild-type seedlings, 0min DEX treatment	Columbia_0min_biorep3	seedling	7	day	Columbia	wild type genotype	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	0	minute	P-GSE30702-2	ArrayExpress	P-GSE30702-3	ArrayExpress	P-GSE30702-4	ArrayExpress	GSM761619 extract 1	total RNA	P-GSE30702-5	ArrayExpress	GSM761619 LE 1	biotin	P-GSE30702-6	ArrayExpress	GSM761619	A-AFFY-2	ArrayExpress	array assay	P-GSE30702-7	ArrayExpress	GSM761619.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30702/E-GEOD-30702.raw.1.zip	P-GSE30702-1	ArrayExpress	GSM761619_sample_table.txt norm	GSM761619_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30702/E-GEOD-30702.processed.1.zip	wild type genotype	Collection day one	0	minute
GSM761618 1	whole organism	Collection day one	wild-type seedlings, 0min DEX treatment	Columbia_0min_biorep2	seedling	7	day	Columbia	wild type genotype	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	0	minute	P-GSE30702-2	ArrayExpress	P-GSE30702-3	ArrayExpress	P-GSE30702-4	ArrayExpress	GSM761618 extract 1	total RNA	P-GSE30702-5	ArrayExpress	GSM761618 LE 1	biotin	P-GSE30702-6	ArrayExpress	GSM761618	A-AFFY-2	ArrayExpress	array assay	P-GSE30702-7	ArrayExpress	GSM761618.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30702/E-GEOD-30702.raw.1.zip	P-GSE30702-1	ArrayExpress	GSM761618_sample_table.txt norm	GSM761618_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30702/E-GEOD-30702.processed.1.zip	wild type genotype	Collection day one	0	minute
GSM761617 1	whole organism	Collection day one	wild-type seedlings, 0min DEX treatment	Columbia_0min_biorep1	seedling	7	day	Columbia	wild type genotype	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	0	minute	P-GSE30702-2	ArrayExpress	P-GSE30702-3	ArrayExpress	P-GSE30702-4	ArrayExpress	GSM761617 extract 1	total RNA	P-GSE30702-5	ArrayExpress	GSM761617 LE 1	biotin	P-GSE30702-6	ArrayExpress	GSM761617	A-AFFY-2	ArrayExpress	array assay	P-GSE30702-7	ArrayExpress	GSM761617.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30702/E-GEOD-30702.raw.1.zip	P-GSE30702-1	ArrayExpress	GSM761617_sample_table.txt norm	GSM761617_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30702/E-GEOD-30702.processed.1.zip	wild type genotype	Collection day one	0	minute
