Source Name	Comment [Sample_description]	Comment [Sample_source_name]	Comment [Sample_title]	Characteristics [age]	Characteristics [cell type]	Term Source REF	Term Accession Number	Characteristics [ecotype]	Characteristics [gfp-reporter]	Characteristics [growth media]	Characteristics [organism]	Term Source REF	Term Accession Number	Protocol REF	Term Source REF	Protocol REF	Term Source REF	Protocol REF	Term Source REF	Extract Name	Material Type	Protocol REF	Term Source REF	Labeled Extract Name	Label	Protocol REF	Term Source REF	Assay Name	Array Design REF	Term Source REF	Technology Type	Protocol REF	Term Source REF	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Term Source REF	Normalization Name	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	FactorValue [CELL TYPE]	Term Source REF	Term Accession Number	FactorValue [GFP-REPORTER]	FactorValue [GROWTH MEDIA]
GSM1126294 1	Gene expression data from isolated endodermal cells after roots were treated with 140 mM NaCl for 20 hour	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, endodermis, 140mM NaCl for 20 hours, replicate 2	Seedling roots, 5-7 days after germination	endodermis	  	  	Columbia	SCR::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 20 hour before protoplasting	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126294 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126294 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126294	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126294_END-NaCl-20hr-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126294_sample_table.txt norm	GSM1126294_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	endodermis	  	  	SCR::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 20 hour before protoplasting
GSM1126293 1	Gene expression data from isolated endodermal cells after roots were treated with 140 mM NaCl for 20 hour	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, endodermis, 140mM NaCl for 20 hours, replicate 1	Seedling roots, 5-7 days after germination	endodermis	  	  	Columbia	SCR::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 20 hour before protoplasting	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126293 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126293 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126293	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126293_END-NaCl-20hr-1b.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126293_sample_table.txt norm	GSM1126293_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	endodermis	  	  	SCR::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 20 hour before protoplasting
GSM1126292 1	Gene expression data from isolated endodermal cells after roots were treated with 140 mM NaCl for 8 hour	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, endodermis, 140mM NaCl for 8 hours, replicate 3	Seedling roots, 5-7 days after germination	endodermis	  	  	Columbia	SCR::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 8 hour before protoplasting	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126292 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126292 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126292	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126292_END-NaCl-8hr-3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126292_sample_table.txt norm	GSM1126292_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	endodermis	  	  	SCR::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 8 hour before protoplasting
GSM1126291 1	Gene expression data from isolated endodermal cells after roots were treated with 140 mM NaCl for 8 hour	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, endodermis, 140mM NaCl for 8 hours, replicate 2	Seedling roots, 5-7 days after germination	endodermis	  	  	Columbia	SCR::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 8 hour before protoplasting	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126291 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126291 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126291	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126291_END-NaCl-8hr-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126291_sample_table.txt norm	GSM1126291_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	endodermis	  	  	SCR::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 8 hour before protoplasting
GSM1126290 1	Gene expression data from isolated endodermal cells after roots were treated with 140 mM NaCl for 8 hour	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, endodermis, 140mM NaCl for 8 hours, replicate 1	Seedling roots, 5-7 days after germination	endodermis	  	  	Columbia	SCR::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 8 hour before protoplasting	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126290 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126290 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126290	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126290_END-NaCl-8hr-1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126290_sample_table.txt norm	GSM1126290_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	endodermis	  	  	SCR::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 8 hour before protoplasting
GSM1126289 1	Gene expression data from isolated endodermal cells after roots were treated with 140 mM NaCl for 3 hour	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, endodermis, 140mM NaCl for 3 hours, replicate 3	Seedling roots, 5-7 days after germination	endodermis	  	  	Columbia	SCR::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 3 hour before protoplasting	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126289 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126289 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126289	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126289_END-NaCl-3hr-3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126289_sample_table.txt norm	GSM1126289_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	endodermis	  	  	SCR::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 3 hour before protoplasting
GSM1126288 1	Gene expression data from isolated endodermal cells after roots were treated with 140 mM NaCl for 3 hour	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, endodermis, 140mM NaCl for 3 hours, replicate 2	Seedling roots, 5-7 days after germination	endodermis	  	  	Columbia	SCR::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 3 hour before protoplasting	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126288 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126288 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126288	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126288_END-NaCl-3hr-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126288_sample_table.txt norm	GSM1126288_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	endodermis	  	  	SCR::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 3 hour before protoplasting
GSM1126287 1	Gene expression data from isolated endodermal cells after roots were treated with 140 mM NaCl for 3 hour	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, endodermis, 140mM NaCl for 3 hours, replicate 1	Seedling roots, 5-7 days after germination	endodermis	  	  	Columbia	SCR::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 3 hour before protoplasting	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126287 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126287 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126287	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126287_END-NaCl-3hr-1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126287_sample_table.txt norm	GSM1126287_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	endodermis	  	  	SCR::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 3 hour before protoplasting
GSM1126286 1	Gene expression data from isolated endodermal cells after roots were treated with 140 mM NaCl for 1 hour	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, endodermis, 140mM NaCl for 1 hour, replicate 3	Seedling roots, 5-7 days after germination	endodermis	  	  	Columbia	SCR::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 1 hour before protoplasting	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126286 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126286 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126286	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126286_END-NaCl-1hr-3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126286_sample_table.txt norm	GSM1126286_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	endodermis	  	  	SCR::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 1 hour before protoplasting
GSM1126285 1	Gene expression data from isolated endodermal cells after roots were treated with 140 mM NaCl for 1 hour	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, endodermis, 140mM NaCl for 1 hour, replicate 2	Seedling roots, 5-7 days after germination	endodermis	  	  	Columbia	SCR::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 1 hour before protoplasting	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126285 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126285 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126285	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126285_END-NaCl-1hr-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126285_sample_table.txt norm	GSM1126285_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	endodermis	  	  	SCR::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 1 hour before protoplasting
GSM1126284 1	Gene expression data from isolated endodermal cells after roots were treated with 140 mM NaCl for 1 hour	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, endodermis, 140mM NaCl for 1 hour, replicate 1	Seedling roots, 5-7 days after germination	endodermis	  	  	Columbia	SCR::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 1 hour before protoplasting	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126284 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126284 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126284	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126284_END-NaCl-1hr-1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126284_sample_table.txt norm	GSM1126284_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	endodermis	  	  	SCR::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 1 hour before protoplasting
GSM1126283 1	Gene expression data from isolated endodermal cells	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, endodermis, standard conditions for 48 hours, replicate 3	Seedling roots, 5-7 days after germination	endodermis	  	  	Columbia	SCR::GFP	Standard media	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126283 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126283 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126283	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126283_END-MS-48hr-3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126283_sample_table.txt norm	GSM1126283_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	endodermis	  	  	SCR::GFP	Standard media
GSM1126282 1	Gene expression data from isolated endodermal cells	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, endodermis, standard conditions for 48 hours, replicate 2	Seedling roots, 5-7 days after germination	endodermis	  	  	Columbia	SCR::GFP	Standard media	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126282 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126282 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126282	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126282_END-MS-48hr-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126282_sample_table.txt norm	GSM1126282_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	endodermis	  	  	SCR::GFP	Standard media
GSM1126281 1	Gene expression data from isolated endodermal cells	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, endodermis, standard conditions for 48 hours, replicate 1	Seedling roots, 5-7 days after germination	endodermis	  	  	Columbia	SCR::GFP	Standard media	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126281 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126281 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126281	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126281_END-MS-48hr-1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126281_sample_table.txt norm	GSM1126281_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	endodermis	  	  	SCR::GFP	Standard media
GSM1126280 1	Gene expression data from isolated endodermal cells	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, endodermis, standard conditions for 1 hour, replicate 3	Seedling roots, 5-7 days after germination	endodermis	  	  	Columbia	SCR::GFP	Standard media	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126280 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126280 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126280	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126280_END-MS-1hr-3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126280_sample_table.txt norm	GSM1126280_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	endodermis	  	  	SCR::GFP	Standard media
GSM1126279 1	Gene expression data from isolated endodermal cells	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, endodermis, standard conditions for 1 hour, replicate 2	Seedling roots, 5-7 days after germination	endodermis	  	  	Columbia	SCR::GFP	Standard media	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126279 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126279 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126279	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126279_END-MS-1hr-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126279_sample_table.txt norm	GSM1126279_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	endodermis	  	  	SCR::GFP	Standard media
GSM1126278 1	Gene expression data from isolated endodermal cells	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, endodermis, standard conditions for 1 hour, replicate 1	Seedling roots, 5-7 days after germination	endodermis	  	  	Columbia	SCR::GFP	Standard media	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126278 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126278 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126278	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126278_END-MS-1hr-1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126278_sample_table.txt norm	GSM1126278_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	endodermis	  	  	SCR::GFP	Standard media
GSM1126277 1	Gene expression data from isolated cortical cells after roots were treated with 140 mM NaCl for 48 hour	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, cortex, 140mM NaCl for 48 hours, replicate 3	Seedling roots, 5-7 days after germination	cortex	  	  	Columbia	COR::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 48 hour before protoplasting	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126277 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126277 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126277	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126277_COR-NaCl-48hr-3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126277_sample_table.txt norm	GSM1126277_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	cortex	  	  	COR::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 48 hour before protoplasting
GSM1126276 1	Gene expression data from isolated cortical cells after roots were treated with 140 mM NaCl for 48 hour	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, cortex, 140mM NaCl for 48 hours, replicate 2	Seedling roots, 5-7 days after germination	cortex	  	  	Columbia	COR::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 48 hour before protoplasting	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126276 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126276 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126276	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126276_COR-NaCl-48hr-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126276_sample_table.txt norm	GSM1126276_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	cortex	  	  	COR::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 48 hour before protoplasting
GSM1126275 1	Gene expression data from isolated cortical cells after roots were treated with 140 mM NaCl for 48 hour	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, cortex, 140mM NaCl for 48 hours, replicate 1	Seedling roots, 5-7 days after germination	cortex	  	  	Columbia	COR::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 48 hour before protoplasting	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126275 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126275 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126275	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126275_COR-NaCl-48hr-1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126275_sample_table.txt norm	GSM1126275_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	cortex	  	  	COR::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 48 hour before protoplasting
GSM1126274 1	Gene expression data from isolated cortical cells after roots were treated with 140 mM NaCl for 32 hour	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, cortex, 140mM NaCl for 32 hours, replicate 3	Seedling roots, 5-7 days after germination	cortex	  	  	Columbia	COR::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 32 hour before protoplasting	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126274 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126274 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126274	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126274_COR-NaCl-32hr-3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126274_sample_table.txt norm	GSM1126274_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	cortex	  	  	COR::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 32 hour before protoplasting
