Source Name	Comment [Sample_description]	Comment [Sample_source_name]	Comment [Sample_title]	Characteristics [age]	Characteristics [genotype]	Characteristics [organism]	Term Source REF	Term Accession Number	Characteristics [sampling time]	Characteristics [time after treatment]	Characteristics [treated with]	Characteristics [treatment duration]	Protocol REF	Term Source REF	Protocol REF	Term Source REF	Protocol REF	Term Source REF	Extract Name	Material Type	Protocol REF	Term Source REF	Labeled Extract Name	Label	Protocol REF	Term Source REF	Assay Name	Array Design REF	Term Source REF	Technology Type	Protocol REF	Term Source REF	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Term Source REF	Normalization Name	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	FactorValue [AGE]	FactorValue [GENOTYPE]	FactorValue [SAMPLING TIME]	FactorValue [TIME AFTER TREATMENT]	FactorValue [TREATED WITH]	FactorValue [TREATMENT DURATION]
GSM1506034 1	GA1.5.rep.1	seedling_1.5h after Gamma irradiation_atm-1	seedling,1.5h_after_Gamma,atm-1 rep1	5 days old	atm-1	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	10:10 am on Day #1	1.5h	100 Gy of Gamma radiation	15 minutes	P-GSE61484-2	ArrayExpress	P-GSE61484-3	ArrayExpress	P-GSE61484-4	ArrayExpress	GSM1506034 extract 1	total RNA	P-GSE61484-5	ArrayExpress	GSM1506034 LE 1	biotin	P-GSE61484-6	ArrayExpress	GSM1506034	A-AFFY-2	ArrayExpress	array assay	P-GSE61484-7	ArrayExpress	GSM1506034_0806A-10_D1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61484/E-GEOD-61484.raw.1.zip	P-GSE61484-1	ArrayExpress	GSM1506034_sample_table.txt norm	GSM1506034_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61484/E-GEOD-61484.processed.1.zip	5 days old	atm-1	10:10 am on Day #1	1.5h	100 Gy of Gamma radiation	15 minutes
GSM1506033 1	HW24.0.rep.2	seedling_24h after HZE irradiation_WT	seedling,24h_after_HZE,WT rep2	6 days old	wild type	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	1:09 pm on Day #2	24h	30 Gy of HZE	approx. 12 minutes	P-GSE61484-2	ArrayExpress	P-GSE61484-3	ArrayExpress	P-GSE61484-4	ArrayExpress	GSM1506033 extract 1	total RNA	P-GSE61484-5	ArrayExpress	GSM1506033 LE 1	biotin	P-GSE61484-6	ArrayExpress	GSM1506033	A-AFFY-2	ArrayExpress	array assay	P-GSE61484-7	ArrayExpress	GSM1506033_0806A-10_I2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61484/E-GEOD-61484.raw.1.zip	P-GSE61484-1	ArrayExpress	GSM1506033_sample_table.txt norm	GSM1506033_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61484/E-GEOD-61484.processed.1.zip	6 days old	wild type	1:09 pm on Day #2	24h	30 Gy of HZE	approx. 12 minutes
GSM1506032 1	HW24.0.rep.1	seedling_24h after HZE irradiation_WT	seedling,24h_after_HZE,WT rep1	6 days old	wild type	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	1:09 pm on Day #2	24h	30 Gy of HZE	approx. 12 minutes	P-GSE61484-2	ArrayExpress	P-GSE61484-3	ArrayExpress	P-GSE61484-4	ArrayExpress	GSM1506032 extract 1	total RNA	P-GSE61484-5	ArrayExpress	GSM1506032 LE 1	biotin	P-GSE61484-6	ArrayExpress	GSM1506032	A-AFFY-2	ArrayExpress	array assay	P-GSE61484-7	ArrayExpress	GSM1506032_0806A-10_I1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61484/E-GEOD-61484.raw.1.zip	P-GSE61484-1	ArrayExpress	GSM1506032_sample_table.txt norm	GSM1506032_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61484/E-GEOD-61484.processed.1.zip	6 days old	wild type	1:09 pm on Day #2	24h	30 Gy of HZE	approx. 12 minutes
GSM1506031 1	HW12.0.rep.2	seedling_12h after HZE irradiation_WT	seedling,12h_after_HZE,WT rep2	5 days old	wild type	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	1:09 am on Day #2	12h	30 Gy of HZE	approx. 12 minutes	P-GSE61484-2	ArrayExpress	P-GSE61484-3	ArrayExpress	P-GSE61484-4	ArrayExpress	GSM1506031 extract 1	total RNA	P-GSE61484-5	ArrayExpress	GSM1506031 LE 1	biotin	P-GSE61484-6	ArrayExpress	GSM1506031	A-AFFY-2	ArrayExpress	array assay	P-GSE61484-7	ArrayExpress	GSM1506031_1006A-03_HW12-22_2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61484/E-GEOD-61484.raw.1.zip	P-GSE61484-1	ArrayExpress	GSM1506031_sample_table.txt norm	GSM1506031_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61484/E-GEOD-61484.processed.1.zip	5 days old	wild type	1:09 am on Day #2	12h	30 Gy of HZE	approx. 12 minutes
GSM1506030 1	HW12.0.rep.1	seedling_12h after HZE irradiation_WT	seedling,12h_after_HZE,WT rep1	5 days old	wild type	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	1:09 am on Day #2	12h	30 Gy of HZE	approx. 12 minutes	P-GSE61484-2	ArrayExpress	P-GSE61484-3	ArrayExpress	P-GSE61484-4	ArrayExpress	GSM1506030 extract 1	total RNA	P-GSE61484-5	ArrayExpress	GSM1506030 LE 1	biotin	P-GSE61484-6	ArrayExpress	GSM1506030	A-AFFY-2	ArrayExpress	array assay	P-GSE61484-7	ArrayExpress	GSM1506030_1006A-03_HW12-21_2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61484/E-GEOD-61484.raw.1.zip	P-GSE61484-1	ArrayExpress	GSM1506030_sample_table.txt norm	GSM1506030_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61484/E-GEOD-61484.processed.1.zip	5 days old	wild type	1:09 am on Day #2	12h	30 Gy of HZE	approx. 12 minutes
GSM1506029 1	HW6.0.rep.2	seedling_6h after HZE irradiation_WT	seedling,6h_after_HZE,WT rep2	5 days old	wild type	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	7:24 pm on Day #1	6h	30 Gy of HZE	approx. 12 minutes	P-GSE61484-2	ArrayExpress	P-GSE61484-3	ArrayExpress	P-GSE61484-4	ArrayExpress	GSM1506029 extract 1	total RNA	P-GSE61484-5	ArrayExpress	GSM1506029 LE 1	biotin	P-GSE61484-6	ArrayExpress	GSM1506029	A-AFFY-2	ArrayExpress	array assay	P-GSE61484-7	ArrayExpress	GSM1506029_1006A-03_HW6-18_2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61484/E-GEOD-61484.raw.1.zip	P-GSE61484-1	ArrayExpress	GSM1506029_sample_table.txt norm	GSM1506029_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61484/E-GEOD-61484.processed.1.zip	5 days old	wild type	7:24 pm on Day #1	6h	30 Gy of HZE	approx. 12 minutes
GSM1506028 1	HW6.0.rep.1	seedling_6h after HZE irradiation_WT	seedling,6h_after_HZE,WT rep1	5 days old	wild type	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	7:24 pm on Day #1	6h	30 Gy of HZE	approx. 12 minutes	P-GSE61484-2	ArrayExpress	P-GSE61484-3	ArrayExpress	P-GSE61484-4	ArrayExpress	GSM1506028 extract 1	total RNA	P-GSE61484-5	ArrayExpress	GSM1506028 LE 1	biotin	P-GSE61484-6	ArrayExpress	GSM1506028	A-AFFY-2	ArrayExpress	array assay	P-GSE61484-7	ArrayExpress	GSM1506028_1006A-03_HW6-17_2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61484/E-GEOD-61484.raw.1.zip	P-GSE61484-1	ArrayExpress	GSM1506028_sample_table.txt norm	GSM1506028_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61484/E-GEOD-61484.processed.1.zip	5 days old	wild type	7:24 pm on Day #1	6h	30 Gy of HZE	approx. 12 minutes
GSM1506027 1	HW3.0.rep.2	seedling_3h after HZE irradiation_WT	seedling,3h_after_HZE,WT rep2	5 days old	wild type	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	4:09 pm on Day #1	3h	30 Gy of HZE	approx. 12 minutes	P-GSE61484-2	ArrayExpress	P-GSE61484-3	ArrayExpress	P-GSE61484-4	ArrayExpress	GSM1506027 extract 1	total RNA	P-GSE61484-5	ArrayExpress	GSM1506027 LE 1	biotin	P-GSE61484-6	ArrayExpress	GSM1506027	A-AFFY-2	ArrayExpress	array assay	P-GSE61484-7	ArrayExpress	GSM1506027_1006A-03_HW3-14.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61484/E-GEOD-61484.raw.1.zip	P-GSE61484-1	ArrayExpress	GSM1506027_sample_table.txt norm	GSM1506027_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61484/E-GEOD-61484.processed.1.zip	5 days old	wild type	4:09 pm on Day #1	3h	30 Gy of HZE	approx. 12 minutes
GSM1506026 1	HW3.0.rep.1	seedling_3h after HZE irradiation_WT	seedling,3h_after_HZE,WT rep1	5 days old	wild type	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	4:09 pm on Day #1	3h	30 Gy of HZE	approx. 12 minutes	P-GSE61484-2	ArrayExpress	P-GSE61484-3	ArrayExpress	P-GSE61484-4	ArrayExpress	GSM1506026 extract 1	total RNA	P-GSE61484-5	ArrayExpress	GSM1506026 LE 1	biotin	P-GSE61484-6	ArrayExpress	GSM1506026	A-AFFY-2	ArrayExpress	array assay	P-GSE61484-7	ArrayExpress	GSM1506026_1006A-03_HW3-13.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61484/E-GEOD-61484.raw.1.zip	P-GSE61484-1	ArrayExpress	GSM1506026_sample_table.txt norm	GSM1506026_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61484/E-GEOD-61484.processed.1.zip	5 days old	wild type	4:09 pm on Day #1	3h	30 Gy of HZE	approx. 12 minutes
GSM1506025 1	HW1.5.rep.2	seedling_1.5h after HZE irradiation_WT	seedling,1.5h_after_HZE,WT rep2	5 days old	wild type	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	2:39 pm on Day #1	1.5h	30 Gy of HZE	approx. 12 minutes	P-GSE61484-2	ArrayExpress	P-GSE61484-3	ArrayExpress	P-GSE61484-4	ArrayExpress	GSM1506025 extract 1	total RNA	P-GSE61484-5	ArrayExpress	GSM1506025 LE 1	biotin	P-GSE61484-6	ArrayExpress	GSM1506025	A-AFFY-2	ArrayExpress	array assay	P-GSE61484-7	ArrayExpress	GSM1506025_0806A-10_G2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61484/E-GEOD-61484.raw.1.zip	P-GSE61484-1	ArrayExpress	GSM1506025_sample_table.txt norm	GSM1506025_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61484/E-GEOD-61484.processed.1.zip	5 days old	wild type	2:39 pm on Day #1	1.5h	30 Gy of HZE	approx. 12 minutes
GSM1506024 1	HW1.5.rep.1	seedling_1.5h after HZE irradiation_WT	seedling,1.5h_after_HZE,WT rep1	5 days old	wild type	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	2:39 pm on Day #1	1.5h	30 Gy of HZE	approx. 12 minutes	P-GSE61484-2	ArrayExpress	P-GSE61484-3	ArrayExpress	P-GSE61484-4	ArrayExpress	GSM1506024 extract 1	total RNA	P-GSE61484-5	ArrayExpress	GSM1506024 LE 1	biotin	P-GSE61484-6	ArrayExpress	GSM1506024	A-AFFY-2	ArrayExpress	array assay	P-GSE61484-7	ArrayExpress	GSM1506024_0806A-10_G1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61484/E-GEOD-61484.raw.1.zip	P-GSE61484-1	ArrayExpress	GSM1506024_sample_table.txt norm	GSM1506024_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61484/E-GEOD-61484.processed.1.zip	5 days old	wild type	2:39 pm on Day #1	1.5h	30 Gy of HZE	approx. 12 minutes
GSM1506023 1	GW24.0.rep.2	seedling_24h after Gamma irradiation_WT	seedling,24h_after_Gamma,WT rep2	6 days old	wild type	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	8:40 am on Day #2	24h	100 Gy of Gamma radiation	15 minutes	P-GSE61484-2	ArrayExpress	P-GSE61484-3	ArrayExpress	P-GSE61484-4	ArrayExpress	GSM1506023 extract 1	total RNA	P-GSE61484-5	ArrayExpress	GSM1506023 LE 1	biotin	P-GSE61484-6	ArrayExpress	GSM1506023	A-AFFY-2	ArrayExpress	array assay	P-GSE61484-7	ArrayExpress	GSM1506023_0806A-10_E2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61484/E-GEOD-61484.raw.1.zip	P-GSE61484-1	ArrayExpress	GSM1506023_sample_table.txt norm	GSM1506023_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61484/E-GEOD-61484.processed.1.zip	6 days old	wild type	8:40 am on Day #2	24h	100 Gy of Gamma radiation	15 minutes
GSM1506022 1	GW24.0.rep.1	seedling_24h after Gamma irradiation_WT	seedling,24h_after_Gamma,WT rep1	6 days old	wild type	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	8:40 am on Day #2	24h	100 Gy of Gamma radiation	15 minutes	P-GSE61484-2	ArrayExpress	P-GSE61484-3	ArrayExpress	P-GSE61484-4	ArrayExpress	GSM1506022 extract 1	total RNA	P-GSE61484-5	ArrayExpress	GSM1506022 LE 1	biotin	P-GSE61484-6	ArrayExpress	GSM1506022	A-AFFY-2	ArrayExpress	array assay	P-GSE61484-7	ArrayExpress	GSM1506022_0806A-10_E1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61484/E-GEOD-61484.raw.1.zip	P-GSE61484-1	ArrayExpress	GSM1506022_sample_table.txt norm	GSM1506022_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61484/E-GEOD-61484.processed.1.zip	6 days old	wild type	8:40 am on Day #2	24h	100 Gy of Gamma radiation	15 minutes
GSM1506021 1	GW12.0.rep.2	seedling_12h after Gamma irradiation_WT	seedling,12h_after_Gamma,WT rep2	5 days old	wild type	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	8:40 pm on Day #1	12h	100 Gy of Gamma radiation	15 minutes	P-GSE61484-2	ArrayExpress	P-GSE61484-3	ArrayExpress	P-GSE61484-4	ArrayExpress	GSM1506021 extract 1	total RNA	P-GSE61484-5	ArrayExpress	GSM1506021 LE 1	biotin	P-GSE61484-6	ArrayExpress	GSM1506021	A-AFFY-2	ArrayExpress	array assay	P-GSE61484-7	ArrayExpress	GSM1506021_1006A-03_GW12-9.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61484/E-GEOD-61484.raw.1.zip	P-GSE61484-1	ArrayExpress	GSM1506021_sample_table.txt norm	GSM1506021_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61484/E-GEOD-61484.processed.1.zip	5 days old	wild type	8:40 pm on Day #1	12h	100 Gy of Gamma radiation	15 minutes
GSM1506020 1	GW12.0.rep.1	seedling_12h after Gamma irradiation_WT	seedling,12h_after_Gamma,WT rep1	5 days old	wild type	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	8:40 pm on Day #1	12h	100 Gy of Gamma radiation	15 minutes	P-GSE61484-2	ArrayExpress	P-GSE61484-3	ArrayExpress	P-GSE61484-4	ArrayExpress	GSM1506020 extract 1	total RNA	P-GSE61484-5	ArrayExpress	GSM1506020 LE 1	biotin	P-GSE61484-6	ArrayExpress	GSM1506020	A-AFFY-2	ArrayExpress	array assay	P-GSE61484-7	ArrayExpress	GSM1506020_1006A-03_GW12-10_2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61484/E-GEOD-61484.raw.1.zip	P-GSE61484-1	ArrayExpress	GSM1506020_sample_table.txt norm	GSM1506020_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61484/E-GEOD-61484.processed.1.zip	5 days old	wild type	8:40 pm on Day #1	12h	100 Gy of Gamma radiation	15 minutes
GSM1506019 1	GW6.0.rep.2	seedling_6h after Gamma irradiation_WT	seedling,6h_after_Gamma,WT rep2	5 days old	wild type	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	2:55 pm on Day #1	6h	100 Gy of Gamma radiation	15 minutes	P-GSE61484-2	ArrayExpress	P-GSE61484-3	ArrayExpress	P-GSE61484-4	ArrayExpress	GSM1506019 extract 1	total RNA	P-GSE61484-5	ArrayExpress	GSM1506019 LE 1	biotin	P-GSE61484-6	ArrayExpress	GSM1506019	A-AFFY-2	ArrayExpress	array assay	P-GSE61484-7	ArrayExpress	GSM1506019_1006A-03_GW6-6_2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61484/E-GEOD-61484.raw.1.zip	P-GSE61484-1	ArrayExpress	GSM1506019_sample_table.txt norm	GSM1506019_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61484/E-GEOD-61484.processed.1.zip	5 days old	wild type	2:55 pm on Day #1	6h	100 Gy of Gamma radiation	15 minutes
GSM1506018 1	GW6.0.rep.1	seedling_6h after Gamma irradiation_WT	seedling,6h_after_Gamma,WT rep1	5 days old	wild type	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	2:55 pm on Day #1	6h	100 Gy of Gamma radiation	15 minutes	P-GSE61484-2	ArrayExpress	P-GSE61484-3	ArrayExpress	P-GSE61484-4	ArrayExpress	GSM1506018 extract 1	total RNA	P-GSE61484-5	ArrayExpress	GSM1506018 LE 1	biotin	P-GSE61484-6	ArrayExpress	GSM1506018	A-AFFY-2	ArrayExpress	array assay	P-GSE61484-7	ArrayExpress	GSM1506018_1006A-03_GW6-5_2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61484/E-GEOD-61484.raw.1.zip	P-GSE61484-1	ArrayExpress	GSM1506018_sample_table.txt norm	GSM1506018_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61484/E-GEOD-61484.processed.1.zip	5 days old	wild type	2:55 pm on Day #1	6h	100 Gy of Gamma radiation	15 minutes
GSM1506017 1	GW3.0.rep.2	seedling_3h after Gamma irradiation_WT	seedling,3h_after_Gamma,WT rep2	5 days old	wild type	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	11:40 am on Day #1	3h	100 Gy of Gamma radiation	15 minutes	P-GSE61484-2	ArrayExpress	P-GSE61484-3	ArrayExpress	P-GSE61484-4	ArrayExpress	GSM1506017 extract 1	total RNA	P-GSE61484-5	ArrayExpress	GSM1506017 LE 1	biotin	P-GSE61484-6	ArrayExpress	GSM1506017	A-AFFY-2	ArrayExpress	array assay	P-GSE61484-7	ArrayExpress	GSM1506017_1006A-03_GW3-2_2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61484/E-GEOD-61484.raw.1.zip	P-GSE61484-1	ArrayExpress	GSM1506017_sample_table.txt norm	GSM1506017_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61484/E-GEOD-61484.processed.1.zip	5 days old	wild type	11:40 am on Day #1	3h	100 Gy of Gamma radiation	15 minutes
GSM1506016 1	GW3.0.rep.1	seedling_3h after Gamma irradiation_WT	seedling,3h_after_Gamma,WT rep1	5 days old	wild type	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	11:40 am on Day #1	3h	100 Gy of Gamma radiation	15 minutes	P-GSE61484-2	ArrayExpress	P-GSE61484-3	ArrayExpress	P-GSE61484-4	ArrayExpress	GSM1506016 extract 1	total RNA	P-GSE61484-5	ArrayExpress	GSM1506016 LE 1	biotin	P-GSE61484-6	ArrayExpress	GSM1506016	A-AFFY-2	ArrayExpress	array assay	P-GSE61484-7	ArrayExpress	GSM1506016_1006A-03_GW3-1_2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61484/E-GEOD-61484.raw.1.zip	P-GSE61484-1	ArrayExpress	GSM1506016_sample_table.txt norm	GSM1506016_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61484/E-GEOD-61484.processed.1.zip	5 days old	wild type	11:40 am on Day #1	3h	100 Gy of Gamma radiation	15 minutes
GSM1506015 1	GW1.5.rep.2	seedling_1.5h after Gamma irradiation_WT	seedling,1.5h_after_Gamma,WT rep2	5 days old	wild type	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	10:10 am on Day #1	1.5h	100 Gy of Gamma radiation	15 minutes	P-GSE61484-2	ArrayExpress	P-GSE61484-3	ArrayExpress	P-GSE61484-4	ArrayExpress	GSM1506015 extract 1	total RNA	P-GSE61484-5	ArrayExpress	GSM1506015 LE 1	biotin	P-GSE61484-6	ArrayExpress	GSM1506015	A-AFFY-2	ArrayExpress	array assay	P-GSE61484-7	ArrayExpress	GSM1506015_0806A-10_C2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61484/E-GEOD-61484.raw.1.zip	P-GSE61484-1	ArrayExpress	GSM1506015_sample_table.txt norm	GSM1506015_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61484/E-GEOD-61484.processed.1.zip	5 days old	wild type	10:10 am on Day #1	1.5h	100 Gy of Gamma radiation	15 minutes
GSM1506014 1	GW1.5.rep.1	seedling_1.5h after Gamma irradiation_WT	seedling,1.5h_after_Gamma,WT rep1	5 days old	wild type	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	10:10 am on Day #1	1.5h	100 Gy of Gamma radiation	15 minutes	P-GSE61484-2	ArrayExpress	P-GSE61484-3	ArrayExpress	P-GSE61484-4	ArrayExpress	GSM1506014 extract 1	total RNA	P-GSE61484-5	ArrayExpress	GSM1506014 LE 1	biotin	P-GSE61484-6	ArrayExpress	GSM1506014	A-AFFY-2	ArrayExpress	array assay	P-GSE61484-7	ArrayExpress	GSM1506014_0806A-10_C1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61484/E-GEOD-61484.raw.1.zip	P-GSE61484-1	ArrayExpress	GSM1506014_sample_table.txt norm	GSM1506014_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61484/E-GEOD-61484.processed.1.zip	5 days old	wild type	10:10 am on Day #1	1.5h	100 Gy of Gamma radiation	15 minutes
