Source Name	Characteristics [organism]	Term Source REF	Term Accession Number	Description	Characteristics[ecotype]	Characteristics[genotype]	Characteristics[organism part]	Comment [Sample_source_name]	Protocol REF	Protocol REF	Sample Name	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Material Type	Hybridization Name	Array Design REF	Protocol REF	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Derived Array Data Matrix File	Comment [Derived ArrayExpress Data Matrix FTP file]	FactorValue[treatment]	FactorValue[genotype]	FactorValue[time]	Unit[time unit]
GSE17464GSM435696	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"leaf discs, Gene expression data from Arabidopsis leaves treated with flg22. tissue: leaf discs"	Landsberg erecta	wild type	leaf	leaf discs	P-G17464-1	P-G17464-2	GSE17464GSM435696 sample	P-G17464-5	GSE17464GSM435696 extract	total_RNA	P-G17464-3	GSE17464GSM435696 LE biotin	biotin	synthetic_RNA	"Laer, Flg22+GA, 1h, Biological Rep 3"	A-AFFY-2	P-AFFY-6	GSM435696.CEL	GSM435696.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.raw.1.zip	P-G17464-4	E-GEOD-17464-processed-data-2002732225.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.processed.1.zip	flg22	wild type	1	hour
GSE17464GSM435690	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"leaf discs, Gene expression data from Arabidopsis leaves treated with flg22. tissue: leaf discs"	Landsberg erecta	wild type	leaf	leaf discs	P-G17464-1	P-G17464-2	GSE17464GSM435690 sample	P-G17464-5	GSE17464GSM435690 extract	total_RNA	P-G17464-3	GSE17464GSM435690 LE biotin	biotin	synthetic_RNA	"Laer, GA, 1h, Biological Rep 3"	A-AFFY-2	P-AFFY-6	GSM435690.CEL	GSM435690.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.raw.1.zip	P-G17464-4	E-GEOD-17464-processed-data-2002732225.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.processed.1.zip	flg22	wild type	1	hour
GSE17464GSM435694	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"leaf discs, Gene expression data from Arabidopsis leaves treated with flg22. tissue: leaf discs"	Landsberg erecta	wild type	leaf	leaf discs	P-G17464-1	P-G17464-2	GSE17464GSM435694 sample	P-G17464-5	GSE17464GSM435694 extract	total_RNA	P-G17464-3	GSE17464GSM435694 LE biotin	biotin	synthetic_RNA	"Laer, Flg22+GA, 1h, Biological Rep 1"	A-AFFY-2	P-AFFY-6	GSM435694.CEL	GSM435694.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.raw.1.zip	P-G17464-4	E-GEOD-17464-processed-data-2002732225.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.processed.1.zip	flg22	wild type	1	hour
GSE17464GSM435684	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"leaf discs, Gene expression data from Arabidopsis leaves treated with flg22. tissue: leaf discs"	Landsberg erecta	wild type	leaf	leaf discs	P-G17464-1	P-G17464-2	GSE17464GSM435684 sample	P-G17464-5	GSE17464GSM435684 extract	total_RNA	P-G17464-3	GSE17464GSM435684 LE biotin	biotin	synthetic_RNA	"Laer, Flg22(Agrobacterium), 1h, Biological Rep 3"	A-AFFY-2	P-AFFY-6	GSM435684.CEL	GSM435684.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.raw.1.zip	P-G17464-4	E-GEOD-17464-processed-data-2002732225.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.processed.1.zip	flg22	wild type	1	hour
GSE17464GSM435683	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"leaf discs, Gene expression data from Arabidopsis leaves treated with flg22. tissue: leaf discs"	Landsberg erecta	wild type	leaf	leaf discs	P-G17464-1	P-G17464-2	GSE17464GSM435683 sample	P-G17464-5	GSE17464GSM435683 extract	total_RNA	P-G17464-3	GSE17464GSM435683 LE biotin	biotin	synthetic_RNA	"Laer, Flg22(Agrobacterium), 1h, Biological Rep 2"	A-AFFY-2	P-AFFY-6	GSM435683.CEL	GSM435683.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.raw.1.zip	P-G17464-4	E-GEOD-17464-processed-data-2002732225.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.processed.1.zip	flg22	wild type	1	hour
GSE17464GSM435688	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"leaf discs, Gene expression data from Arabidopsis leaves treated with flg22. tissue: leaf discs"	Landsberg erecta	wild type	leaf	leaf discs	P-G17464-1	P-G17464-2	GSE17464GSM435688 sample	P-G17464-5	GSE17464GSM435688 extract	total_RNA	P-G17464-3	GSE17464GSM435688 LE biotin	biotin	synthetic_RNA	"Laer, GA, 1h, Biological Rep 1"	A-AFFY-2	P-AFFY-6	GSM435688.CEL	GSM435688.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.raw.1.zip	P-G17464-4	E-GEOD-17464-processed-data-2002732225.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.processed.1.zip	flg22	wild type	1	hour
GSE17464GSM435763	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"leaf discs, Gene expression data from Arabidopsis leaves pre-treated with GA+JA and induced with flg22. tissue: leaf discs"	Landsberg erecta	wild type	leaf	leaf discs	P-G17464-1	P-G17464-2	GSE17464GSM435763 sample	P-G17464-5	GSE17464GSM435763 extract	total_RNA	P-G17464-3	GSE17464GSM435763 LE biotin	biotin	synthetic_RNA	"Laer, pretreat with GA+JA, Flg22, 1h, Biological Rep 1"	A-AFFY-2	P-AFFY-6	GSM435763.CEL	GSM435763.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.raw.1.zip	P-G17464-4	E-GEOD-17464-processed-data-2002732225.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.processed.1.zip	gibberellin and jasmonic acid followed by flg22	wild type	1	hour
GSE17464GSM435765	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"leaf discs, Gene expression data from Arabidopsis leaves pre-treated with GA+JA and induced with flg22. tissue: leaf discs"	Landsberg erecta	wild type	leaf	leaf discs	P-G17464-1	P-G17464-2	GSE17464GSM435765 sample	P-G17464-5	GSE17464GSM435765 extract	total_RNA	P-G17464-3	GSE17464GSM435765 LE biotin	biotin	synthetic_RNA	"Laer, pretreat with GA+JA, Flg22, 1h, Biological Rep 3"	A-AFFY-2	P-AFFY-6	GSM435765.CEL	GSM435765.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.raw.1.zip	P-G17464-4	E-GEOD-17464-processed-data-2002732225.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.processed.1.zip	gibberellin and jasmonic acid followed by flg22	wild type	1	hour
GSE17464GSM435764	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"leaf discs, Gene expression data from Arabidopsis leaves pre-treated with GA+JA and induced with flg22. tissue: leaf discs"	Landsberg erecta	wild type	leaf	leaf discs	P-G17464-1	P-G17464-2	GSE17464GSM435764 sample	P-G17464-5	GSE17464GSM435764 extract	total_RNA	P-G17464-3	GSE17464GSM435764 LE biotin	biotin	synthetic_RNA	"Laer, pretreat with GA+JA, Flg22, 1h, Biological Rep 2"	A-AFFY-2	P-AFFY-6	GSM435764.CEL	GSM435764.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.raw.1.zip	P-G17464-4	E-GEOD-17464-processed-data-2002732225.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.processed.1.zip	gibberellin and jasmonic acid followed by flg22	wild type	1	hour
GSE17464GSM435756	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"leaf discs, Gene expression data from Arabidopsis leaves pre-treated with GA and induced with flg22. tissue: leaf discs"	Landsberg erecta	wild type	leaf	leaf discs	P-G17464-1	P-G17464-2	GSE17464GSM435756 sample	P-G17464-5	GSE17464GSM435756 extract	total_RNA	P-G17464-3	GSE17464GSM435756 LE biotin	biotin	synthetic_RNA	"Laer, pretreat with GA, Flg22, 1h, Biological Rep 3"	A-AFFY-2	P-AFFY-6	GSM435756.CEL	GSM435756.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.raw.1.zip	P-G17464-4	E-GEOD-17464-processed-data-2002732225.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.processed.1.zip	gibberellin followed by flg22	wild type	1	hour
GSE17464GSM435755	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"leaf discs, Gene expression data from Arabidopsis leaves pre-treated with GA and induced with flg22. tissue: leaf discs"	Landsberg erecta	wild type	leaf	leaf discs	P-G17464-1	P-G17464-2	GSE17464GSM435755 sample	P-G17464-5	GSE17464GSM435755 extract	total_RNA	P-G17464-3	GSE17464GSM435755 LE biotin	biotin	synthetic_RNA	"Laer, pretreat with GA, Flg22, 1h, Biological Rep 2"	A-AFFY-2	P-AFFY-6	GSM435755.CEL	GSM435755.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.raw.1.zip	P-G17464-4	E-GEOD-17464-processed-data-2002732225.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.processed.1.zip	gibberellin followed by flg22	wild type	1	hour
GSE17464GSM435754	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"leaf discs, Gene expression data from Arabidopsis leaves pre-treated with GA and induced with flg22. tissue: leaf discs"	Landsberg erecta	wild type	leaf	leaf discs	P-G17464-1	P-G17464-2	GSE17464GSM435754 sample	P-G17464-5	GSE17464GSM435754 extract	total_RNA	P-G17464-3	GSE17464GSM435754 LE biotin	biotin	synthetic_RNA	"Laer, pretreat with GA, Flg22, 1h, Biological Rep 1"	A-AFFY-2	P-AFFY-6	GSM435754.CEL	GSM435754.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.raw.1.zip	P-G17464-4	E-GEOD-17464-processed-data-2002732225.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.processed.1.zip	gibberellin followed by flg22	wild type	1	hour
GSE17464GSM435747	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"leaf discs, Gene expression data from Arabidopsis leaves pre-treated with JA and induced with flg22. tissue: leaf discs"	Landsberg erecta	wild type	leaf	leaf discs	P-G17464-1	P-G17464-2	GSE17464GSM435747 sample	P-G17464-5	GSE17464GSM435747 extract	total_RNA	P-G17464-3	GSE17464GSM435747 LE biotin	biotin	synthetic_RNA	"Laer, pretreat with JA, Flg22, 1h, Biological Rep 3"	A-AFFY-2	P-AFFY-6	GSM435747.CEL	GSM435747.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.raw.1.zip	P-G17464-4	E-GEOD-17464-processed-data-2002732225.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.processed.1.zip	jasmonic acid followed by flg22	wild type	1	hour
GSE17464GSM435746	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"leaf discs, Gene expression data from Arabidopsis leaves pre-treated with JA and induced with flg22. tissue: leaf discs"	Landsberg erecta	wild type	leaf	leaf discs	P-G17464-1	P-G17464-2	GSE17464GSM435746 sample	P-G17464-5	GSE17464GSM435746 extract	total_RNA	P-G17464-3	GSE17464GSM435746 LE biotin	biotin	synthetic_RNA	"Laer, pretreat with JA, Flg22, 1h, Biological Rep 2"	A-AFFY-2	P-AFFY-6	GSM435746.CEL	GSM435746.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.raw.1.zip	P-G17464-4	E-GEOD-17464-processed-data-2002732225.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.processed.1.zip	jasmonic acid followed by flg22	wild type	1	hour
GSE17464GSM435745	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"leaf discs, Gene expression data from Arabidopsis leaves pre-treated with JA and induced with flg22. tissue: leaf discs"	Landsberg erecta	wild type	leaf	leaf discs	P-G17464-1	P-G17464-2	GSE17464GSM435745 sample	P-G17464-5	GSE17464GSM435745 extract	total_RNA	P-G17464-3	GSE17464GSM435745 LE biotin	biotin	synthetic_RNA	"Laer, pretreat with JA, Flg22, 1h, Biological Rep 1"	A-AFFY-2	P-AFFY-6	GSM435745.CEL	GSM435745.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.raw.1.zip	P-G17464-4	E-GEOD-17464-processed-data-2002732225.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.processed.1.zip	jasmonic acid followed by flg22	wild type	1	hour
GSE17464GSM435725	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"leaf discs, Gene expression data from Arabidopsis leaves treated with Methyl Jasmonate. tissue: leaf discs"	Landsberg erecta	wild type	leaf	leaf discs	P-G17464-1	P-G17464-2	GSE17464GSM435725 sample	P-G17464-5	GSE17464GSM435725 extract	total_RNA	P-G17464-3	GSE17464GSM435725 LE biotin	biotin	synthetic_RNA	"Laer, MeJA, 1h, Biological Rep 2"	A-AFFY-2	P-AFFY-6	GSM435725.CEL	GSM435725.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.raw.1.zip	P-G17464-4	E-GEOD-17464-processed-data-2002732225.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.processed.1.zip	methyl jasmonate	wild type	1	hour
GSE17464GSM435726	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"leaf discs, Gene expression data from Arabidopsis leaves treated with Methyl Jasmonate. tissue: leaf discs"	Landsberg erecta	wild type	leaf	leaf discs	P-G17464-1	P-G17464-2	GSE17464GSM435726 sample	P-G17464-5	GSE17464GSM435726 extract	total_RNA	P-G17464-3	GSE17464GSM435726 LE biotin	biotin	synthetic_RNA	"Laer, MeJA, 1h, Biological Rep 3"	A-AFFY-2	P-AFFY-6	GSM435726.CEL	GSM435726.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.raw.1.zip	P-G17464-4	E-GEOD-17464-processed-data-2002732225.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.processed.1.zip	methyl jasmonate	wild type	1	hour
GSE17464GSM435724	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"leaf discs, Gene expression data from Arabidopsis leaves treated with Methyl Jasmonate. tissue: leaf discs"	Landsberg erecta	wild type	leaf	leaf discs	P-G17464-1	P-G17464-2	GSE17464GSM435724 sample	P-G17464-5	GSE17464GSM435724 extract	total_RNA	P-G17464-3	GSE17464GSM435724 LE biotin	biotin	synthetic_RNA	"Laer, MeJA, 1h, Biological Rep 1"	A-AFFY-2	P-AFFY-6	GSM435724.CEL	GSM435724.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.raw.2.zip	P-G17464-4	E-GEOD-17464-processed-data-2002732225.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.processed.1.zip	methyl jasmonate	wild type	1	hour
GSE17464GSM435708	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"leaf discs, Gene expression data from Arabidopsis leaves treated with flg22. tissue: leaf discs"	Landsberg erecta	ga1-3 gai-t6 rga-t2 rgl1-1 rgl2-1	leaf	leaf discs	P-G17464-1	P-G17464-2	GSE17464GSM435708 sample	P-G17464-5	GSE17464GSM435708 extract	total_RNA	P-G17464-3	GSE17464GSM435708 LE biotin	biotin	synthetic_RNA	"penta, Flg22, 2h, Biological Rep 3"	A-AFFY-2	P-AFFY-6	GSM435708.CEL	GSM435708.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.raw.2.zip	P-G17464-4	E-GEOD-17464-processed-data-2002732225.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.processed.1.zip	flg22	ga1-3 gai-t6 rga-t2 rgl1-1 rgl2-1	2	hour
GSE17464GSM435707	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"leaf discs, Gene expression data from Arabidopsis leaves treated with flg22. tissue: leaf discs"	Landsberg erecta	ga1-3 gai-t6 rga-t2 rgl1-1 rgl2-1	leaf	leaf discs	P-G17464-1	P-G17464-2	GSE17464GSM435707 sample	P-G17464-5	GSE17464GSM435707 extract	total_RNA	P-G17464-3	GSE17464GSM435707 LE biotin	biotin	synthetic_RNA	"penta, Flg22, 2h, Biological Rep 2"	A-AFFY-2	P-AFFY-6	GSM435707.CEL	GSM435707.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.raw.2.zip	P-G17464-4	E-GEOD-17464-processed-data-2002732225.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.processed.1.zip	flg22	ga1-3 gai-t6 rga-t2 rgl1-1 rgl2-1	2	hour
GSE17464GSM435706	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"leaf discs, Gene expression data from Arabidopsis leaves treated with flg22. tissue: leaf discs"	Landsberg erecta	ga1-3 gai-t6 rga-t2 rgl1-1 rgl2-1	leaf	leaf discs	P-G17464-1	P-G17464-2	GSE17464GSM435706 sample	P-G17464-5	GSE17464GSM435706 extract	total_RNA	P-G17464-3	GSE17464GSM435706 LE biotin	biotin	synthetic_RNA	"penta, Flg22, 2h, Biological Rep 1"	A-AFFY-2	P-AFFY-6	GSM435706.CEL	GSM435706.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.raw.2.zip	P-G17464-4	E-GEOD-17464-processed-data-2002732225.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.processed.1.zip	flg22	ga1-3 gai-t6 rga-t2 rgl1-1 rgl2-1	2	hour
GSE17464GSM435717	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"leaf discs, Gene expression data from Arabidopsis leaves treated with flg22. tissue: leaf discs"	Landsberg erecta	gai mutant	leaf	leaf discs	P-G17464-1	P-G17464-2	GSE17464GSM435717 sample	P-G17464-5	GSE17464GSM435717 extract	total_RNA	P-G17464-3	GSE17464GSM435717 LE biotin	biotin	synthetic_RNA	"gai, Flg22, 2h, Biological Rep 3"	A-AFFY-2	P-AFFY-6	GSM435717.CEL	GSM435717.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.raw.2.zip	P-G17464-4	E-GEOD-17464-processed-data-2002732225.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.processed.1.zip	flg22	gai mutant	2	hour
GSE17464GSM435716	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"leaf discs, Gene expression data from Arabidopsis leaves treated with flg22. tissue: leaf discs"	Landsberg erecta	gai mutant	leaf	leaf discs	P-G17464-1	P-G17464-2	GSE17464GSM435716 sample	P-G17464-5	GSE17464GSM435716 extract	total_RNA	P-G17464-3	GSE17464GSM435716 LE biotin	biotin	synthetic_RNA	"gai, Flg22, 2h, Biological Rep 2"	A-AFFY-2	P-AFFY-6	GSM435716.CEL	GSM435716.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.raw.2.zip	P-G17464-4	E-GEOD-17464-processed-data-2002732225.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.processed.1.zip	flg22	gai mutant	2	hour
GSE17464GSM435715	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"leaf discs, Gene expression data from Arabidopsis leaves treated with flg22. tissue: leaf discs"	Landsberg erecta	gai mutant	leaf	leaf discs	P-G17464-1	P-G17464-2	GSE17464GSM435715 sample	P-G17464-5	GSE17464GSM435715 extract	total_RNA	P-G17464-3	GSE17464GSM435715 LE biotin	biotin	synthetic_RNA	"gai, Flg22, 2h, Biological Rep 1"	A-AFFY-2	P-AFFY-6	GSM435715.CEL	GSM435715.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.raw.2.zip	P-G17464-4	E-GEOD-17464-processed-data-2002732225.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.processed.1.zip	flg22	gai mutant	2	hour
GSE17464GSM435698	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"leaf discs, Gene expression data from Arabidopsis leaves treated with flg22. tissue: leaf discs"	Landsberg erecta	wild type	leaf	leaf discs	P-G17464-1	P-G17464-2	GSE17464GSM435698 sample	P-G17464-5	GSE17464GSM435698 extract	total_RNA	P-G17464-3	GSE17464GSM435698 LE biotin	biotin	synthetic_RNA	"Laer, Flg22+GA, 2h, Biological Rep 2"	A-AFFY-2	P-AFFY-6	GSM435698.CEL	GSM435698.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.raw.2.zip	P-G17464-4	E-GEOD-17464-processed-data-2002732225.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.processed.1.zip	flg22	wild type	2	hour
GSE17464GSM435693	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"leaf discs, Gene expression data from Arabidopsis leaves treated with flg22. tissue: leaf discs"	Landsberg erecta	wild type	leaf	leaf discs	P-G17464-1	P-G17464-2	GSE17464GSM435693 sample	P-G17464-5	GSE17464GSM435693 extract	total_RNA	P-G17464-3	GSE17464GSM435693 LE biotin	biotin	synthetic_RNA	"Laer, GA, 2h, Biological Rep 3"	A-AFFY-2	P-AFFY-6	GSM435693.CEL	GSM435693.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.raw.2.zip	P-G17464-4	E-GEOD-17464-processed-data-2002732225.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.processed.1.zip	flg22	wild type	2	hour
GSE17464GSM435680	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"leaf discs, Gene expression data from Arabidopsis leaves treated with flg22. tissue: leaf discs"	Landsberg erecta	wild type	leaf	leaf discs	P-G17464-1	P-G17464-2	GSE17464GSM435680 sample	P-G17464-5	GSE17464GSM435680 extract	total_RNA	P-G17464-3	GSE17464GSM435680 LE biotin	biotin	synthetic_RNA	"Laer, Flg22, 2h, Biological Rep 2"	A-AFFY-2	P-AFFY-6	GSM435680.CEL	GSM435680.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.raw.2.zip	P-G17464-4	E-GEOD-17464-processed-data-2002732225.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.processed.1.zip	flg22	wild type	2	hour
GSE17464GSM435692	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"leaf discs, Gene expression data from Arabidopsis leaves treated with flg22. tissue: leaf discs"	Landsberg erecta	wild type	leaf	leaf discs	P-G17464-1	P-G17464-2	GSE17464GSM435692 sample	P-G17464-5	GSE17464GSM435692 extract	total_RNA	P-G17464-3	GSE17464GSM435692 LE biotin	biotin	synthetic_RNA	"Laer, GA, 2h, Biological Rep 2"	A-AFFY-2	P-AFFY-6	GSM435692.CEL	GSM435692.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.raw.2.zip	P-G17464-4	E-GEOD-17464-processed-data-2002732225.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.processed.1.zip	flg22	wild type	2	hour
