Source Name	Comment [Sample_description]	Comment [Sample_source_name]	Comment [Sample_title]	Material Type	Characteristics [age]	Unit[time unit]	Characteristics[ecotype]	Characteristics [genotype]	Characteristics[growth condition]	Characteristics [organism]	Term Source REF	Term Accession Number	Characteristics [organism part]	Protocol REF	Term Source REF	Protocol REF	Term Source REF	Protocol REF	Term Source REF	Extract Name	Material Type	Protocol REF	Term Source REF	Labeled Extract Name	Label	Protocol REF	Term Source REF	Assay Name	Array Design REF	Term Source REF	Technology Type	Protocol REF	Term Source REF	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Term Source REF	Normalization Name	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Factor Value [phenotype]	Factor Value [time]	Unit[time unit]
GSM1212469 1	Gene expression data at TO in the eds1 mutant background	eds1_0h-1	35S:RPS4 eds1-2, T0, rep1	organism part	3.5	week	Col-0	35S:RPS4-HS eds1-2	28 deg C for 3.5 weeks with no temperature switch	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	leaf	P-GSE50019-2	ArrayExpress	P-GSE50019-3	ArrayExpress	P-GSE50019-4	ArrayExpress	GSM1212469 extract 1	total RNA	P-GSE50019-5	ArrayExpress	GSM1212469 LE 1	biotin	P-GSE50019-6	ArrayExpress	GSM1212469	A-AFFY-2	ArrayExpress	array assay	P-GSE50019-7	ArrayExpress	GSM1212469_02_230211.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-50019/E-GEOD-50019.raw.1.zip	P-GSE50019-1	ArrayExpress	GSM1212469_sample_table.txt norm	GSM1212469_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-50019/E-GEOD-50019.processed.1.zip	RPS4 over-expression on eds1 mutant background	0	hour
GSM1212468 1	Gene expression data 24h upon RPS4 activation	RPS4_24h-3	35S:RPS4, 24h, rep3	organism part	3.5	week	Col-0	35S:RPS4-HS	28 deg C for 3.5 weeks then 19 deg C for 24 hours to induce transgene	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	leaf	P-GSE50019-2	ArrayExpress	P-GSE50019-3	ArrayExpress	P-GSE50019-4	ArrayExpress	GSM1212468 extract 1	total RNA	P-GSE50019-5	ArrayExpress	GSM1212468 LE 1	biotin	P-GSE50019-6	ArrayExpress	GSM1212468	A-AFFY-2	ArrayExpress	array assay	P-GSE50019-7	ArrayExpress	GSM1212468_34_080211.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-50019/E-GEOD-50019.raw.1.zip	P-GSE50019-1	ArrayExpress	GSM1212468_sample_table.txt norm	GSM1212468_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-50019/E-GEOD-50019.processed.1.zip	RPS4 over-expression	24	hour
GSM1212467 1	Gene expression data 24h upon RPS4 activation	RPS4_24h-2	35S:RPS4, 24h, rep2	organism part	3.5	week	Col-0	35S:RPS4-HS	28 deg C for 3.5 weeks then 19 deg C for 24 hours to induce transgene	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	leaf	P-GSE50019-2	ArrayExpress	P-GSE50019-3	ArrayExpress	P-GSE50019-4	ArrayExpress	GSM1212467 extract 1	total RNA	P-GSE50019-5	ArrayExpress	GSM1212467 LE 1	biotin	P-GSE50019-6	ArrayExpress	GSM1212467	A-AFFY-2	ArrayExpress	array assay	P-GSE50019-7	ArrayExpress	GSM1212467_22_030211.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-50019/E-GEOD-50019.raw.1.zip	P-GSE50019-1	ArrayExpress	GSM1212467_sample_table.txt norm	GSM1212467_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-50019/E-GEOD-50019.processed.1.zip	RPS4 over-expression	24	hour
GSM1212466 1	Gene expression data 24h upon RPS4 activation	RPS4_24h-1	35S:RPS4, 24h, rep1	organism part	3.5	week	Col-0	35S:RPS4-HS	28 deg C for 3.5 weeks then 19 deg C for 24 hours to induce transgene	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	leaf	P-GSE50019-2	ArrayExpress	P-GSE50019-3	ArrayExpress	P-GSE50019-4	ArrayExpress	GSM1212466 extract 1	total RNA	P-GSE50019-5	ArrayExpress	GSM1212466 LE 1	biotin	P-GSE50019-6	ArrayExpress	GSM1212466	A-AFFY-2	ArrayExpress	array assay	P-GSE50019-7	ArrayExpress	GSM1212466_10_110111.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-50019/E-GEOD-50019.raw.1.zip	P-GSE50019-1	ArrayExpress	GSM1212466_sample_table.txt norm	GSM1212466_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-50019/E-GEOD-50019.processed.1.zip	RPS4 over-expression	24	hour
GSM1212465 1	Gene expression data 8h upon RPS4 activation	RPS4_8h-3	35S:RPS4, 8h, rep3	organism part	3.5	week	Col-0	35S:RPS4-HS	28 deg C for 3.5 weeks then 19 deg C for 8 hours to induce transgene	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	leaf	P-GSE50019-2	ArrayExpress	P-GSE50019-3	ArrayExpress	P-GSE50019-4	ArrayExpress	GSM1212465 extract 1	total RNA	P-GSE50019-5	ArrayExpress	GSM1212465 LE 1	biotin	P-GSE50019-6	ArrayExpress	GSM1212465	A-AFFY-2	ArrayExpress	array assay	P-GSE50019-7	ArrayExpress	GSM1212465_31_080211.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-50019/E-GEOD-50019.raw.1.zip	P-GSE50019-1	ArrayExpress	GSM1212465_sample_table.txt norm	GSM1212465_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-50019/E-GEOD-50019.processed.1.zip	RPS4 over-expression	8	hour
GSM1212464 1	Gene expression data 8h upon RPS4 activation	RPS4_8h-2	35S:RPS4, 8h, rep2	organism part	3.5	week	Col-0	35S:RPS4-HS	28 deg C for 3.5 weeks then 19 deg C for 8 hours to induce transgene	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	leaf	P-GSE50019-2	ArrayExpress	P-GSE50019-3	ArrayExpress	P-GSE50019-4	ArrayExpress	GSM1212464 extract 1	total RNA	P-GSE50019-5	ArrayExpress	GSM1212464 LE 1	biotin	P-GSE50019-6	ArrayExpress	GSM1212464	A-AFFY-2	ArrayExpress	array assay	P-GSE50019-7	ArrayExpress	GSM1212464_19_030211.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-50019/E-GEOD-50019.raw.1.zip	P-GSE50019-1	ArrayExpress	GSM1212464_sample_table.txt norm	GSM1212464_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-50019/E-GEOD-50019.processed.1.zip	RPS4 over-expression	8	hour
GSM1212463 1	Gene expression data 8h upon RPS4 activation	RPS4_8h-1	35S:RPS4, 8h, rep1	organism part	3.5	week	Col-0	35S:RPS4-HS	28 deg C for 3.5 weeks then 19 deg C for 8 hours to induce transgene	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	leaf	P-GSE50019-2	ArrayExpress	P-GSE50019-3	ArrayExpress	P-GSE50019-4	ArrayExpress	GSM1212463 extract 1	total RNA	P-GSE50019-5	ArrayExpress	GSM1212463 LE 1	biotin	P-GSE50019-6	ArrayExpress	GSM1212463	A-AFFY-2	ArrayExpress	array assay	P-GSE50019-7	ArrayExpress	GSM1212463_07_110111.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-50019/E-GEOD-50019.raw.1.zip	P-GSE50019-1	ArrayExpress	GSM1212463_sample_table.txt norm	GSM1212463_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-50019/E-GEOD-50019.processed.1.zip	RPS4 over-expression	8	hour
GSM1212462 1	Gene expression data 2h upon RPS4 activation	RPS4_2h-3	35S:RPS4, 2h, rep3	organism part	3.5	week	Col-0	35S:RPS4-HS	28 deg C for 3.5 weeks then 19 deg C for 2 hours to induce transgene	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	leaf	P-GSE50019-2	ArrayExpress	P-GSE50019-3	ArrayExpress	P-GSE50019-4	ArrayExpress	GSM1212462 extract 1	total RNA	P-GSE50019-5	ArrayExpress	GSM1212462 LE 1	biotin	P-GSE50019-6	ArrayExpress	GSM1212462	A-AFFY-2	ArrayExpress	array assay	P-GSE50019-7	ArrayExpress	GSM1212462_28_080211.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-50019/E-GEOD-50019.raw.1.zip	P-GSE50019-1	ArrayExpress	GSM1212462_sample_table.txt norm	GSM1212462_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-50019/E-GEOD-50019.processed.1.zip	RPS4 over-expression	2	hour
GSM1212461 1	Gene expression data 2h upon RPS4 activation	RPS4_2h-2	35S:RPS4, 2h, rep2	organism part	3.5	week	Col-0	35S:RPS4-HS	28 deg C for 3.5 weeks then 19 deg C for 2 hours to induce transgene	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	leaf	P-GSE50019-2	ArrayExpress	P-GSE50019-3	ArrayExpress	P-GSE50019-4	ArrayExpress	GSM1212461 extract 1	total RNA	P-GSE50019-5	ArrayExpress	GSM1212461 LE 1	biotin	P-GSE50019-6	ArrayExpress	GSM1212461	A-AFFY-2	ArrayExpress	array assay	P-GSE50019-7	ArrayExpress	GSM1212461_16_030211.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-50019/E-GEOD-50019.raw.1.zip	P-GSE50019-1	ArrayExpress	GSM1212461_sample_table.txt norm	GSM1212461_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-50019/E-GEOD-50019.processed.1.zip	RPS4 over-expression	2	hour
GSM1212460 1	Gene expression data 2h upon RPS4 activation	RPS4_2h-1	35S:RPS4, 2h, rep1	organism part	3.5	week	Col-0	35S:RPS4-HS	28 deg C for 3.5 weeks then 19 deg C for 2 hours to induce transgene	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	leaf	P-GSE50019-2	ArrayExpress	P-GSE50019-3	ArrayExpress	P-GSE50019-4	ArrayExpress	GSM1212460 extract 1	total RNA	P-GSE50019-5	ArrayExpress	GSM1212460 LE 1	biotin	P-GSE50019-6	ArrayExpress	GSM1212460	A-AFFY-2	ArrayExpress	array assay	P-GSE50019-7	ArrayExpress	GSM1212460_04_110111.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-50019/E-GEOD-50019.raw.1.zip	P-GSE50019-1	ArrayExpress	GSM1212460_sample_table.txt norm	GSM1212460_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-50019/E-GEOD-50019.processed.1.zip	RPS4 over-expression	2	hour
GSM1212459 1	Gene expression data before pathway activation	RPS4_0h-3	35S:RPS4, T0, rep3	organism part	3.5	week	Col-0	35S:RPS4-HS	28 deg C for 3.5 weeks with no temperature switch	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	leaf	P-GSE50019-2	ArrayExpress	P-GSE50019-3	ArrayExpress	P-GSE50019-4	ArrayExpress	GSM1212459 extract 1	total RNA	P-GSE50019-5	ArrayExpress	GSM1212459 LE 1	biotin	P-GSE50019-6	ArrayExpress	GSM1212459	A-AFFY-2	ArrayExpress	array assay	P-GSE50019-7	ArrayExpress	GSM1212459_25_080211.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-50019/E-GEOD-50019.raw.1.zip	P-GSE50019-1	ArrayExpress	GSM1212459_sample_table.txt norm	GSM1212459_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-50019/E-GEOD-50019.processed.1.zip	RPS4 over-expression	0	hour
GSM1212458 1	Gene expression data before pathway activation	RPS4_0h-2	35S:RPS4, T0, rep2	organism part	3.5	week	Col-0	35S:RPS4-HS	28 deg C for 3.5 weeks with no temperature switch	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	leaf	P-GSE50019-2	ArrayExpress	P-GSE50019-3	ArrayExpress	P-GSE50019-4	ArrayExpress	GSM1212458 extract 1	total RNA	P-GSE50019-5	ArrayExpress	GSM1212458 LE 1	biotin	P-GSE50019-6	ArrayExpress	GSM1212458	A-AFFY-2	ArrayExpress	array assay	P-GSE50019-7	ArrayExpress	GSM1212458_13_030211.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-50019/E-GEOD-50019.raw.1.zip	P-GSE50019-1	ArrayExpress	GSM1212458_sample_table.txt norm	GSM1212458_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-50019/E-GEOD-50019.processed.1.zip	RPS4 over-expression	0	hour
GSM1212457 1	Gene expression data before pathway activation	RPS4_0h-1	35S:RPS4, T0, rep1	organism part	3.5	week	Col-0	35S:RPS4-HS	28 deg C for 3.5 weeks with no temperature switch	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	leaf	P-GSE50019-2	ArrayExpress	P-GSE50019-3	ArrayExpress	P-GSE50019-4	ArrayExpress	GSM1212457 extract 1	total RNA	P-GSE50019-5	ArrayExpress	GSM1212457 LE 1	biotin	P-GSE50019-6	ArrayExpress	GSM1212457	A-AFFY-2	ArrayExpress	array assay	P-GSE50019-7	ArrayExpress	GSM1212457_01_110111.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-50019/E-GEOD-50019.raw.1.zip	P-GSE50019-1	ArrayExpress	GSM1212457_sample_table.txt norm	GSM1212457_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-50019/E-GEOD-50019.processed.1.zip	RPS4 over-expression	0	hour
