Source Name	Characteristics [organism]	Term Source REF	Term Accession Number	Characteristics[ecotype]	Characteristics[developmental stage]	Characteristics[age]	Unit[time unit]	Characteristics[genotype]	Description	Sample Name	Extract Name	Material Type	Labeled Extract Name	Label	Material Type	Protocol REF	Hybridization Name	Array Design REF	Protocol REF	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	Derived Array Data Matrix File	Comment [Derived ArrayExpress Data Matrix FTP file]	FactorValue[genotype]	FactorValue[growth condition]
GSE630GSM9619	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Columbia	seedling	7	day	iaa5-1 iaa6-1 iaa19-1	"Light grown liquid cultured seedlings (7-day old):  Surface-sterile seeds were germinated in liquid Murashige and Skoog medium containing 1.5% sucrose and cultured in a 16 h light/ 8 h dark cycle with gentle shaking. After 7 days culture period, seedlings were treated with 5ï¿½M IAA (IAA treated) or EtOH (control) for 2 h at 24 ï¿½C.   Line: iaa5-1 iaa6-1 iaa19-1 (ecotype Columbia) Treatment: IAA treated Replicate 3."	GSE630GSM9619 sample	GSE630GSM9619 extract	total_RNA	GSE630GSM9619 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	i5i6i19_+IAA_3	A-AFFY-2	P-AFFY-6	i5i6i19_+IAA_3	GSM9619.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-630/E-GEOD-630.raw.1.zip	E-GEOD-630-processed-data-1628964653.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-630/E-GEOD-630.processed.1.zip	iaa5-1 iaa6-1 iaa19-1	indole-3-acetic acid
GSE630GSM9618	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Columbia	seedling	7	day	iaa5-1 iaa6-1 iaa19-1	"Light grown liquid cultured seedlings (7-day old):  Surface-sterile seeds were germinated in liquid Murashige and Skoog medium containing 1.5% sucrose and cultured in a 16 h light/ 8 h dark cycle with gentle shaking. After 7 days culture period, seedlings were treated with 5ï¿½M IAA (IAA treated) or EtOH (control) for 2 h at 24 ï¿½C.   Line: iaa5-1 iaa6-1 iaa19-1 (ecotype Columbia) Treatment: IAA treated Replicate 2."	GSE630GSM9618 sample	GSE630GSM9618 extract	total_RNA	GSE630GSM9618 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	i5i6i19_+IAA_2	A-AFFY-2	P-AFFY-6	i5i6i19_+IAA_2	GSM9618.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-630/E-GEOD-630.raw.1.zip	E-GEOD-630-processed-data-1628964653.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-630/E-GEOD-630.processed.1.zip	iaa5-1 iaa6-1 iaa19-1	indole-3-acetic acid
GSE630GSM9617	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Columbia	seedling	7	day	iaa5-1 iaa6-1 iaa19-1	"Light grown liquid cultured seedlings (7-day old):  Surface-sterile seeds were germinated in liquid Murashige and Skoog medium containing 1.5% sucrose and cultured in a 16 h light/ 8 h dark cycle with gentle shaking. After 7 days culture period, seedlings were treated with 5ï¿½M IAA (IAA treated) or EtOH (control) for 2 h at 24 ï¿½C.   Line: iaa5-1 iaa6-1 iaa19-1 (ecotype Columbia) Treatment: IAA treated Replicate 1."	GSE630GSM9617 sample	GSE630GSM9617 extract	total_RNA	GSE630GSM9617 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	i5i6i19_+IAA_1	A-AFFY-2	P-AFFY-6	i5i6i19_+IAA_1	GSM9617.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-630/E-GEOD-630.raw.1.zip	E-GEOD-630-processed-data-1628964653.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-630/E-GEOD-630.processed.1.zip	iaa5-1 iaa6-1 iaa19-1	indole-3-acetic acid
GSE630GSM9616	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Columbia	seedling	7	day	iaa5-1 iaa6-1 iaa19-1	"Light grown liquid cultured seedlings (7-day old):  Surface-sterile seeds were germinated in liquid Murashige and Skoog medium containing 1.5% sucrose and cultured in a 16 h light/ 8 h dark cycle with gentle shaking. After 7 days culture period, seedlings were treated with 5ï¿½M IAA (IAA treated) or EtOH (control) for 2 h at 24 ï¿½C. Line: iaa5-1 iaa6-1 iaa19-1 (ecotype Columbia) Treatment: Control Replicate 3."	GSE630GSM9616 sample	GSE630GSM9616 extract	total_RNA	GSE630GSM9616 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	i5i6i19_control_3	A-AFFY-2	P-AFFY-6	i5i6i19_control_3	GSM9616.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-630/E-GEOD-630.raw.1.zip	E-GEOD-630-processed-data-1628964653.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-630/E-GEOD-630.processed.1.zip	iaa5-1 iaa6-1 iaa19-1	none
GSE630GSM9614	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Columbia	seedling	7	day	iaa5-1 iaa6-1 iaa19-1	"Light grown liquid cultured seedlings (7-day old):  Surface-sterile seeds were germinated in liquid Murashige and Skoog medium containing 1.5% sucrose and cultured in a 16 h light/ 8 h dark cycle with gentle shaking. After 7 days culture period, seedlings were treated with 5ï¿½M IAA (IAA treated) or EtOH (control) for 2 h at 24 ï¿½C. Line: iaa5-1 iaa6-1 iaa19-1 (ecotype Columbia) Treatment: Control Replicate 1."	GSE630GSM9614 sample	GSE630GSM9614 extract	total_RNA	GSE630GSM9614 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	i5i6i19_control_1	A-AFFY-2	P-AFFY-6	i5i6i19_control_1	GSM9614.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-630/E-GEOD-630.raw.1.zip	E-GEOD-630-processed-data-1628964653.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-630/E-GEOD-630.processed.1.zip	iaa5-1 iaa6-1 iaa19-1	none
GSE630GSM9615	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Columbia	seedling	7	day	iaa5-1 iaa6-1 iaa19-1	"Light grown liquid cultured seedlings (7-day old):  Surface-sterile seeds were germinated in liquid Murashige and Skoog medium containing 1.5% sucrose and cultured in a 16 h light/ 8 h dark cycle with gentle shaking. After 7 days culture period, seedlings were treated with 5ï¿½M IAA (IAA treated) or EtOH (control) for 2 h at 24 ï¿½C. Line: iaa5-1 iaa6-1 iaa19-1 (ecotype Columbia) Treatment: Control Replicate 2."	GSE630GSM9615 sample	GSE630GSM9615 extract	total_RNA	GSE630GSM9615 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	i5i6i19_control_2	A-AFFY-2	P-AFFY-6	i5i6i19_control_2	GSM9615.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-630/E-GEOD-630.raw.1.zip	E-GEOD-630-processed-data-1628964653.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-630/E-GEOD-630.processed.1.zip	iaa5-1 iaa6-1 iaa19-1	none
GSE630GSM9582	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Columbia	seedling	7	day	nph4-1	"Light grown liquid cultured seedlings (7-day old):  Surface-sterile seeds were germinated in liquid Murashige and Skoog medium containing 1.5% sucrose and cultured in a 16 h light/ 8 h dark cycle with gentle shaking. After 7 days culture period, seedlings were treated with 5ÂµM IAA (IAA treated) or EtOH (control) for 2 h at 24 Â°C. Line: nph4-1 (ecotype Columbia) Treatment:IAA treated Replicate 3."	GSE630GSM9582 sample	GSE630GSM9582 extract	total_RNA	GSE630GSM9582 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	nph4-1_+IAA_3	A-AFFY-2	P-AFFY-6	nph4-1_+IAA_3	GSM9582.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-630/E-GEOD-630.raw.1.zip	E-GEOD-630-processed-data-1628964653.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-630/E-GEOD-630.processed.1.zip	nph4-1	indole-3-acetic acid
GSE630GSM9581	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Columbia	seedling	7	day	nph4-1	"Light grown liquid cultured seedlings (7-day old):  Surface-sterile seeds were germinated in liquid Murashige and Skoog medium containing 1.5% sucrose and cultured in a 16 h light/ 8 h dark cycle with gentle shaking. After 7 days culture period, seedlings were treated with 5ÂµM IAA (IAA treated) or EtOH (control) for 2 h at 24 Â°C. Line: nph4-1 (ecotype Columbia) Treatment: IAA treated Replicate 2."	GSE630GSM9581 sample	GSE630GSM9581 extract	total_RNA	GSE630GSM9581 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	nph4-1_+IAA_2	A-AFFY-2	P-AFFY-6	nph4-1_+IAA_2	GSM9581.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-630/E-GEOD-630.raw.1.zip	E-GEOD-630-processed-data-1628964653.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-630/E-GEOD-630.processed.1.zip	nph4-1	indole-3-acetic acid
GSE630GSM9580	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Columbia	seedling	7	day	nph4-1	"Light grown liquid cultured seedlings (7-day old):  Surface-sterile seeds were germinated in liquid Murashige and Skoog medium containing 1.5% sucrose and cultured in a 16 h light/ 8 h dark cycle with gentle shaking. After 7 days culture period, seedlings were treated with 5ÂµM IAA (IAA treated) or EtOH (control) for 2 h at 24 Â°C. Line: nph4-1 (ecotype Columbia) Treatment: IAA treated Replicate 1."	GSE630GSM9580 sample	GSE630GSM9580 extract	total_RNA	GSE630GSM9580 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	nph4-1_+IAA_1	A-AFFY-2	P-AFFY-6	nph4-1_+IAA_1	GSM9580.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-630/E-GEOD-630.raw.1.zip	E-GEOD-630-processed-data-1628964653.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-630/E-GEOD-630.processed.1.zip	nph4-1	indole-3-acetic acid
GSE630GSM9578	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Columbia	seedling	7	day	nph4-1	"Light grown liquid cultured seedlings (7-day old):  Surface-sterile seeds were germinated in liquid Murashige and Skoog medium containing 1.5% sucrose and cultured in a 16 h light/ 8 h dark cycle with gentle shaking. After 7 days culture period, seedlings were treated with 5ÂµM IAA (IAA treated) or EtOH (control) for 2 h at 24 Â°C. Line: nph4-1 (ecotype Columbia) Treatment: Control Replicate 2."	GSE630GSM9578 sample	GSE630GSM9578 extract	total_RNA	GSE630GSM9578 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	nph4-1_control_2	A-AFFY-2	P-AFFY-6	nph4-1_control_2	GSM9578.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-630/E-GEOD-630.raw.1.zip	E-GEOD-630-processed-data-1628964653.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-630/E-GEOD-630.processed.1.zip	nph4-1	none
GSE630GSM9577	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Columbia	seedling	7	day	nph4-1	"Light grown liquid cultured seedlings (7-day old):  Surface-sterile seeds were germinated in liquid Murashige and Skoog medium containing 1.5% sucrose and cultured in a 16 h light/ 8 h dark cycle with gentle shaking. After 7 days culture period, seedlings were treated with 5ÂµM IAA (IAA treated) or EtOH (control) for 2 h at 24 Â°C. Line: nph4-1 (ecotype Columbia) Treatment: Control Replicate 1."	GSE630GSM9577 sample	GSE630GSM9577 extract	total_RNA	GSE630GSM9577 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	nph4-1_control_1	A-AFFY-2	P-AFFY-6	nph4-1_control_1	GSM9577.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-630/E-GEOD-630.raw.1.zip	E-GEOD-630-processed-data-1628964653.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-630/E-GEOD-630.processed.1.zip	nph4-1	none
GSE630GSM9579	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Columbia	seedling	7	day	nph4-1	"Light grown liquid cultured seedlings (7-day old):  Surface-sterile seeds were germinated in liquid Murashige and Skoog medium containing 1.5% sucrose and cultured in a 16 h light/ 8 h dark cycle with gentle shaking. After 7 days culture period, seedlings were treated with 5ÂµM IAA (IAA treated) or EtOH (control) for 2 h at 24 Â°C. Line: nph4-1 (ecotype Columbia) Treatment: Control Replicate 3."	GSE630GSM9579 sample	GSE630GSM9579 extract	total_RNA	GSE630GSM9579 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	nph4-1_control_3	A-AFFY-2	P-AFFY-6	nph4-1_control_3	GSM9579.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-630/E-GEOD-630.raw.1.zip	E-GEOD-630-processed-data-1628964653.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-630/E-GEOD-630.processed.1.zip	nph4-1	none
GSE630GSM9593	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Columbia	seedling	7	day	nph4-1 arf19-1	"Light grown liquid cultured seedlings (7-day old):  Surface-sterile seeds were germinated in liquid Murashige and Skoog medium containing 1.5% sucrose and cultured in a 16 h light/ 8 h dark cycle with gentle shaking. After 7 days culture period, seedlings were treated with 5ÂµM IAA (IAA treated) or EtOH (control) for 2 h at 24 Â°C. Line: nph4-1 arf19-1 (ecotype Columbia) Treatment: IAA treated Replicate 2."	GSE630GSM9593 sample	GSE630GSM9593 extract	total_RNA	GSE630GSM9593 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	nph4-1arf19-1_+IAA_2	A-AFFY-2	P-AFFY-6	nph4-1arf19-1_+IAA_2	GSM9593.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-630/E-GEOD-630.raw.1.zip	E-GEOD-630-processed-data-1628964653.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-630/E-GEOD-630.processed.1.zip	nph4-1 arf19-1	indole-3-acetic acid
GSE630GSM9594	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Columbia	seedling	7	day	nph4-1 arf19-1	"Light grown liquid cultured seedlings (7-day old):  Surface-sterile seeds were germinated in liquid Murashige and Skoog medium containing 1.5% sucrose and cultured in a 16 h light/ 8 h dark cycle with gentle shaking. After 7 days culture period, seedlings were treated with 5ÂµM IAA (IAA treated) or EtOH (control) for 2 h at 24 Â°C. Line: nph4-1 arf19-1 (ecotype Columbia) Treatment: IAA treated Replicate 3."	GSE630GSM9594 sample	GSE630GSM9594 extract	total_RNA	GSE630GSM9594 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	nph4-1arf19-1_+IAA_3	A-AFFY-2	P-AFFY-6	nph4-1arf19-1_+IAA_3	GSM9594.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-630/E-GEOD-630.raw.1.zip	E-GEOD-630-processed-data-1628964653.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-630/E-GEOD-630.processed.1.zip	nph4-1 arf19-1	indole-3-acetic acid
GSE630GSM9592	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Columbia	seedling	7	day	nph4-1 arf19-1	"Light grown liquid cultured seedlings (7-day old):  Surface-sterile seeds were germinated in liquid Murashige and Skoog medium containing 1.5% sucrose and cultured in a 16 h light/ 8 h dark cycle with gentle shaking. After 7 days culture period, seedlings were treated with 5ÂµM IAA (IAA treated) or EtOH (control) for 2 h at 24 Â°C. Line: nph4-1 arf19-1 (ecotype Columbia) Treatment: IAA treated Replicate 1."	GSE630GSM9592 sample	GSE630GSM9592 extract	total_RNA	GSE630GSM9592 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	nph4-1arf19-1_+IAA_1	A-AFFY-2	P-AFFY-6	nph4-1arf19-1_+IAA_1	GSM9592.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-630/E-GEOD-630.raw.1.zip	E-GEOD-630-processed-data-1628964653.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-630/E-GEOD-630.processed.1.zip	nph4-1 arf19-1	indole-3-acetic acid
GSE630GSM9591	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Columbia	seedling	7	day	nph4-1 arf19-1	"Light grown liquid cultured seedlings (7-day old):  Surface-sterile seeds were germinated in liquid Murashige and Skoog medium containing 1.5% sucrose and cultured in a 16 h light/ 8 h dark cycle with gentle shaking. After 7 days culture period, seedlings were treated with 5ÂµM IAA (IAA treated) or EtOH (control) for 2 h at 24 Â°C. Line: nph4-1 arf19-1 (ecotype Columbia) Treatment: Control Replicate 3."	GSE630GSM9591 sample	GSE630GSM9591 extract	total_RNA	GSE630GSM9591 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	nph4-1arf19-1_control_3	A-AFFY-2	P-AFFY-6	nph4-1arf19-1_control_3	GSM9591.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-630/E-GEOD-630.raw.1.zip	E-GEOD-630-processed-data-1628964653.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-630/E-GEOD-630.processed.1.zip	nph4-1 arf19-1	none
GSE630GSM9590	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Columbia	seedling	7	day	nph4-1 arf19-1	"Light grown liquid cultured seedlings (7-day old):  Surface-sterile seeds were germinated in liquid Murashige and Skoog medium containing 1.5% sucrose and cultured in a 16 h light/ 8 h dark cycle with gentle shaking. After 7 days culture period, seedlings were treated with 5ÂµM IAA (IAA treated) or EtOH (control) for 2 h at 24 Â°C. Line: nph4-1 arf19-1 (ecotype Columbia) Treatment: Control Replicate 2."	GSE630GSM9590 sample	GSE630GSM9590 extract	total_RNA	GSE630GSM9590 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	nph4-1arf19-1_control_2	A-AFFY-2	P-AFFY-6	nph4-1arf19-1_control_2	GSM9590.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-630/E-GEOD-630.raw.1.zip	E-GEOD-630-processed-data-1628964653.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-630/E-GEOD-630.processed.1.zip	nph4-1 arf19-1	none
GSE630GSM9589	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Columbia	seedling	7	day	nph4-1 arf19-1	"Light grown liquid cultured seedlings (7-day old):  Surface-sterile seeds were germinated in liquid Murashige and Skoog medium containing 1.5% sucrose and cultured in a 16 h light/ 8 h dark cycle with gentle shaking. After 7 days culture period, seedlings were treated with 5ÂµM IAA (IAA treated) or EtOH (control) for 2 h at 24 Â°C. Line: nph4-1 arf19-1 (ecotype Columbia) Treatment: Control Replicate 1."	GSE630GSM9589 sample	GSE630GSM9589 extract	total_RNA	GSE630GSM9589 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	nph4-1arf19-1_control_1	A-AFFY-2	P-AFFY-6	nph4-1arf19-1_control_1	GSM9589.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-630/E-GEOD-630.raw.1.zip	E-GEOD-630-processed-data-1628964653.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-630/E-GEOD-630.processed.1.zip	nph4-1 arf19-1	none
GSE630GSM9575	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Columbia	seedling	7	day	wild type	"Light grown liquid cultured seedlings (7-day old):  Surface-sterile seeds were germinated in liquid Murashige and Skoog medium containing 1.5% sucrose and cultured in a 16 h light/ 8 h dark cycle with gentle shaking. After 7 days culture period, seedlings were treated with 5ÂµM IAA (IAA treated) or EtOH (control) for 2 h at 24 Â°C. Line: Columbia wild-type Treatment: IAA treated Replicate 2."	GSE630GSM9575 sample	GSE630GSM9575 extract	total_RNA	GSE630GSM9575 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Col_+IAA_2	A-AFFY-2	P-AFFY-6	Col_+IAA_2	GSM9575.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-630/E-GEOD-630.raw.1.zip	E-GEOD-630-processed-data-1628964653.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-630/E-GEOD-630.processed.1.zip	wild type	indole-3-acetic acid
GSE630GSM9599	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Columbia	seedling	7	day	wild type	"Light grown liquid cultured seedlings (7-day old):  Surface-sterile seeds were germinated in liquid Murashige and Skoog medium containing 1.5% sucrose and cultured in a 16 h light/ 8 h dark cycle with gentle shaking. After 7 days culture period, seedlings were treated with 5ï¿½M IAA (IAA treated) or EtOH (control) for 2 h at 24 ï¿½C. Line: Columbia wild-type Treatment: IAA treated Replicate 2."	GSE630GSM9599 sample	GSE630GSM9599 extract	total_RNA	GSE630GSM9599 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Col_+IAA_I_2	A-AFFY-2	P-AFFY-6	Col_+IAA_I_2	GSM9599.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-630/E-GEOD-630.raw.1.zip	E-GEOD-630-processed-data-1628964653.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-630/E-GEOD-630.processed.1.zip	wild type	indole-3-acetic acid
GSE630GSM9624	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Columbia	seedling	7	day	wild type	"Light grown liquid cultured seedlings (7-day old):  Surface-sterile seeds were germinated in liquid Murashige and Skoog medium containing 1.5% sucrose and cultured in a 16 h light/ 8 h dark cycle with gentle shaking. After 7 days culture period, seedlings were treated with 5ÂµM IAA (IAA treated) or EtOH (control) for 2 h at 24 Â°C.   Line: Columbia wild-type Treatment: IAA treated Replicate 1."	GSE630GSM9624 sample	GSE630GSM9624 extract	total_RNA	GSE630GSM9624 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Col_+IAA_A2_1	A-AFFY-2	P-AFFY-6	Col_+IAA_A2_1	GSM9624.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-630/E-GEOD-630.raw.2.zip	E-GEOD-630-processed-data-1628964653.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-630/E-GEOD-630.processed.1.zip	wild type	indole-3-acetic acid
GSE630GSM9628	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Columbia	seedling	7	day	wild type	"Light grown liquid cultured seedlings (7-day old):  Surface-sterile seeds were germinated in liquid Murashige and Skoog medium containing 1.5% sucrose and cultured in a 16 h light/ 8 h dark cycle with gentle shaking. After 7 days culture period, seedlings were treated with 5ÂµM IAA (IAA treated) or EtOH (control) for 2 h at 24 Â°C.   Line: Columbia wild-type Treatment: IAA treated Replicate 3."	GSE630GSM9628 sample	GSE630GSM9628 extract	total_RNA	GSE630GSM9628 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Col_+IAA_A2_3	A-AFFY-2	P-AFFY-6	Col_+IAA_A2_3	GSM9628.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-630/E-GEOD-630.raw.2.zip	E-GEOD-630-processed-data-1628964653.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-630/E-GEOD-630.processed.1.zip	wild type	indole-3-acetic acid
GSE630GSM9626	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Columbia	seedling	7	day	wild type	"Light grown liquid cultured seedlings (7-day old):  Surface-sterile seeds were germinated in liquid Murashige and Skoog medium containing 1.5% sucrose and cultured in a 16 h light/ 8 h dark cycle with gentle shaking. After 7 days culture period, seedlings were treated with 5ÂµM IAA (IAA treated) or EtOH (control) for 2 h at 24 Â°C.   Line: Columbia wild-type Treatment: IAA treated."	GSE630GSM9626 sample	GSE630GSM9626 extract	total_RNA	GSE630GSM9626 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Col_+IAA_A2_2	A-AFFY-2	P-AFFY-6	Col_+IAA_A2_2	GSM9626.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-630/E-GEOD-630.raw.2.zip	E-GEOD-630-processed-data-1628964653.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-630/E-GEOD-630.processed.1.zip	wild type	indole-3-acetic acid
