Source Name	Characteristics [Organism]	Term Source REF	Term Accession Number	Characteristics[Ecotype]	Characteristics[OrganismPart]	Description	Protocol REF	Sample Name	Extract Name	Material Type	Labeled Extract Name	Label	Material Type	Protocol REF	Hybridization Name	Array Design REF	Protocol REF	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	Derived Array Data Matrix File	Comment [Derived ArrayExpress FTP file]	FactorValue[INOCULATION]	FactorValue[DOSE]	Unit[ConcentrationUnit]
GSE5520GSM128669	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-5	leaf	Col-5:  stratification: Stratified 3 days at 4degC growth protocol: Arabidopsis thaliana accession Col-0 plants were grown in soil in growth chambers with a day/night cycle of 12 h/12 h, a light intensity of 100 ÂµE, and a constant temperature of 20Â°C. Four- to 5-week-old plants were used for experiments. Location: Growth chamber Growth  substrate: Commercial soil Watering: flats were watered every 2-3 days. Stock Code: N1644; Tissue: Leaves	P-G5520-8	GSE5520GSM128669 sample	GSE5520GSM128669 extract	total_RNA	GSE5520GSM128669 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Underwood_1-22_hrpAfliC-10e8-7h_Rep1_ATH1	A-AFFY-2	P-AFFY-6	Underwood_1-22_hrpAfliC-10e8-7h_Rep1_ATH1	GSM128669.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5520/E-GEOD-5520.raw.1.zip	E-GEOD-5520-processed-data-1628427237.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5520/E-GEOD-5520.processed.1.zip	Pseudomonas syringae pv. tomato DC3000 hrpAfliC	1x10^-8	cfu/ml
GSE5520GSM128671	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-5	leaf	Col-5:  stratification: Stratified 3 days at 4degC growth protocol: Arabidopsis thaliana accession Col-0 plants were grown in soil in growth chambers with a day/night cycle of 12 h/12 h, a light intensity of 100 ÂµE, and a constant temperature of 20Â°C. Four- to 5-week-old plants were used for experiments. Location: Growth chamber Growth  substrate: Commercial soil Watering: flats were watered every 2-3 days. Stock Code: N1644; Tissue: Leaves	P-G5520-8	GSE5520GSM128671 sample	GSE5520GSM128671 extract	total_RNA	GSE5520GSM128671 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Underwood_1-24_hrpAfliC-10e8-7h_Rep3_ATH1	A-AFFY-2	P-AFFY-6	Underwood_1-24_hrpAfliC-10e8-7h_Rep3_ATH1	GSM128671.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5520/E-GEOD-5520.raw.1.zip	E-GEOD-5520-processed-data-1628427237.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5520/E-GEOD-5520.processed.1.zip	Pseudomonas syringae pv. tomato DC3000 hrpAfliC	1x10^-8	cfu/ml
GSE5520GSM128670	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-5	leaf	Col-5:  stratification: Stratified 3 days at 4degC growth protocol: Arabidopsis thaliana accession Col-0 plants were grown in soil in growth chambers with a day/night cycle of 12 h/12 h, a light intensity of 100 ÂµE, and a constant temperature of 20Â°C. Four- to 5-week-old plants were used for experiments. Location: Growth chamber Growth  substrate: Commercial soil Watering: flats were watered every 2-3 days. Stock Code: N1644; Tissue: Leaves	P-G5520-8	GSE5520GSM128670 sample	GSE5520GSM128670 extract	total_RNA	GSE5520GSM128670 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Underwood_1-23_hrpAfliC-10e8-7h_Rep2_ATH1	A-AFFY-2	P-AFFY-6	Underwood_1-23_hrpAfliC-10e8-7h_Rep2_ATH1	GSM128670.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5520/E-GEOD-5520.raw.1.zip	E-GEOD-5520-processed-data-1628427237.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5520/E-GEOD-5520.processed.1.zip	Pseudomonas syringae pv. tomato DC3000 hrpAfliC	1x10^-8	cfu/ml
GSE5520GSM128673	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-5	leaf	Col-5:  stratification: Stratified 3 days at 4degC growth protocol: Arabidopsis thaliana accession Col-0 plants were grown in soil in growth chambers with a day/night cycle of 12 h/12 h, a light intensity of 100 ÂµE, and a constant temperature of 20Â°C. Four- to 5-week-old plants were used for experiments. Location: Growth chamber Growth  substrate: Commercial soil Watering: flats were watered every 2-3 days. Stock Code: N1644; Tissue: Leaves	P-G5520-9	GSE5520GSM128673 sample	GSE5520GSM128673 extract	total_RNA	GSE5520GSM128673 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Underwood_1-25_hrpA-10e8-7h_Rep1_ATH1	A-AFFY-2	P-AFFY-6	Underwood_1-25_hrpA-10e8-7h_Rep1_ATH1	GSM128673.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5520/E-GEOD-5520.raw.1.zip	E-GEOD-5520-processed-data-1628427237.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5520/E-GEOD-5520.processed.1.zip	Pseudomonas syringae pv. tomato DC3000 hrpA	1x10^-8	cfu/ml
GSE5520GSM128672	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-5	leaf	Col-5:  stratification: Stratified 3 days at 4degC growth protocol: Arabidopsis thaliana accession Col-0 plants were grown in soil in growth chambers with a day/night cycle of 12 h/12 h, a light intensity of 100 ÂµE, and a constant temperature of 20Â°C. Four- to 5-week-old plants were used for experiments. Location: Growth chamber Growth  substrate: Commercial soil Watering: flats were watered every 2-3 days. Stock Code: N1644; Tissue: Leaves	P-G5520-9	GSE5520GSM128672 sample	GSE5520GSM128672 extract	total_RNA	GSE5520GSM128672 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Underwood_1-27_hrpA-10e8-7h_Rep3_ATH1	A-AFFY-2	P-AFFY-6	Underwood_1-27_hrpA-10e8-7h_Rep3_ATH1	GSM128672.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5520/E-GEOD-5520.raw.1.zip	E-GEOD-5520-processed-data-1628427237.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5520/E-GEOD-5520.processed.1.zip	Pseudomonas syringae pv. tomato DC3000 hrpA	1x10^-8	cfu/ml
GSE5520GSM128674	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-5	leaf	Col-5:  stratification: Stratified 3 days at 4degC growth protocol: Arabidopsis thaliana accession Col-0 plants were grown in soil in growth chambers with a day/night cycle of 12 h/12 h, a light intensity of 100 ÂµE, and a constant temperature of 20Â°C. Four- to 5-week-old plants were used for experiments. Location: Growth chamber Growth  substrate: Commercial soil Watering: flats were watered every 2-3 days. Stock Code: N1644; Tissue: Leaves	P-G5520-9	GSE5520GSM128674 sample	GSE5520GSM128674 extract	total_RNA	GSE5520GSM128674 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Underwood_1-26_hrpA-10e8-7h_Rep2_ATH1	A-AFFY-2	P-AFFY-6	Underwood_1-26_hrpA-10e8-7h_Rep2_ATH1	GSM128674.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5520/E-GEOD-5520.raw.1.zip	E-GEOD-5520-processed-data-1628427237.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5520/E-GEOD-5520.processed.1.zip	Pseudomonas syringae pv. tomato DC3000 hrpA	1x10^-8	cfu/ml
GSE5520GSM128676	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-5	leaf	Col-5:  stratification: Stratified 3 days at 4degC growth protocol: Arabidopsis thaliana accession Col-0 plants were grown in soil in growth chambers with a day/night cycle of 12 h/12 h, a light intensity of 100 ÂµE, and a constant temperature of 20Â°C. Four- to 5-week-old plants were used for experiments. Location: Growth chamber Growth  substrate: Commercial soil Watering: flats were watered every 2-3 days. Stock Code: N1644; Tissue: Leaves	P-G5520-10	GSE5520GSM128676 sample	GSE5520GSM128676 extract	total_RNA	GSE5520GSM128676 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Underwood_1-29_DC3000-10e8-7h_Rep2_ATH1	A-AFFY-2	P-AFFY-6	Underwood_1-29_DC3000-10e8-7h_Rep2_ATH1	GSM128676.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5520/E-GEOD-5520.raw.1.zip	E-GEOD-5520-processed-data-1628427237.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5520/E-GEOD-5520.processed.1.zip	Pseudomonas syringae pv. tomato DC3000	1x10^-8	cfu/ml
GSE5520GSM128675	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-5	leaf	Col-5:  stratification: Stratified 3 days at 4degC growth protocol: Arabidopsis thaliana accession Col-0 plants were grown in soil in growth chambers with a day/night cycle of 12 h/12 h, a light intensity of 100 ÂµE, and a constant temperature of 20Â°C. Four- to 5-week-old plants were used for experiments. Location: Growth chamber Growth  substrate: Commercial soil Watering: flats were watered every 2-3 days. Stock Code: N1644; Tissue: Leaves	P-G5520-10	GSE5520GSM128675 sample	GSE5520GSM128675 extract	total_RNA	GSE5520GSM128675 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Underwood_1-28_DC3000-10e8-7h_Rep1_ATH1	A-AFFY-2	P-AFFY-6	Underwood_1-28_DC3000-10e8-7h_Rep1_ATH1	GSM128675.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5520/E-GEOD-5520.raw.1.zip	E-GEOD-5520-processed-data-1628427237.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5520/E-GEOD-5520.processed.1.zip	Pseudomonas syringae pv. tomato DC3000	1x10^-8	cfu/ml
GSE5520GSM128677	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-5	leaf	Col-5:  stratification: Stratified 3 days at 4degC growth protocol: Arabidopsis thaliana accession Col-0 plants were grown in soil in growth chambers with a day/night cycle of 12 h/12 h, a light intensity of 100 ÂµE, and a constant temperature of 20Â°C. Four- to 5-week-old plants were used for experiments. Location: Growth chamber Growth  substrate: Commercial soil Watering: flats were watered every 2-3 days. Stock Code: N1644; Tissue: Leaves	P-G5520-10	GSE5520GSM128677 sample	GSE5520GSM128677 extract	total_RNA	GSE5520GSM128677 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Underwood_1-30_DC3000-10e8-7h_Rep3_ATH1	A-AFFY-2	P-AFFY-6	Underwood_1-30_DC3000-10e8-7h_Rep3_ATH1	GSM128677.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5520/E-GEOD-5520.raw.1.zip	E-GEOD-5520-processed-data-1628427237.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5520/E-GEOD-5520.processed.1.zip	Pseudomonas syringae pv. tomato DC3000	1x10^-8	cfu/ml
GSE5520GSM128679	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-5	leaf	Col-5:  stratification: Stratified 3 days at 4degC growth protocol: Arabidopsis thaliana accession Col-0 plants were grown in soil in growth chambers with a day/night cycle of 12 h/12 h, a light intensity of 100 ÂµE, and a constant temperature of 20Â°C. Four- to 5-week-old plants were used for experiments. Location: Growth chamber Growth  substrate: Commercial soil Watering: flats were watered every 2-3 days. Stock Code: N1644; Tissue: Leaves	P-G5520-11	GSE5520GSM128679 sample	GSE5520GSM128679 extract	total_RNA	GSE5520GSM128679 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Underwood_1-32_Mock-Inoculum-7h_Rep2_ATH1	A-AFFY-2	P-AFFY-6	Underwood_1-32_Mock-Inoculum-7h_Rep2_ATH1	GSM128679.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5520/E-GEOD-5520.raw.1.zip	E-GEOD-5520-processed-data-1628427237.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5520/E-GEOD-5520.processed.1.zip	water	n/a	cfu/ml
GSE5520GSM128681	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-5	leaf	Col-5:  stratification: Stratified 3 days at 4degC growth protocol: Arabidopsis thaliana accession Col-0 plants were grown in soil in growth chambers with a day/night cycle of 12 h/12 h, a light intensity of 100 ÂµE, and a constant temperature of 20Â°C. Four- to 5-week-old plants were used for experiments. Location: Growth chamber Growth  substrate: Commercial soil Watering: flats were watered every 2-3 days. Stock Code: N1644; Tissue: Leaves	P-G5520-11	GSE5520GSM128681 sample	GSE5520GSM128681 extract	total_RNA	GSE5520GSM128681 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Underwood_1-34_Mock-Inoculum-7h_Rep4_ATH1	A-AFFY-2	P-AFFY-6	Underwood_1-34_Mock-Inoculum-7h_Rep4_ATH1	GSM128681.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5520/E-GEOD-5520.raw.1.zip	E-GEOD-5520-processed-data-1628427237.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5520/E-GEOD-5520.processed.1.zip	water	n/a	cfu/ml
GSE5520GSM128680	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-5	leaf	Col-5:  stratification: Stratified 3 days at 4degC growth protocol: Arabidopsis thaliana accession Col-0 plants were grown in soil in growth chambers with a day/night cycle of 12 h/12 h, a light intensity of 100 ÂµE, and a constant temperature of 20Â°C. Four- to 5-week-old plants were used for experiments. Location: Growth chamber Growth  substrate: Commercial soil Watering: flats were watered every 2-3 days. Stock Code: N1644; Tissue: Leaves	P-G5520-11	GSE5520GSM128680 sample	GSE5520GSM128680 extract	total_RNA	GSE5520GSM128680 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Underwood_1-33_Mock-Inoculum-7h_Rep3_ATH1	A-AFFY-2	P-AFFY-6	Underwood_1-33_Mock-Inoculum-7h_Rep3_ATH1	GSM128680.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5520/E-GEOD-5520.raw.1.zip	E-GEOD-5520-processed-data-1628427237.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5520/E-GEOD-5520.processed.1.zip	water	n/a	cfu/ml
GSE5520GSM128678	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-5	leaf	Col-5:  stratification: Stratified 3 days at 4degC growth protocol: Arabidopsis thaliana accession Col-0 plants were grown in soil in growth chambers with a day/night cycle of 12 h/12 h, a light intensity of 100 ÂµE, and a constant temperature of 20Â°C. Four- to 5-week-old plants were used for experiments. Location: Growth chamber Growth  substrate: Commercial soil Watering: flats were watered every 2-3 days. Stock Code: N1644; Tissue: Leaves	P-G5520-11	GSE5520GSM128678 sample	GSE5520GSM128678 extract	total_RNA	GSE5520GSM128678 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Underwood_1-31_Mock-Inoculum-7h_Rep1_ATH1	A-AFFY-2	P-AFFY-6	Underwood_1-31_Mock-Inoculum-7h_Rep1_ATH1	GSM128678.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5520/E-GEOD-5520.raw.1.zip	E-GEOD-5520-processed-data-1628427237.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5520/E-GEOD-5520.processed.1.zip	water	n/a	cfu/ml
GSE5520GSM128682	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-5	leaf	Col-5:  stratification: Stratified 3 days at 4degC growth protocol: Arabidopsis thaliana accession Col-0 plants were grown in soil in growth chambers with a day/night cycle of 12 h/12 h, a light intensity of 100 ÂµE, and a constant temperature of 20Â°C. Four- to 5-week-old plants were used for experiments. Location: Growth chamber Growth  substrate: Commercial soil Watering: flats were watered every 2-3 days. Stock Code: N1644; Tissue: Leaves	P-G5520-12	GSE5520GSM128682 sample	GSE5520GSM128682 extract	total_RNA	GSE5520GSM128682 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Underwood_1-35_E.coli-0157-H7-10e8-7h_Rep1_ATH1	A-AFFY-2	P-AFFY-6	Underwood_1-35_E.coli-0157-H7-10e8-7h_Rep1_ATH1	GSM128682.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5520/E-GEOD-5520.raw.1.zip	E-GEOD-5520-processed-data-1628427237.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5520/E-GEOD-5520.processed.1.zip	Escherichia coli O157:H7	1x10^-8	cfu/ml
GSE5520GSM128683	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-5	leaf	Col-5:  stratification: Stratified 3 days at 4degC growth protocol: Arabidopsis thaliana accession Col-0 plants were grown in soil in growth chambers with a day/night cycle of 12 h/12 h, a light intensity of 100 ÂµE, and a constant temperature of 20Â°C. Four- to 5-week-old plants were used for experiments. Location: Growth chamber Growth  substrate: Commercial soil Watering: flats were watered every 2-3 days. Stock Code: N1644; Tissue: Leaves	P-G5520-12	GSE5520GSM128683 sample	GSE5520GSM128683 extract	total_RNA	GSE5520GSM128683 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Underwood_1-36_E.coli-0157-H7-10e8-7h_Rep2_ATH1	A-AFFY-2	P-AFFY-6	Underwood_1-36_E.coli-0157-H7-10e8-7h_Rep2_ATH1	GSM128683.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5520/E-GEOD-5520.raw.1.zip	E-GEOD-5520-processed-data-1628427237.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5520/E-GEOD-5520.processed.1.zip	Escherichia coli O157:H7	1x10^-8	cfu/ml
GSE5520GSM128684	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-5	leaf	Col-5:  stratification: Stratified 3 days at 4degC growth protocol: Arabidopsis thaliana accession Col-0 plants were grown in soil in growth chambers with a day/night cycle of 12 h/12 h, a light intensity of 100 ÂµE, and a constant temperature of 20Â°C. Four- to 5-week-old plants were used for experiments. Location: Growth chamber Growth  substrate: Commercial soil Watering: flats were watered every 2-3 days. Stock Code: N1644; Tissue: Leaves	P-G5520-12	GSE5520GSM128684 sample	GSE5520GSM128684 extract	total_RNA	GSE5520GSM128684 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Underwood_1-37_E.coli-0157-H7-10e8-7h_Rep3_ATH1	A-AFFY-2	P-AFFY-6	Underwood_1-37_E.coli-0157-H7-10e8-7h_Rep3_ATH1	GSM128684.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5520/E-GEOD-5520.raw.1.zip	E-GEOD-5520-processed-data-1628427237.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5520/E-GEOD-5520.processed.1.zip	Escherichia coli O157:H7	1x10^-8	cfu/ml
GSE5520GSM128686	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-5	leaf	Col-5:  stratification: Stratified 3 days at 4degC growth protocol: Arabidopsis thaliana accession Col-0 plants were grown in soil in growth chambers with a day/night cycle of 12 h/12 h, a light intensity of 100 ÂµE, and a constant temperature of 20Â°C. Four- to 5-week-old plants were used for experiments. Location: Growth chamber Growth  substrate: Commercial soil Watering: flats were watered every 2-3 days. Stock Code: N1644; Tissue: Leaves	P-G5520-13	GSE5520GSM128686 sample	GSE5520GSM128686 extract	total_RNA	GSE5520GSM128686 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Underwood_1-39_E.coli-TUV86-2-fliC-10e8-7h_Rep2_ATH1	A-AFFY-2	P-AFFY-6	Underwood_1-39_E.coli-TUV86-2-fliC-10e8-7h_Rep2_ATH1	GSM128686.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5520/E-GEOD-5520.raw.1.zip	E-GEOD-5520-processed-data-1628427237.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5520/E-GEOD-5520.processed.1.zip	Escherichia coli TUV86-2 fliC	1x10^-8	cfu/ml
GSE5520GSM128685	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-5	leaf	Col-5:  stratification: Stratified 3 days at 4degC growth protocol: Arabidopsis thaliana accession Col-0 plants were grown in soil in growth chambers with a day/night cycle of 12 h/12 h, a light intensity of 100 ÂµE, and a constant temperature of 20Â°C. Four- to 5-week-old plants were used for experiments. Location: Growth chamber Growth  substrate: Commercial soil Watering: flats were watered every 2-3 days. Stock Code: N1644; Tissue: Leaves	P-G5520-13	GSE5520GSM128685 sample	GSE5520GSM128685 extract	total_RNA	GSE5520GSM128685 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Underwood_1-38_E.coli-TUV86-2-fliC-10e8-7h_Rep1_ATH1	A-AFFY-2	P-AFFY-6	Underwood_1-38_E.coli-TUV86-2-fliC-10e8-7h_Rep1_ATH1	GSM128685.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5520/E-GEOD-5520.raw.1.zip	E-GEOD-5520-processed-data-1628427237.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5520/E-GEOD-5520.processed.1.zip	Escherichia coli TUV86-2 fliC	1x10^-8	cfu/ml
GSE5520GSM128687	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-5	leaf	Col-5:  stratification: Stratified 3 days at 4degC growth protocol: Arabidopsis thaliana accession Col-0 plants were grown in soil in growth chambers with a day/night cycle of 12 h/12 h, a light intensity of 100 ÂµE, and a constant temperature of 20Â°C. Four- to 5-week-old plants were used for experiments. Location: Growth chamber Growth  substrate: Commercial soil Watering: flats were watered every 2-3 days. Stock Code: N1644; Tissue: Leaves	P-G5520-13	GSE5520GSM128687 sample	GSE5520GSM128687 extract	total_RNA	GSE5520GSM128687 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Underwood_1-40_E.coli-TUV86-2-fliC-10e8-7h_Rep3_ATH1	A-AFFY-2	P-AFFY-6	Underwood_1-40_E.coli-TUV86-2-fliC-10e8-7h_Rep3_ATH1	GSM128687.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5520/E-GEOD-5520.raw.1.zip	E-GEOD-5520-processed-data-1628427237.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5520/E-GEOD-5520.processed.1.zip	Escherichia coli TUV86-2 fliC	1x10^-8	cfu/ml
