Source Name	Comment [Sample_description]	Comment [Sample_source_name]	Comment [Sample_title]	Characteristics[Organism]	Term Source REF	Term Accession Number	Characteristics[accession]	Characteristics[ecotype]	Characteristics[organism part]	Term Source REF	Term Accession Number	Protocol REF	Protocol REF	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Protocol REF	Hybridization Name	Array Design REF	Term Source REF	Protocol REF	Protocol REF	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Normalization Name	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	FactorValue [ACCESSION]	FactorValue [ECOTYPE]	FactorValue [ORGANISM PART]	Term Source REF	Term Accession Number	FactorValue [TREATMENT]
GSM680383 1	cRNA hybridizations to explore gene expression	rosette leaf	leaf_Eden-1_wet_3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	CS22572	  	rosette leaf	EFO	EFO_0001984	P-GSE27552-3	P-GSE27552-2	P-GSE27552-4	GSM680383 extract 1	total RNA	P-GSE27552-5	GSM680383 LE 1	biotin	P-GSE27552-6	GSM680383	A-GEOD-13230	  	P-GSE27552-7	P-GSE27552-8	GSM680383.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.raw.1.zip	P-GSE27552-1	GSM680383_sample_table.txt norm	GSM680383_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.processed.1.zip	CS22572	not specified	rosette leaf	EFO	EFO_0001984	Wet
GSM680382 1	cRNA hybridizations to explore gene expression	rosette leaf	leaf_Eden-1_dry_3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	CS22572	  	rosette leaf	EFO	EFO_0001984	P-GSE27552-3	P-GSE27552-2	P-GSE27552-4	GSM680382 extract 1	total RNA	P-GSE27552-5	GSM680382 LE 1	biotin	P-GSE27552-6	GSM680382	A-GEOD-13230	  	P-GSE27552-7	P-GSE27552-8	GSM680382.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.raw.1.zip	P-GSE27552-1	GSM680382_sample_table.txt norm	GSM680382_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.processed.1.zip	CS22572	not specified	rosette leaf	EFO	EFO_0001984	Dry
GSM680381 1	cRNA hybridizations to explore gene expression	rosette leaf	leaf_Eden-1_wet_2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	CS22572	  	rosette leaf	EFO	EFO_0001984	P-GSE27552-3	P-GSE27552-2	P-GSE27552-4	GSM680381 extract 1	total RNA	P-GSE27552-5	GSM680381 LE 1	biotin	P-GSE27552-6	GSM680381	A-GEOD-13230	  	P-GSE27552-7	P-GSE27552-8	GSM680381.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.raw.1.zip	P-GSE27552-1	GSM680381_sample_table.txt norm	GSM680381_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.processed.1.zip	CS22572	not specified	rosette leaf	EFO	EFO_0001984	Wet
GSM680380 1	cRNA hybridizations to explore gene expression	rosette leaf	leaf_Eden-1_dry_2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	CS22572	  	rosette leaf	EFO	EFO_0001984	P-GSE27552-3	P-GSE27552-2	P-GSE27552-4	GSM680380 extract 1	total RNA	P-GSE27552-5	GSM680380 LE 1	biotin	P-GSE27552-6	GSM680380	A-GEOD-13230	  	P-GSE27552-7	P-GSE27552-8	GSM680380.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.raw.1.zip	P-GSE27552-1	GSM680380_sample_table.txt norm	GSM680380_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.processed.1.zip	CS22572	not specified	rosette leaf	EFO	EFO_0001984	Dry
GSM680379 1	cRNA hybridizations to explore gene expression	rosette leaf	leaf_Eden-1_wet_1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	CS22572	  	rosette leaf	EFO	EFO_0001984	P-GSE27552-3	P-GSE27552-2	P-GSE27552-4	GSM680379 extract 1	total RNA	P-GSE27552-5	GSM680379 LE 1	biotin	P-GSE27552-6	GSM680379	A-GEOD-13230	  	P-GSE27552-7	P-GSE27552-8	GSM680379.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.raw.1.zip	P-GSE27552-1	GSM680379_sample_table.txt norm	GSM680379_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.processed.1.zip	CS22572	not specified	rosette leaf	EFO	EFO_0001984	Wet
GSM680378 1	cRNA hybridizations to explore gene expression	rosette leaf	leaf_Eden-1_dry_1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	CS22572	  	rosette leaf	EFO	EFO_0001984	P-GSE27552-3	P-GSE27552-2	P-GSE27552-4	GSM680378 extract 1	total RNA	P-GSE27552-5	GSM680378 LE 1	biotin	P-GSE27552-6	GSM680378	A-GEOD-13230	  	P-GSE27552-7	P-GSE27552-8	GSM680378.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.raw.1.zip	P-GSE27552-1	GSM680378_sample_table.txt norm	GSM680378_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.processed.1.zip	CS22572	not specified	rosette leaf	EFO	EFO_0001984	Dry
GSM680377 1	cRNA hybridizations to explore gene expression	rosette leaf	leaf_Bil-5_wet_3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	CS22578	  	rosette leaf	EFO	EFO_0001984	P-GSE27552-3	P-GSE27552-2	P-GSE27552-4	GSM680377 extract 1	total RNA	P-GSE27552-5	GSM680377 LE 1	biotin	P-GSE27552-6	GSM680377	A-GEOD-13230	  	P-GSE27552-7	P-GSE27552-8	GSM680377.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.raw.1.zip	P-GSE27552-1	GSM680377_sample_table.txt norm	GSM680377_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.processed.1.zip	CS22578	not specified	rosette leaf	EFO	EFO_0001984	Wet
GSM680376 1	cRNA hybridizations to explore gene expression	rosette leaf	leaf_Bil-5_dry_3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	CS22578	  	rosette leaf	EFO	EFO_0001984	P-GSE27552-3	P-GSE27552-2	P-GSE27552-4	GSM680376 extract 1	total RNA	P-GSE27552-5	GSM680376 LE 1	biotin	P-GSE27552-6	GSM680376	A-GEOD-13230	  	P-GSE27552-7	P-GSE27552-8	GSM680376.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.raw.1.zip	P-GSE27552-1	GSM680376_sample_table.txt norm	GSM680376_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.processed.1.zip	CS22578	not specified	rosette leaf	EFO	EFO_0001984	Dry
GSM680375 1	cRNA hybridizations to explore gene expression	rosette leaf	leaf_Bil-5_wet_2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	CS22578	  	rosette leaf	EFO	EFO_0001984	P-GSE27552-3	P-GSE27552-2	P-GSE27552-4	GSM680375 extract 1	total RNA	P-GSE27552-5	GSM680375 LE 1	biotin	P-GSE27552-6	GSM680375	A-GEOD-13230	  	P-GSE27552-7	P-GSE27552-8	GSM680375.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.raw.1.zip	P-GSE27552-1	GSM680375_sample_table.txt norm	GSM680375_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.processed.1.zip	CS22578	not specified	rosette leaf	EFO	EFO_0001984	Wet
GSM680374 1	cRNA hybridizations to explore gene expression	rosette leaf	leaf_Bil-5_dry_2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	CS22578	  	rosette leaf	EFO	EFO_0001984	P-GSE27552-3	P-GSE27552-2	P-GSE27552-4	GSM680374 extract 1	total RNA	P-GSE27552-5	GSM680374 LE 1	biotin	P-GSE27552-6	GSM680374	A-GEOD-13230	  	P-GSE27552-7	P-GSE27552-8	GSM680374.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.raw.1.zip	P-GSE27552-1	GSM680374_sample_table.txt norm	GSM680374_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.processed.1.zip	CS22578	not specified	rosette leaf	EFO	EFO_0001984	Dry
GSM680373 1	cRNA hybridizations to explore gene expression	rosette leaf	leaf_Bil-5_wet_1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	CS22578	  	rosette leaf	EFO	EFO_0001984	P-GSE27552-3	P-GSE27552-2	P-GSE27552-4	GSM680373 extract 1	total RNA	P-GSE27552-5	GSM680373 LE 1	biotin	P-GSE27552-6	GSM680373	A-GEOD-13230	  	P-GSE27552-7	P-GSE27552-8	GSM680373.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.raw.1.zip	P-GSE27552-1	GSM680373_sample_table.txt norm	GSM680373_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.processed.1.zip	CS22578	not specified	rosette leaf	EFO	EFO_0001984	Wet
GSM680372 1	cRNA hybridizations to explore gene expression	rosette leaf	leaf_Bil-5_dry_1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	CS22578	  	rosette leaf	EFO	EFO_0001984	P-GSE27552-3	P-GSE27552-2	P-GSE27552-4	GSM680372 extract 1	total RNA	P-GSE27552-5	GSM680372 LE 1	biotin	P-GSE27552-6	GSM680372	A-GEOD-13230	  	P-GSE27552-7	P-GSE27552-8	GSM680372.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.raw.1.zip	P-GSE27552-1	GSM680372_sample_table.txt norm	GSM680372_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.processed.1.zip	CS22578	not specified	rosette leaf	EFO	EFO_0001984	Dry
GSM680341 1	cRNA hybridizations to explore gene expression	rosette leaf	leaf_Ler_wet_3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	CS20	Ler	rosette leaf	EFO	EFO_0001984	P-GSE27552-3	P-GSE27552-2	P-GSE27552-4	GSM680341 extract 1	total RNA	P-GSE27552-5	GSM680341 LE 1	biotin	P-GSE27552-6	GSM680341	A-GEOD-13230	  	P-GSE27552-7	P-GSE27552-8	GSM680341.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.raw.1.zip	P-GSE27552-1	GSM680341_sample_table.txt norm	GSM680341_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.processed.1.zip	CS20	Ler	rosette leaf	EFO	EFO_0001984	Wet
GSM680340 1	cRNA hybridizations to explore gene expression	rosette leaf	leaf_Col_dry_3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	CS6673	Col	rosette leaf	EFO	EFO_0001984	P-GSE27552-3	P-GSE27552-2	P-GSE27552-4	GSM680340 extract 1	total RNA	P-GSE27552-5	GSM680340 LE 1	biotin	P-GSE27552-6	GSM680340	A-GEOD-13230	  	P-GSE27552-7	P-GSE27552-8	GSM680340.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.raw.1.zip	P-GSE27552-1	GSM680340_sample_table.txt norm	GSM680340_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.processed.1.zip	CS6673	Col	rosette leaf	EFO	EFO_0001984	Dry
GSM680339 1	cRNA hybridizations to explore gene expression	rosette leaf	leaf_Ler_dry_3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	CS20	Ler	rosette leaf	EFO	EFO_0001984	P-GSE27552-3	P-GSE27552-2	P-GSE27552-4	GSM680339 extract 1	total RNA	P-GSE27552-5	GSM680339 LE 1	biotin	P-GSE27552-6	GSM680339	A-GEOD-13230	  	P-GSE27552-7	P-GSE27552-8	GSM680339.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.raw.2.zip	P-GSE27552-1	GSM680339_sample_table.txt norm	GSM680339_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.processed.1.zip	CS20	Ler	rosette leaf	EFO	EFO_0001984	Dry
GSM680338 1	cRNA hybridizations to explore gene expression	rosette leaf	leaf_SQ-8_dry_3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	CS22601	SQ-8	rosette leaf	EFO	EFO_0001984	P-GSE27552-3	P-GSE27552-2	P-GSE27552-4	GSM680338 extract 1	total RNA	P-GSE27552-5	GSM680338 LE 1	biotin	P-GSE27552-6	GSM680338	A-GEOD-13230	  	P-GSE27552-7	P-GSE27552-8	GSM680338.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.raw.2.zip	P-GSE27552-1	GSM680338_sample_table.txt norm	GSM680338_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.processed.1.zip	CS22601	SQ-8	rosette leaf	EFO	EFO_0001984	Dry
GSM680337 1	cRNA hybridizations to explore gene expression	rosette leaf	leaf_NFA-10_dry_3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	CS22599	NFA-10	rosette leaf	EFO	EFO_0001984	P-GSE27552-3	P-GSE27552-2	P-GSE27552-4	GSM680337 extract 1	total RNA	P-GSE27552-5	GSM680337 LE 1	biotin	P-GSE27552-6	GSM680337	A-GEOD-13230	  	P-GSE27552-7	P-GSE27552-8	GSM680337.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.raw.2.zip	P-GSE27552-1	GSM680337_sample_table.txt norm	GSM680337_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.processed.1.zip	CS22599	NFA-10	rosette leaf	EFO	EFO_0001984	Dry
GSM680336 1	cRNA hybridizations to explore gene expression	rosette leaf	leaf_KNOX-18_dry_3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	CS28414	KNOX-18	rosette leaf	EFO	EFO_0001984	P-GSE27552-3	P-GSE27552-2	P-GSE27552-4	GSM680336 extract 1	total RNA	P-GSE27552-5	GSM680336 LE 1	biotin	P-GSE27552-6	GSM680336	A-GEOD-13230	  	P-GSE27552-7	P-GSE27552-8	GSM680336.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.raw.2.zip	P-GSE27552-1	GSM680336_sample_table.txt norm	GSM680336_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.processed.1.zip	CS28414	KNOX-18	rosette leaf	EFO	EFO_0001984	Dry
GSM680335 1	cRNA hybridizations to explore gene expression	rosette leaf	leaf_HR-5_dry_3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	CS22596	HR-5	rosette leaf	EFO	EFO_0001984	P-GSE27552-3	P-GSE27552-2	P-GSE27552-4	GSM680335 extract 1	total RNA	P-GSE27552-5	GSM680335 LE 1	biotin	P-GSE27552-6	GSM680335	A-GEOD-13230	  	P-GSE27552-7	P-GSE27552-8	GSM680335.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.raw.2.zip	P-GSE27552-1	GSM680335_sample_table.txt norm	GSM680335_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.processed.1.zip	CS22596	HR-5	rosette leaf	EFO	EFO_0001984	Dry
GSM680334 1	cRNA hybridizations to explore gene expression	rosette leaf	leaf_CIBC-17_dry_3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	CS22603	CIBC-17	rosette leaf	EFO	EFO_0001984	P-GSE27552-3	P-GSE27552-2	P-GSE27552-4	GSM680334 extract 1	total RNA	P-GSE27552-5	GSM680334 LE 1	biotin	P-GSE27552-6	GSM680334	A-GEOD-13230	  	P-GSE27552-7	P-GSE27552-8	GSM680334.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.raw.2.zip	P-GSE27552-1	GSM680334_sample_table.txt norm	GSM680334_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.processed.1.zip	CS22603	CIBC-17	rosette leaf	EFO	EFO_0001984	Dry
GSM680333 1	cRNA hybridizations to explore gene expression	rosette leaf	leaf_Ts-1_dry_3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	CS6868	Ts-1	rosette leaf	EFO	EFO_0001984	P-GSE27552-3	P-GSE27552-2	P-GSE27552-4	GSM680333 extract 1	total RNA	P-GSE27552-5	GSM680333 LE 1	biotin	P-GSE27552-6	GSM680333	A-GEOD-13230	  	P-GSE27552-7	P-GSE27552-8	GSM680333.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.raw.2.zip	P-GSE27552-1	GSM680333_sample_table.txt norm	GSM680333_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.processed.1.zip	CS6868	Ts-1	rosette leaf	EFO	EFO_0001984	Dry
GSM680332 1	cRNA hybridizations to explore gene expression	rosette leaf	leaf_Bur-0_dry_3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	CS6643	Bur-0	rosette leaf	EFO	EFO_0001984	P-GSE27552-3	P-GSE27552-2	P-GSE27552-4	GSM680332 extract 1	total RNA	P-GSE27552-5	GSM680332 LE 1	biotin	P-GSE27552-6	GSM680332	A-GEOD-13230	  	P-GSE27552-7	P-GSE27552-8	GSM680332.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.raw.2.zip	P-GSE27552-1	GSM680332_sample_table.txt norm	GSM680332_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.processed.1.zip	CS6643	Bur-0	rosette leaf	EFO	EFO_0001984	Dry
GSM680331 1	cRNA hybridizations to explore gene expression	rosette leaf	leaf_Ws-2_dry_3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	CS2360	Ws-2	rosette leaf	EFO	EFO_0001984	P-GSE27552-3	P-GSE27552-2	P-GSE27552-4	GSM680331 extract 1	total RNA	P-GSE27552-5	GSM680331 LE 1	biotin	P-GSE27552-6	GSM680331	A-GEOD-13230	  	P-GSE27552-7	P-GSE27552-8	GSM680331.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.raw.2.zip	P-GSE27552-1	GSM680331_sample_table.txt norm	GSM680331_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.processed.1.zip	CS2360	Ws-2	rosette leaf	EFO	EFO_0001984	Dry
GSM680330 1	cRNA hybridizations to explore gene expression	rosette leaf	leaf_Col_wet_3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	CS2360	Col	rosette leaf	EFO	EFO_0001984	P-GSE27552-3	P-GSE27552-2	P-GSE27552-4	GSM680330 extract 1	total RNA	P-GSE27552-5	GSM680330 LE 1	biotin	P-GSE27552-6	GSM680330	A-GEOD-13230	  	P-GSE27552-7	P-GSE27552-8	GSM680330.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.raw.2.zip	P-GSE27552-1	GSM680330_sample_table.txt norm	GSM680330_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.processed.1.zip	CS2360	Col	rosette leaf	EFO	EFO_0001984	Wet
GSM680329 1	cRNA hybridizations to explore gene expression	rosette leaf	leaf_SQ-8_wet_3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	CS22601	SQ-8	rosette leaf	EFO	EFO_0001984	P-GSE27552-3	P-GSE27552-2	P-GSE27552-4	GSM680329 extract 1	total RNA	P-GSE27552-5	GSM680329 LE 1	biotin	P-GSE27552-6	GSM680329	A-GEOD-13230	  	P-GSE27552-7	P-GSE27552-8	GSM680329.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.raw.2.zip	P-GSE27552-1	GSM680329_sample_table.txt norm	GSM680329_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.processed.1.zip	CS22601	SQ-8	rosette leaf	EFO	EFO_0001984	Wet
GSM680328 1	cRNA hybridizations to explore gene expression	rosette leaf	leaf_NFA-10_wet_3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	CS22599	NFA-10	rosette leaf	EFO	EFO_0001984	P-GSE27552-3	P-GSE27552-2	P-GSE27552-4	GSM680328 extract 1	total RNA	P-GSE27552-5	GSM680328 LE 1	biotin	P-GSE27552-6	GSM680328	A-GEOD-13230	  	P-GSE27552-7	P-GSE27552-8	GSM680328.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.raw.2.zip	P-GSE27552-1	GSM680328_sample_table.txt norm	GSM680328_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.processed.1.zip	CS22599	NFA-10	rosette leaf	EFO	EFO_0001984	Wet
GSM680327 1	cRNA hybridizations to explore gene expression	rosette leaf	leaf_KNOX-18_wet_3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	CS28414	KNOX-18	rosette leaf	EFO	EFO_0001984	P-GSE27552-3	P-GSE27552-2	P-GSE27552-4	GSM680327 extract 1	total RNA	P-GSE27552-5	GSM680327 LE 1	biotin	P-GSE27552-6	GSM680327	A-GEOD-13230	  	P-GSE27552-7	P-GSE27552-8	GSM680327.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.raw.2.zip	P-GSE27552-1	GSM680327_sample_table.txt norm	GSM680327_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.processed.1.zip	CS28414	KNOX-18	rosette leaf	EFO	EFO_0001984	Wet
GSM680326 1	cRNA hybridizations to explore gene expression	rosette leaf	leaf_HR-5_wet_3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	CS22596	HR-5	rosette leaf	EFO	EFO_0001984	P-GSE27552-3	P-GSE27552-2	P-GSE27552-4	GSM680326 extract 1	total RNA	P-GSE27552-5	GSM680326 LE 1	biotin	P-GSE27552-6	GSM680326	A-GEOD-13230	  	P-GSE27552-7	P-GSE27552-8	GSM680326.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.raw.2.zip	P-GSE27552-1	GSM680326_sample_table.txt norm	GSM680326_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.processed.1.zip	CS22596	HR-5	rosette leaf	EFO	EFO_0001984	Wet
GSM680325 1	cRNA hybridizations to explore gene expression	rosette leaf	leaf_CIBC-17_wet_3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	CS22603	CIBC-17	rosette leaf	EFO	EFO_0001984	P-GSE27552-3	P-GSE27552-2	P-GSE27552-4	GSM680325 extract 1	total RNA	P-GSE27552-5	GSM680325 LE 1	biotin	P-GSE27552-6	GSM680325	A-GEOD-13230	  	P-GSE27552-7	P-GSE27552-8	GSM680325.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.raw.2.zip	P-GSE27552-1	GSM680325_sample_table.txt norm	GSM680325_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.processed.1.zip	CS22603	CIBC-17	rosette leaf	EFO	EFO_0001984	Wet
