Source Name	Characteristics [Organism]	Characteristics[OrganismPart]	Characteristics[OrganismStatus]	Characteristics[Line]	Characteristics[Genotype]	Characteristics[DevelopmentalStage]	Description	Protocol REF	Protocol REF	Sample Name	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Material Type	Protocol REF	Hybridization Name	Array Design REF	Protocol REF	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Derived Array Data Matrix File	Comment [Derived ArrayExpress FTP file]	FactorValue[DEVELOPMENTAL STAGE]	FactorValue[ORGANISM STATUS]	FactorValue[LINE]	FactorValue[GENOTYPE]
GSE9721GSM245685	Brassica napus	flower bud	fertile	J10B	MsMsRfrf	ess than 1mm, referred to anther development before meiosis	small flower buds, fertile plants, J10:  Gene expression data from floura before anther abortion. Homozygous DGMS two-type line J10B, Genotype: MsMsRfrf; flower buds less than 1mm, referred to anther development before meiosis	P-G9721-2	P-G9721-1	GSE9721GSM245685 sample	P-G9721-4	GSE9721GSM245685 extract	total_RNA	P-G9721-3	GSE9721GSM245685 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	small flower buds of J10B, tech_rep1	A-AFFY-2	P-AFFY-6	small flower buds of J10B, tech_rep1	GSM245685.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-9721/E-GEOD-9721.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-GEOD-9721-processed-data-1632641192.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-9721/E-GEOD-9721.processed.1.zip	ess than 1mm, referred to anther development before meiosis	fertile	J10B	MsMsRfrf
GSE9721GSM245674	Brassica napus	flower bud	sterile	J10A	MsMsrfrf	ess than 1mm, referred to anther development before meiosis	small flower buds, sterile plants, J10:  Gene expression data from floura before anther abortion. Homozygous DGMS two-type line J10A, Genotype: MsMsrfrf; flower buds less than 1mm, referred to anther development before meiosis	P-G9721-2	P-G9721-1	GSE9721GSM245674 sample	P-G9721-4	GSE9721GSM245674 extract	total_RNA	P-G9721-3	GSE9721GSM245674 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	small flower buds of J10A, biol_rep2	A-AFFY-2	P-AFFY-6	small flower buds of J10A, biol_rep2	GSM245674.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-9721/E-GEOD-9721.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-GEOD-9721-processed-data-1632641192.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-9721/E-GEOD-9721.processed.1.zip	ess than 1mm, referred to anther development before meiosis	sterile	J10A	MsMsrfrf
GSE9721GSM245703	Brassica napus	flower bud	sterile	J03A	Msmsrfrf	from 1mm to 3mm that contain tetrad stage and uninucleate stage	middle flower buds, sterile plants, J03:  Gene expression data from floura during anther abortion. Heterozygous two-type line J03A, Genotype: Msmsrfrf; flower buds from 1mm to 3mm that contain tetrad stage and uninucleate stage	P-G9721-2	P-G9721-1	GSE9721GSM245703 sample	P-G9721-4	GSE9721GSM245703 extract	total_RNA	P-G9721-3	GSE9721GSM245703 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	middle flower buds of J03A, tech_rep2	A-AFFY-2	P-AFFY-6	middle flower buds of J03A, tech_rep2	GSM245703.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-9721/E-GEOD-9721.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-GEOD-9721-processed-data-1632641192.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-9721/E-GEOD-9721.processed.1.zip	from 1mm to 3mm that contain tetrad stage and uninucleate stage	sterile	J03A	Msmsrfrf
GSE9721GSM245677	Brassica napus	flower bud	sterile	J10A	MsMsrfrf	from 1mm to 3mm that contain tetrad stage and uninucleate stage	middle flower buds, sterile plants, J10:  Gene expression data from floura during anther abortion. Homozygous DGMS two-type line J10A, Genotype: MsMsrfrf; flower buds from 1mm to 3mm that contain tetrad stage and uninucleate stage	P-G9721-2	P-G9721-1	GSE9721GSM245677 sample	P-G9721-4	GSE9721GSM245677 extract	total_RNA	P-G9721-3	GSE9721GSM245677 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	middle flower buds of J10A, tech_rep1	A-AFFY-2	P-AFFY-6	middle flower buds of J10A, tech_rep1	GSM245677.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-9721/E-GEOD-9721.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-GEOD-9721-processed-data-1632641192.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-9721/E-GEOD-9721.processed.1.zip	from 1mm to 3mm that contain tetrad stage and uninucleate stage	sterile	J10A	MsMsrfrf
GSE9721GSM245683	Brassica napus	flower bud	sterile	J10A	MsMsrfrf	bigger than 3mm, referred to anthers at trinucleate stage	large flower buds, sterile plants, J10:  Gene expression data from floura after anther abortion. Homozygous DGMS two-type line J10A, Genotype: MsMsrfrf; flower buds bigger than 3mm, referred to anthers at trinucleate stage	P-G9721-2	P-G9721-1	GSE9721GSM245683 sample	P-G9721-4	GSE9721GSM245683 extract	total_RNA	P-G9721-3	GSE9721GSM245683 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	large flower buds of J10A, tech_rep2	A-AFFY-2	P-AFFY-6	large flower buds of J10A, tech_rep2	GSM245683.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-9721/E-GEOD-9721.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-GEOD-9721-processed-data-1632641192.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-9721/E-GEOD-9721.processed.1.zip	bigger than 3mm, referred to anthers at trinucleate stage	sterile	J10A	MsMsrfrf
GSE9721GSM245672	Brassica napus	flower bud	sterile	J10A	MsMsrfrf	ess than 1mm, referred to anther development before meiosis	small flower buds, sterile plants, J10:  Gene expression data from floura before anther abortion. Homozygous DGMS two-type line J10A, Genotype: MsMsrfrf; flower buds less than 1mm, referred to anther development before meiosis	P-G9721-2	P-G9721-1	GSE9721GSM245672 sample	P-G9721-4	GSE9721GSM245672 extract	total_RNA	P-G9721-3	GSE9721GSM245672 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	small flower buds of J10A, biol_rep1	A-AFFY-2	P-AFFY-6	small flower buds of J10A, biol_rep1	GSM245672.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-9721/E-GEOD-9721.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-GEOD-9721-processed-data-1632641192.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-9721/E-GEOD-9721.processed.1.zip	ess than 1mm, referred to anther development before meiosis	sterile	J10A	MsMsrfrf
GSE9721GSM245707	Brassica napus	flower bud	sterile	J03A	Msmsrfrf	bigger than 3mm, referred to anthers at trinucleate stage	large flower buds, sterile plants, J03:  Gene expression data from floura after anther abortion. Heterozygous two-type line J03A, Genotype: Msmsrfrf; flower buds bigger than 3mm, referred to anthers at trinucleate stage	P-G9721-2	P-G9721-1	GSE9721GSM245707 sample	P-G9721-4	GSE9721GSM245707 extract	total_RNA	P-G9721-3	GSE9721GSM245707 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	large flower buds of J03A, tech_rep2	A-AFFY-2	P-AFFY-6	large flower buds of J03A, tech_rep2	GSM245707.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-9721/E-GEOD-9721.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-GEOD-9721-processed-data-1632641192.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-9721/E-GEOD-9721.processed.1.zip	bigger than 3mm, referred to anthers at trinucleate stage	sterile	J03A	Msmsrfrf
GSE9721GSM245687	Brassica napus	flower bud	fertile	J10B	MsMsRfrf	ess than 1mm, referred to anther development before meiosis	small flower buds, fertile plants, J10:  Gene expression data from floura before anther abortion. Homozygous DGMS two-type line J10B, Genotype: MsMsRfrf; flower buds less than 1mm, referred to anther development before meiosis	P-G9721-2	P-G9721-1	GSE9721GSM245687 sample	P-G9721-4	GSE9721GSM245687 extract	total_RNA	P-G9721-3	GSE9721GSM245687 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	small flower buds of J10B, tech_rep2	A-AFFY-2	P-AFFY-6	small flower buds of J10B, tech_rep2	GSM245687.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-9721/E-GEOD-9721.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-GEOD-9721-processed-data-1632641192.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-9721/E-GEOD-9721.processed.1.zip	ess than 1mm, referred to anther development before meiosis	fertile	J10B	MsMsRfrf
GSE9721GSM245708	Brassica napus	flower bud	fertile	J03B	msmsrfrf	ess than 1mm, referred to anther development before meiosis	small flower buds, fertile plants, J03:  Gene expression data from floura before anther abortion. Heterozygous two-type line J03B, Genotype: msmsrfrf; flower buds less than 1mm, referred to anther development before meiosis	P-G9721-2	P-G9721-1	GSE9721GSM245708 sample	P-G9721-4	GSE9721GSM245708 extract	total_RNA	P-G9721-3	GSE9721GSM245708 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	small flower buds of J03B, biol_rep1	A-AFFY-2	P-AFFY-6	small flower buds of J03B, biol_rep1	GSM245708.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-9721/E-GEOD-9721.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-GEOD-9721-processed-data-1632641192.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-9721/E-GEOD-9721.processed.1.zip	ess than 1mm, referred to anther development before meiosis	fertile	J03B	msmsrfrf
GSE9721GSM245686	Brassica napus	flower bud	fertile	J10B	MsMsRfrf	ess than 1mm, referred to anther development before meiosis	small flower buds, fertile plants, J10:  Gene expression data from floura before anther abortion. Homozygous DGMS two-type line J10B, Genotype: MsMsRfrf; flower buds less than 1mm, referred to anther development before meiosis	P-G9721-2	P-G9721-1	GSE9721GSM245686 sample	P-G9721-4	GSE9721GSM245686 extract	total_RNA	P-G9721-3	GSE9721GSM245686 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	small flower buds of J10B, biol_rep2	A-AFFY-2	P-AFFY-6	small flower buds of J10B, biol_rep2	GSM245686.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-9721/E-GEOD-9721.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-GEOD-9721-processed-data-1632641192.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-9721/E-GEOD-9721.processed.1.zip	ess than 1mm, referred to anther development before meiosis	fertile	J10B	MsMsRfrf
GSE9721GSM245679	Brassica napus	flower bud	sterile	J10A	MsMsrfrf	from 1mm to 3mm that contain tetrad stage and uninucleate stage	middle flower buds, sterile plants, J10:  Gene expression data from floura during anther abortion. Homozygous DGMS two-type line J10A, Genotype: MsMsrfrf; flower buds from 1mm to 3mm that contain tetrad stage and uninucleate stage	P-G9721-2	P-G9721-1	GSE9721GSM245679 sample	P-G9721-4	GSE9721GSM245679 extract	total_RNA	P-G9721-3	GSE9721GSM245679 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	middle flower buds of J10A, tech_rep2	A-AFFY-2	P-AFFY-6	middle flower buds of J10A, tech_rep2	GSM245679.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-9721/E-GEOD-9721.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-GEOD-9721-processed-data-1632641192.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-9721/E-GEOD-9721.processed.1.zip	from 1mm to 3mm that contain tetrad stage and uninucleate stage	sterile	J10A	MsMsrfrf
GSE9721GSM245699	Brassica napus	flower bud	sterile	J03A	Msmsrfrf	ess than 1mm, referred to anther development before meiosis	small flower buds, sterile plants, J03:  Gene expression data from floura before anther abortion. Heterozygous two-type line J03A, Genotype: Msmsrfrf; flower buds less than 1mm, referred to anther development before meiosis	P-G9721-2	P-G9721-1	GSE9721GSM245699 sample	P-G9721-4	GSE9721GSM245699 extract	total_RNA	P-G9721-3	GSE9721GSM245699 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	small flower buds of J03A, tech_rep2	A-AFFY-2	P-AFFY-6	small flower buds of J03A, tech_rep2	GSM245699.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-9721/E-GEOD-9721.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-GEOD-9721-processed-data-1632641192.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-9721/E-GEOD-9721.processed.1.zip	ess than 1mm, referred to anther development before meiosis	sterile	J03A	Msmsrfrf
GSE9721GSM245690	Brassica napus	flower bud	fertile	J10B	MsMsRfrf	from 1mm to 3mm that contain tetrad stage and uninucleate stage	middle flower buds, fertile plants, J10:  Gene expression data from floura during anther abortion. Homozygous DGMS two-type line J10B, Genotype: MsMsRfrf; flower buds from 1mm to 3mm that contain tetrad stage and uninucleate stage	P-G9721-2	P-G9721-1	GSE9721GSM245690 sample	P-G9721-4	GSE9721GSM245690 extract	total_RNA	P-G9721-3	GSE9721GSM245690 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	middle flower buds of J10B, biol_rep2	A-AFFY-2	P-AFFY-6	middle flower buds of J10B, biol_rep2	GSM245690.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-9721/E-GEOD-9721.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-GEOD-9721-processed-data-1632641192.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-9721/E-GEOD-9721.processed.1.zip	from 1mm to 3mm that contain tetrad stage and uninucleate stage	fertile	J10B	MsMsRfrf
GSE9721GSM245705	Brassica napus	flower bud	sterile	J03A	Msmsrfrf	bigger than 3mm, referred to anthers at trinucleate stage	large flower buds, sterile plants, J03:  Gene expression data from floura after anther abortion. Heterozygous two-type line J03A, Genotype: Msmsrfrf; flower buds bigger than 3mm, referred to anthers at trinucleate stage	P-G9721-2	P-G9721-1	GSE9721GSM245705 sample	P-G9721-4	GSE9721GSM245705 extract	total_RNA	P-G9721-3	GSE9721GSM245705 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	large flower buds of J03A, tech_rep1	A-AFFY-2	P-AFFY-6	large flower buds of J03A, tech_rep1	GSM245705.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-9721/E-GEOD-9721.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-GEOD-9721-processed-data-1632641192.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-9721/E-GEOD-9721.processed.1.zip	bigger than 3mm, referred to anthers at trinucleate stage	sterile	J03A	Msmsrfrf
GSE9721GSM245676	Brassica napus	flower bud	sterile	J10A	MsMsrfrf	from 1mm to 3mm that contain tetrad stage and uninucleate stage	middle flower buds, sterile plants, J10:  Gene expression data from floura during anther abortion. Homozygous DGMS two-type line J10A, Genotype: MsMsrfrf; flower buds from 1mm to 3mm that contain tetrad stage and uninucleate stage	P-G9721-2	P-G9721-1	GSE9721GSM245676 sample	P-G9721-4	GSE9721GSM245676 extract	total_RNA	P-G9721-3	GSE9721GSM245676 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	middle flower buds of J10A, biol_rep1	A-AFFY-2	P-AFFY-6	middle flower buds of J10A, biol_rep1	GSM245676.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-9721/E-GEOD-9721.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-GEOD-9721-processed-data-1632641192.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-9721/E-GEOD-9721.processed.1.zip	from 1mm to 3mm that contain tetrad stage and uninucleate stage	sterile	J10A	MsMsrfrf
GSE9721GSM245694	Brassica napus	flower bud	fertile	J10B	MsMsRfrf	bigger than 3mm, referred to anthers at trinucleate stage	large flower buds, fertile plants, J10:  Gene expression data from floura after anther abortion. Homozygous DGMS two-type line J10B, Genotype: MsMsRfrf; flower buds bigger than 3mm, referred to anthers at trinucleate stage	P-G9721-2	P-G9721-1	GSE9721GSM245694 sample	P-G9721-4	GSE9721GSM245694 extract	total_RNA	P-G9721-3	GSE9721GSM245694 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	large flower buds of J10B, biol_rep2	A-AFFY-2	P-AFFY-6	large flower buds of J10B, biol_rep2	GSM245694.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-9721/E-GEOD-9721.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-GEOD-9721-processed-data-1632641192.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-9721/E-GEOD-9721.processed.1.zip	bigger than 3mm, referred to anthers at trinucleate stage	fertile	J10B	MsMsRfrf
GSE9721GSM245691	Brassica napus	flower bud	fertile	J10B	MsMsRfrf	from 1mm to 3mm that contain tetrad stage and uninucleate stage	middle flower buds, fertile plants, J10:  Gene expression data from floura during anther abortion. Homozygous DGMS two-type line J10B, Genotype: MsMsRfrf; flower buds from 1mm to 3mm that contain tetrad stage and uninucleate stage	P-G9721-2	P-G9721-1	GSE9721GSM245691 sample	P-G9721-4	GSE9721GSM245691 extract	total_RNA	P-G9721-3	GSE9721GSM245691 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	middle flower buds of J10B, tech_rep2	A-AFFY-2	P-AFFY-6	middle flower buds of J10B, tech_rep2	GSM245691.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-9721/E-GEOD-9721.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-GEOD-9721-processed-data-1632641192.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-9721/E-GEOD-9721.processed.1.zip	from 1mm to 3mm that contain tetrad stage and uninucleate stage	fertile	J10B	MsMsRfrf
GSE9721GSM245706	Brassica napus	flower bud	sterile	J03A	Msmsrfrf	bigger than 3mm, referred to anthers at trinucleate stage	large flower buds, sterile plants, J03:  Gene expression data from floura after anther abortion. Heterozygous two-type line J03A, Genotype: Msmsrfrf; flower buds bigger than 3mm, referred to anthers at trinucleate stage	P-G9721-2	P-G9721-1	GSE9721GSM245706 sample	P-G9721-4	GSE9721GSM245706 extract	total_RNA	P-G9721-3	GSE9721GSM245706 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	large flower buds of J03A, biol_rep2	A-AFFY-2	P-AFFY-6	large flower buds of J03A, biol_rep2	GSM245706.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-9721/E-GEOD-9721.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-GEOD-9721-processed-data-1632641192.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-9721/E-GEOD-9721.processed.1.zip	bigger than 3mm, referred to anthers at trinucleate stage	sterile	J03A	Msmsrfrf
GSE9721GSM245689	Brassica napus	flower bud	fertile	J10B	MsMsRfrf	from 1mm to 3mm that contain tetrad stage and uninucleate stage	middle flower buds, fertile plants, J10:  Gene expression data from floura during anther abortion. Homozygous DGMS two-type line J10B, Genotype: MsMsRfrf; flower buds from 1mm to 3mm that contain tetrad stage and uninucleate stage	P-G9721-2	P-G9721-1	GSE9721GSM245689 sample	P-G9721-4	GSE9721GSM245689 extract	total_RNA	P-G9721-3	GSE9721GSM245689 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	middle flower buds of J10B, tech_rep1	A-AFFY-2	P-AFFY-6	middle flower buds of J10B, tech_rep1	GSM245689.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-9721/E-GEOD-9721.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-GEOD-9721-processed-data-1632641192.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-9721/E-GEOD-9721.processed.1.zip	from 1mm to 3mm that contain tetrad stage and uninucleate stage	fertile	J10B	MsMsRfrf
GSE9721GSM245714	Brassica napus	flower bud	fertile	J03B	msmsrfrf	from 1mm to 3mm that contain tetrad stage and uninucleate stage	middle flower buds, fertile plants, J03:  Gene expression data from floura during anther abortion. Heterozygous two-type line J03B, Genotype: msmsrfrf; flower buds from 1mm to 3mm that contain tetrad stage and uninucleate stage	P-G9721-2	P-G9721-1	GSE9721GSM245714 sample	P-G9721-4	GSE9721GSM245714 extract	total_RNA	P-G9721-3	GSE9721GSM245714 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	middle flower buds of J03B, biol_rep2	A-AFFY-2	P-AFFY-6	middle flower buds of J03B, biol_rep2	GSM245714.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-9721/E-GEOD-9721.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-GEOD-9721-processed-data-1632641192.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-9721/E-GEOD-9721.processed.1.zip	from 1mm to 3mm that contain tetrad stage and uninucleate stage	fertile	J03B	msmsrfrf
GSE9721GSM245719	Brassica napus	flower bud	fertile	J03B	msmsrfrf	bigger than 3mm, referred to anthers at trinucleate stage	large flower buds, fertile plants, J03:  Gene expression data from floura after anther abortion. Heterozygous two-type line J03B, Genotype: msmsrfrf; flower buds bigger than 3mm, referred to anthers at trinucleate stage	P-G9721-2	P-G9721-1	GSE9721GSM245719 sample	P-G9721-4	GSE9721GSM245719 extract	total_RNA	P-G9721-3	GSE9721GSM245719 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	large flower buds of J03B, tech_rep2	A-AFFY-2	P-AFFY-6	large flower buds of J03B, tech_rep2	GSM245719.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-9721/E-GEOD-9721.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-GEOD-9721-processed-data-1632641192.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-9721/E-GEOD-9721.processed.1.zip	bigger than 3mm, referred to anthers at trinucleate stage	fertile	J03B	msmsrfrf
GSE9721GSM245680	Brassica napus	flower bud	sterile	J10A	MsMsrfrf	bigger than 3mm, referred to anthers at trinucleate stage	large flower buds, sterile plants, J10:  Gene expression data from floura after anther abortion. Homozygous DGMS two-type line J10A, Genotype: MsMsrfrf; flower buds bigger than 3mm, referred to anthers at trinucleate stage	P-G9721-2	P-G9721-1	GSE9721GSM245680 sample	P-G9721-4	GSE9721GSM245680 extract	total_RNA	P-G9721-3	GSE9721GSM245680 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	large flower buds of J10A, biol_rep1	A-AFFY-2	P-AFFY-6	large flower buds of J10A, biol_rep1	GSM245680.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-9721/E-GEOD-9721.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-GEOD-9721-processed-data-1632641192.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-9721/E-GEOD-9721.processed.1.zip	bigger than 3mm, referred to anthers at trinucleate stage	sterile	J10A	MsMsrfrf
GSE9721GSM245713	Brassica napus	flower bud	fertile	J03B	msmsrfrf	from 1mm to 3mm that contain tetrad stage and uninucleate stage	middle flower buds, fertile plants, J03:  Gene expression data from floura during anther abortion. Heterozygous two-type line J03B, Genotype: msmsrfrf; flower buds from 1mm to 3mm that contain tetrad stage and uninucleate stage	P-G9721-2	P-G9721-1	GSE9721GSM245713 sample	P-G9721-4	GSE9721GSM245713 extract	total_RNA	P-G9721-3	GSE9721GSM245713 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	middle flower buds of J03B, tech_rep1	A-AFFY-2	P-AFFY-6	middle flower buds of J03B, tech_rep1	GSM245713.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-9721/E-GEOD-9721.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-GEOD-9721-processed-data-1632641192.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-9721/E-GEOD-9721.processed.1.zip	from 1mm to 3mm that contain tetrad stage and uninucleate stage	fertile	J03B	msmsrfrf
GSE9721GSM245702	Brassica napus	flower bud	sterile	J03A	Msmsrfrf	from 1mm to 3mm that contain tetrad stage and uninucleate stage	middle flower buds, sterile plants, J03:  Gene expression data from floura during anther abortion. Heterozygous two-type line J03A, Genotype: Msmsrfrf; flower buds from 1mm to 3mm that contain tetrad stage and uninucleate stage	P-G9721-2	P-G9721-1	GSE9721GSM245702 sample	P-G9721-4	GSE9721GSM245702 extract	total_RNA	P-G9721-3	GSE9721GSM245702 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	middle flower buds of J03A, biol_rep2	A-AFFY-2	P-AFFY-6	middle flower buds of J03A, biol_rep2	GSM245702.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-9721/E-GEOD-9721.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-GEOD-9721-processed-data-1632641192.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-9721/E-GEOD-9721.processed.1.zip	from 1mm to 3mm that contain tetrad stage and uninucleate stage	sterile	J03A	Msmsrfrf
