Source Name	Characteristics [organism part]	Characteristics [ecotype]	Characteristics [developmental stage]	Characteristics [organism]	Term Source REF	Term Accession Number	Protocol REF	Protocol REF	Sample Name	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Material Type	Protocol REF	Protocol REF	Hybridization Name	Array Design REF	Comment [Array Design URI]	Protocol REF	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	Derived Array Data Matrix File	Comment [Derived ArrayExpress Data Matrix FTP file]	Factor Value [ecotype]	Factor Value [temperature]	Unit [temperature unit]
LerA-2_sample	rosette	Landsberg erecta	bolting (0.5-2cm inflorescence)	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-5	P-MTAB-6	LerA-2_sample	P-EXTR-1	LerA-2_extract	total_RNA	P-AFFY-2	LerA-2_LE	biotin	cRNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	P-NORM-1	LerA-2	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	LerA-2	LerA-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-52/E-TABM-52.raw.1.zip	hannah_cold_gcrma.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-52/E-TABM-52.processed.1.zip	Landsberg erecta	4	degree celsius
LerA-3_sample	rosette	Landsberg erecta	bolting (0.5-2cm inflorescence)	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-5	P-MTAB-6	LerA-3_sample	P-EXTR-1	LerA-3_extract	total_RNA	P-AFFY-2	LerA-3_LE	biotin	cRNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	P-NORM-1	LerA-3	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	LerA-3	LerA-3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-52/E-TABM-52.raw.1.zip	hannah_cold_gcrma.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-52/E-TABM-52.processed.1.zip	Landsberg erecta	4	degree celsius
LerN-3_sample	rosette	Landsberg erecta	bolting (0.5-2cm inflorescence)	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-5	  	LerN-3_sample	P-EXTR-1	LerN-3_extract	total_RNA	P-AFFY-2	LerN-3_LE	biotin	cRNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	P-NORM-1	LerN-3	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	LerN-3	LerN-3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-52/E-TABM-52.raw.1.zip	hannah_cold_gcrma.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-52/E-TABM-52.processed.1.zip	Landsberg erecta	20	degree celsius
LerN-2_sample	rosette	Landsberg erecta	bolting (0.5-2cm inflorescence)	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-5	  	LerN-2_sample	P-EXTR-1	LerN-2_extract	total_RNA	P-AFFY-2	LerN-2_LE	biotin	cRNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	P-NORM-1	LerN-2	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	LerN-2	LerN-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-52/E-TABM-52.raw.1.zip	hannah_cold_gcrma.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-52/E-TABM-52.processed.1.zip	Landsberg erecta	20	degree celsius
LerN-1_sample	rosette	Landsberg erecta	bolting (0.5-2cm inflorescence)	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-5	  	LerN-1_sample	P-EXTR-1	LerN-1_extract	total_RNA	P-AFFY-2	LerN-1_LE	biotin	cRNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	P-NORM-1	LerN-1	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	LerN-1	LerN-1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-52/E-TABM-52.raw.1.zip	hannah_cold_gcrma.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-52/E-TABM-52.processed.1.zip	Landsberg erecta	20	degree celsius
NdA-1_sample	rosette	Niederzenz	bolting (0.5-2cm inflorescence)	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-5	P-MTAB-6	NdA-1_sample	P-EXTR-1	NdA-1_extract	total_RNA	P-AFFY-2	NdA-1_LE	biotin	cRNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	P-NORM-1	NdA-1	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	NdA-1	NdA-1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-52/E-TABM-52.raw.1.zip	hannah_cold_gcrma.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-52/E-TABM-52.processed.1.zip	Niederzenz	4	degree celsius
NdA-3_sample	rosette	Niederzenz	bolting (0.5-2cm inflorescence)	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-5	P-MTAB-6	NdA-3_sample	P-EXTR-1	NdA-3_extract	total_RNA	P-AFFY-2	NdA-3_LE	biotin	cRNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	P-NORM-1	NdA-3	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	NdA-3	NdA-3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-52/E-TABM-52.raw.1.zip	hannah_cold_gcrma.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-52/E-TABM-52.processed.1.zip	Niederzenz	4	degree celsius
NdA-2_sample	rosette	Niederzenz	bolting (0.5-2cm inflorescence)	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-5	P-MTAB-6	NdA-2_sample	P-EXTR-1	NdA-2_extract	total_RNA	P-AFFY-2	NdA-2_LE	biotin	cRNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	P-NORM-1	NdA-2	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	NdA-2	NdA-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-52/E-TABM-52.raw.1.zip	hannah_cold_gcrma.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-52/E-TABM-52.processed.1.zip	Niederzenz	4	degree celsius
NdN-2_sample	rosette	Niederzenz	bolting (0.5-2cm inflorescence)	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-5	  	NdN-2_sample	P-EXTR-1	NdN-2_extract	total_RNA	P-AFFY-2	NdN-2_LE	biotin	cRNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	P-NORM-1	NdN-2	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	NdN-2	NdN-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-52/E-TABM-52.raw.1.zip	hannah_cold_gcrma.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-52/E-TABM-52.processed.1.zip	Niederzenz	20	degree celsius
NdN-3_sample	rosette	Niederzenz	bolting (0.5-2cm inflorescence)	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-5	  	NdN-3_sample	P-EXTR-1	NdN-3_extract	total_RNA	P-AFFY-2	NdN-3_LE	biotin	cRNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	P-NORM-1	NdN-3	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	NdN-3	NdN-3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-52/E-TABM-52.raw.1.zip	hannah_cold_gcrma.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-52/E-TABM-52.processed.1.zip	Niederzenz	20	degree celsius
RscA-1_sample	rosette	Rschew	bolting (0.5-2cm inflorescence)	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-5	P-MTAB-6	RscA-1_sample	P-EXTR-1	RscA-1_extract	total_RNA	P-AFFY-2	RscA-1_LE	biotin	cRNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	P-NORM-1	RscA-1	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	RscA-1	RscA-1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-52/E-TABM-52.raw.1.zip	hannah_cold_gcrma.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-52/E-TABM-52.processed.1.zip	Rschew	4	degree celsius
RscA-3_sample	rosette	Rschew	bolting (0.5-2cm inflorescence)	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-5	P-MTAB-6	RscA-3_sample	P-EXTR-1	RscA-3_extract	total_RNA	P-AFFY-2	RscA-3_LE	biotin	cRNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	P-NORM-1	RscA-3	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	RscA-3	RscA-3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-52/E-TABM-52.raw.1.zip	hannah_cold_gcrma.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-52/E-TABM-52.processed.1.zip	Rschew	4	degree celsius
RscA-2_sample	rosette	Rschew	bolting (0.5-2cm inflorescence)	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-5	P-MTAB-6	RscA-2_sample	P-EXTR-1	RscA-2_extract	total_RNA	P-AFFY-2	RscA-2_LE	biotin	cRNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	P-NORM-1	RscA-2	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	RscA-2	RscA-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-52/E-TABM-52.raw.1.zip	hannah_cold_gcrma.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-52/E-TABM-52.processed.1.zip	Rschew	4	degree celsius
RscN-2_sample	rosette	Rschew	bolting (0.5-2cm inflorescence)	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-5	  	RscN-2_sample	P-EXTR-1	RscN-2_extract	total_RNA	P-AFFY-2	RscN-2_LE	biotin	cRNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	P-NORM-1	RscN-2	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	RscN-2	RscN-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-52/E-TABM-52.raw.1.zip	hannah_cold_gcrma.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-52/E-TABM-52.processed.1.zip	Rschew	20	degree celsius
RscN-3_sample	rosette	Rschew	bolting (0.5-2cm inflorescence)	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-5	  	RscN-3_sample	P-EXTR-1	RscN-3_extract	total_RNA	P-AFFY-2	RscN-3_LE	biotin	cRNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	P-NORM-1	RscN-3	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	RscN-3	RscN-3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-52/E-TABM-52.raw.2.zip	hannah_cold_gcrma.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-52/E-TABM-52.processed.1.zip	Rschew	20	degree celsius
RscN-1_sample	rosette	Rschew	bolting (0.5-2cm inflorescence)	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-5	  	RscN-1_sample	P-EXTR-1	RscN-1_extract	total_RNA	P-AFFY-2	RscN-1_LE	biotin	cRNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	P-NORM-1	RscN-1	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	RscN-1	RscN-1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-52/E-TABM-52.raw.2.zip	hannah_cold_gcrma.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-52/E-TABM-52.processed.1.zip	Rschew	20	degree celsius
TenA-2_sample	rosette	Tenela	bolting (0.5-2cm inflorescence)	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-5	P-MTAB-6	TenA-2_sample	P-EXTR-1	TenA-2_extract	total_RNA	P-AFFY-2	TenA-2_LE	biotin	cRNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	P-NORM-1	TenA-2	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	TenA-2	TenA-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-52/E-TABM-52.raw.2.zip	hannah_cold_gcrma.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-52/E-TABM-52.processed.1.zip	Tenela	4	degree celsius
TenA-1_sample	rosette	Tenela	bolting (0.5-2cm inflorescence)	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-5	P-MTAB-6	TenA-1_sample	P-EXTR-1	TenA-1_extract	total_RNA	P-AFFY-2	TenA-1_LE	biotin	cRNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	P-NORM-1	TenA-1	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	TenA-1	TenA-1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-52/E-TABM-52.raw.2.zip	hannah_cold_gcrma.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-52/E-TABM-52.processed.1.zip	Tenela	4	degree celsius
TenA-3_sample	rosette	Tenela	bolting (0.5-2cm inflorescence)	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-5	P-MTAB-6	TenA-3_sample	P-EXTR-1	TenA-3_extract	total_RNA	P-AFFY-2	TenA-3_LE	biotin	cRNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	P-NORM-1	TenA-3	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	TenA-3	TenA-3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-52/E-TABM-52.raw.2.zip	hannah_cold_gcrma.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-52/E-TABM-52.processed.1.zip	Tenela	4	degree celsius
TenN-3_sample	rosette	Tenela	bolting (0.5-2cm inflorescence)	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-5	  	TenN-3_sample	P-EXTR-1	TenN-3_extract	total_RNA	P-AFFY-2	TenN-3_LE	biotin	cRNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	P-NORM-1	TenN-3	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	TenN-3	TenN-3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-52/E-TABM-52.raw.2.zip	hannah_cold_gcrma.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-52/E-TABM-52.processed.1.zip	Tenela	20	degree celsius
TenN-1_sample	rosette	Tenela	bolting (0.5-2cm inflorescence)	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-5	  	TenN-1_sample	P-EXTR-1	TenN-1_extract	total_RNA	P-AFFY-2	TenN-1_LE	biotin	cRNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	P-NORM-1	TenN-1	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	TenN-1	TenN-1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-52/E-TABM-52.raw.2.zip	hannah_cold_gcrma.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-52/E-TABM-52.processed.1.zip	Tenela	20	degree celsius
TenN-2_sample	rosette	Tenela	bolting (0.5-2cm inflorescence)	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-5	  	TenN-2_sample	P-EXTR-1	TenN-2_extract	total_RNA	P-AFFY-2	TenN-2_LE	biotin	cRNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	P-NORM-1	TenN-2	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	TenN-2	TenN-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-52/E-TABM-52.raw.2.zip	hannah_cold_gcrma.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-52/E-TABM-52.processed.1.zip	Tenela	20	degree celsius
