Source Name	Comment [Sample_description]	Comment [Sample_source_name]	Characteristics[Organism]	Comment[genetic variation]	Characteristics[DevelopmentalStage]	Characteristics[Genotype]	Characteristics[OrganismPart]	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Protocol REF	Hybridization Name	Array Design REF	Protocol REF	Protocol REF	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Normalization Name	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	FactorValue[DEVELOPMENTAL STAGE]	FactorValue[GENOTYPE]	FactorValue [COMPOUND]	FactorValue [SAMPLING TIME POINT]	Unit[TimeUnit]
GSM478064 1	The seeds were stratified at 4C for 48 hours in darkness.  Seeds were rinsed in 100% ethanol and sterilized in 2.5% (v/v) sodium hypochlorite solution for 7 min, then washed with sterilized distilled water 3 times.  70-100 Seeds were plated in 10 clusters (app 10 seeds per cluster) on 1/2 MS 0.8% agar plates.  Seedlings were grown in 12 h light/12 h dark (12L:12D) for 11 days at constant 19C. The light source for germination and growth was cool-white fluorescent light at 70 umol/m2/s. On the 12th day the seedlings were transferred to continuous white light conditions at 100 umol/m2/s. Autoclaved.  20 seedlings clumped together. 19 C average, 19 C day, 19 C night. 50 % average, 50 % day, 50 % night. Murashige & Skoog basal salt mixture. Constant light.	C24, untreated, 93hr	Arabidopsis thaliana	  	Boyes key 1.04	wild type	aerial tissue	P-GSE19271-2	GSM478064 extract 1	total RNA	P-GSE19271-3	GSM478064 LE 1	biotin	P-GSE19271-4	GSM478064	A-AFFY-2	P-GSE19271-5	P-GSE19271-6	GSM478064.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.raw.1.zip	P-GSE19271-1	GSM478064_sample_table.txt norm	GSM478064_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.processed.1.zip	Boyes key 1.04	wild type	none	93	hours
GSM478063 1	The seeds were stratified at 4C for 48 hours in darkness.  Seeds were rinsed in 100% ethanol and sterilized in 2.5% (v/v) sodium hypochlorite solution for 7 min, then washed with sterilized distilled water 3 times.  70-100 Seeds were plated in 10 clusters (app 10 seeds per cluster) on 1/2 MS 0.8% agar plates.  Seedlings were grown in 12 h light/12 h dark (12L:12D) for 11 days at constant 19C. The light source for germination and growth was cool-white fluorescent light at 70 umol/m2/s. On the 12th day the seedlings were transferred to continuous white light conditions at 100 umol/m2/s. Autoclaved.  20 seedlings clumped together. 19 C average, 19 C day, 19 C night. 50 % average, 50 % day, 50 % night. Murashige & Skoog basal salt mixture. Constant light.	C24, nicotinamide, 49hr	Arabidopsis thaliana	  	Boyes key 1.04	wild type	aerial tissue	P-GSE19271-2	GSM478063 extract 1	total RNA	P-GSE19271-3	GSM478063 LE 1	biotin	P-GSE19271-4	GSM478063	A-AFFY-2	P-GSE19271-5	P-GSE19271-6	GSM478063.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.raw.1.zip	P-GSE19271-1	GSM478063_sample_table.txt norm	GSM478063_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.processed.1.zip	Boyes key 1.04	wild type	nicotinamide	49	hours
GSM478062 1	The seeds were stratified at 4C for 48 hours in darkness.  Seeds were rinsed in 100% ethanol and sterilized in 2.5% (v/v) sodium hypochlorite solution for 7 min, then washed with sterilized distilled water 3 times.  70-100 Seeds were plated in 10 clusters (app 10 seeds per cluster) on 1/2 MS 0.8% agar plates.  Seedlings were grown in 12 h light/12 h dark (12L:12D) for 11 days at constant 19C. The light source for germination and growth was cool-white fluorescent light at 70 umol/m2/s. On the 12th day the seedlings were transferred to continuous white light conditions at 100 umol/m2/s. Autoclaved.  20 seedlings clumped together. 19 C average, 19 C day, 19 C night. 50 % average, 50 % day, 50 % night. Murashige & Skoog basal salt mixture. Constant light.	C24, nicotinamide, 53hr	Arabidopsis thaliana	  	Boyes key 1.04	wild type	aerial tissue	P-GSE19271-2	GSM478062 extract 1	total RNA	P-GSE19271-3	GSM478062 LE 1	biotin	P-GSE19271-4	GSM478062	A-AFFY-2	P-GSE19271-5	P-GSE19271-6	GSM478062.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.raw.1.zip	P-GSE19271-1	GSM478062_sample_table.txt norm	GSM478062_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.processed.1.zip	Boyes key 1.04	wild type	nicotinamide	53	hours
GSM478061 1	The seeds were stratified at 4C for 48 hours in darkness.  Seeds were rinsed in 100% ethanol and sterilized in 2.5% (v/v) sodium hypochlorite solution for 7 min, then washed with sterilized distilled water 3 times.  70-100 Seeds were plated in 10 clusters (app 10 seeds per cluster) on 1/2 MS 0.8% agar plates.  Seedlings were grown in 12 h light/12 h dark (12L:12D) for 11 days at constant 19C. The light source for germination and growth was cool-white fluorescent light at 70 umol/m2/s. On the 12th day the seedlings were transferred to continuous white light conditions at 100 umol/m2/s. Autoclaved.  20 seedlings clumped together. 19 C average, 19 C day, 19 C night. 50 % average, 50 % day, 50 % night. Murashige & Skoog basal salt mixture. Constant light.	C24, nicotinamide, 57hr	Arabidopsis thaliana	  	Boyes key 1.04	wild type	aerial tissue	P-GSE19271-2	GSM478061 extract 1	total RNA	P-GSE19271-3	GSM478061 LE 1	biotin	P-GSE19271-4	GSM478061	A-AFFY-2	P-GSE19271-5	P-GSE19271-6	GSM478061.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.raw.1.zip	P-GSE19271-1	GSM478061_sample_table.txt norm	GSM478061_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.processed.1.zip	Boyes key 1.04	wild type	nicotinamide	57	hours
GSM478060 1	The seeds were stratified at 4C for 48 hours in darkness.  Seeds were rinsed in 100% ethanol and sterilized in 2.5% (v/v) sodium hypochlorite solution for 7 min, then washed with sterilized distilled water 3 times.  70-100 Seeds were plated in 10 clusters (app 10 seeds per cluster) on 1/2 MS 0.8% agar plates.  Seedlings were grown in 12 h light/12 h dark (12L:12D) for 11 days at constant 19C. The light source for germination and growth was cool-white fluorescent light at 70 umol/m2/s. On the 12th day the seedlings were transferred to continuous white light conditions at 100 umol/m2/s. Autoclaved.  20 seedlings clumped together. 19 C average, 19 C day, 19 C night. 50 % average, 50 % day, 50 % night. Murashige & Skoog basal salt mixture. Constant light.	C24, nicotinamide, 61hr	Arabidopsis thaliana	  	Boyes key 1.04	wild type	aerial tissue	P-GSE19271-2	GSM478060 extract 1	total RNA	P-GSE19271-3	GSM478060 LE 1	biotin	P-GSE19271-4	GSM478060	A-AFFY-2	P-GSE19271-5	P-GSE19271-6	GSM478060.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.raw.1.zip	P-GSE19271-1	GSM478060_sample_table.txt norm	GSM478060_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.processed.1.zip	Boyes key 1.04	wild type	nicotinamide	61	hours
GSM478059 1	The seeds were stratified at 4C for 48 hours in darkness.  Seeds were rinsed in 100% ethanol and sterilized in 2.5% (v/v) sodium hypochlorite solution for 7 min, then washed with sterilized distilled water 3 times.  70-100 Seeds were plated in 10 clusters (app 10 seeds per cluster) on 1/2 MS 0.8% agar plates.  Seedlings were grown in 12 h light/12 h dark (12L:12D) for 11 days at constant 19C. The light source for germination and growth was cool-white fluorescent light at 70 umol/m2/s. On the 12th day the seedlings were transferred to continuous white light conditions at 100 umol/m2/s. Autoclaved.  20 seedlings clumped together. 19 C average, 19 C day, 19 C night. 50 % average, 50 % day, 50 % night. Murashige & Skoog basal salt mixture. Constant light.	C24, nicotinamide, 65hr	Arabidopsis thaliana	  	Boyes key 1.04	wild type	aerial tissue	P-GSE19271-2	GSM478059 extract 1	total RNA	P-GSE19271-3	GSM478059 LE 1	biotin	P-GSE19271-4	GSM478059	A-AFFY-2	P-GSE19271-5	P-GSE19271-6	GSM478059.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.raw.1.zip	P-GSE19271-1	GSM478059_sample_table.txt norm	GSM478059_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.processed.1.zip	Boyes key 1.04	wild type	nicotinamide	65	hours
GSM478058 1	The seeds were stratified at 4C for 48 hours in darkness.  Seeds were rinsed in 100% ethanol and sterilized in 2.5% (v/v) sodium hypochlorite solution for 7 min, then washed with sterilized distilled water 3 times.  70-100 Seeds were plated in 10 clusters (app 10 seeds per cluster) on 1/2 MS 0.8% agar plates.  Seedlings were grown in 12 h light/12 h dark (12L:12D) for 11 days at constant 19C. The light source for germination and growth was cool-white fluorescent light at 70 umol/m2/s. On the 12th day the seedlings were transferred to continuous white light conditions at 100 umol/m2/s. Autoclaved.  20 seedlings clumped together. 19 C average, 19 C day, 19 C night. 50 % average, 50 % day, 50 % night. Murashige & Skoog basal salt mixture. Constant light.	C24, nicotinamide, 69hr	Arabidopsis thaliana	  	Boyes key 1.04	wild type	aerial tissue	P-GSE19271-2	GSM478058 extract 1	total RNA	P-GSE19271-3	GSM478058 LE 1	biotin	P-GSE19271-4	GSM478058	A-AFFY-2	P-GSE19271-5	P-GSE19271-6	GSM478058.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.raw.1.zip	P-GSE19271-1	GSM478058_sample_table.txt norm	GSM478058_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.processed.1.zip	Boyes key 1.04	wild type	nicotinamide	69	hours
GSM478057 1	The seeds were stratified at 4C for 48 hours in darkness.  Seeds were rinsed in 100% ethanol and sterilized in 2.5% (v/v) sodium hypochlorite solution for 7 min, then washed with sterilized distilled water 3 times.  70-100 Seeds were plated in 10 clusters (app 10 seeds per cluster) on 1/2 MS 0.8% agar plates. Seedlings were grown in 12 h light/12 h dark (12L:12D) for 11 days at constant 19C. The light source for germination and growth was cool-white fluorescent light at 70 umol/m2/s. On the 12th day the seedlings were transferred to continuous white light conditions at 100 umol/m2/s.  10-20 seeds clumped together. 19 C average, 19 C day, 19 C night. 50 % average, 50 % day, 50 % night. Murashige & Skoog basal salt mixture. 12 hour days, 12 hour nights.	C24, nicotinamide, 65hr	Arabidopsis thaliana	  	Boyes key 1.04	wild type	aerial tissue	P-GSE19271-2	GSM478057 extract 1	total RNA	P-GSE19271-3	GSM478057 LE 1	biotin	P-GSE19271-4	GSM478057	A-AFFY-2	P-GSE19271-5	P-GSE19271-6	GSM478057.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.raw.1.zip	P-GSE19271-1	GSM478057_sample_table.txt norm	GSM478057_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.processed.1.zip	Boyes key 1.04	wild type	nicotinamide	65	hours
GSM478056 1	The seeds were stratified at 4C for 48 hours in darkness.  Seeds were rinsed in 100% ethanol and sterilized in 2.5% (v/v) sodium hypochlorite solution for 7 min, then washed with sterilized distilled water 3 times.  150-200 Seeds were plated in 10 clusters (app 20 seeds per cluster) on 1/2 MS 0.8% agar plates.  Seedlings were grown in 12 h light/12 h dark (12L:12D) for 11 days at constant 19C. The light source for germination and growth was cool-white fluorescent light at 70 umol/m2/s. On the 12th day the seedlings were transferred to continuous white light conditions at 100 umol/m2/s. Autoclaved.  20 seedlings clumped together. 19 C average, 19 C day, 19 C night. 50 % average, 50 % day, 50 % night. Murashige & Skoog basal salt mixture. Constant light.	toc1-1, 93hr	Arabidopsis thaliana	EMS-induced mutation in At5g61380	Boyes key 1.04	toc1 mutant	aerial tissue	P-GSE19271-2	GSM478056 extract 1	total RNA	P-GSE19271-3	GSM478056 LE 1	biotin	P-GSE19271-4	GSM478056	A-AFFY-2	P-GSE19271-5	P-GSE19271-6	GSM478056.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.raw.1.zip	P-GSE19271-1	GSM478056_sample_table.txt norm	GSM478056_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.processed.1.zip	Boyes key 1.04	toc1 mutant	none	93	hours
GSM478055 1	The seeds were stratified at 4C for 48 hours in darkness.  Seeds were rinsed in 100% ethanol and sterilized in 2.5% (v/v) sodium hypochlorite solution for 7 min, then washed with sterilized distilled water 3 times.  150-200 Seeds were plated in 10 clusters (app 20 seeds per cluster) on 1/2 MS 0.8% agar plates.  Seedlings were grown in 12 h light/12 h dark (12L:12D) for 11 days at constant 19C. The light source for germination and growth was cool-white fluorescent light at 70 umol/m2/s. On the 12th day the seedlings were transferred to continuous white light conditions at 100 umol/m2/s. Autoclaved.  20 seedlings clumped together. 19 C average, 19 C day, 19 C night. 50 % average, 50 % day, 50 % night. Murashige & Skoog basal salt mixture. Constant light.	toc1-1, 89hr	Arabidopsis thaliana	EMS-induced mutation in At5g61380	Boyes key 1.04	toc1 mutant	aerial tissue	P-GSE19271-2	GSM478055 extract 1	total RNA	P-GSE19271-3	GSM478055 LE 1	biotin	P-GSE19271-4	GSM478055	A-AFFY-2	P-GSE19271-5	P-GSE19271-6	GSM478055.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.raw.1.zip	P-GSE19271-1	GSM478055_sample_table.txt norm	GSM478055_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.processed.1.zip	Boyes key 1.04	toc1 mutant	none	89	hours
GSM478054 1	The seeds were stratified at 4C for 48 hours in darkness.  Seeds were rinsed in 100% ethanol and sterilized in 2.5% (v/v) sodium hypochlorite solution for 7 min, then washed with sterilized distilled water 3 times.  150-200 Seeds were plated in 10 clusters (app 20 seeds per cluster) on 1/2 MS 0.8% agar plates.  Seedlings were grown in 12 h light/12 h dark (12L:12D) for 11 days at constant 19C. The light source for germination and growth was cool-white fluorescent light at 70 umol/m2/s. On the 12th day the seedlings were transferred to continuous white light conditions at 100 umol/m2/s. Autoclaved.  20 seedlings clumped together. 19 C average, 19 C day, 19 C night. 50 % average, 50 % day, 50 % night. Murashige & Skoog basal salt mixture. Constant light.	toc1-1, 85hr	Arabidopsis thaliana	EMS-induced mutation in At5g61380	Boyes key 1.04	toc1 mutant	aerial tissue	P-GSE19271-2	GSM478054 extract 1	total RNA	P-GSE19271-3	GSM478054 LE 1	biotin	P-GSE19271-4	GSM478054	A-AFFY-2	P-GSE19271-5	P-GSE19271-6	GSM478054.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.raw.1.zip	P-GSE19271-1	GSM478054_sample_table.txt norm	GSM478054_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.processed.1.zip	Boyes key 1.04	toc1 mutant	none	85	hours
GSM478053 1	The seeds were stratified at 4C for 48 hours in darkness.  Seeds were rinsed in 100% ethanol and sterilized in 2.5% (v/v) sodium hypochlorite solution for 7 min, then washed with sterilized distilled water 3 times.  150-200 Seeds were plated in 10 clusters (app 20 seeds per cluster) on 1/2 MS 0.8% agar plates.  Seedlings were grown in 12 h light/12 h dark (12L:12D) for 11 days at constant 19C. The light source for germination and growth was cool-white fluorescent light at 70 umol/m2/s. On the 12th day the seedlings were transferred to continuous white light conditions at 100 umol/m2/s. Autoclaved.  20 seedlings clumped together. 19 C average, 19 C day, 19 C night. 50 % average, 50 % day, 50 % night. Murashige & Skoog basal salt mixture. Constant light.	toc1-1, 81hr	Arabidopsis thaliana	EMS-induced mutation in At5g61380	Boyes key 1.04	toc1 mutant	aerial tissue	P-GSE19271-2	GSM478053 extract 1	total RNA	P-GSE19271-3	GSM478053 LE 1	biotin	P-GSE19271-4	GSM478053	A-AFFY-2	P-GSE19271-5	P-GSE19271-6	GSM478053.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.raw.1.zip	P-GSE19271-1	GSM478053_sample_table.txt norm	GSM478053_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.processed.1.zip	Boyes key 1.04	toc1 mutant	none	81	hours
GSM478052 1	The seeds were stratified at 4C for 48 hours in darkness.  Seeds were rinsed in 100% ethanol and sterilized in 2.5% (v/v) sodium hypochlorite solution for 7 min, then washed with sterilized distilled water 3 times.  150-200 Seeds were plated in 10 clusters (app 20 seeds per cluster) on 1/2 MS 0.8% agar plates.  Seedlings were grown in 12 h light/12 h dark (12L:12D) for 11 days at constant 19C. The light source for germination and growth was cool-white fluorescent light at 70 umol/m2/s. On the 12th day the seedlings were transferred to continuous white light conditions at 100 umol/m2/s. Autoclaved.  20 seedlings clumped together. 19 C average, 19 C day, 19 C night. 50 % average, 50 % day, 50 % night. Murashige & Skoog basal salt mixture. Constant light.	toc1-1, 77hr	Arabidopsis thaliana	EMS-induced mutation in At5g61380	Boyes key 1.04	toc1 mutant	aerial tissue	P-GSE19271-2	GSM478052 extract 1	total RNA	P-GSE19271-3	GSM478052 LE 1	biotin	P-GSE19271-4	GSM478052	A-AFFY-2	P-GSE19271-5	P-GSE19271-6	GSM478052.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.raw.1.zip	P-GSE19271-1	GSM478052_sample_table.txt norm	GSM478052_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.processed.1.zip	Boyes key 1.04	toc1 mutant	none	77	hours
GSM478051 1	The seeds were stratified at 4C for 48 hours in darkness.  Seeds were rinsed in 100% ethanol and sterilized in 2.5% (v/v) sodium hypochlorite solution for 7 min, then washed with sterilized distilled water 3 times.  150-200 Seeds were plated in 10 clusters (app 20 seeds per cluster) on 1/2 MS 0.8% agar plates.  Seedlings were grown in 12 h light/12 h dark (12L:12D) for 11 days at constant 19C. The light source for germination and growth was cool-white fluorescent light at 70 umol/m2/s. On the 12th day the seedlings were transferred to continuous white light conditions at 100 umol/m2/s. Autoclaved.  20 seedlings clumped together. 19 C average, 19 C day, 19 C night. 50 % average, 50 % day, 50 % night. Murashige & Skoog basal salt mixture. Constant light.	toc1-1, 73hr	Arabidopsis thaliana	EMS-induced mutation in At5g61380	Boyes key 1.04	toc1 mutant	aerial tissue	P-GSE19271-2	GSM478051 extract 1	total RNA	P-GSE19271-3	GSM478051 LE 1	biotin	P-GSE19271-4	GSM478051	A-AFFY-2	P-GSE19271-5	P-GSE19271-6	GSM478051.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.raw.1.zip	P-GSE19271-1	GSM478051_sample_table.txt norm	GSM478051_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.processed.1.zip	Boyes key 1.04	toc1 mutant	none	73	hours
GSM478050 1	The seeds were stratified at 4C for 48 hours in darkness.  Seeds were rinsed in 100% ethanol and sterilized in 2.5% (v/v) sodium hypochlorite solution for 7 min, then washed with sterilized distilled water 3 times.  150-200 Seeds were plated in 10 clusters (app 20 seeds per cluster) on 1/2 MS 0.8% agar plates.  Seedlings were grown in 12 h light/12 h dark (12L:12D) for 11 days at constant 19C. The light source for germination and growth was cool-white fluorescent light at 70 umol/m2/s. On the 12th day the seedlings were transferred to continuous white light conditions at 100 umol/m2/s. Autoclaved.  20 seedlings clumped together. 19 C average, 19 C day, 19 C night. 50 % average, 50 % day, 50 % night. Murashige & Skoog basal salt mixture. Constant light.	toc1-1, 69hr	Arabidopsis thaliana	EMS-induced mutation in At5g61380	Boyes key 1.04	toc1 mutant	aerial tissue	P-GSE19271-2	GSM478050 extract 1	total RNA	P-GSE19271-3	GSM478050 LE 1	biotin	P-GSE19271-4	GSM478050	A-AFFY-2	P-GSE19271-5	P-GSE19271-6	GSM478050.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.raw.1.zip	P-GSE19271-1	GSM478050_sample_table.txt norm	GSM478050_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.processed.1.zip	Boyes key 1.04	toc1 mutant	none	69	hours
GSM478049 1	The seeds were stratified at 4C for 48 hours in darkness.  Seeds were rinsed in 100% ethanol and sterilized in 2.5% (v/v) sodium hypochlorite solution for 7 min, then washed with sterilized distilled water 3 times.  150-200 Seeds were plated in 10 clusters (app 20 seeds per cluster) on 1/2 MS 0.8% agar plates.  Seedlings were grown in 12 h light/12 h dark (12L:12D) for 11 days at constant 19C. The light source for germination and growth was cool-white fluorescent light at 70 umol/m2/s. On the 12th day the seedlings were transferred to continuous white light conditions at 100 umol/m2/s. Autoclaved.  20 seedlings clumped together. 19 C average, 19 C day, 19 C night. 50 % average, 50 % day, 50 % night. Murashige & Skoog basal salt mixture. Constant light.	toc1-1, 65hr	Arabidopsis thaliana	EMS-induced mutation in At5g61380	Boyes key 1.04	toc1 mutant	aerial tissue	P-GSE19271-2	GSM478049 extract 1	total RNA	P-GSE19271-3	GSM478049 LE 1	biotin	P-GSE19271-4	GSM478049	A-AFFY-2	P-GSE19271-5	P-GSE19271-6	GSM478049.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.raw.1.zip	P-GSE19271-1	GSM478049_sample_table.txt norm	GSM478049_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.processed.1.zip	Boyes key 1.04	toc1 mutant	none	65	hours
GSM478048 1	The seeds were stratified at 4C for 48 hours in darkness.  Seeds were rinsed in 100% ethanol and sterilized in 2.5% (v/v) sodium hypochlorite solution for 7 min, then washed with sterilized distilled water 3 times.  150-200 Seeds were plated in 10 clusters (app 20 seeds per cluster) on 1/2 MS 0.8% agar plates.  Seedlings were grown in 12 h light/12 h dark (12L:12D) for 11 days at constant 19C. The light source for germination and growth was cool-white fluorescent light at 70 umol/m2/s. On the 12th day the seedlings were transferred to continuous white light conditions at 100 umol/m2/s. Autoclaved.  20 seedlings clumped together. 19 C average, 19 C day, 19 C night. 50 % average, 50 % day, 50 % night. Murashige & Skoog basal salt mixture. Constant light.	toc1-1, 61hr	Arabidopsis thaliana	EMS-induced mutation in At5g61380	Boyes key 1.04	toc1 mutant	aerial tissue	P-GSE19271-2	GSM478048 extract 1	total RNA	P-GSE19271-3	GSM478048 LE 1	biotin	P-GSE19271-4	GSM478048	A-AFFY-2	P-GSE19271-5	P-GSE19271-6	GSM478048.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.raw.1.zip	P-GSE19271-1	GSM478048_sample_table.txt norm	GSM478048_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.processed.1.zip	Boyes key 1.04	toc1 mutant	none	61	hours
GSM478047 1	The seeds were stratified at 4C for 48 hours in darkness.  Seeds were rinsed in 100% ethanol and sterilized in 2.5% (v/v) sodium hypochlorite solution for 7 min, then washed with sterilized distilled water 3 times.  150-200 Seeds were plated in 10 clusters (app 20 seeds per cluster) on 1/2 MS 0.8% agar plates.  Seedlings were grown in 12 h light/12 h dark (12L:12D) for 11 days at constant 19C. The light source for germination and growth was cool-white fluorescent light at 70 umol/m2/s. On the 12th day the seedlings were transferred to continuous white light conditions at 100 umol/m2/s. Autoclaved.  20 seedlings clumped together. 19 C average, 19 C day, 19 C night. 50 % average, 50 % day, 50 % night. Murashige & Skoog basal salt mixture. Constant light.	toc1-1, 57hr	Arabidopsis thaliana	EMS-induced mutation in At5g61380	Boyes key 1.04	toc1 mutant	aerial tissue	P-GSE19271-2	GSM478047 extract 1	total RNA	P-GSE19271-3	GSM478047 LE 1	biotin	P-GSE19271-4	GSM478047	A-AFFY-2	P-GSE19271-5	P-GSE19271-6	GSM478047.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.raw.1.zip	P-GSE19271-1	GSM478047_sample_table.txt norm	GSM478047_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.processed.1.zip	Boyes key 1.04	toc1 mutant	none	57	hours
GSM478046 1	The seeds were stratified at 4C for 48 hours in darkness.  Seeds were rinsed in 100% ethanol and sterilized in 2.5% (v/v) sodium hypochlorite solution for 7 min, then washed with sterilized distilled water 3 times.  150-200 Seeds were plated in 10 clusters (app 20 seeds per cluster) on 1/2 MS 0.8% agar plates.  Seedlings were grown in 12 h light/12 h dark (12L:12D) for 11 days at constant 19C. The light source for germination and growth was cool-white fluorescent light at 70 umol/m2/s. On the 12th day the seedlings were transferred to continuous white light conditions at 100 umol/m2/s. Autoclaved.  20 seedlings clumped together. 19 C average, 19 C day, 19 C night. 50 % average, 50 % day, 50 % night. Murashige & Skoog basal salt mixture. Constant light.	toc1-1, 53hr	Arabidopsis thaliana	EMS-induced mutation in At5g61380	Boyes key 1.04	toc1 mutant	aerial tissue	P-GSE19271-2	GSM478046 extract 1	total RNA	P-GSE19271-3	GSM478046 LE 1	biotin	P-GSE19271-4	GSM478046	A-AFFY-2	P-GSE19271-5	P-GSE19271-6	GSM478046.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.raw.1.zip	P-GSE19271-1	GSM478046_sample_table.txt norm	GSM478046_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.processed.1.zip	Boyes key 1.04	toc1 mutant	none	53	hours
