Source Name	Characteristics [organism]	Term Source REF	Term Accession Number	Description	Characteristics[ecotype]	Characteristics[germplasm]	Characteristics[developmental stage]	Characteristics[organism part]	Protocol REF	Sample Name	Extract Name	Material Type	Labeled Extract Name	Label	Material Type	Protocol REF	Hybridization Name	Array Design REF	Protocol REF	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	Derived Array Data Matrix File	Comment [Derived ArrayExpress Data Matrix FTP file]	FactorValue[inoculation]	FactorValue[treatment time]	Unit[time unit]
GSE5686GSM133096	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  na. Stock Code: N6673; Developmental stage: 29-day old rosette-stage plants; Tissue: leaves	Col-0	NASC: N6673	rosette stage	leaf	P-G5686-12	GSE5686GSM133096 sample	GSE5686GSM133096 extract	total_RNA	GSE5686GSM133096 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	JD AT+EO COL WT EXP2 12H UNINFECTED	A-AFFY-2	P-AFFY-6	JD AT+EO COL WT EXP2 12H UNINFECTED	GSM133096.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5686/E-GEOD-5686.raw.1.zip	E-GEOD-5686-processed-data-1628558130.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5686/E-GEOD-5686.processed.1.zip	none	12	hour
GSE5686GSM133080	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  na. Stock Code: N6673; Developmental stage: 29-day old rosette-stage plants; Tissue: leaves	Col-0	NASC: N6673	rosette stage	leaf	P-G5686-12	GSE5686GSM133080 sample	GSE5686GSM133080 extract	total_RNA	GSE5686GSM133080 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	JD AT+EO COL WT 12H UNINFECTED	A-AFFY-2	P-AFFY-6	JD AT+EO COL WT 12H UNINFECTED	GSM133080.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5686/E-GEOD-5686.raw.1.zip	E-GEOD-5686-processed-data-1628558130.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5686/E-GEOD-5686.processed.1.zip	none	12	hour
GSE5686GSM133082	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  na. Stock Code: N6673; Developmental stage: 29-day old rosette-stage plants; Tissue: leaves	Col-0	NASC: N6673	rosette stage	leaf	P-G5686-14	GSE5686GSM133082 sample	GSE5686GSM133082 extract	total_RNA	GSE5686GSM133082 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	JD AT+EO COL WT 18H UNINFECTED	A-AFFY-2	P-AFFY-6	JD AT+EO COL WT 18H UNINFECTED	GSM133082.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5686/E-GEOD-5686.raw.1.zip	E-GEOD-5686-processed-data-1628558130.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5686/E-GEOD-5686.processed.1.zip	none	18	hour
GSE5686GSM133098	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  na. Stock Code: N6673; Developmental stage: 29-day old rosette-stage plants; Tissue: leaves	Col-0	NASC: N6673	rosette stage	leaf	P-G5686-14	GSE5686GSM133098 sample	GSE5686GSM133098 extract	total_RNA	GSE5686GSM133098 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	JD AT+EO COL WT EXP2 18H UNINFECTED	A-AFFY-2	P-AFFY-6	JD AT+EO COL WT EXP2 18H UNINFECTED	GSM133098.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5686/E-GEOD-5686.raw.1.zip	E-GEOD-5686-processed-data-1628558130.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5686/E-GEOD-5686.processed.1.zip	none	18	hour
GSE5686GSM133110	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  na. Stock Code: N6673; Developmental stage: 29-day old rosette-stage plants; Tissue: leaves	Col-0	NASC: N6673	rosette stage	leaf	P-G5686-14	GSE5686GSM133110 sample	GSE5686GSM133110 extract	total_RNA	GSE5686GSM133110 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	JD AT+EO TIME EXP3 UNINF 18H	A-AFFY-2	P-AFFY-6	JD AT+EO TIME EXP3 UNINF 18H	GSM133110.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5686/E-GEOD-5686.raw.1.zip	E-GEOD-5686-processed-data-1628558130.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5686/E-GEOD-5686.processed.1.zip	none	18	hour
GSE5686GSM133084	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  na. Stock Code: N6673; Developmental stage: 30-day old rosette-stage plants; Tissue: leaves	Col-0	NASC: N6673	rosette stage	leaf	P-G5686-16	GSE5686GSM133084 sample	GSE5686GSM133084 extract	total_RNA	GSE5686GSM133084 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	JD AT+EO COL WT 24H UNINFECTED	A-AFFY-2	P-AFFY-6	JD AT+EO COL WT 24H UNINFECTED	GSM133084.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5686/E-GEOD-5686.raw.1.zip	E-GEOD-5686-processed-data-1628558130.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5686/E-GEOD-5686.processed.1.zip	none	24	hour
GSE5686GSM133111	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  na. Stock Code: N6673; Developmental stage: 30-day old rosette-stage plants; Tissue: leaves	Col-0	NASC: N6673	rosette stage	leaf	P-G5686-16	GSE5686GSM133111 sample	GSE5686GSM133111 extract	total_RNA	GSE5686GSM133111 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	JD AT+EO TIME EXP3 UNINF 24H	A-AFFY-2	P-AFFY-6	JD AT+EO TIME EXP3 UNINF 24H	GSM133111.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5686/E-GEOD-5686.raw.1.zip	E-GEOD-5686-processed-data-1628558130.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5686/E-GEOD-5686.processed.1.zip	none	24	hour
GSE5686GSM133100	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  na. Stock Code: N6673; Developmental stage: 30-day old rosette-stage plants; Tissue: leaves	Col-0	NASC: N6673	rosette stage	leaf	P-G5686-16	GSE5686GSM133100 sample	GSE5686GSM133100 extract	total_RNA	GSE5686GSM133100 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	JD AT+EO COL WT EXP2 24H UNINFECTED	A-AFFY-2	P-AFFY-6	JD AT+EO COL WT EXP2 24H UNINFECTED	GSM133100.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5686/E-GEOD-5686.raw.1.zip	E-GEOD-5686-processed-data-1628558130.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5686/E-GEOD-5686.processed.1.zip	none	24	hour
GSE5686GSM133112	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  na. Stock Code: N6673; Developmental stage: 31-day old rosette-stage plants; Tissue: leaves	Col-0	NASC: N6673	rosette stage	leaf	P-G5686-2	GSE5686GSM133112 sample	GSE5686GSM133112 extract	total_RNA	GSE5686GSM133112 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	JD AT+EO TIME EXP3 UNINF 2D	A-AFFY-2	P-AFFY-6	JD AT+EO TIME EXP3 UNINF 2D	GSM133112.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5686/E-GEOD-5686.raw.1.zip	E-GEOD-5686-processed-data-1628558130.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5686/E-GEOD-5686.processed.1.zip	none	48	hour
GSE5686GSM133086	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  na. Stock Code: N6673; Developmental stage: 31-day old rosette-stage plants; Tissue: leaves	Col-0	NASC: N6673	rosette stage	leaf	P-G5686-2	GSE5686GSM133086 sample	GSE5686GSM133086 extract	total_RNA	GSE5686GSM133086 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	JD AT+EO COL WT EXP2 02D UNINFECTED	A-AFFY-2	P-AFFY-6	JD AT+EO COL WT EXP2 02D UNINFECTED	GSM133086.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5686/E-GEOD-5686.raw.1.zip	E-GEOD-5686-processed-data-1628558130.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5686/E-GEOD-5686.processed.1.zip	none	48	hour
GSE5686GSM133070	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  na. Stock Code: N6673; Developmental stage: 31-day old rosette-stage plants; Tissue: leaves	Col-0	NASC: N6673	rosette stage	leaf	P-G5686-2	GSE5686GSM133070 sample	GSE5686GSM133070 extract	total_RNA	GSE5686GSM133070 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	JD AT+EO COL WT 02D UNINFECTED	A-AFFY-2	P-AFFY-6	JD AT+EO COL WT 02D UNINFECTED	GSM133070.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5686/E-GEOD-5686.raw.1.zip	E-GEOD-5686-processed-data-1628558130.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5686/E-GEOD-5686.processed.1.zip	none	48	hour
GSE5686GSM133072	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  na. Stock Code: N6673; Developmental stage: 32-day old rosette-stage plants; Tissue: leaves	Col-0	NASC: N6673	rosette stage	leaf	P-G5686-4	GSE5686GSM133072 sample	GSE5686GSM133072 extract	total_RNA	GSE5686GSM133072 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	JD AT+EO COL WT 03D UNINFECTED	A-AFFY-2	P-AFFY-6	JD AT+EO COL WT 03D UNINFECTED	GSM133072.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5686/E-GEOD-5686.raw.1.zip	E-GEOD-5686-processed-data-1628558130.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5686/E-GEOD-5686.processed.1.zip	none	72	hour
GSE5686GSM133113	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  na. Stock Code: N6673; Developmental stage: 32-day old rosette-stage plants; Tissue: leaves	Col-0	NASC: N6673	rosette stage	leaf	P-G5686-4	GSE5686GSM133113 sample	GSE5686GSM133113 extract	total_RNA	GSE5686GSM133113 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	JD AT+EO TIME EXP3 UNINF 3D	A-AFFY-2	P-AFFY-6	JD AT+EO TIME EXP3 UNINF 3D	GSM133113.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5686/E-GEOD-5686.raw.1.zip	E-GEOD-5686-processed-data-1628558130.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5686/E-GEOD-5686.processed.1.zip	none	72	hour
GSE5686GSM133088	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  na. Stock Code: N6673; Developmental stage: 32-day old rosette-stage plants; Tissue: leaves	Col-0	NASC: N6673	rosette stage	leaf	P-G5686-4	GSE5686GSM133088 sample	GSE5686GSM133088 extract	total_RNA	GSE5686GSM133088 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	JD AT+EO COL WT EXP2 03D UNINFECTED	A-AFFY-2	P-AFFY-6	JD AT+EO COL WT EXP2 03D UNINFECTED	GSM133088.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5686/E-GEOD-5686.raw.1.zip	E-GEOD-5686-processed-data-1628558130.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5686/E-GEOD-5686.processed.1.zip	none	72	hour
GSE5686GSM133074	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  na. Stock Code: N6673; Developmental stage: 33-day old rosette-stage plants; Tissue: leaves	Col-0	NASC: N6673	rosette stage	leaf	P-G5686-6	GSE5686GSM133074 sample	GSE5686GSM133074 extract	total_RNA	GSE5686GSM133074 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	JD AT+EO COL WT 04D UNINFECTED	A-AFFY-2	P-AFFY-6	JD AT+EO COL WT 04D UNINFECTED	GSM133074.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5686/E-GEOD-5686.raw.1.zip	E-GEOD-5686-processed-data-1628558130.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5686/E-GEOD-5686.processed.1.zip	none	96	hour
GSE5686GSM133090	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  na. Stock Code: N6673; Developmental stage: 33-day old rosette-stage plants; Tissue: leaves	Col-0	NASC: N6673	rosette stage	leaf	P-G5686-6	GSE5686GSM133090 sample	GSE5686GSM133090 extract	total_RNA	GSE5686GSM133090 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	JD AT+EO COL WT EXP2 04D UNINFECTED	A-AFFY-2	P-AFFY-6	JD AT+EO COL WT EXP2 04D UNINFECTED	GSM133090.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5686/E-GEOD-5686.raw.1.zip	E-GEOD-5686-processed-data-1628558130.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5686/E-GEOD-5686.processed.1.zip	none	96	hour
GSE5686GSM133114	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  na. Stock Code: N6673; Developmental stage: 33-day old rosette-stage plants; Tissue: leaves	Col-0	NASC: N6673	rosette stage	leaf	P-G5686-6	GSE5686GSM133114 sample	GSE5686GSM133114 extract	total_RNA	GSE5686GSM133114 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	JD AT+EO TIME EXP3 UNINF 4D	A-AFFY-2	P-AFFY-6	JD AT+EO TIME EXP3 UNINF 4D	GSM133114.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5686/E-GEOD-5686.raw.1.zip	E-GEOD-5686-processed-data-1628558130.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5686/E-GEOD-5686.processed.1.zip	none	96	hour
GSE5686GSM133115	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  na. Stock Code: N6673; Developmental stage: 34-day old rosette-stage plants; Tissue: leaves	Col-0	NASC: N6673	rosette stage	leaf	P-G5686-8	GSE5686GSM133115 sample	GSE5686GSM133115 extract	total_RNA	GSE5686GSM133115 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	JD AT+EO TIME EXP3 UNINF 5D	A-AFFY-2	P-AFFY-6	JD AT+EO TIME EXP3 UNINF 5D	GSM133115.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5686/E-GEOD-5686.raw.1.zip	E-GEOD-5686-processed-data-1628558130.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5686/E-GEOD-5686.processed.1.zip	none	120	hour
GSE5686GSM133092	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  na. Stock Code: N6673; Developmental stage: 34-day old rosette-stage plants; Tissue: leaves	Col-0	NASC: N6673	rosette stage	leaf	P-G5686-8	GSE5686GSM133092 sample	GSE5686GSM133092 extract	total_RNA	GSE5686GSM133092 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	JD AT+EO COL WT EXP2 05D UNINFECTED	A-AFFY-2	P-AFFY-6	JD AT+EO COL WT EXP2 05D UNINFECTED	GSM133092.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5686/E-GEOD-5686.raw.1.zip	E-GEOD-5686-processed-data-1628558130.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5686/E-GEOD-5686.processed.1.zip	none	120	hour
GSE5686GSM133076	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  na. Stock Code: N6673; Developmental stage: 34-day old rosette-stage plants; Tissue: leaves	Col-0	NASC: N6673	rosette stage	leaf	P-G5686-8	GSE5686GSM133076 sample	GSE5686GSM133076 extract	total_RNA	GSE5686GSM133076 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	JD AT+EO COL WT 05D UNINFECTED	A-AFFY-2	P-AFFY-6	JD AT+EO COL WT 05D UNINFECTED	GSM133076.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5686/E-GEOD-5686.raw.1.zip	E-GEOD-5686-processed-data-1628558130.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5686/E-GEOD-5686.processed.1.zip	none	120	hour
