Source Name	Comment [Sample_description]	Comment [Sample_source_name]	Comment [Sample_title]	Characteristics [age]	Unit [time unit]	Characteristics [developmental stage]	Characteristics [organism part]	Characteristics [cell type]	Characteristics [ecotype]	Term Source REF	Term Accession Number	Comment [nitrogen treatment]	Characteristics [organism]	Term Source REF	Term Accession Number	Characteristics [genotype]	Protocol REF	Term Source REF	Protocol REF	Term Source REF	Protocol REF	Term Source REF	Extract Name	Material Type	Protocol REF	Term Source REF	Labeled Extract Name	Label	Protocol REF	Term Source REF	Assay Name	Comment [technical replicate group]	Array Design REF	Term Source REF	Technology Type	Protocol REF	Term Source REF	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Term Source REF	Normalization Name	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	FactorValue [treatment]	FactorValue [genotype]
GSM1306454 1	Gene expression profiles from transfected root protoplasts treated with +CHX, -N, +DEX	Root protoplasts of 10-day-old Arabidopsis Col-0 seedlings	+CHX, -N, +DEX, treatment replicate 3, Biorep 2	10	day	seedling	root	protoplast	Col-0	EFO	EFO_0005148	20mM KCl	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	pBeaconRFP_GR::bZIP1	P-GSE54049-2	ArrayExpress	P-GSE54049-3	ArrayExpress	P-GSE54049-4	ArrayExpress	GSM1306454 extract 1	total RNA	P-GSE54049-5	ArrayExpress	GSM1306454 LE 1	Biotin	P-GSE54049-6	ArrayExpress	GSM1306454	group7	A-AFFY-2	ArrayExpress	array assay	P-GSE54049-7	ArrayExpress	GSM1306454_Amy_bZIP+CHXb_11_rep2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-54049/E-GEOD-54049.raw.1.zip	P-GSE54049-1	ArrayExpress	GSM1306454_sample_table.txt norm	GSM1306454_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-54049/E-GEOD-54049.processed.1.zip	Treated with cycloheximide, 10 uM dexamethasone in ethanol, 20 mM KCl	pBeaconRFP_GR::bZIP1
GSM1306453 1	Gene expression profiles from transfected root protoplasts treated with +CHX, -N, +DEX	Root protoplasts of 10-day-old Arabidopsis Col-0 seedlings	+CHX, -N, +DEX, treatment replicate 3, Biorep 1	10	day	seedling	root	protoplast	Col-0	EFO	EFO_0005148	20mM KCl	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	pBeaconRFP_GR::bZIP1	P-GSE54049-2	ArrayExpress	P-GSE54049-3	ArrayExpress	P-GSE54049-4	ArrayExpress	GSM1306453 extract 1	total RNA	P-GSE54049-5	ArrayExpress	GSM1306453 LE 1	Biotin	P-GSE54049-6	ArrayExpress	GSM1306453	group7	A-AFFY-2	ArrayExpress	array assay	P-GSE54049-7	ArrayExpress	GSM1306453_Amy_bZIP+CHXb_11_rep1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-54049/E-GEOD-54049.raw.1.zip	P-GSE54049-1	ArrayExpress	GSM1306453_sample_table.txt norm	GSM1306453_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-54049/E-GEOD-54049.processed.1.zip	Treated with cycloheximide, 10 uM dexamethasone in ethanol, 20 mM KCl	pBeaconRFP_GR::bZIP1
GSM1306446 1	Gene expression profiles from transfected root protoplasts treated with +CHX, -N, +DEX	Root protoplasts of 10-day-old Arabidopsis Col-0 seedlings	+CHX, -N, +DEX, treatment replicate 2, Biorep 2	10	day	seedling	root	protoplast	Col-0	EFO	EFO_0005148	20mM KCl	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	pBeaconRFP_GR::bZIP1	P-GSE54049-2	ArrayExpress	P-GSE54049-3	ArrayExpress	P-GSE54049-4	ArrayExpress	GSM1306446 extract 1	total RNA	P-GSE54049-5	ArrayExpress	GSM1306446 LE 1	Biotin	P-GSE54049-6	ArrayExpress	GSM1306446	group8	A-AFFY-2	ArrayExpress	array assay	P-GSE54049-7	ArrayExpress	GSM1306446_Amy_bZIP+CHXb_07_rep2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-54049/E-GEOD-54049.raw.1.zip	P-GSE54049-1	ArrayExpress	GSM1306446_sample_table.txt norm	GSM1306446_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-54049/E-GEOD-54049.processed.1.zip	Treated with cycloheximide, 10 uM dexamethasone in ethanol, 20 mM KCl	pBeaconRFP_GR::bZIP1
GSM1306445 1	Gene expression profiles from transfected root protoplasts treated with +CHX, -N, +DEX	Root protoplasts of 10-day-old Arabidopsis Col-0 seedlings	+CHX, -N, +DEX, treatment replicate 2, Biorep 1	10	day	seedling	root	protoplast	Col-0	EFO	EFO_0005148	20mM KCl	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	pBeaconRFP_GR::bZIP1	P-GSE54049-2	ArrayExpress	P-GSE54049-3	ArrayExpress	P-GSE54049-4	ArrayExpress	GSM1306445 extract 1	total RNA	P-GSE54049-5	ArrayExpress	GSM1306445 LE 1	Biotin	P-GSE54049-6	ArrayExpress	GSM1306445	group8	A-AFFY-2	ArrayExpress	array assay	P-GSE54049-7	ArrayExpress	GSM1306445_Amy_bZIP+CHXb_07_rep1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-54049/E-GEOD-54049.raw.1.zip	P-GSE54049-1	ArrayExpress	GSM1306445_sample_table.txt norm	GSM1306445_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-54049/E-GEOD-54049.processed.1.zip	Treated with cycloheximide, 10 uM dexamethasone in ethanol, 20 mM KCl	pBeaconRFP_GR::bZIP1
GSM1306438 1	Gene expression profiles from transfected root protoplasts treated with +CHX, -N, +DEX	Root protoplasts of 10-day-old Arabidopsis Col-0 seedlings	+CHX, -N, +DEX, treatment replicate 1, Biorep 2	10	day	seedling	root	protoplast	Col-0	EFO	EFO_0005148	20mM KCl	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	pBeaconRFP_GR::bZIP1	P-GSE54049-2	ArrayExpress	P-GSE54049-3	ArrayExpress	P-GSE54049-4	ArrayExpress	GSM1306438 extract 1	total RNA	P-GSE54049-5	ArrayExpress	GSM1306438 LE 1	Biotin	P-GSE54049-6	ArrayExpress	GSM1306438	group9	A-AFFY-2	ArrayExpress	array assay	P-GSE54049-7	ArrayExpress	GSM1306438_Amy_bZIP+CHXb_03_rep2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-54049/E-GEOD-54049.raw.1.zip	P-GSE54049-1	ArrayExpress	GSM1306438_sample_table.txt norm	GSM1306438_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-54049/E-GEOD-54049.processed.1.zip	Treated with cycloheximide, 10 uM dexamethasone in ethanol, 20 mM KCl	pBeaconRFP_GR::bZIP1
GSM1306437 1	Gene expression profiles from transfected root protoplasts treated with +CHX, -N, +DEX	Root protoplasts of 10-day-old Arabidopsis Col-0 seedlings	+CHX, -N, +DEX, treatment replicate 1, Biorep 1	10	day	seedling	root	protoplast	Col-0	EFO	EFO_0005148	20mM KCl	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	pBeaconRFP_GR::bZIP1	P-GSE54049-2	ArrayExpress	P-GSE54049-3	ArrayExpress	P-GSE54049-4	ArrayExpress	GSM1306437 extract 1	total RNA	P-GSE54049-5	ArrayExpress	GSM1306437 LE 1	Biotin	P-GSE54049-6	ArrayExpress	GSM1306437	group9	A-AFFY-2	ArrayExpress	array assay	P-GSE54049-7	ArrayExpress	GSM1306437_Amy_bZIP+CHXb_03_rep1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-54049/E-GEOD-54049.raw.1.zip	P-GSE54049-1	ArrayExpress	GSM1306437_sample_table.txt norm	GSM1306437_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-54049/E-GEOD-54049.processed.1.zip	Treated with cycloheximide, 10 uM dexamethasone in ethanol, 20 mM KCl	pBeaconRFP_GR::bZIP1
GSM1306468 1	Gene expression profiles from transfected root protoplasts treated with -CHX, -N,  -DEX	Root protoplasts of 10-day-old Arabidopsis Col-0 seedlings	-CHX, -N, -DEX, treatment replicate 3	10	day	seedling	root	protoplast	Col-0	EFO	EFO_0005148	20mM KCl	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	pBeaconRFP_GR::bZIP1	P-GSE54049-2	ArrayExpress	P-GSE54049-3	ArrayExpress	P-GSE54049-4	ArrayExpress	GSM1306468 extract 1	total RNA	P-GSE54049-5	ArrayExpress	GSM1306468 LE 1	Biotin	P-GSE54049-6	ArrayExpress	GSM1306468	  	A-AFFY-2	ArrayExpress	array assay	P-GSE54049-7	ArrayExpress	GSM1306468_Amy_bzip-CHX_12.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-54049/E-GEOD-54049.raw.1.zip	P-GSE54049-1	ArrayExpress	GSM1306468_sample_table.txt norm	GSM1306468_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-54049/E-GEOD-54049.processed.1.zip	Treated with solvent, ethanol, 20 mM KCl	pBeaconRFP_GR::bZIP1
GSM1306464 1	Gene expression profiles from transfected root protoplasts treated with -CHX, -N,  -DEX	Root protoplasts of 10-day-old Arabidopsis Col-0 seedlings	-CHX, -N, -DEX, treatment replicate 2	10	day	seedling	root	protoplast	Col-0	EFO	EFO_0005148	20mM KCl	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	pBeaconRFP_GR::bZIP1	P-GSE54049-2	ArrayExpress	P-GSE54049-3	ArrayExpress	P-GSE54049-4	ArrayExpress	GSM1306464 extract 1	total RNA	P-GSE54049-5	ArrayExpress	GSM1306464 LE 1	Biotin	P-GSE54049-6	ArrayExpress	GSM1306464	  	A-AFFY-2	ArrayExpress	array assay	P-GSE54049-7	ArrayExpress	GSM1306464_Amy_bzip-CHX_08.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-54049/E-GEOD-54049.raw.1.zip	P-GSE54049-1	ArrayExpress	GSM1306464_sample_table.txt norm	GSM1306464_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-54049/E-GEOD-54049.processed.1.zip	Treated with solvent, ethanol, 20 mM KCl	pBeaconRFP_GR::bZIP1
GSM1306460 1	Gene expression profiles from transfected root protoplasts treated with -CHX, -N,  -DEX	Root protoplasts of 10-day-old Arabidopsis Col-0 seedlings	-CHX, -N, -DEX, treatment replicate 1	10	day	seedling	root	protoplast	Col-0	EFO	EFO_0005148	20mM KCl	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	pBeaconRFP_GR::bZIP1	P-GSE54049-2	ArrayExpress	P-GSE54049-3	ArrayExpress	P-GSE54049-4	ArrayExpress	GSM1306460 extract 1	total RNA	P-GSE54049-5	ArrayExpress	GSM1306460 LE 1	Biotin	P-GSE54049-6	ArrayExpress	GSM1306460	  	A-AFFY-2	ArrayExpress	array assay	P-GSE54049-7	ArrayExpress	GSM1306460_Amy_bzip-CHX_04.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-54049/E-GEOD-54049.raw.1.zip	P-GSE54049-1	ArrayExpress	GSM1306460_sample_table.txt norm	GSM1306460_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-54049/E-GEOD-54049.processed.1.zip	Treated with solvent, ethanol, 20 mM KCl	pBeaconRFP_GR::bZIP1
GSM1306456 1	Gene expression profiles from transfected root protoplasts treated with +CHX, -N,  -DEX	Root protoplasts of 10-day-old Arabidopsis Col-0 seedlings	+CHX, -N, -DEX, treatment replicate 3, Biorep 2	10	day	seedling	root	protoplast	Col-0	EFO	EFO_0005148	20mM KCl	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	pBeaconRFP_GR::bZIP1	P-GSE54049-2	ArrayExpress	P-GSE54049-3	ArrayExpress	P-GSE54049-4	ArrayExpress	GSM1306456 extract 1	total RNA	P-GSE54049-5	ArrayExpress	GSM1306456 LE 1	Biotin	P-GSE54049-6	ArrayExpress	GSM1306456	group10	A-AFFY-2	ArrayExpress	array assay	P-GSE54049-7	ArrayExpress	GSM1306456_Amy_bZIP+CHXb_12_rep2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-54049/E-GEOD-54049.raw.1.zip	P-GSE54049-1	ArrayExpress	GSM1306456_sample_table.txt norm	GSM1306456_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-54049/E-GEOD-54049.processed.1.zip	Treated with cycloheximide, ethanol, 20 mM KCl	pBeaconRFP_GR::bZIP1
GSM1306455 1	Gene expression profiles from transfected root protoplasts treated with +CHX, -N,  -DEX	Root protoplasts of 10-day-old Arabidopsis Col-0 seedlings	+CHX, -N, -DEX, treatment replicate 3, Biorep 1	10	day	seedling	root	protoplast	Col-0	EFO	EFO_0005148	20mM KCl	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	pBeaconRFP_GR::bZIP1	P-GSE54049-2	ArrayExpress	P-GSE54049-3	ArrayExpress	P-GSE54049-4	ArrayExpress	GSM1306455 extract 1	total RNA	P-GSE54049-5	ArrayExpress	GSM1306455 LE 1	Biotin	P-GSE54049-6	ArrayExpress	GSM1306455	group10	A-AFFY-2	ArrayExpress	array assay	P-GSE54049-7	ArrayExpress	GSM1306455_Amy_bZIP+CHXb_12_rep1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-54049/E-GEOD-54049.raw.1.zip	P-GSE54049-1	ArrayExpress	GSM1306455_sample_table.txt norm	GSM1306455_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-54049/E-GEOD-54049.processed.1.zip	Treated with cycloheximide, ethanol, 20 mM KCl	pBeaconRFP_GR::bZIP1
GSM1306448 1	Gene expression profiles from transfected root protoplasts treated with +CHX, -N,  -DEX	Root protoplasts of 10-day-old Arabidopsis Col-0 seedlings	+CHX, -N, -DEX, treatment replicate 2, Biorep 2	10	day	seedling	root	protoplast	Col-0	EFO	EFO_0005148	20mM KCl	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	pBeaconRFP_GR::bZIP1	P-GSE54049-2	ArrayExpress	P-GSE54049-3	ArrayExpress	P-GSE54049-4	ArrayExpress	GSM1306448 extract 1	total RNA	P-GSE54049-5	ArrayExpress	GSM1306448 LE 1	Biotin	P-GSE54049-6	ArrayExpress	GSM1306448	group11	A-AFFY-2	ArrayExpress	array assay	P-GSE54049-7	ArrayExpress	GSM1306448_Amy_bZIP+CHXb_08_rep2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-54049/E-GEOD-54049.raw.1.zip	P-GSE54049-1	ArrayExpress	GSM1306448_sample_table.txt norm	GSM1306448_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-54049/E-GEOD-54049.processed.1.zip	Treated with cycloheximide, ethanol, 20 mM KCl	pBeaconRFP_GR::bZIP1
GSM1306447 1	Gene expression profiles from transfected root protoplasts treated with +CHX, -N,  -DEX	Root protoplasts of 10-day-old Arabidopsis Col-0 seedlings	+CHX, -N, -DEX, treatment replicate 2, Biorep 1	10	day	seedling	root	protoplast	Col-0	EFO	EFO_0005148	20mM KCl	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	pBeaconRFP_GR::bZIP1	P-GSE54049-2	ArrayExpress	P-GSE54049-3	ArrayExpress	P-GSE54049-4	ArrayExpress	GSM1306447 extract 1	total RNA	P-GSE54049-5	ArrayExpress	GSM1306447 LE 1	Biotin	P-GSE54049-6	ArrayExpress	GSM1306447	group11	A-AFFY-2	ArrayExpress	array assay	P-GSE54049-7	ArrayExpress	GSM1306447_Amy_bZIP+CHXb_08_rep1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-54049/E-GEOD-54049.raw.1.zip	P-GSE54049-1	ArrayExpress	GSM1306447_sample_table.txt norm	GSM1306447_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-54049/E-GEOD-54049.processed.1.zip	Treated with cycloheximide, ethanol, 20 mM KCl	pBeaconRFP_GR::bZIP1
GSM1306440 1	Gene expression profiles from transfected root protoplasts treated with +CHX, -N,  -DEX	Root protoplasts of 10-day-old Arabidopsis Col-0 seedlings	+CHX, -N, -DEX, treatment replicate 1, Biorep 2	10	day	seedling	root	protoplast	Col-0	EFO	EFO_0005148	20mM KCl	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	pBeaconRFP_GR::bZIP1	P-GSE54049-2	ArrayExpress	P-GSE54049-3	ArrayExpress	P-GSE54049-4	ArrayExpress	GSM1306440 extract 1	total RNA	P-GSE54049-5	ArrayExpress	GSM1306440 LE 1	Biotin	P-GSE54049-6	ArrayExpress	GSM1306440	group12	A-AFFY-2	ArrayExpress	array assay	P-GSE54049-7	ArrayExpress	GSM1306440_Amy_bZIP+CHXb_04_rep2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-54049/E-GEOD-54049.raw.1.zip	P-GSE54049-1	ArrayExpress	GSM1306440_sample_table.txt norm	GSM1306440_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-54049/E-GEOD-54049.processed.1.zip	Treated with cycloheximide, ethanol, 20 mM KCl	pBeaconRFP_GR::bZIP1
GSM1306439 1	Gene expression profiles from transfected root protoplasts treated with +CHX, -N,  -DEX	Root protoplasts of 10-day-old Arabidopsis Col-0 seedlings	+CHX, -N, -DEX, treatment replicate 1, Biorep 1	10	day	seedling	root	protoplast	Col-0	EFO	EFO_0005148	20mM KCl	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	pBeaconRFP_GR::bZIP1	P-GSE54049-2	ArrayExpress	P-GSE54049-3	ArrayExpress	P-GSE54049-4	ArrayExpress	GSM1306439 extract 1	total RNA	P-GSE54049-5	ArrayExpress	GSM1306439 LE 1	Biotin	P-GSE54049-6	ArrayExpress	GSM1306439	group12	A-AFFY-2	ArrayExpress	array assay	P-GSE54049-7	ArrayExpress	GSM1306439_Amy_bZIP+CHXb_04_rep1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-54049/E-GEOD-54049.raw.1.zip	P-GSE54049-1	ArrayExpress	GSM1306439_sample_table.txt norm	GSM1306439_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-54049/E-GEOD-54049.processed.1.zip	Treated with cycloheximide, ethanol, 20 mM KCl	pBeaconRFP_GR::bZIP1
