Source Name	Material Type	Characteristics [organism]	Term Source REF	Term Accession Number	Description	Comment[Sample_source_name]	Comment[Sample_characteristics]	Characteristics[Genotype]	Characteristics[organism part]	Characteristics[age]	Unit[time unit]	Characteristics[developmental stage]	Characteristics[ecotype]	Protocol REF	Protocol REF	Sample Name	Material Type	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Material Type	Label	Assay Name	Technology Type	Array Design REF	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Normalization Name	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Comment[CDF]	Factor Value[growth condition]	Factor Value[genotype]	Factor Value[organism part]	Factor Value [RNA]
GSE14502GSM362188	organism part	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling roots, 2hr Control, pWOL-enriched polysomal mRNA, Root vascular (WOL) RNA under control conditions. Age: 7 day old seedlings; Genotype: pWOL:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: control	7 day old Arabidopsis Seedling roots, 2hr Control, pWOL-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pWOL:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: control	pWOL:His6FLAG-RPL18B	root	7	day	seedling	Col-0	P-G14502-1	P-G14502-2	GSE14502GSM362188 sample	organism part	P-G14502-5	GSE14502GSM362188 extract	total RNA	P-G14502-3	GSE14502GSM362188 LE biotin	synthetic RNA	biotin	root_control_pWOL_rep1	array assay	A-AFFY-2	GSM362188	GSM362188.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.raw.1.zip	P-G14502-4	GSE14502GSM362188 Norm	GSM362188_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.processed.1.zip	ATH1-121501.CDF	control	pWOL:His6FLAG-RPL18B	root	polysomal mRNA
GSE14502GSM362189	organism part	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling roots, 2hr Control, pWOL-enriched polysomal mRNA, Root vascular (WOL) RNA under control conditions. Age: 7 day old seedlings; Genotype: pWOL:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: control	7 day old Arabidopsis Seedling roots, 2hr Control, pWOL-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pWOL:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: control	pWOL:His6FLAG-RPL18B	root	7	day	seedling	Col-0	P-G14502-1	P-G14502-2	GSE14502GSM362189 sample	organism part	P-G14502-5	GSE14502GSM362189 extract	total RNA	P-G14502-3	GSE14502GSM362189 LE biotin	synthetic RNA	biotin	root_control_pWOL_rep2	array assay	A-AFFY-2	GSM362189	GSM362189.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.raw.1.zip	P-G14502-4	GSE14502GSM362189 Norm	GSM362189_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.processed.1.zip	ATH1-121501.CDF	control	pWOL:His6FLAG-RPL18B	root	polysomal mRNA
GSE14502GSM362190	organism part	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling roots, 2hr hypoxia, pWOL-enriched polysomal mRNA, Root vascular (WOL) RNA under hypoxic conditions. Age: 7 day old seedlings; Genotype: pWOL:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: hypoxia	7 day old Arabidopsis Seedling roots, 2hr hypoxia, pWOL-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pWOL:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: hypoxia	pWOL:His6FLAG-RPL18B	root	7	day	seedling	Col-0	P-G14502-1	P-G14502-2	GSE14502GSM362190 sample	organism part	P-G14502-5	GSE14502GSM362190 extract	total RNA	P-G14502-3	GSE14502GSM362190 LE biotin	synthetic RNA	biotin	root_hypoxia_pWOL_rep1	array assay	A-AFFY-2	GSM362190	GSM362190.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.raw.1.zip	P-G14502-4	GSE14502GSM362190 Norm	GSM362190_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.processed.1.zip	ATH1-121501.CDF	hypoxia	pWOL:His6FLAG-RPL18B	root	polysomal mRNA
GSE14502GSM362191	organism part	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling roots, 2hr hypoxia, pWOL-enriched polysomal mRNA, Root vascular (WOL) RNA under hypoxic conditions. Age: 7 day old seedlings; Genotype: pWOL:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: hypoxia	7 day old Arabidopsis Seedling roots, 2hr hypoxia, pWOL-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pWOL:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: hypoxia	pWOL:His6FLAG-RPL18B	root	7	day	seedling	Col-0	P-G14502-1	P-G14502-2	GSE14502GSM362191 sample	organism part	P-G14502-5	GSE14502GSM362191 extract	total RNA	P-G14502-3	GSE14502GSM362191 LE biotin	synthetic RNA	biotin	root_hypoxia_pWOL_rep2	array assay	A-AFFY-2	GSM362191	GSM362191.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.raw.1.zip	P-G14502-4	GSE14502GSM362191 Norm	GSM362191_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.processed.1.zip	ATH1-121501.CDF	hypoxia	pWOL:His6FLAG-RPL18B	root	polysomal mRNA
GSE14502GSM362192	organism part	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling roots, 2hr Control, pGL2-enriched polysomal mRNA, Root atrichoblast RNA under control conditions. Age: 7 day old seedlings; Genotype: pGL2:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: control	7 day old Arabidopsis Seedling roots, 2hr Control, pGL2-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pGL2:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: control	pGL2:His6FLAG-RPL18B	root	7	day	seedling	Col-0	P-G14502-1	P-G14502-2	GSE14502GSM362192 sample	organism part	P-G14502-5	GSE14502GSM362192 extract	total RNA	P-G14502-3	GSE14502GSM362192 LE biotin	synthetic RNA	biotin	root_control_pGL2_rep1	array assay	A-AFFY-2	GSM362192	GSM362192.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.raw.1.zip	P-G14502-4	GSE14502GSM362192 Norm	GSM362192_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.processed.1.zip	ATH1-121501.CDF	control	pGL2:His6FLAG-RPL18B	root	polysomal mRNA
GSE14502GSM362193	organism part	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling roots, 2hr Control, pGL2-enriched polysomal mRNA, Root atrichoblast RNA under control conditions. Age: 7 day old seedlings; Genotype: pGL2:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: control	7 day old Arabidopsis Seedling roots, 2hr Control, pGL2-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pGL2:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: control	pGL2:His6FLAG-RPL18B	root	7	day	seedling	Col-0	P-G14502-1	P-G14502-2	GSE14502GSM362193 sample	organism part	P-G14502-5	GSE14502GSM362193 extract	total RNA	P-G14502-3	GSE14502GSM362193 LE biotin	synthetic RNA	biotin	root_control_pGL2_rep2	array assay	A-AFFY-2	GSM362193	GSM362193.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.raw.1.zip	P-G14502-4	GSE14502GSM362193 Norm	GSM362193_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.processed.1.zip	ATH1-121501.CDF	control	pGL2:His6FLAG-RPL18B	root	polysomal mRNA
GSE14502GSM362194	organism part	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling roots, 2hr Control, pGL2-enriched polysomal mRNA, Root atrichoblast RNA under control conditions. Age: 7 day old seedlings; Genotype: pGL2:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: control	7 day old Arabidopsis Seedling roots, 2hr Control, pGL2-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pGL2:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: control	pGL2:His6FLAG-RPL18B	root	7	day	seedling	Col-0	P-G14502-1	P-G14502-2	GSE14502GSM362194 sample	organism part	P-G14502-5	GSE14502GSM362194 extract	total RNA	P-G14502-3	GSE14502GSM362194 LE biotin	synthetic RNA	biotin	root_control_pGL2_rep3	array assay	A-AFFY-2	GSM362194	GSM362194.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.raw.1.zip	P-G14502-4	GSE14502GSM362194 Norm	GSM362194_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.processed.1.zip	ATH1-121501.CDF	control	pGL2:His6FLAG-RPL18B	root	polysomal mRNA
GSE14502GSM362195	organism part	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling roots, 2hr hypoxia, pGL2-enriched polysomal mRNA, Root atrichoblast RNA under hypoxic conditions. Age: 7 day old seedlings; Genotype: pGL2:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: hypoxia	7 day old Arabidopsis Seedling roots, 2hr hypoxia, pGL2-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pGL2:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: hypoxia	pGL2:His6FLAG-RPL18B	root	7	day	seedling	Col-0	P-G14502-1	P-G14502-2	GSE14502GSM362195 sample	organism part	P-G14502-5	GSE14502GSM362195 extract	total RNA	P-G14502-3	GSE14502GSM362195 LE biotin	synthetic RNA	biotin	root_hypoxia_pGL2_rep1	array assay	A-AFFY-2	GSM362195	GSM362195.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.raw.1.zip	P-G14502-4	GSE14502GSM362195 Norm	GSM362195_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.processed.1.zip	ATH1-121501.CDF	hypoxia	pGL2:His6FLAG-RPL18B	root	polysomal mRNA
GSE14502GSM362196	organism part	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling roots, 2hr hypoxia, pGL2-enriched polysomal mRNA, Root atrichoblast RNA under hypoxic conditions. Age: 7 day old seedlings; Genotype: pGL2:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: hypoxia	7 day old Arabidopsis Seedling roots, 2hr hypoxia, pGL2-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pGL2:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: hypoxia	pGL2:His6FLAG-RPL18B	root	7	day	seedling	Col-0	P-G14502-1	P-G14502-2	GSE14502GSM362196 sample	organism part	P-G14502-5	GSE14502GSM362196 extract	total RNA	P-G14502-3	GSE14502GSM362196 LE biotin	synthetic RNA	biotin	root_hypoxia_pGL2_rep2	array assay	A-AFFY-2	GSM362196	GSM362196.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.raw.1.zip	P-G14502-4	GSE14502GSM362196 Norm	GSM362196_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.processed.1.zip	ATH1-121501.CDF	hypoxia	pGL2:His6FLAG-RPL18B	root	polysomal mRNA
GSE14502GSM362197	organism part	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling roots, 2hr Control, pSUC2-enriched polysomal mRNA, Root phloem (SUC2) RNA under control conditions. Age: 7 day old seedlings; Genotype: pSUC2:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: control	7 day old Arabidopsis Seedling roots, 2hr Control, pSUC2-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pSUC2:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: control	pSUC2:His6FLAG-RPL18B	root	7	day	seedling	Col-0	P-G14502-1	P-G14502-2	GSE14502GSM362197 sample	organism part	P-G14502-5	GSE14502GSM362197 extract	total RNA	P-G14502-3	GSE14502GSM362197 LE biotin	synthetic RNA	biotin	root_control_pSUC2_rep1	array assay	A-AFFY-2	GSM362197	GSM362197.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.raw.1.zip	P-G14502-4	GSE14502GSM362197 Norm	GSM362197_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.processed.1.zip	ATH1-121501.CDF	control	pSUC2:His6FLAG-RPL18B	root	polysomal mRNA
GSE14502GSM362198	organism part	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling roots, 2hr Control, pSUC2-enriched polysomal mRNA, Root phloem (SUC2) RNA under control conditions. Age: 7 day old seedlings; Genotype: pSUC2:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: control	7 day old Arabidopsis Seedling roots, 2hr Control, pSUC2-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pSUC2:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: control	pSUC2:His6FLAG-RPL18B	root	7	day	seedling	Col-0	P-G14502-1	P-G14502-2	GSE14502GSM362198 sample	organism part	P-G14502-5	GSE14502GSM362198 extract	total RNA	P-G14502-3	GSE14502GSM362198 LE biotin	synthetic RNA	biotin	root_control_pSUC2_rep2	array assay	A-AFFY-2	GSM362198	GSM362198.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.raw.1.zip	P-G14502-4	GSE14502GSM362198 Norm	GSM362198_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.processed.1.zip	ATH1-121501.CDF	control	pSUC2:His6FLAG-RPL18B	root	polysomal mRNA
GSE14502GSM362199	organism part	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling roots, 2hr hypoxia, pSUC2-enriched polysomal mRNA, Root phloem (SUC2) RNA under hypoxic conditions. Age: 7 day old seedlings; Genotype: pSUC2:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: hypoxia	7 day old Arabidopsis Seedling roots, 2hr hypoxia, pSUC2-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pSUC2:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: hypoxia	pSUC2:His6FLAG-RPL18B	root	7	day	seedling	Col-0	P-G14502-1	P-G14502-2	GSE14502GSM362199 sample	organism part	P-G14502-5	GSE14502GSM362199 extract	total RNA	P-G14502-3	GSE14502GSM362199 LE biotin	synthetic RNA	biotin	root_hypoxia_pSUC2_rep1	array assay	A-AFFY-2	GSM362199	GSM362199.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.raw.1.zip	P-G14502-4	GSE14502GSM362199 Norm	GSM362199_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.processed.1.zip	ATH1-121501.CDF	hypoxia	pSUC2:His6FLAG-RPL18B	root	polysomal mRNA
GSE14502GSM362200	organism part	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling roots, 2hr hypoxia, pSUC2-enriched polysomal mRNA, Root phloem (SUC2) RNA under hypoxic conditions. Age: 7 day old seedlings; Genotype: pSUC2:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: hypoxia	7 day old Arabidopsis Seedling roots, 2hr hypoxia, pSUC2-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pSUC2:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: hypoxia	pSUC2:His6FLAG-RPL18B	root	7	day	seedling	Col-0	P-G14502-1	P-G14502-2	GSE14502GSM362200 sample	organism part	P-G14502-5	GSE14502GSM362200 extract	total RNA	P-G14502-3	GSE14502GSM362200 LE biotin	synthetic RNA	biotin	root_hypoxia_pSUC2_rep2	array assay	A-AFFY-2	GSM362200	GSM362200.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.raw.1.zip	P-G14502-4	GSE14502GSM362200 Norm	GSM362200_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.processed.1.zip	ATH1-121501.CDF	hypoxia	pSUC2:His6FLAG-RPL18B	root	polysomal mRNA
GSE14502GSM362201	organism part	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling roots, 2hr Control, pSultr2;2-enriched polysomal mRNA, Root phloem (Sultr2;2) RNA under control conditions. Age: 7 day old seedlings; Genotype: pSultr2;2:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: control	7 day old Arabidopsis Seedling roots, 2hr Control, pSultr2;2-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pSultr2;2:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: control	pSultr2;2:His6FLAG-RPL18B	root	7	day	seedling	Col-0	P-G14502-1	P-G14502-2	GSE14502GSM362201 sample	organism part	P-G14502-5	GSE14502GSM362201 extract	total RNA	P-G14502-3	GSE14502GSM362201 LE biotin	synthetic RNA	biotin	root_control_pSultr2;2_rep1	array assay	A-AFFY-2	GSM362201	GSM362201.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.raw.1.zip	P-G14502-4	GSE14502GSM362201 Norm	GSM362201_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.processed.1.zip	ATH1-121501.CDF	control	pSultr2;2:His6FLAG-RPL18B	root	polysomal mRNA
GSE14502GSM362202	organism part	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling roots, 2hr Control, pSultr2;2-enriched polysomal mRNA, Root phloem (Sultr2;2) RNA under control conditions. Age: 7 day old seedlings; Genotype: pSultr2;2:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: control	7 day old Arabidopsis Seedling roots, 2hr Control, pSultr2;2-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pSultr2;2:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: control	pSultr2;2:His6FLAG-RPL18B	root	7	day	seedling	Col-0	P-G14502-1	P-G14502-2	GSE14502GSM362202 sample	organism part	P-G14502-5	GSE14502GSM362202 extract	total RNA	P-G14502-3	GSE14502GSM362202 LE biotin	synthetic RNA	biotin	root_control_pSultr2;2_rep2	array assay	A-AFFY-2	GSM362202	GSM362202.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.raw.1.zip	P-G14502-4	GSE14502GSM362202 Norm	GSM362202_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.processed.1.zip	ATH1-121501.CDF	control	pSultr2;2:His6FLAG-RPL18B	root	polysomal mRNA
GSE14502GSM362203	organism part	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling roots, 2hr Control, pCO2-enriched polysomal mRNA, Root cortex (CO2) RNA under control conditions. Age: 7 day old seedlings; Genotype: pCO2:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: control	7 day old Arabidopsis Seedling roots, 2hr Control, pCO2-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pCO2:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: control	pCO2:His6FLAG-RPL18B	root	7	day	seedling	Col-0	P-G14502-1	P-G14502-2	GSE14502GSM362203 sample	organism part	P-G14502-5	GSE14502GSM362203 extract	total RNA	P-G14502-3	GSE14502GSM362203 LE biotin	synthetic RNA	biotin	root_control_pCO2_rep1	array assay	A-AFFY-2	GSM362203	GSM362203.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.raw.1.zip	P-G14502-4	GSE14502GSM362203 Norm	GSM362203_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.processed.1.zip	ATH1-121501.CDF	control	pCO2:His6FLAG-RPL18B	root	polysomal mRNA
GSE14502GSM362204	organism part	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling roots, 2hr Control, pCO2-enriched polysomal mRNA, Root cortex (CO2) RNA under control conditions. Age: 7 day old seedlings; Genotype: pCO2:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: control	7 day old Arabidopsis Seedling roots, 2hr Control, pCO2-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pCO2:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: control	pCO2:His6FLAG-RPL18B	root	7	day	seedling	Col-0	P-G14502-1	P-G14502-2	GSE14502GSM362204 sample	organism part	P-G14502-5	GSE14502GSM362204 extract	total RNA	P-G14502-3	GSE14502GSM362204 LE biotin	synthetic RNA	biotin	root_control_pCO2_rep2	array assay	A-AFFY-2	GSM362204	GSM362204.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.raw.1.zip	P-G14502-4	GSE14502GSM362204 Norm	GSM362204_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.processed.1.zip	ATH1-121501.CDF	control	pCO2:His6FLAG-RPL18B	root	polysomal mRNA
GSE14502GSM362205	organism part	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling roots, 2hr hypoxia, pCO2-enriched polysomal mRNA, Root cortex (CO2) RNA under hypoxic conditions. Age: 7 day old seedlings; Genotype: pCO2:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: hypoxia	7 day old Arabidopsis Seedling roots, 2hr hypoxia, pCO2-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pCO2:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: hypoxia	pCO2:His6FLAG-RPL18B	root	7	day	seedling	Col-0	P-G14502-1	P-G14502-2	GSE14502GSM362205 sample	organism part	P-G14502-5	GSE14502GSM362205 extract	total RNA	P-G14502-3	GSE14502GSM362205 LE biotin	synthetic RNA	biotin	root_hypoxia_pCO2_rep1	array assay	A-AFFY-2	GSM362205	GSM362205.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.raw.1.zip	P-G14502-4	GSE14502GSM362205 Norm	GSM362205_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.processed.1.zip	ATH1-121501.CDF	hypoxia	pCO2:His6FLAG-RPL18B	root	polysomal mRNA
GSE14502GSM362206	organism part	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling roots, 2hr hypoxia, pCO2-enriched polysomal mRNA, Root cortex (CO2) RNA under hypoxic conditions. Age: 7 day old seedlings; Genotype: pCO2:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: hypoxia	7 day old Arabidopsis Seedling roots, 2hr hypoxia, pCO2-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pCO2:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: hypoxia	pCO2:His6FLAG-RPL18B	root	7	day	seedling	Col-0	P-G14502-1	P-G14502-2	GSE14502GSM362206 sample	organism part	P-G14502-5	GSE14502GSM362206 extract	total RNA	P-G14502-3	GSE14502GSM362206 LE biotin	synthetic RNA	biotin	root_hypoxia_pCO2_rep2	array assay	A-AFFY-2	GSM362206	GSM362206.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.raw.1.zip	P-G14502-4	GSE14502GSM362206 Norm	GSM362206_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.processed.1.zip	ATH1-121501.CDF	hypoxia	pCO2:His6FLAG-RPL18B	root	polysomal mRNA
GSE14502GSM362207	organism part	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling roots, 2hr Control, pPEP-enriched polysomal mRNA, Root cortex (PEP) RNA under control conditions. Age: 7 day old seedlings; Genotype: pPEP:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: control	7 day old Arabidopsis Seedling roots, 2hr Control, pPEP-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pPEP:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: control	pPEP:His6FLAG-RPL18B	root	7	day	seedling	Col-0	P-G14502-1	P-G14502-2	GSE14502GSM362207 sample	organism part	P-G14502-5	GSE14502GSM362207 extract	total RNA	P-G14502-3	GSE14502GSM362207 LE biotin	synthetic RNA	biotin	root_control_pPEP_rep1	array assay	A-AFFY-2	GSM362207	GSM362207.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.raw.1.zip	P-G14502-4	GSE14502GSM362207 Norm	GSM362207_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.processed.1.zip	ATH1-121501.CDF	control	pPEP:His6FLAG-RPL18B	root	polysomal mRNA
