Source Name	Characteristics [organism]	Term Source REF	Term Accession Number	Description	Characteristics[organism part]	Characteristics[ecotype]	Characteristics[age]	Unit[time unit]	Protocol REF	Protocol REF	Sample Name	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Material Type	Protocol REF	Hybridization Name	Array Design REF	Protocol REF	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	Derived Array Data Matrix File	Comment [Derived ArrayExpress Data Matrix FTP file]	FactorValue[organism part]	FactorValue[compound]
GSE7631GSM184498	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	FACS-sorted 12 day old Arabidopsis Endodermis&Pericycle root cells, 2 hr KNO3 transitory treated:  KNO3 was not maintained in the protoplast-generating solution. Genotype: Col-0; Cell type: endodermal and pericycle root cells	endodermis and pericycle 	Col-0	12	day	P-G7631-2	P-G7631-1	GSE7631GSM184498 sample	P-G7631-4	GSE7631GSM184498 extract	total_RNA	P-G7631-3	GSE7631GSM184498 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Endodermis&Pericycle root cells 2hr transitory KNO3 treated, biological rep2	A-AFFY-2	P-AFFY-6	Endodermis&Pericycle root cells 2hr transitory KNO3 treated, biological rep2	GSM184498.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.raw.1.zip	E-GEOD-7631-processed-data-1630450762.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.processed.1.zip	endodermis and pericycle 	2hr transitory KNO3
GSE7631GSM184497	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	FACS-sorted 12 day old Arabidopsis Endodermis&Pericycle root cells, 2 hr KNO3 transitory treated:  KNO3 was not maintained in the protoplast-generating solution. Genotype: Col-0; Cell type: endodermal and pericycle root cells	endodermis and pericycle 	Col-0	12	day	P-G7631-2	P-G7631-1	GSE7631GSM184497 sample	P-G7631-4	GSE7631GSM184497 extract	total_RNA	P-G7631-3	GSE7631GSM184497 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Endodermis&Pericycle root cells 2hr transitory KNO3 treated, biological rep1	A-AFFY-2	P-AFFY-6	Endodermis&Pericycle root cells 2hr transitory KNO3 treated, biological rep1	GSM184497.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.raw.1.zip	E-GEOD-7631-processed-data-1630450762.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.processed.1.zip	endodermis and pericycle 	2hr transitory KNO3
GSE7631GSM184499	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	FACS-sorted 12 day old Arabidopsis Endodermis&Pericycle root cells, 2 hr KNO3 transitory treated:  KNO3 was not maintained in the protoplast-generating solution. Genotype: Col-0; Cell type: endodermal and pericycle root cells	endodermis and pericycle 	Col-0	12	day	P-G7631-2	P-G7631-1	GSE7631GSM184499 sample	P-G7631-4	GSE7631GSM184499 extract	total_RNA	P-G7631-3	GSE7631GSM184499 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Endodermis&Pericycle root cells 2hr transitory KNO3 treated, biological rep3	A-AFFY-2	P-AFFY-6	Endodermis&Pericycle root cells 2hr transitory KNO3 treated, biological rep3	GSM184499.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.raw.1.zip	E-GEOD-7631-processed-data-1630450762.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.processed.1.zip	endodermis and pericycle 	2hr transitory KNO3
GSE7631GSM184518	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	FACS-sorted 12 day old Arabidopsis Pericycle root cells, 2 hr KCl&MSX continuous control treated:  KCl and MSX were maintained in the protoplast-generating solution at 5mM and 1mM respectively. Genotype: Col-0; Cell type: pericycle root cells	pericycle 	Col-0	12	day	P-G7631-2	P-G7631-1	GSE7631GSM184518 sample	P-G7631-4	GSE7631GSM184518 extract	total_RNA	P-G7631-3	GSE7631GSM184518 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Pericycle root cells 2hr continuous KCl and MSX control treated, biological rep3	A-AFFY-2	P-AFFY-6	Pericycle root cells 2hr continuous KCl and MSX control treated, biological rep3	GSM184518.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.raw.1.zip	E-GEOD-7631-processed-data-1630450762.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.processed.1.zip	pericycle 	2hr continuous KCl and MSX
GSE7631GSM184517	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	FACS-sorted 12 day old Arabidopsis Pericycle root cells, 2 hr KCl&MSX continuous control treated:  KCl and MSX were maintained in the protoplast-generating solution at 5mM and 1mM respectively. Genotype: Col-0; Cell type: pericycle root cells	pericycle 	Col-0	12	day	P-G7631-2	P-G7631-1	GSE7631GSM184517 sample	P-G7631-4	GSE7631GSM184517 extract	total_RNA	P-G7631-3	GSE7631GSM184517 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Pericycle root cells 2hr continuous KCl and MSX control treated, biological rep2	A-AFFY-2	P-AFFY-6	Pericycle root cells 2hr continuous KCl and MSX control treated, biological rep2	GSM184517.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.raw.1.zip	E-GEOD-7631-processed-data-1630450762.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.processed.1.zip	pericycle 	2hr continuous KCl and MSX
GSE7631GSM184516	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	FACS-sorted 12 day old Arabidopsis Pericycle root cells, 2 hr KCl&MSX continuous control treated:  KCl and MSX were maintained in the protoplast-generating solution at 5mM and 1mM respectively. Genotype: Col-0; Cell type: pericycle root cells	pericycle 	Col-0	12	day	P-G7631-2	P-G7631-1	GSE7631GSM184516 sample	P-G7631-4	GSE7631GSM184516 extract	total_RNA	P-G7631-3	GSE7631GSM184516 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Pericycle root cells 2hr continuous KCl and MSX control treated, biological rep1	A-AFFY-2	P-AFFY-6	Pericycle root cells 2hr continuous KCl and MSX control treated, biological rep1	GSM184516.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.raw.1.zip	E-GEOD-7631-processed-data-1630450762.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.processed.1.zip	pericycle 	2hr continuous KCl and MSX
GSE7631GSM184509	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	FACS-sorted 12 day old Arabidopsis Pericycle root cells, 2 hr KNO3 continuous treated:  KNO3 was maintained in the protoplast-generating solution at 5mM. Genotype: Col-0; Cell type: pericycle root cells	pericycle 	Col-0	12	day	P-G7631-2	P-G7631-1	GSE7631GSM184509 sample	P-G7631-4	GSE7631GSM184509 extract	total_RNA	P-G7631-3	GSE7631GSM184509 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Pericycle root cells 2hr continuous KNO3 treated, biological rep1	A-AFFY-2	P-AFFY-6	Pericycle root cells 2hr continuous KNO3 treated, biological rep1	GSM184509.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.raw.1.zip	E-GEOD-7631-processed-data-1630450762.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.processed.1.zip	pericycle 	2hr continuous KNO3
GSE7631GSM184511	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	FACS-sorted 12 day old Arabidopsis Pericycle root cells, 2 hr KNO3 continuous treated:  KNO3 was maintained in the protoplast-generating solution at 5mM. Genotype: Col-0; Cell type: pericycle root cells	pericycle 	Col-0	12	day	P-G7631-2	P-G7631-1	GSE7631GSM184511 sample	P-G7631-4	GSE7631GSM184511 extract	total_RNA	P-G7631-3	GSE7631GSM184511 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Pericycle root cells 2hr continuous KNO3 treated, biological rep3	A-AFFY-2	P-AFFY-6	Pericycle root cells 2hr continuous KNO3 treated, biological rep3	GSM184511.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.raw.1.zip	E-GEOD-7631-processed-data-1630450762.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.processed.1.zip	pericycle 	2hr continuous KNO3
GSE7631GSM184510	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	FACS-sorted 12 day old Arabidopsis Pericycle root cells, 2 hr KNO3 continuous treated:  KNO3 was maintained in the protoplast-generating solution at 5mM. Genotype: Col-0; Cell type: pericycle root cells	pericycle 	Col-0	12	day	P-G7631-2	P-G7631-1	GSE7631GSM184510 sample	P-G7631-4	GSE7631GSM184510 extract	total_RNA	P-G7631-3	GSE7631GSM184510 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Pericycle root cells 2hr continuous KNO3 treated, biological rep2	A-AFFY-2	P-AFFY-6	Pericycle root cells 2hr continuous KNO3 treated, biological rep2	GSM184510.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.raw.1.zip	E-GEOD-7631-processed-data-1630450762.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.processed.1.zip	pericycle 	2hr continuous KNO3
GSE7631GSM184520	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	FACS-sorted 12 day old Arabidopsis Pericycle root cells, 2 hr KNO3&MSX continuous treated:  KNO3 and MSX were maintained in the protoplast-generating solution at 5mM and 1mM respectively. Genotype: Col-0; Cell type: pericycle root cells	pericycle 	Col-0	12	day	P-G7631-2	P-G7631-1	GSE7631GSM184520 sample	P-G7631-4	GSE7631GSM184520 extract	total_RNA	P-G7631-3	GSE7631GSM184520 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Pericycle root cells 2hr continuous KNO3 and MSX treated, biological rep2	A-AFFY-2	P-AFFY-6	Pericycle root cells 2hr continuous KNO3 and MSX treated, biological rep2	GSM184520.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.raw.1.zip	E-GEOD-7631-processed-data-1630450762.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.processed.1.zip	pericycle 	2hr continuous KNO3 and MSX
GSE7631GSM184521	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	FACS-sorted 12 day old Arabidopsis Pericycle root cells, 2 hr KNO3&MSX continuous treated:  KNO3 and MSX were maintained in the protoplast-generating solution at 5mM and 1mM respectively. Genotype: Col-0; Cell type: pericycle root cells	pericycle 	Col-0	12	day	P-G7631-2	P-G7631-1	GSE7631GSM184521 sample	P-G7631-4	GSE7631GSM184521 extract	total_RNA	P-G7631-3	GSE7631GSM184521 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Pericycle root cells 2hr continuous KNO3 and MSX treated, biological rep3	A-AFFY-2	P-AFFY-6	Pericycle root cells 2hr continuous KNO3 and MSX treated, biological rep3	GSM184521.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.raw.1.zip	E-GEOD-7631-processed-data-1630450762.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.processed.1.zip	pericycle 	2hr continuous KNO3 and MSX
GSE7631GSM184519	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	FACS-sorted 12 day old Arabidopsis Pericycle root cells, 2 hr KNO3&MSX continuous treated:  KNO3 and MSX were maintained in the protoplast-generating solution at 5mM and 1mM respectively. Genotype: Col-0; Cell type: pericycle root cells	pericycle 	Col-0	12	day	P-G7631-2	P-G7631-1	GSE7631GSM184519 sample	P-G7631-4	GSE7631GSM184519 extract	total_RNA	P-G7631-3	GSE7631GSM184519 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Pericycle root cells 2hr continuous KNO3 and MSX treated, biological rep1	A-AFFY-2	P-AFFY-6	Pericycle root cells 2hr continuous KNO3 and MSX treated, biological rep1	GSM184519.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.raw.1.zip	E-GEOD-7631-processed-data-1630450762.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.processed.1.zip	pericycle 	2hr continuous KNO3 and MSX
GSE7631GSM218586	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	FACS-sorted 12 day old Arabidopsis Pericycle root cells, 2 hr KNO3&MSX&Gln continuous treated:  KNO3 and MSX and Gln were maintained in the protoplast-generating solution at 5mM and 1mM and 5mM respectively. Genotype: Col-0; Cell type: pericycle root cells	pericycle 	Col-0	12	day	P-G7631-2	P-G7631-1	GSE7631GSM218586 sample	P-G7631-4	GSE7631GSM218586 extract	total_RNA	P-G7631-3	GSE7631GSM218586 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Pericycle root cells 2hr continuous KNO3 and MSX and Gln treated, biological rep2	A-AFFY-2	P-AFFY-6	Pericycle root cells 2hr continuous KNO3 and MSX and Gln treated, biological rep2	GSM218586.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.raw.1.zip	E-GEOD-7631-processed-data-1630450762.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.processed.1.zip	pericycle 	2hr continuous KNO3, MSX and Gln
GSE7631GSM218587	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	FACS-sorted 12 day old Arabidopsis Pericycle root cells, 2 hr KNO3&MSX&Gln continuous treated:  KNO3 and MSX and Gln were maintained in the protoplast-generating solution at 5mM and 1mM and 5mM respectively. Genotype: Col-0; Cell type: pericycle root cells	pericycle 	Col-0	12	day	P-G7631-2	P-G7631-1	GSE7631GSM218587 sample	P-G7631-4	GSE7631GSM218587 extract	total_RNA	P-G7631-3	GSE7631GSM218587 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Pericycle root cells 2hr continuous KNO3 and MSX and Gln treated, biological rep3	A-AFFY-2	P-AFFY-6	Pericycle root cells 2hr continuous KNO3 and MSX and Gln treated, biological rep3	GSM218587.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.raw.1.zip	E-GEOD-7631-processed-data-1630450762.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.processed.1.zip	pericycle 	2hr continuous KNO3, MSX and Gln
GSE7631GSM218585	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	FACS-sorted 12 day old Arabidopsis Pericycle root cells, 2 hr KNO3&MSX&Gln continuous treated:  KNO3 and MSX and Gln were maintained in the protoplast-generating solution at 5mM and 1mM and 5mM respectively. Genotype: Col-0; Cell type: pericycle root cells	pericycle 	Col-0	12	day	P-G7631-2	P-G7631-1	GSE7631GSM218585 sample	P-G7631-4	GSE7631GSM218585 extract	total_RNA	P-G7631-3	GSE7631GSM218585 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Pericycle root cells 2hr continuous KNO3 and MSX and Gln treated, biological rep1	A-AFFY-2	P-AFFY-6	Pericycle root cells 2hr continuous KNO3 and MSX and Gln treated, biological rep1	GSM218585.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.raw.1.zip	E-GEOD-7631-processed-data-1630450762.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.processed.1.zip	pericycle 	2hr continuous KNO3, MSX and Gln
GSE7631GSM184503	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	FACS-sorted 12 day old Arabidopsis Pericycle root cells, 2 hr KCl control treated:  n/a. Genotype: Col-0; Cell type: pericycle root cells	pericycle 	Col-0	12	day	P-G7631-2	P-G7631-1	GSE7631GSM184503 sample	P-G7631-4	GSE7631GSM184503 extract	total_RNA	P-G7631-3	GSE7631GSM184503 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Pericycle root cells 2hr KCl control treated, biological rep1	A-AFFY-2	P-AFFY-6	Pericycle root cells 2hr KCl control treated, biological rep1	GSM184503.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.raw.1.zip	E-GEOD-7631-processed-data-1630450762.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.processed.1.zip	pericycle 	control
GSE7631GSM184505	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	FACS-sorted 12 day old Arabidopsis Pericycle root cells, 2 hr KCl control treated:  n/a. Genotype: Col-0; Cell type: pericycle root cells	pericycle 	Col-0	12	day	P-G7631-2	P-G7631-1	GSE7631GSM184505 sample	P-G7631-4	GSE7631GSM184505 extract	total_RNA	P-G7631-3	GSE7631GSM184505 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Pericycle root cells 2hr KCl control treated, biological rep3	A-AFFY-2	P-AFFY-6	Pericycle root cells 2hr KCl control treated, biological rep3	GSM184505.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.raw.1.zip	E-GEOD-7631-processed-data-1630450762.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.processed.1.zip	pericycle 	control
GSE7631GSM184504	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	FACS-sorted 12 day old Arabidopsis Pericycle root cells, 2 hr KCl control treated:  n/a. Genotype: Col-0; Cell type: pericycle root cells	pericycle 	Col-0	12	day	P-G7631-2	P-G7631-1	GSE7631GSM184504 sample	P-G7631-4	GSE7631GSM184504 extract	total_RNA	P-G7631-3	GSE7631GSM184504 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Pericycle root cells 2hr KCl control treated, biological rep2	A-AFFY-2	P-AFFY-6	Pericycle root cells 2hr KCl control treated, biological rep2	GSM184504.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.raw.1.zip	E-GEOD-7631-processed-data-1630450762.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.processed.1.zip	pericycle 	control
GSE7631GSM184506	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	FACS-sorted 12 day old Arabidopsis Pericycle root cells, 2 hr KNO3 transitory treated:  KNO3 was not maintained in the protoplast-generating solution. Genotype: Col-0; Cell type: pericycle root cells	pericycle 	Col-0	12	day	P-G7631-2	P-G7631-1	GSE7631GSM184506 sample	P-G7631-4	GSE7631GSM184506 extract	total_RNA	P-G7631-3	GSE7631GSM184506 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Pericycle root cells 2hr transitory KNO3 treated, biological rep1	A-AFFY-2	P-AFFY-6	Pericycle root cells 2hr transitory KNO3 treated, biological rep1	GSM184506.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.raw.1.zip	E-GEOD-7631-processed-data-1630450762.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.processed.1.zip	pericycle 	2hr transitory KNO3
GSE7631GSM184508	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	FACS-sorted 12 day old Arabidopsis Pericycle root cells, 2 hr KNO3 transitory treated:  KNO3 was not maintained in the protoplast-generating solution. Genotype: Col-0; Cell type: pericycle root cells	pericycle 	Col-0	12	day	P-G7631-2	P-G7631-1	GSE7631GSM184508 sample	P-G7631-4	GSE7631GSM184508 extract	total_RNA	P-G7631-3	GSE7631GSM184508 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Pericycle root cells 2hr transitory KNO3 treated, biological rep3	A-AFFY-2	P-AFFY-6	Pericycle root cells 2hr transitory KNO3 treated, biological rep3	GSM184508.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.raw.1.zip	E-GEOD-7631-processed-data-1630450762.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.processed.1.zip	pericycle 	2hr transitory KNO3
GSE7631GSM184507	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	FACS-sorted 12 day old Arabidopsis Pericycle root cells, 2 hr KNO3 transitory treated:  KNO3 was not maintained in the protoplast-generating solution. Genotype: Col-0; Cell type: pericycle root cells	pericycle 	Col-0	12	day	P-G7631-2	P-G7631-1	GSE7631GSM184507 sample	P-G7631-4	GSE7631GSM184507 extract	total_RNA	P-G7631-3	GSE7631GSM184507 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Pericycle root cells 2hr transitory KNO3 treated, biological rep2	A-AFFY-2	P-AFFY-6	Pericycle root cells 2hr transitory KNO3 treated, biological rep2	GSM184507.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.raw.1.zip	E-GEOD-7631-processed-data-1630450762.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.processed.1.zip	pericycle 	2hr transitory KNO3
GSE7631GSM184528	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	FACS-sorted 12 day old Arabidopsis Stele root cells, 2 hr KNO3 continuous treated:  KNO3 was maintained in the protoplast-generating solution at 5mM. Genotype: Col-0; Cell type: stele root cells	stele 	Col-0	12	day	P-G7631-2	P-G7631-1	GSE7631GSM184528 sample	P-G7631-4	GSE7631GSM184528 extract	total_RNA	P-G7631-3	GSE7631GSM184528 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Stele root cells 2hr continuous KNO3 treated, biological rep1	A-AFFY-2	P-AFFY-6	Stele root cells 2hr continuous KNO3 treated, biological rep1	GSM184528.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.raw.1.zip	E-GEOD-7631-processed-data-1630450762.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.processed.1.zip	stele 	2hr continuous KNO3
GSE7631GSM184530	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	FACS-sorted 12 day old Arabidopsis Stele root cells, 2 hr KNO3 continuous treated:  KNO3 was maintained in the protoplast-generating solution at 5mM. Genotype: Col-0; Cell type: stele root cells	stele 	Col-0	12	day	P-G7631-2	P-G7631-1	GSE7631GSM184530 sample	P-G7631-4	GSE7631GSM184530 extract	total_RNA	P-G7631-3	GSE7631GSM184530 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Stele root cells 2hr continuous KNO3 treated, biological rep3	A-AFFY-2	P-AFFY-6	Stele root cells 2hr continuous KNO3 treated, biological rep3	GSM184530.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.raw.1.zip	E-GEOD-7631-processed-data-1630450762.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.processed.1.zip	stele 	2hr continuous KNO3
GSE7631GSM184529	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	FACS-sorted 12 day old Arabidopsis Stele root cells, 2 hr KNO3 continuous treated:  KNO3 was maintained in the protoplast-generating solution at 5mM. Genotype: Col-0; Cell type: stele root cells	stele 	Col-0	12	day	P-G7631-2	P-G7631-1	GSE7631GSM184529 sample	P-G7631-4	GSE7631GSM184529 extract	total_RNA	P-G7631-3	GSE7631GSM184529 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Stele root cells 2hr continuous KNO3 treated, biological rep2	A-AFFY-2	P-AFFY-6	Stele root cells 2hr continuous KNO3 treated, biological rep2	GSM184529.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.raw.1.zip	E-GEOD-7631-processed-data-1630450762.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.processed.1.zip	stele 	2hr continuous KNO3
