Source Name	Characteristics [Organism]	Term Source REF	Term Accession Number	Characteristics[Ecotype]	Characteristics[Genotype]	Characteristics[DevelopmentalStage]	Characteristics[OrganismPart]	Description	Sample Name	Extract Name	Material Type	Labeled Extract Name	Label	Material Type	Protocol REF	Hybridization Name	Array Design REF	Protocol REF	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	Derived Array Data Matrix File	Comment [Derived ArrayExpress FTP file]	FactorValue[GENOTYPE]	FactorValue[DEVELOPMENTAL STAGE]	FactorValue[ORGANISM PART]
GSE5632GSM131581	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	wild_type	10/11	flower	Col-0:  Photoperiod: continuous light Relative humidity: 65% Substrate: soil Temperature: 23oC. Tissue: flowers stage 10/11	GSE5632GSM131581 sample	GSE5632GSM131581 extract	total_RNA	GSE5632GSM131581 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	ATGE_32_C2	A-AFFY-2	P-AFFY-6	ATGE_32_C2	GSM131581.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5632/E-GEOD-5632.raw.1.zip	E-GEOD-5632-processed-data-1628538984.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5632/E-GEOD-5632.processed.1.zip	wild_type	10/11	flower
GSE5632GSM131598	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	wild_type	15	flower	Col-0:  Photoperiod: continuous light Relative humidity: 65% Substrate: soil Temperature: 23oC. Tissue: flowers stage 15	GSE5632GSM131598 sample	GSE5632GSM131598 extract	total_RNA	GSE5632GSM131598 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	ATGE_39_B	A-AFFY-2	P-AFFY-6	ATGE_39_B	GSM131598.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5632/E-GEOD-5632.raw.1.zip	E-GEOD-5632-processed-data-1628538984.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5632/E-GEOD-5632.processed.1.zip	wild_type	15	flower
GSE5632GSM131631	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	ag-12	12	flower	ag-12:  Photoperiod: continuous light Relative humidity: 65% Substrate: soil Temperature: 23oC Tissue comments: size similar to wildtype flowers stage12. Tissue: flower stage 12 equivalent; flowers without stamens, carpels; replaced by sepals and petals; indeterminate; Genetic background: Col-0	GSE5632GSM131631 sample	GSE5632GSM131631 extract	total_RNA	GSE5632GSM131631 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	ATGE_58_B	A-AFFY-2	P-AFFY-6	ATGE_58_B	GSM131631.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5632/E-GEOD-5632.raw.1.zip	E-GEOD-5632-processed-data-1628538984.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5632/E-GEOD-5632.processed.1.zip	ag-12	12	flower
GSE5632GSM131583	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	wild_type	12	flower	Col-0:  Photoperiod: continuous light Relative humidity: 65% Substrate: soil Temperature: 23oC. Tissue: flowers stage 12	GSE5632GSM131583 sample	GSE5632GSM131583 extract	total_RNA	GSE5632GSM131583 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	ATGE_33_B	A-AFFY-2	P-AFFY-6	ATGE_33_B	GSM131583.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5632/E-GEOD-5632.raw.1.zip	E-GEOD-5632-processed-data-1628538984.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5632/E-GEOD-5632.processed.1.zip	wild_type	12	flower
GSE5632GSM131624	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	ap2-6	12	flower	ap2-6:  Photoperiod: continuous light Relative humidity: 65% Substrate: soil Temperature: 23oC Tissue comments: size similar to wildtype flowers stage12. Tissue: flower stage 12 equivalent; flowers without sepals, petals; carpeloid structures on sepals; Genetic background: Col-0	GSE5632GSM131624 sample	GSE5632GSM131624 extract	total_RNA	GSE5632GSM131624 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	ATGE_56_A	A-AFFY-2	P-AFFY-6	ATGE_56_A	GSM131624.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5632/E-GEOD-5632.raw.1.zip	E-GEOD-5632-processed-data-1628538984.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5632/E-GEOD-5632.processed.1.zip	ap2-6	12	flower
GSE5632GSM131621	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	ap1-15	12	flower	ap1-15:  Photoperiod: continuous light Relative humidity: 65% Substrate: soil Temperature: 23oC Tissue comments: size similar to wildtype flowers stage12. Tissue: flower stage 12 equivalent; flowers without sepals, petals replaced by sec. flowers; Genetic background: Col-0	GSE5632GSM131621 sample	GSE5632GSM131621 extract	total_RNA	GSE5632GSM131621 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	ATGE_55_A	A-AFFY-2	P-AFFY-6	ATGE_55_A	GSM131621.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5632/E-GEOD-5632.raw.1.zip	E-GEOD-5632-processed-data-1628538984.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5632/E-GEOD-5632.processed.1.zip	ap1-15	12	flower
GSE5632GSM131586	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	wild_type	12	sepals	Col-0:  Photoperiod: continuous light Relative humidity: 65% Substrate: soil Temperature: 23oC. Tissue: flowers stage 12, sepals	GSE5632GSM131586 sample	GSE5632GSM131586 extract	total_RNA	GSE5632GSM131586 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	ATGE_34_B	A-AFFY-2	P-AFFY-6	ATGE_34_B	GSM131586.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5632/E-GEOD-5632.raw.1.zip	E-GEOD-5632-processed-data-1628538984.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5632/E-GEOD-5632.processed.1.zip	wild_type	12	sepals
GSE5632GSM131576	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	wild_type	9	flower	Col-0:  Photoperiod: continuous light Relative humidity: 65% Substrate: soil Temperature: 23oC. Tissue: flowers stage 9	GSE5632GSM131576 sample	GSE5632GSM131576 extract	total_RNA	GSE5632GSM131576 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	ATGE_31_A2	A-AFFY-2	P-AFFY-6	ATGE_31_A2	GSM131576.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5632/E-GEOD-5632.raw.1.zip	E-GEOD-5632-processed-data-1628538984.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5632/E-GEOD-5632.processed.1.zip	wild_type	9	flower
GSE5632GSM131640	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	wild_type	n/a	flower	Col-0:  Photoperiod: long day Substrate: soil Temperature: 20oC. Tissue: flower	GSE5632GSM131640 sample	GSE5632GSM131640 extract	total_RNA	GSE5632GSM131640 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	ATGE_92_B	A-AFFY-2	P-AFFY-6	ATGE_92_B	GSM131640.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5632/E-GEOD-5632.raw.1.zip	E-GEOD-5632-processed-data-1628538984.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5632/E-GEOD-5632.processed.1.zip	wild_type	n/a	flower
GSE5632GSM131618	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	lfy-12	12	flower	lfy-12:  Photoperiod: continuous light Relative humidity: 65% Substrate: soil Temperature: 23oC Tissue comments: size similar to wildtype flowers stage12. Tissue: flower stage 12 equivalent; flowers converted to leaf-like structures; some shoot characteristics; Genetic background: Col-0	GSE5632GSM131618 sample	GSE5632GSM131618 extract	total_RNA	GSE5632GSM131618 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	ATGE_54_A	A-AFFY-2	P-AFFY-6	ATGE_54_A	GSM131618.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5632/E-GEOD-5632.raw.1.zip	E-GEOD-5632-processed-data-1628538984.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5632/E-GEOD-5632.processed.1.zip	lfy-12	12	flower
GSE5632GSM131608	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	wild_type	15	petals	Col-0:  Photoperiod: continuous light Relative humidity: 65% Substrate: soil Temperature: 23oC. Tissue: flowers stage 15, petals	GSE5632GSM131608 sample	GSE5632GSM131608 extract	total_RNA	GSE5632GSM131608 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	ATGE_42_D	A-AFFY-2	P-AFFY-6	ATGE_42_D	GSM131608.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5632/E-GEOD-5632.raw.1.zip	E-GEOD-5632-processed-data-1628538984.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5632/E-GEOD-5632.processed.1.zip	wild_type	15	petals
GSE5632GSM131596	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	wild_type	12	carpels	Col-0:  Photoperiod: continuous light Relative humidity: 65% Substrate: soil Temperature: 23oC. Tissue: flowers stage 12, carpels	GSE5632GSM131596 sample	GSE5632GSM131596 extract	total_RNA	GSE5632GSM131596 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	ATGE_37_C	A-AFFY-2	P-AFFY-6	ATGE_37_C	GSM131596.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5632/E-GEOD-5632.raw.1.zip	E-GEOD-5632-processed-data-1628538984.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5632/E-GEOD-5632.processed.1.zip	wild_type	12	carpels
GSE5632GSM131577	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	wild_type	9	flower	Col-0:  Photoperiod: continuous light Relative humidity: 65% Substrate: soil Temperature: 23oC. Tissue: flowers stage 9	GSE5632GSM131577 sample	GSE5632GSM131577 extract	total_RNA	GSE5632GSM131577 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	ATGE_31_B2	A-AFFY-2	P-AFFY-6	ATGE_31_B2	GSM131577.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5632/E-GEOD-5632.raw.1.zip	E-GEOD-5632-processed-data-1628538984.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5632/E-GEOD-5632.processed.1.zip	wild_type	9	flower
GSE5632GSM131585	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	wild_type	12	sepals	Col-0:  Photoperiod: continuous light Relative humidity: 65% Substrate: soil Temperature: 23oC. Tissue: flowers stage 12, sepals	GSE5632GSM131585 sample	GSE5632GSM131585 extract	total_RNA	GSE5632GSM131585 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	ATGE_34_A	A-AFFY-2	P-AFFY-6	ATGE_34_A	GSM131585.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5632/E-GEOD-5632.raw.1.zip	E-GEOD-5632-processed-data-1628538984.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5632/E-GEOD-5632.processed.1.zip	wild_type	12	sepals
GSE5632GSM131637	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	wild_type	n/a	pollen	Col-0:  Photoperiod: continuous light Substrate: soil Temperature: 23oC. Tissue: mature pollen	GSE5632GSM131637 sample	GSE5632GSM131637 extract	total_RNA	GSE5632GSM131637 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	ATGE_73_B	A-AFFY-2	P-AFFY-6	ATGE_73_B	GSM131637.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5632/E-GEOD-5632.raw.1.zip	E-GEOD-5632-processed-data-1628538984.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5632/E-GEOD-5632.processed.1.zip	wild_type	n/a	pollen
GSE5632GSM131639	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	wild_type	n/a	flower	Col-0:  Photoperiod: long day Substrate: soil Temperature: 20oC. Tissue: flower	GSE5632GSM131639 sample	GSE5632GSM131639 extract	total_RNA	GSE5632GSM131639 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	ATGE_92_A	A-AFFY-2	P-AFFY-6	ATGE_92_A	GSM131639.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5632/E-GEOD-5632.raw.1.zip	E-GEOD-5632-processed-data-1628538984.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5632/E-GEOD-5632.processed.1.zip	wild_type	n/a	flower
GSE5632GSM131584	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	wild_type	12	flower	Col-0:  Photoperiod: continuous light Relative humidity: 65% Substrate: soil Temperature: 23oC. Tissue: flowers stage 12	GSE5632GSM131584 sample	GSE5632GSM131584 extract	total_RNA	GSE5632GSM131584 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	ATGE_33_C	A-AFFY-2	P-AFFY-6	ATGE_33_C	GSM131584.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5632/E-GEOD-5632.raw.1.zip	E-GEOD-5632-processed-data-1628538984.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5632/E-GEOD-5632.processed.1.zip	wild_type	12	flower
GSE5632GSM131597	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	wild_type	15	flower	Col-0:  Photoperiod: continuous light Relative humidity: 65% Substrate: soil Temperature: 23oC. Tissue: flowers stage 15	GSE5632GSM131597 sample	GSE5632GSM131597 extract	total_RNA	GSE5632GSM131597 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	ATGE_39_A	A-AFFY-2	P-AFFY-6	ATGE_39_A	GSM131597.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5632/E-GEOD-5632.raw.1.zip	E-GEOD-5632-processed-data-1628538984.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5632/E-GEOD-5632.processed.1.zip	wild_type	15	flower
GSE5632GSM131622	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	ap1-15	12	flower	ap1-15:  Photoperiod: continuous light Relative humidity: 65% Substrate: soil Temperature: 23oC. Tissue: flower stage 12 equivalent; flowers without sepals, petals replaced by sec. flowers; Genetic background: Col-0	GSE5632GSM131622 sample	GSE5632GSM131622 extract	total_RNA	GSE5632GSM131622 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	ATGE_55_B	A-AFFY-2	P-AFFY-6	ATGE_55_B	GSM131622.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5632/E-GEOD-5632.raw.1.zip	E-GEOD-5632-processed-data-1628538984.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5632/E-GEOD-5632.processed.1.zip	ap1-15	12	flower
GSE5632GSM131630	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	ag-12	12	flower	ag-12:  Photoperiod: continuous light Relative humidity: 65% Substrate: soil Temperature: 23oC Tissue comments: size similar to wildtype flowers stage12. Tissue: flower stage 12 equivalent; flowers without stamens, carpels; replaced by sepals and petals; indeterminate; Genetic background: Col-0	GSE5632GSM131630 sample	GSE5632GSM131630 extract	total_RNA	GSE5632GSM131630 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	ATGE_58_A	A-AFFY-2	P-AFFY-6	ATGE_58_A	GSM131630.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5632/E-GEOD-5632.raw.1.zip	E-GEOD-5632-processed-data-1628538984.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5632/E-GEOD-5632.processed.1.zip	ag-12	12	flower
GSE5632GSM131593	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	wild_type	12	stamen	Col-0:  Photoperiod: continuous light Relative humidity: 65% Substrate: soil Temperature: 23oC. Tissue: flowers stage 12, stamens	GSE5632GSM131593 sample	GSE5632GSM131593 extract	total_RNA	GSE5632GSM131593 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	ATGE_36_C	A-AFFY-2	P-AFFY-6	ATGE_36_C	GSM131593.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5632/E-GEOD-5632.raw.1.zip	E-GEOD-5632-processed-data-1628538984.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5632/E-GEOD-5632.processed.1.zip	wild_type	12	stamen
GSE5632GSM131636	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	wild_type	n/a	pollen	Col-0:  Photoperiod: continuous light Substrate: soil Temperature: 23oC. Tissue: mature pollen	GSE5632GSM131636 sample	GSE5632GSM131636 extract	total_RNA	GSE5632GSM131636 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	ATGE_73_A	A-AFFY-2	P-AFFY-6	ATGE_73_A	GSM131636.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5632/E-GEOD-5632.raw.1.zip	E-GEOD-5632-processed-data-1628538984.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5632/E-GEOD-5632.processed.1.zip	wild_type	n/a	pollen
GSE5632GSM131604	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	wild_type	15	sepals	Col-0:  Photoperiod: continuous light Relative humidity: 65% Substrate: soil Temperature: 23oC. Tissue: flowers stage 15, sepals	GSE5632GSM131604 sample	GSE5632GSM131604 extract	total_RNA	GSE5632GSM131604 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	ATGE_41_B	A-AFFY-2	P-AFFY-6	ATGE_41_B	GSM131604.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5632/E-GEOD-5632.raw.1.zip	E-GEOD-5632-processed-data-1628538984.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5632/E-GEOD-5632.processed.1.zip	wild_type	15	sepals
GSE5632GSM131641	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	wild_type	n/a	flower	Col-0:  Photoperiod: long day Substrate: soil Temperature: 20oC. Tissue: flower	GSE5632GSM131641 sample	GSE5632GSM131641 extract	total_RNA	GSE5632GSM131641 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	ATGE_92_C	A-AFFY-2	P-AFFY-6	ATGE_92_C	GSM131641.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5632/E-GEOD-5632.raw.1.zip	E-GEOD-5632-processed-data-1628538984.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5632/E-GEOD-5632.processed.1.zip	wild_type	n/a	flower
GSE5632GSM131620	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	lfy-12	12	flower	lfy-12:  Photoperiod: continuous light Relative humidity: 65% Substrate: soil Temperature: 23oC Tissue comments: size similar to wildtype flowers stage12. Tissue: flower stage 12 equivalent; flowers converted to leaf-like structures; some shoot characteristics; Genetic background: Col-0	GSE5632GSM131620 sample	GSE5632GSM131620 extract	total_RNA	GSE5632GSM131620 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	ATGE_54_C	A-AFFY-2	P-AFFY-6	ATGE_54_C	GSM131620.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5632/E-GEOD-5632.raw.1.zip	E-GEOD-5632-processed-data-1628538984.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5632/E-GEOD-5632.processed.1.zip	lfy-12	12	flower
GSE5632GSM131614	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	wild_type	15	carpels	Col-0:  Photoperiod: continuous light Relative humidity: 65% Substrate: soil Temperature: 23oC. Tissue: flowers stage 15, carpels	GSE5632GSM131614 sample	GSE5632GSM131614 extract	total_RNA	GSE5632GSM131614 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	ATGE_45_C	A-AFFY-2	P-AFFY-6	ATGE_45_C	GSM131614.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5632/E-GEOD-5632.raw.1.zip	E-GEOD-5632-processed-data-1628538984.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5632/E-GEOD-5632.processed.1.zip	wild_type	15	carpels
GSE5632GSM131617	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	clv3-7	12	flower	clv3-7:  Photoperiod: continuous light Relative humidity: 65% Substrate: soil Temperature: 23oC. Tissue: flower stage 12 equivalent; multi-carpel gyneoceum; enlarged meristem; increased organ number; Genetic background: Col-0	GSE5632GSM131617 sample	GSE5632GSM131617 extract	total_RNA	GSE5632GSM131617 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	ATGE_53_C	A-AFFY-2	P-AFFY-6	ATGE_53_C	GSM131617.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5632/E-GEOD-5632.raw.1.zip	E-GEOD-5632-processed-data-1628538984.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5632/E-GEOD-5632.processed.1.zip	clv3-7	12	flower
GSE5632GSM131606	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	wild_type	15	petals	Col-0:  Photoperiod: continuous light Relative humidity: 65% Substrate: soil Temperature: 23oC. Tissue: flowers stage 15, petals	GSE5632GSM131606 sample	GSE5632GSM131606 extract	total_RNA	GSE5632GSM131606 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	ATGE_42_B	A-AFFY-2	P-AFFY-6	ATGE_42_B	GSM131606.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5632/E-GEOD-5632.raw.1.zip	E-GEOD-5632-processed-data-1628538984.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5632/E-GEOD-5632.processed.1.zip	wild_type	15	petals
GSE5632GSM131626	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	ap2-6	12	flower	ap2-6:  Photoperiod: continuous light Relative humidity: 65% Substrate: soil Temperature: 23oC Tissue comments: size similar to wildtype flowers stage12. Tissue: flower stage 12 equivalent; flowers without sepals, petals; carpeloid structures on sepals; Genetic background: Col-0	GSE5632GSM131626 sample	GSE5632GSM131626 extract	total_RNA	GSE5632GSM131626 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	ATGE_56_C	A-AFFY-2	P-AFFY-6	ATGE_56_C	GSM131626.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5632/E-GEOD-5632.raw.1.zip	E-GEOD-5632-processed-data-1628538984.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5632/E-GEOD-5632.processed.1.zip	ap2-6	12	flower
GSE5632GSM131592	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	wild_type	12	stamen	Col-0:  Photoperiod: continuous light Relative humidity: 65% Substrate: soil Temperature: 23oC. Tissue: flowers stage 12, stamens	GSE5632GSM131592 sample	GSE5632GSM131592 extract	total_RNA	GSE5632GSM131592 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	ATGE_36_B	A-AFFY-2	P-AFFY-6	ATGE_36_B	GSM131592.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5632/E-GEOD-5632.raw.1.zip	E-GEOD-5632-processed-data-1628538984.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5632/E-GEOD-5632.processed.1.zip	wild_type	12	stamen
