Source Name	Comment [Sample_description]	Comment [Sample_source_name]	Characteristics[age]	Unit[time unit]	Characteristics[genotype]	Characteristics[organism part]	Characteristics[organism]	Term Source REF	Term Accession Number	Protocol REF	Protocol REF	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Protocol REF	Hybridization Name	Array Design REF	Protocol REF	Protocol REF	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Normalization Name	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	FactorValue[treatment]	FactorValue[genotype]
GSM435976 1	Genes expression on leaf tissue in 35S:miR393 plant after flg22 (100nM) treatment	5weeks old arabidopsis leaves	5	week	35S::miR393	leaf	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-GSE17479-2	P-GSE17479-3	P-GSE17479-4	GSM435976 extract 1	total RNA	P-GSE17479-5	GSM435976 LE 1	biotin	P-GSE17479-6	GSM435976	A-AFFY-2	P-GSE17479-7	P-GSE17479-8	GSM435976.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17479/E-GEOD-17479.raw.1.zip	P-GSE17479-1	GSM435976_sample_table.txt norm	GSM435976_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17479/E-GEOD-17479.processed.1.zip	flg22	35S::miR393
GSM435962 1	Genes expression on leaf tissue in 35S:miR393 plant after flg22 (100nM) treatment	5weeks old arabidopsis leaves	5	week	35S::miR393	leaf	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-GSE17479-2	P-GSE17479-3	P-GSE17479-4	GSM435962 extract 1	total RNA	P-GSE17479-5	GSM435962 LE 1	biotin	P-GSE17479-6	GSM435962	A-AFFY-2	P-GSE17479-7	P-GSE17479-8	GSM435962.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17479/E-GEOD-17479.raw.1.zip	P-GSE17479-1	GSM435962_sample_table.txt norm	GSM435962_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17479/E-GEOD-17479.processed.1.zip	flg22	35S::miR393
GSM435961 1	Genes expression on leaf tissue in 35S:miR393 plant after flg22 (100nM) treatment	5weeks old arabidopsis leaves	5	week	35S::miR393	leaf	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-GSE17479-2	P-GSE17479-3	P-GSE17479-4	GSM435961 extract 1	total RNA	P-GSE17479-5	GSM435961 LE 1	biotin	P-GSE17479-6	GSM435961	A-AFFY-2	P-GSE17479-7	P-GSE17479-8	GSM435961.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17479/E-GEOD-17479.raw.1.zip	P-GSE17479-1	GSM435961_sample_table.txt norm	GSM435961_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17479/E-GEOD-17479.processed.1.zip	flg22	35S::miR393
GSM435947 1	Genes expression on leaf tissue in 35S:miR393 plant after flg22 (100nM) treatment	5weeks old arabidopsis leaves	5	week	35S::miR393	leaf	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-GSE17479-2	P-GSE17479-3	P-GSE17479-4	GSM435947 extract 1	total RNA	P-GSE17479-5	GSM435947 LE 1	biotin	P-GSE17479-6	GSM435947	A-AFFY-2	P-GSE17479-7	P-GSE17479-8	GSM435947.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17479/E-GEOD-17479.raw.1.zip	P-GSE17479-1	GSM435947_sample_table.txt norm	GSM435947_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17479/E-GEOD-17479.processed.1.zip	flg22	35S::miR393
GSM435946 1	Genes expression on leaf tissue in 35S:miR393 plant after flg22 (100nM) treatment	5weeks old arabidopsis leaves	5	week	35S::miR393	leaf	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-GSE17479-2	P-GSE17479-3	P-GSE17479-4	GSM435946 extract 1	total RNA	P-GSE17479-5	GSM435946 LE 1	biotin	P-GSE17479-6	GSM435946	A-AFFY-2	P-GSE17479-7	P-GSE17479-8	GSM435946.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17479/E-GEOD-17479.raw.1.zip	P-GSE17479-1	GSM435946_sample_table.txt norm	GSM435946_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17479/E-GEOD-17479.processed.1.zip	flg22	35S::miR393
GSM435972 1	Genes expression on leaf tissue in 35S:AFB1 plant	5weeks old arabidopsis leaves	5	week	35S::AFB1	leaf	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-GSE17479-2	P-GSE17479-3	P-GSE17479-4	GSM435972 extract 1	total RNA	P-GSE17479-5	GSM435972 LE 1	biotin	P-GSE17479-6	GSM435972	A-AFFY-2	P-GSE17479-7	P-GSE17479-8	GSM435972.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17479/E-GEOD-17479.raw.1.zip	P-GSE17479-1	GSM435972_sample_table.txt norm	GSM435972_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17479/E-GEOD-17479.processed.1.zip	none	35S::AFB1
GSM435957 1	Genes expression on leaf tissue in 35S:AFB1 plant	5weeks old arabidopsis leaves	5	week	35S::AFB1	leaf	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-GSE17479-2	P-GSE17479-3	P-GSE17479-4	GSM435957 extract 1	total RNA	P-GSE17479-5	GSM435957 LE 1	biotin	P-GSE17479-6	GSM435957	A-AFFY-2	P-GSE17479-7	P-GSE17479-8	GSM435957.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17479/E-GEOD-17479.raw.1.zip	P-GSE17479-1	GSM435957_sample_table.txt norm	GSM435957_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17479/E-GEOD-17479.processed.1.zip	none	35S::AFB1
GSM435942 1	Genes expression on leaf tissue in 35S:AFB1 plant	5weeks old arabidopsis leaves	5	week	35S::AFB1	leaf	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-GSE17479-2	P-GSE17479-3	P-GSE17479-4	GSM435942 extract 1	total RNA	P-GSE17479-5	GSM435942 LE 1	biotin	P-GSE17479-6	GSM435942	A-AFFY-2	P-GSE17479-7	P-GSE17479-8	GSM435942.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17479/E-GEOD-17479.raw.1.zip	P-GSE17479-1	GSM435942_sample_table.txt norm	GSM435942_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17479/E-GEOD-17479.processed.1.zip	none	35S::AFB1
GSM435974 1	Genes expression on leaf tissue in 35S:AFB1 plant after flg22 (100nM) treatment	5weeks old arabidopsis leaves	5	week	35S::AFB1	leaf	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-GSE17479-2	P-GSE17479-3	P-GSE17479-4	GSM435974 extract 1	total RNA	P-GSE17479-5	GSM435974 LE 1	biotin	P-GSE17479-6	GSM435974	A-AFFY-2	P-GSE17479-7	P-GSE17479-8	GSM435974.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17479/E-GEOD-17479.raw.1.zip	P-GSE17479-1	GSM435974_sample_table.txt norm	GSM435974_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17479/E-GEOD-17479.processed.1.zip	flg22	35S::AFB1
GSM435973 1	Genes expression on leaf tissue in 35S:AFB1 plant after flg22 (100nM) treatment	5weeks old arabidopsis leaves	5	week	35S::AFB1	leaf	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-GSE17479-2	P-GSE17479-3	P-GSE17479-4	GSM435973 extract 1	total RNA	P-GSE17479-5	GSM435973 LE 1	biotin	P-GSE17479-6	GSM435973	A-AFFY-2	P-GSE17479-7	P-GSE17479-8	GSM435973.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17479/E-GEOD-17479.raw.1.zip	P-GSE17479-1	GSM435973_sample_table.txt norm	GSM435973_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17479/E-GEOD-17479.processed.1.zip	flg22	35S::AFB1
GSM435959 1	Genes expression on leaf tissue in 35S:AFB1 plant after flg22 (100nM) treatment	5weeks old arabidopsis leaves	5	week	35S::AFB1	leaf	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-GSE17479-2	P-GSE17479-3	P-GSE17479-4	GSM435959 extract 1	total RNA	P-GSE17479-5	GSM435959 LE 1	biotin	P-GSE17479-6	GSM435959	A-AFFY-2	P-GSE17479-7	P-GSE17479-8	GSM435959.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17479/E-GEOD-17479.raw.1.zip	P-GSE17479-1	GSM435959_sample_table.txt norm	GSM435959_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17479/E-GEOD-17479.processed.1.zip	flg22	35S::AFB1
GSM435958 1	Genes expression on leaf tissue in 35S:AFB1 plant after flg22 (100nM) treatment	5weeks old arabidopsis leaves	5	week	35S::AFB1	leaf	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-GSE17479-2	P-GSE17479-3	P-GSE17479-4	GSM435958 extract 1	total RNA	P-GSE17479-5	GSM435958 LE 1	biotin	P-GSE17479-6	GSM435958	A-AFFY-2	P-GSE17479-7	P-GSE17479-8	GSM435958.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17479/E-GEOD-17479.raw.1.zip	P-GSE17479-1	GSM435958_sample_table.txt norm	GSM435958_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17479/E-GEOD-17479.processed.1.zip	flg22	35S::AFB1
GSM435944 1	Genes expression on leaf tissue in 35S:AFB1 plant after flg22 (100nM) treatment	5weeks old arabidopsis leaves	5	week	35S::AFB1	leaf	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-GSE17479-2	P-GSE17479-3	P-GSE17479-4	GSM435944 extract 1	total RNA	P-GSE17479-5	GSM435944 LE 1	biotin	P-GSE17479-6	GSM435944	A-AFFY-2	P-GSE17479-7	P-GSE17479-8	GSM435944.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17479/E-GEOD-17479.raw.1.zip	P-GSE17479-1	GSM435944_sample_table.txt norm	GSM435944_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17479/E-GEOD-17479.processed.1.zip	flg22	35S::AFB1
GSM435943 1	Genes expression on leaf tissue in 35S:AFB1 plant after flg22 (100nM) treatment	5weeks old arabidopsis leaves	5	week	35S::AFB1	leaf	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-GSE17479-2	P-GSE17479-3	P-GSE17479-4	GSM435943 extract 1	total RNA	P-GSE17479-5	GSM435943 LE 1	biotin	P-GSE17479-6	GSM435943	A-AFFY-2	P-GSE17479-7	P-GSE17479-8	GSM435943.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17479/E-GEOD-17479.raw.2.zip	P-GSE17479-1	GSM435943_sample_table.txt norm	GSM435943_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17479/E-GEOD-17479.processed.1.zip	flg22	35S::AFB1
