Source Name	Comment [Sample_description]	Comment [Sample_source_name]	Characteristics[Organism]	Characteristics[Ecotype]	Characteristics[OrganismPart]	Protocol REF	Protocol REF	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Protocol REF	Hybridization Name	Array Design REF	Protocol REF	Protocol REF	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Normalization Name	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	FactorValue [ECOTYPE]	FactorValue [ORGANISM]	FactorValue[GROWTH CONDITION]
GSM643095 1	Gene expression data from the first fully expanded leaf of Arabidopsis thaliana at growth temperature	Arabidopsis thaliana leaf, baseline	Arabidopsis thaliana	Columbia	leaf, first fully expanded	P-GSE26199-4	P-GSE26199-11	P-GSE26199-12	GSM643095 extract 1	total RNA	P-GSE26199-13	GSM643095 LE 1	biotin	P-GSE26199-14	GSM643095	A-AFFY-2	P-GSE26199-15	P-GSE26199-16	GSM643095.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-26199/E-GEOD-26199.raw.1.zip	P-GSE26199-2	GSM643095_sample_table.txt norm	GSM643095_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-26199/E-GEOD-26199.processed.1.zip	Columbia	Arabidopsis thaliana	baseline growth temperature
GSM643072 1	Gene expression data from the first fully expanded leaf of Populus trichocarpa at 30% inhibition from optimum	Populus trichocarpa leaf, 30% inhibition	Populus trichocarpa	93968	leaf, first fully expanded	P-GSE26199-4	P-GSE26199-5	P-GSE26199-6	GSM643072 extract 1	total RNA	P-GSE26199-7	GSM643072 LE 1	biotin	P-GSE26199-8	GSM643072	A-GEOD-11341	P-GSE26199-9	P-GSE26199-10	GSM643072.pair	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-26199/E-GEOD-26199.raw.1.zip	P-GSE26199-1	GSM643072_sample_table.txt norm	GSM643072_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-26199/E-GEOD-26199.processed.1.zip	93968	Populus trichocarpa	30% inhibition from optimum photosynthesis temperature
GSM643071 1	Gene expression data from the first fully expanded leaf of Populus trichocarpa at 30% inhibition from optimum	Populus trichocarpa leaf, 30% inhibition	Populus trichocarpa	93968	leaf, first fully expanded	P-GSE26199-4	P-GSE26199-5	P-GSE26199-6	GSM643071 extract 1	total RNA	P-GSE26199-7	GSM643071 LE 1	biotin	P-GSE26199-8	GSM643071	A-GEOD-11341	P-GSE26199-9	P-GSE26199-10	GSM643071.pair	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-26199/E-GEOD-26199.raw.1.zip	P-GSE26199-1	GSM643071_sample_table.txt norm	GSM643071_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-26199/E-GEOD-26199.processed.1.zip	93968	Populus trichocarpa	30% inhibition from optimum photosynthesis temperature
GSM643070 1	Gene expression data from the first fully expanded leaf of Populus trichocarpa at 30% inhibition from optimum	Populus trichocarpa leaf, 30% inhibition	Populus trichocarpa	93968	leaf, first fully expanded	P-GSE26199-4	P-GSE26199-5	P-GSE26199-6	GSM643070 extract 1	total RNA	P-GSE26199-7	GSM643070 LE 1	biotin	P-GSE26199-8	GSM643070	A-GEOD-11341	P-GSE26199-9	P-GSE26199-10	GSM643070.pair	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-26199/E-GEOD-26199.raw.1.zip	P-GSE26199-1	GSM643070_sample_table.txt norm	GSM643070_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-26199/E-GEOD-26199.processed.1.zip	93968	Populus trichocarpa	30% inhibition from optimum photosynthesis temperature
GSM643069 1	Gene expression data from the first fully expanded leaf of Populus trichocarpa at 30% inhibition from optimum	Populus trichocarpa leaf, 30% inhibition	Populus trichocarpa	93968	leaf, first fully expanded	P-GSE26199-4	P-GSE26199-5	P-GSE26199-6	GSM643069 extract 1	total RNA	P-GSE26199-7	GSM643069 LE 1	biotin	P-GSE26199-8	GSM643069	A-GEOD-11341	P-GSE26199-9	P-GSE26199-10	GSM643069.pair	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-26199/E-GEOD-26199.raw.1.zip	P-GSE26199-1	GSM643069_sample_table.txt norm	GSM643069_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-26199/E-GEOD-26199.processed.1.zip	93968	Populus trichocarpa	30% inhibition from optimum photosynthesis temperature
GSM643068 1	Gene expression data from the first fully expanded leaf of Populus trichocarpa at 20% inhibition from optimum	Populus trichocarpa leaf, 20% inhibition	Populus trichocarpa	93968	leaf, first fully expanded	P-GSE26199-4	P-GSE26199-5	P-GSE26199-6	GSM643068 extract 1	total RNA	P-GSE26199-7	GSM643068 LE 1	biotin	P-GSE26199-8	GSM643068	A-GEOD-11341	P-GSE26199-9	P-GSE26199-10	GSM643068.pair	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-26199/E-GEOD-26199.raw.1.zip	P-GSE26199-1	GSM643068_sample_table.txt norm	GSM643068_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-26199/E-GEOD-26199.processed.1.zip	93968	Populus trichocarpa	20% inhibition from optimum photosynthesis temperature
GSM643067 1	Gene expression data from the first fully expanded leaf of Populus trichocarpa at 20% inhibition from optimum	Populus trichocarpa leaf, 20% inhibition	Populus trichocarpa	93968	leaf, first fully expanded	P-GSE26199-4	P-GSE26199-5	P-GSE26199-6	GSM643067 extract 1	total RNA	P-GSE26199-7	GSM643067 LE 1	biotin	P-GSE26199-8	GSM643067	A-GEOD-11341	P-GSE26199-9	P-GSE26199-10	GSM643067.pair	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-26199/E-GEOD-26199.raw.2.zip	P-GSE26199-1	GSM643067_sample_table.txt norm	GSM643067_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-26199/E-GEOD-26199.processed.1.zip	93968	Populus trichocarpa	20% inhibition from optimum photosynthesis temperature
GSM643066 1	Gene expression data from the first fully expanded leaf of Populus trichocarpa at 20% inhibition from optimum	Populus trichocarpa leaf, 20% inhibition	Populus trichocarpa	93968	leaf, first fully expanded	P-GSE26199-4	P-GSE26199-5	P-GSE26199-6	GSM643066 extract 1	total RNA	P-GSE26199-7	GSM643066 LE 1	biotin	P-GSE26199-8	GSM643066	A-GEOD-11341	P-GSE26199-9	P-GSE26199-10	GSM643066.pair	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-26199/E-GEOD-26199.raw.2.zip	P-GSE26199-1	GSM643066_sample_table.txt norm	GSM643066_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-26199/E-GEOD-26199.processed.1.zip	93968	Populus trichocarpa	20% inhibition from optimum photosynthesis temperature
GSM643065 1	Gene expression data from the first fully expanded leaf of Populus trichocarpa at 20% inhibition from optimum	Populus trichocarpa leaf, 20% inhibition	Populus trichocarpa	93968	leaf, first fully expanded	P-GSE26199-4	P-GSE26199-5	P-GSE26199-6	GSM643065 extract 1	total RNA	P-GSE26199-7	GSM643065 LE 1	biotin	P-GSE26199-8	GSM643065	A-GEOD-11341	P-GSE26199-9	P-GSE26199-10	GSM643065.pair	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-26199/E-GEOD-26199.raw.2.zip	P-GSE26199-1	GSM643065_sample_table.txt norm	GSM643065_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-26199/E-GEOD-26199.processed.1.zip	93968	Populus trichocarpa	20% inhibition from optimum photosynthesis temperature
GSM643064 1	Gene expression data from the first fully expanded leaf of Populus trichocarpa at optimum temperature	Populus trichocarpa leaf, optimum	Populus trichocarpa	93968	leaf, first fully expanded	P-GSE26199-4	P-GSE26199-5	P-GSE26199-6	GSM643064 extract 1	total RNA	P-GSE26199-7	GSM643064 LE 1	biotin	P-GSE26199-8	GSM643064	A-GEOD-11341	P-GSE26199-9	P-GSE26199-10	GSM643064.pair	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-26199/E-GEOD-26199.raw.2.zip	P-GSE26199-1	GSM643064_sample_table.txt norm	GSM643064_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-26199/E-GEOD-26199.processed.1.zip	93968	Populus trichocarpa	optimum photosynthesis temperature
GSM643063 1	Gene expression data from the first fully expanded leaf of Populus trichocarpa at optimum temperature	Populus trichocarpa leaf, optimum	Populus trichocarpa	93968	leaf, first fully expanded	P-GSE26199-4	P-GSE26199-5	P-GSE26199-6	GSM643063 extract 1	total RNA	P-GSE26199-7	GSM643063 LE 1	biotin	P-GSE26199-8	GSM643063	A-GEOD-11341	P-GSE26199-9	P-GSE26199-10	GSM643063.pair	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-26199/E-GEOD-26199.raw.2.zip	P-GSE26199-1	GSM643063_sample_table.txt norm	GSM643063_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-26199/E-GEOD-26199.processed.1.zip	93968	Populus trichocarpa	optimum photosynthesis temperature
GSM643062 1	Gene expression data from the first fully expanded leaf of Populus trichocarpa at optimum temperature	Populus trichocarpa leaf, optimum	Populus trichocarpa	93968	leaf, first fully expanded	P-GSE26199-4	P-GSE26199-5	P-GSE26199-6	GSM643062 extract 1	total RNA	P-GSE26199-7	GSM643062 LE 1	biotin	P-GSE26199-8	GSM643062	A-GEOD-11341	P-GSE26199-9	P-GSE26199-10	GSM643062.pair	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-26199/E-GEOD-26199.raw.2.zip	P-GSE26199-1	GSM643062_sample_table.txt norm	GSM643062_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-26199/E-GEOD-26199.processed.1.zip	93968	Populus trichocarpa	optimum photosynthesis temperature
GSM643061 1	Gene expression data from the first fully expanded leaf of Populus trichocarpa at optimum temperature	Populus trichocarpa leaf, optimum	Populus trichocarpa	93968	leaf, first fully expanded	P-GSE26199-4	P-GSE26199-5	P-GSE26199-6	GSM643061 extract 1	total RNA	P-GSE26199-7	GSM643061 LE 1	biotin	P-GSE26199-8	GSM643061	A-GEOD-11341	P-GSE26199-9	P-GSE26199-10	GSM643061.pair	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-26199/E-GEOD-26199.raw.2.zip	P-GSE26199-1	GSM643061_sample_table.txt norm	GSM643061_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-26199/E-GEOD-26199.processed.1.zip	93968	Populus trichocarpa	optimum photosynthesis temperature
GSM643060 1	Gene expression data from the first fully expanded leaf of Populus trichocarpa at growth temperature	Populus trichocarpa leaf, baseline	Populus trichocarpa	93968	leaf, first fully expanded	P-GSE26199-4	P-GSE26199-5	P-GSE26199-6	GSM643060 extract 1	total RNA	P-GSE26199-7	GSM643060 LE 1	biotin	P-GSE26199-8	GSM643060	A-GEOD-11341	P-GSE26199-9	P-GSE26199-10	GSM643060.pair	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-26199/E-GEOD-26199.raw.2.zip	P-GSE26199-1	GSM643060_sample_table.txt norm	GSM643060_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-26199/E-GEOD-26199.processed.1.zip	93968	Populus trichocarpa	baseline growth temperature
GSM643059 1	Gene expression data from the first fully expanded leaf of Populus trichocarpa at growth temperature	Populus trichocarpa leaf, baseline	Populus trichocarpa	93968	leaf, first fully expanded	P-GSE26199-4	P-GSE26199-5	P-GSE26199-6	GSM643059 extract 1	total RNA	P-GSE26199-7	GSM643059 LE 1	biotin	P-GSE26199-8	GSM643059	A-GEOD-11341	P-GSE26199-9	P-GSE26199-10	GSM643059.pair	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-26199/E-GEOD-26199.raw.2.zip	P-GSE26199-1	GSM643059_sample_table.txt norm	GSM643059_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-26199/E-GEOD-26199.processed.1.zip	93968	Populus trichocarpa	baseline growth temperature
GSM643058 1	Gene expression data from the first fully expanded leaf of Populus trichocarpa at growth temperature	Populus trichocarpa leaf, baseline	Populus trichocarpa	93968	leaf, first fully expanded	P-GSE26199-4	P-GSE26199-5	P-GSE26199-6	GSM643058 extract 1	total RNA	P-GSE26199-7	GSM643058 LE 1	biotin	P-GSE26199-8	GSM643058	A-GEOD-11341	P-GSE26199-9	P-GSE26199-10	GSM643058.pair	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-26199/E-GEOD-26199.raw.2.zip	P-GSE26199-1	GSM643058_sample_table.txt norm	GSM643058_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-26199/E-GEOD-26199.processed.1.zip	93968	Populus trichocarpa	baseline growth temperature
GSM643057 1	Gene expression data from the first fully expanded leaf of Populus trichocarpa at growth temperature	Populus trichocarpa leaf, baseline	Populus trichocarpa	93968	leaf, first fully expanded	P-GSE26199-4	P-GSE26199-5	P-GSE26199-6	GSM643057 extract 1	total RNA	P-GSE26199-7	GSM643057 LE 1	biotin	P-GSE26199-8	GSM643057	A-GEOD-11341	P-GSE26199-9	P-GSE26199-10	GSM643057.pair	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-26199/E-GEOD-26199.raw.2.zip	P-GSE26199-1	GSM643057_sample_table.txt norm	GSM643057_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-26199/E-GEOD-26199.processed.1.zip	93968	Populus trichocarpa	baseline growth temperature
