Source Name	Characteristics [Ecotype]	Characteristics [OrganismPart]	Characteristics [Organism]	Term Source REF	Term Accession Number	Protocol REF	Parameter Value [replicate timepoint]	Protocol REF	Sample Name	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Material Type	Protocol REF	Hybridization Name	Array Design REF	Protocol REF	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Derived Array Data Matrix File	Comment [Derived ArrayExpress FTP file]	Factor Value [ECOTYPE]
AtGE_130_A	Erlangen-0	seedling - aerial parts	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-TABM-38	  	P-TABM-39	AtGE_130_A	P-TABM-35	AtGE_130_A	total_RNA	P-TABM-37	AtGE_130_A biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	PBA: ATGE_130_A	A-AFFY-2	P-AFFY-6	MBA: ATGE_130_A	ATGE_130_A.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-18/E-TABM-18.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-TABM-18-processed-data-1342990808.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-18/E-TABM-18.processed.1.zip	Erlangen-0
AtGE_136_A	Limburg-2:1	seedling - aerial parts	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-TABM-38	  	P-TABM-39	AtGE_136_A	P-TABM-35	AtGE_136_A	total_RNA	P-TABM-37	AtGE_136_A biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	PBA: ATGE_136_A	A-AFFY-2	P-AFFY-6	MBA: ATGE_136_A	ATGE_136_A.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-18/E-TABM-18.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-TABM-18-processed-data-1342990808.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-18/E-TABM-18.processed.1.zip	Limburg-2:1
AtGE_113_C	Columbia-0	seedling - aerial parts	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-TABM-38	A	P-TABM-39	AtGE_113_C	P-TABM-35	AtGE_113_C	total_RNA	P-TABM-37	AtGE_113_C biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	PBA: ATGE_113_C	A-AFFY-2	P-AFFY-6	MBA: ATGE_113_C	ATGE_113_C.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-18/E-TABM-18.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-TABM-18-processed-data-1342990808.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-18/E-TABM-18.processed.1.zip	Columbia-0
AtGE_134_A	Isenburg-0	seedling - aerial parts	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-TABM-38	  	P-TABM-39	AtGE_134_A	P-TABM-35	AtGE_134_A	total_RNA	P-TABM-37	AtGE_134_A biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	PBA: ATGE_134_A	A-AFFY-2	P-AFFY-6	MBA: ATGE_134_A	ATGE_134_A.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-18/E-TABM-18.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-TABM-18-processed-data-1342990808.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-18/E-TABM-18.processed.1.zip	Isenburg-0
AtGE_119_C	Shahdara	seedling - aerial parts	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-TABM-38	A	P-TABM-39	AtGE_119_C	P-TABM-35	AtGE_119_C	total_RNA	P-TABM-37	AtGE_119_C biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	PBA: ATGE_119_C	A-AFFY-2	P-AFFY-6	MBA: ATGE_119_C	ATGE_119_C.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-18/E-TABM-18.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-TABM-18-processed-data-1342990808.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-18/E-TABM-18.processed.1.zip	Shahdara
AtGE_125_A	Canary Islands-0	seedling - aerial parts	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-TABM-38	  	P-TABM-39	AtGE_125_A	P-TABM-35	AtGE_125_A	total_RNA	P-TABM-37	AtGE_125_A biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	PBA: ATGE_125_A	A-AFFY-2	P-AFFY-6	MBA: ATGE_125_A	ATGE_125_A.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-18/E-TABM-18.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-TABM-18-processed-data-1342990808.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-18/E-TABM-18.processed.1.zip	Canary Islands-0
AtGE_118_B	Niederzenz-1	seedling - aerial parts	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-TABM-38	A	P-TABM-39	AtGE_118_B	P-TABM-35	AtGE_118_B	total_RNA	P-TABM-37	AtGE_118_B biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	PBA: ATGE_118_B	A-AFFY-2	P-AFFY-6	MBA: ATGE_118_B	ATGE_118_B.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-18/E-TABM-18.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-TABM-18-processed-data-1342990808.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-18/E-TABM-18.processed.1.zip	Niederzenz-1
AtGE_137_A	Nc-1	seedling - aerial parts	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-TABM-38	  	P-TABM-39	AtGE_137_A	P-TABM-35	AtGE_137_A	total_RNA	P-TABM-37	AtGE_137_A biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	PBA: ATGE_137_A	A-AFFY-2	P-AFFY-6	MBA: ATGE_137_A.data unreliable	ATGE_137_A.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-18/E-TABM-18.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-TABM-18-processed-data-1342990808.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-18/E-TABM-18.processed.1.zip	Nc-1
AtGE_116_B	Kindalville-0	seedling - aerial parts	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-TABM-38	A	P-TABM-39	AtGE_116_B	P-TABM-35	AtGE_116_B	total_RNA	P-TABM-37	AtGE_116_B biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	PBA: ATGE_116_B	A-AFFY-2	P-AFFY-6	MBA: ATGE_116_B	ATGE_116_B.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-18/E-TABM-18.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-TABM-18-processed-data-1342990808.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-18/E-TABM-18.processed.1.zip	Kindalville-0
AtGE_113_D	Columbia-0	seedling - aerial parts	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-TABM-38	B	P-TABM-39	AtGE_113_D	P-TABM-35	AtGE_113_D	total_RNA	P-TABM-37	AtGE_113_D biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	PBA: ATGE_113_D	A-AFFY-2	P-AFFY-6	MBA: ATGE_113_D	ATGE_113_D.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-18/E-TABM-18.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-TABM-18-processed-data-1342990808.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-18/E-TABM-18.processed.1.zip	Columbia-0
AtGE_112_C	C24	seedling - aerial parts	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-TABM-38	A	P-TABM-39	AtGE_112_C	P-TABM-35	AtGE_112_C	total_RNA	P-TABM-37	AtGE_112_C biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	PBA: ATGE_112_C	A-AFFY-2	P-AFFY-6	MBA: ATGE_112_C	ATGE_112_C.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-18/E-TABM-18.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-TABM-18-processed-data-1342990808.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-18/E-TABM-18.processed.1.zip	C24
AtGE_111_B	Bayreuth-0	seedling - aerial parts	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-TABM-38	A	P-TABM-39	AtGE_111_B	P-TABM-35	AtGE_111_B	total_RNA	P-TABM-37	AtGE_111_B biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	PBA: ATGE_111_B	A-AFFY-2	P-AFFY-6	MBA: ATGE_111_B	ATGE_111_B.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-18/E-TABM-18.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-TABM-18-processed-data-1342990808.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-18/E-TABM-18.processed.1.zip	Bayreuth-0
AtGE_129_A	Enkheim-T	seedling - aerial parts	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-TABM-38	  	P-TABM-39	AtGE_129_A	P-TABM-35	AtGE_129_A	total_RNA	P-TABM-37	AtGE_129_A biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	PBA: ATGE_129_A	A-AFFY-2	P-AFFY-6	MBA: ATGE_129_A	ATGE_129_A.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-18/E-TABM-18.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-TABM-18-processed-data-1342990808.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-18/E-TABM-18.processed.1.zip	Enkheim-T
AtGE_117_D	Landsberg erecta	seedling - aerial parts	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-TABM-38	B	P-TABM-39	AtGE_117_D	P-TABM-35	AtGE_117_D	total_RNA	P-TABM-37	AtGE_117_D biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	PBA: ATGE_117_D	A-AFFY-2	P-AFFY-6	MBA: ATGE_117_D	ATGE_117_D.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-18/E-TABM-18.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-TABM-18-processed-data-1342990808.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-18/E-TABM-18.processed.1.zip	Landsberg erecta
AtGE_141_A	M7323S	seedling - aerial parts	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-TABM-38	  	P-TABM-39	AtGE_141_A	P-TABM-35	AtGE_141_A	total_RNA	P-TABM-37	AtGE_141_A biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	PBA: ATGE_141_A	A-AFFY-2	P-AFFY-6	MBA: ATGE_141_A	ATGE_141_A.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-18/E-TABM-18.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-TABM-18-processed-data-1342990808.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-18/E-TABM-18.processed.1.zip	M7323S
AtGE_116_A	Kindalville-0	seedling - aerial parts	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-TABM-38	A	P-TABM-39	AtGE_116_A	P-TABM-35	AtGE_116_A	total_RNA	P-TABM-37	AtGE_116_A biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	PBA: ATGE_116_A	A-AFFY-2	P-AFFY-6	MBA: ATGE_116_A	ATGE_116_A.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-18/E-TABM-18.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-TABM-18-processed-data-1342990808.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-18/E-TABM-18.processed.1.zip	Kindalville-0
AtGE_111_C	Bayreuth-0	seedling - aerial parts	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-TABM-38	A	P-TABM-39	AtGE_111_C	P-TABM-35	AtGE_111_C	total_RNA	P-TABM-37	AtGE_111_C biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	PBA: ATGE_111_C	A-AFFY-2	P-AFFY-6	MBA: ATGE_111_C	ATGE_111_C.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-18/E-TABM-18.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-TABM-18-processed-data-1342990808.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-18/E-TABM-18.processed.1.zip	Bayreuth-0
AtGE_142_A	Moscow-0	seedling - aerial parts	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-TABM-38	  	P-TABM-39	AtGE_142_A	P-TABM-35	AtGE_142_A	total_RNA	P-TABM-37	AtGE_142_A biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	PBA: ATGE_142_A	A-AFFY-2	P-AFFY-6	MBA: ATGE_142_A	ATGE_142_A.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-18/E-TABM-18.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-TABM-18-processed-data-1342990808.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-18/E-TABM-18.processed.1.zip	Moscow-0
AtGE_118_A	Niederzenz-1	seedling - aerial parts	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-TABM-38	A	P-TABM-39	AtGE_118_A	P-TABM-35	AtGE_118_A	total_RNA	P-TABM-37	AtGE_118_A biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	PBA: ATGE_118_A	A-AFFY-2	P-AFFY-6	MBA: ATGE_118_A	ATGE_118_A.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-18/E-TABM-18.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-TABM-18-processed-data-1342990808.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-18/E-TABM-18.processed.1.zip	Niederzenz-1
AtGE_115_A	Estland	seedling - aerial parts	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-TABM-38	A	P-TABM-39	AtGE_115_A	P-TABM-35	AtGE_115_A	total_RNA	P-TABM-37	AtGE_115_A biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	PBA: ATGE_115_A	A-AFFY-2	P-AFFY-6	MBA: ATGE_115_A	ATGE_115_A.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-18/E-TABM-18.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-TABM-18-processed-data-1342990808.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-18/E-TABM-18.processed.1.zip	Estland
AtGE_114_A	Cape Verde Islands	seedling - aerial parts	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-TABM-38	A	P-TABM-39	AtGE_114_A	P-TABM-35	AtGE_114_A	total_RNA	P-TABM-37	AtGE_114_A biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	PBA: ATGE_114_A	A-AFFY-2	P-AFFY-6	MBA: ATGE_114_A	ATGE_114_A.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-18/E-TABM-18.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-TABM-18-processed-data-1342990808.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-18/E-TABM-18.processed.1.zip	Cape Verde Islands
AtGE_117_C	Landsberg erecta	seedling - aerial parts	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-TABM-38	A	P-TABM-39	AtGE_117_C	P-TABM-35	AtGE_117_C	total_RNA	P-TABM-37	AtGE_117_C biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	PBA: ATGE_117_C	A-AFFY-2	P-AFFY-6	MBA: ATGE_117_C	ATGE_117_C.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-18/E-TABM-18.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-TABM-18-processed-data-1342990808.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-18/E-TABM-18.processed.1.zip	Landsberg erecta
AtGE_119_D	Shahdara	seedling - aerial parts	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-TABM-38	A	P-TABM-39	AtGE_119_D	P-TABM-35	AtGE_119_D	total_RNA	P-TABM-37	AtGE_119_D biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	PBA: ATGE_119_D	A-AFFY-2	P-AFFY-6	MBA: ATGE_119_D	ATGE_119_D.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-18/E-TABM-18.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-TABM-18-processed-data-1342990808.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-18/E-TABM-18.processed.1.zip	Shahdara
