Source Name	Characteristics [organism]	Term Source REF	Term Accession Number	Characteristics [ecotype]	Characteristics[age]	Unit[TimeUnit]	Characteristics[organism part]	Protocol REF	Sample Name	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Material Type	Protocol REF	Hybridization Name	Array Design REF	Protocol REF	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	FactorValue[growth condition]	Factor Value [time]	Unit [TimeUnit]	Factor Value [ecotype]
Est  2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Est	6-7	week	leaf	P-TABM-102	Est  2	P-TABM-103	Est  2	total_RNA	P-TABM-104	Est  2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	329	A-AFFY-2	P-AFFY-6	329	329.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.2.zip	0.3 millimolar salicylic acid	28	hour	Est
Est 3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Est	6-7	week	leaf	P-TABM-102	Est 3	P-TABM-103	Est 3	total_RNA	P-TABM-104	Est 3 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	386	A-AFFY-2	P-AFFY-6	386	386.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.2.zip	0.3 millimolar salicylic acid	28	hour	Est
Est  1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Est	6-7	week	leaf	P-TABM-102	Est  1	P-TABM-103	Est  1	total_RNA	P-TABM-104	Est  1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	288C	A-AFFY-2	P-AFFY-6	288C	288C.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.2.zip	0.3 millimolar salicylic acid	28	hour	Est
Est  2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Est	6-7	week	leaf	P-TABM-102	Est  2	P-TABM-103	Est  2	total_RNA	P-TABM-104	Est  2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v3	316	A-AFFY-2	P-AFFY-6	316	316.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.2.zip	0.3 millimolar salicylic acid	52	hour	Est
Est 3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Est	6-7	week	leaf	P-TABM-102	Est 3	P-TABM-103	Est 3	total_RNA	P-TABM-104	Est 3 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	391	A-AFFY-2	P-AFFY-6	391	391.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.2.zip	0.3 millimolar salicylic acid	52	hour	Est
Est  1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Est	6-7	week	leaf	P-TABM-102	Est  1	P-TABM-103	Est  1	total_RNA	P-TABM-104	Est  1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	279b	A-AFFY-2	P-AFFY-6	279b	279b.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.2.zip	0.3 millimolar salicylic acid	52	hour	Est
Kin-0 2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Kin-0	6-7	week	leaf	P-TABM-102	Kin-0 2	P-TABM-103	Kin-0 2	total_RNA	P-TABM-104	Kin-0 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	319	A-AFFY-2	P-AFFY-6	319	319.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.2.zip	0.02 percent Silwet	4	hour	Kin-0
Kin-0 3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Kin-0	6-7	week	leaf	P-TABM-102	Kin-0 3	P-TABM-103	Kin-0 3	total_RNA	P-TABM-104	Kin-0 3 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	377	A-AFFY-2	P-AFFY-6	377	377.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.2.zip	0.02 percent Silwet	4	hour	Kin-0
Kin-0 1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Kin-0	6-7	week	leaf	P-TABM-102	Kin-0 1	P-TABM-103	Kin-0 1	total_RNA	P-TABM-104	Kin-0 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	269b	A-AFFY-2	P-AFFY-6	269b	269b.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.2.zip	0.02 percent Silwet	4	hour	Kin-0
Kin-0 1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Kin-0	6-7	week	leaf	P-TABM-102	Kin-0 1	P-TABM-103	Kin-0 1	total_RNA	P-TABM-104	Kin-0 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	281	A-AFFY-2	P-AFFY-6	281	281.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.2.zip	0.02 percent Silwet	28	hour	Kin-0
Kin-0 2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Kin-0	6-7	week	leaf	P-TABM-102	Kin-0 2	P-TABM-103	Kin-0 2	total_RNA	P-TABM-104	Kin-0 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	303	A-AFFY-2	P-AFFY-6	303	303.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.2.zip	0.02 percent Silwet	28	hour	Kin-0
Kin-0 3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Kin-0	6-7	week	leaf	P-TABM-102	Kin-0 3	P-TABM-103	Kin-0 3	total_RNA	P-TABM-104	Kin-0 3 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	365	A-AFFY-2	P-AFFY-6	365	365.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.2.zip	0.02 percent Silwet	28	hour	Kin-0
Kin-0 1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Kin-0	6-7	week	leaf	P-TABM-102	Kin-0 1	P-TABM-103	Kin-0 1	total_RNA	P-TABM-104	Kin-0 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	274	A-AFFY-2	P-AFFY-6	274	274.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.2.zip	0.02 percent Silwet	52	hour	Kin-0
Kin-0 2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Kin-0	6-7	week	leaf	P-TABM-102	Kin-0 2	P-TABM-103	Kin-0 2	total_RNA	P-TABM-104	Kin-0 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	309	A-AFFY-2	P-AFFY-6	309	309.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.2.zip	0.02 percent Silwet	52	hour	Kin-0
Kin-0 3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Kin-0	6-7	week	leaf	P-TABM-102	Kin-0 3	P-TABM-103	Kin-0 3	total_RNA	P-TABM-104	Kin-0 3 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	372	A-AFFY-2	P-AFFY-6	372	372.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.2.zip	0.02 percent Silwet	52	hour	Kin-0
Kin-0 2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Kin-0	6-7	week	leaf	P-TABM-102	Kin-0 2	P-TABM-103	Kin-0 2	total_RNA	P-TABM-104	Kin-0 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	322	A-AFFY-2	P-AFFY-6	322	322.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.2.zip	0.3 millimolar salicylic acid	4	hour	Kin-0
Kin-0 3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Kin-0	6-7	week	leaf	P-TABM-102	Kin-0 3	P-TABM-103	Kin-0 3	total_RNA	P-TABM-104	Kin-0 3 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	380	A-AFFY-2	P-AFFY-6	380	380.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.2.zip	0.3 millimolar salicylic acid	4	hour	Kin-0
Kin-0 1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Kin-0	6-7	week	leaf	P-TABM-102	Kin-0 1	P-TABM-103	Kin-0 1	total_RNA	P-TABM-104	Kin-0 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	270b	A-AFFY-2	P-AFFY-6	270b	270b.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.2.zip	0.3 millimolar salicylic acid	4	hour	Kin-0
Kin-0 1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Kin-0	6-7	week	leaf	P-TABM-102	Kin-0 1	P-TABM-103	Kin-0 1	total_RNA	P-TABM-104	Kin-0 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	282	A-AFFY-2	P-AFFY-6	282	282.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.2.zip	0.3 millimolar salicylic acid	28	hour	Kin-0
Kin-0 2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Kin-0	6-7	week	leaf	P-TABM-102	Kin-0 2	P-TABM-103	Kin-0 2	total_RNA	P-TABM-104	Kin-0 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	306	A-AFFY-2	P-AFFY-6	306	306.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.2.zip	0.3 millimolar salicylic acid	28	hour	Kin-0
Kin-0 3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Kin-0	6-7	week	leaf	P-TABM-102	Kin-0 3	P-TABM-103	Kin-0 3	total_RNA	P-TABM-104	Kin-0 3 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	369	A-AFFY-2	P-AFFY-6	369	369.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.2.zip	0.3 millimolar salicylic acid	28	hour	Kin-0
Kin-0 1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Kin-0	6-7	week	leaf	P-TABM-102	Kin-0 1	P-TABM-103	Kin-0 1	total_RNA	P-TABM-104	Kin-0 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	278	A-AFFY-2	P-AFFY-6	278	278.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.2.zip	0.3 millimolar salicylic acid	52	hour	Kin-0
Kin-0 2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Kin-0	6-7	week	leaf	P-TABM-102	Kin-0 2	P-TABM-103	Kin-0 2	total_RNA	P-TABM-104	Kin-0 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	315	A-AFFY-2	P-AFFY-6	315	315.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.2.zip	0.3 millimolar salicylic acid	52	hour	Kin-0
Kin-0 3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Kin-0	6-7	week	leaf	P-TABM-102	Kin-0 3	P-TABM-103	Kin-0 3	total_RNA	P-TABM-104	Kin-0 3 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	374	A-AFFY-2	P-AFFY-6	374	374.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.2.zip	0.3 millimolar salicylic acid	52	hour	Kin-0
Mt-0 1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Mt-0	6-7	week	leaf	P-TABM-102	Mt-0 1	P-TABM-103	Mt-0 1	total_RNA	P-TABM-104	Mt-0 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	291	A-AFFY-2	P-AFFY-6	291	291.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.2.zip	0.02 percent Silwet	4	hour	Mt-0
Mt-0 2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Mt-0	6-7	week	leaf	P-TABM-102	Mt-0 2	P-TABM-103	Mt-0 2	total_RNA	P-TABM-104	Mt-0 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	320	A-AFFY-2	P-AFFY-6	320	320.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.2.zip	0.02 percent Silwet	4	hour	Mt-0
Mt-0 3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Mt-0	6-7	week	leaf	P-TABM-102	Mt-0 3	P-TABM-103	Mt-0 3	total_RNA	P-TABM-104	Mt-0 3 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	376	A-AFFY-2	P-AFFY-6	376	376.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.2.zip	0.02 percent Silwet	4	hour	Mt-0
Mt-0 1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Mt-0	6-7	week	leaf	P-TABM-102	Mt-0 1	P-TABM-103	Mt-0 1	total_RNA	P-TABM-104	Mt-0 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	283	A-AFFY-2	P-AFFY-6	283	283.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.2.zip	0.02 percent Silwet	28	hour	Mt-0
Mt-0 2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Mt-0	6-7	week	leaf	P-TABM-102	Mt-0 2	P-TABM-103	Mt-0 2	total_RNA	P-TABM-104	Mt-0 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	302	A-AFFY-2	P-AFFY-6	302	302.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.2.zip	0.02 percent Silwet	28	hour	Mt-0
Mt-0 3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Mt-0	6-7	week	leaf	P-TABM-102	Mt-0 3	P-TABM-103	Mt-0 3	total_RNA	P-TABM-104	Mt-0 3 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	366	A-AFFY-2	P-AFFY-6	366	366.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.2.zip	0.02 percent Silwet	28	hour	Mt-0
Mt-0 1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Mt-0	6-7	week	leaf	P-TABM-102	Mt-0 1	P-TABM-103	Mt-0 1	total_RNA	P-TABM-104	Mt-0 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	276	A-AFFY-2	P-AFFY-6	276	276.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.2.zip	0.02 percent Silwet	52	hour	Mt-0
Mt-0 2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Mt-0	6-7	week	leaf	P-TABM-102	Mt-0 2	P-TABM-103	Mt-0 2	total_RNA	P-TABM-104	Mt-0 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	308	A-AFFY-2	P-AFFY-6	308	308.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.2.zip	0.02 percent Silwet	52	hour	Mt-0
Mt-0 3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Mt-0	6-7	week	leaf	P-TABM-102	Mt-0 3	P-TABM-103	Mt-0 3	total_RNA	P-TABM-104	Mt-0 3 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	356	A-AFFY-2	P-AFFY-6	356	356.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.2.zip	0.02 percent Silwet	52	hour	Mt-0
Mt-0 1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Mt-0	6-7	week	leaf	P-TABM-102	Mt-0 1	P-TABM-103	Mt-0 1	total_RNA	P-TABM-104	Mt-0 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	294	A-AFFY-2	P-AFFY-6	294	294.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.2.zip	0.3 millimolar salicylic acid	4	hour	Mt-0
Mt-0 2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Mt-0	6-7	week	leaf	P-TABM-102	Mt-0 2	P-TABM-103	Mt-0 2	total_RNA	P-TABM-104	Mt-0 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	323	A-AFFY-2	P-AFFY-6	323	323.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.2.zip	0.3 millimolar salicylic acid	4	hour	Mt-0
Mt-0 3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Mt-0	6-7	week	leaf	P-TABM-102	Mt-0 3	P-TABM-103	Mt-0 3	total_RNA	P-TABM-104	Mt-0 3 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	379	A-AFFY-2	P-AFFY-6	379	379.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.2.zip	0.3 millimolar salicylic acid	4	hour	Mt-0
Mt-0 2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Mt-0	6-7	week	leaf	P-TABM-102	Mt-0 2	P-TABM-103	Mt-0 2	total_RNA	P-TABM-104	Mt-0 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	305	A-AFFY-2	P-AFFY-6	305	305.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.2.zip	0.3 millimolar salicylic acid	28	hour	Mt-0
Mt-0 3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Mt-0	6-7	week	leaf	P-TABM-102	Mt-0 3	P-TABM-103	Mt-0 3	total_RNA	P-TABM-104	Mt-0 3 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	370	A-AFFY-2	P-AFFY-6	370	370.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.2.zip	0.3 millimolar salicylic acid	28	hour	Mt-0
Mt-0 1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Mt-0	6-7	week	leaf	P-TABM-102	Mt-0 1	P-TABM-103	Mt-0 1	total_RNA	P-TABM-104	Mt-0 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	286b	A-AFFY-2	P-AFFY-6	286b	286b.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.2.zip	0.3 millimolar salicylic acid	28	hour	Mt-0
Mt-0 1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Mt-0	6-7	week	leaf	P-TABM-102	Mt-0 1	P-TABM-103	Mt-0 1	total_RNA	P-TABM-104	Mt-0 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	280	A-AFFY-2	P-AFFY-6	280	280.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.2.zip	0.3 millimolar salicylic acid	52	hour	Mt-0
Mt-0 2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Mt-0	6-7	week	leaf	P-TABM-102	Mt-0 2	P-TABM-103	Mt-0 2	total_RNA	P-TABM-104	Mt-0 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	314	A-AFFY-2	P-AFFY-6	314	314.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.2.zip	0.3 millimolar salicylic acid	52	hour	Mt-0
Mt-0 3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Mt-0	6-7	week	leaf	P-TABM-102	Mt-0 3	P-TABM-103	Mt-0 3	total_RNA	P-TABM-104	Mt-0 3 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	360	A-AFFY-2	P-AFFY-6	360	360.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.3.zip	0.3 millimolar salicylic acid	52	hour	Mt-0
Tsu-1 2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Tsu-1	6-7	week	leaf	P-TABM-102	Tsu-1 2	P-TABM-103	Tsu-1 2	total_RNA	P-TABM-104	Tsu-1 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	321	A-AFFY-2	P-AFFY-6	321	321.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.3.zip	0.02 percent Silwet	4	hour	Tsu-1
Tsu-1 3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Tsu-1	6-7	week	leaf	P-TABM-102	Tsu-1 3	P-TABM-103	Tsu-1 3	total_RNA	P-TABM-104	Tsu-1 3 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	349	A-AFFY-2	P-AFFY-6	349	349.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.3.zip	0.02 percent Silwet	4	hour	Tsu-1
Tsu-1 1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Tsu-1	6-7	week	leaf	P-TABM-102	Tsu-1 1	P-TABM-103	Tsu-1 1	total_RNA	P-TABM-104	Tsu-1 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	267b	A-AFFY-2	P-AFFY-6	267b	267b.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.3.zip	0.02 percent Silwet	4	hour	Tsu-1
Tsu-1 1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Tsu-1	6-7	week	leaf	P-TABM-102	Tsu-1 1	P-TABM-103	Tsu-1 1	total_RNA	P-TABM-104	Tsu-1 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	271	A-AFFY-2	P-AFFY-6	271	271.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.3.zip	0.02 percent Silwet	28	hour	Tsu-1
Tsu-1 2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Tsu-1	6-7	week	leaf	P-TABM-102	Tsu-1 2	P-TABM-103	Tsu-1 2	total_RNA	P-TABM-104	Tsu-1 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	301	A-AFFY-2	P-AFFY-6	301	301.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.3.zip	0.02 percent Silwet	28	hour	Tsu-1
Tsu-1 3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Tsu-1	6-7	week	leaf	P-TABM-102	Tsu-1 3	P-TABM-103	Tsu-1 3	total_RNA	P-TABM-104	Tsu-1 3 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	351	A-AFFY-2	P-AFFY-6	351	351.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.3.zip	0.02 percent Silwet	28	hour	Tsu-1
