Source Name	Characteristics [organism]	Term Source REF	Term Accession Number	Characteristics[ecotype]	Characteristics[age]	Unit[time unit]	Characteristics[developmental stage]	Characteristics[organism part]	Characteristics[genotype]	Description	Sample Name	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Material Type	Protocol REF	Hybridization Name	Comment[technical replicate group]	Array Design REF	Protocol REF	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	Derived Array Data Matrix File	Comment [Derived ArrayExpress Data Matrix FTP file]	FactorValue[genotype]
GSE7796GSM189114	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	14	day	seedling	aerial part	hsp90 RNAi-A3	14 day old seedling grown in long days on GM medium, aerial tissue only:  See Sangster et al. "Phenotypic Diversity and Altered Environmental Plasticity in Arabidopsis thaliana with Reduced HSP90 Levels" for experimental rationale. Accession: Col-0; Age: 14 days; Tissue:  All aerial tissue; Transgenic:  HSP90 reduced	GSE7796GSM189114 sample	P-G7796-2	GSE7796GSM189114 extract	total RNA	P-G7796-1	GSE7796GSM189114 LE	biotin	synthetic RNA	Affymetrix:Protocol:Hybridization-Unknown	HSP90_Reduced_RNAi-A3_Biological_Replicate_2_Technical_Replicate_2	group3	A-AFFY-2	P-AFFY-6	HSP90_Reduced_RNAi-A3_Biological_Replicate_2_Technical_Replicate_2	GSM189114.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7796/E-GEOD-7796.raw.1.zip	E-GEOD-7796-processed-data-1630578355.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7796/E-GEOD-7796.processed.1.zip	hsp90 RNAi-A3
GSE7796GSM189096	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	14	day	seedling	aerial part	hsp90 RNAi-B1	14 day old seedling grown in long days on GM medium, aerial tissue only:  See Sangster et al. "Phenotypic Diversity and Altered Environmental Plasticity in Arabidopsis thaliana with Reduced HSP90 Levels" for experimental rationale. Accession: Col-0; Age: 14 days; Tissue:  All aerial tissue; Transgenic:  HSP90 reduced	GSE7796GSM189096 sample	P-G7796-2	GSE7796GSM189096 extract	total RNA	P-G7796-1	GSE7796GSM189096 LE	biotin	synthetic RNA	Affymetrix:Protocol:Hybridization-Unknown	HSP90_Reduced_RNAi-B1_Biological_Replicate_1	  	A-AFFY-2	P-AFFY-6	HSP90_Reduced_RNAi-B1_Biological_Replicate_1	GSM189096.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7796/E-GEOD-7796.raw.1.zip	E-GEOD-7796-processed-data-1630578355.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7796/E-GEOD-7796.processed.1.zip	hsp90 RNAi-B1
GSE7796GSM189097	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	14	day	seedling	aerial part	hsp90 RNAi-B1	14 day old seedling grown in long days on GM medium, aerial tissue only:  See Sangster et al. "Phenotypic Diversity and Altered Environmental Plasticity in Arabidopsis thaliana with Reduced HSP90 Levels" for experimental rationale. Accession: Col-0; Age: 14 days; Tissue:  All aerial tissue; Transgenic:  HSP90 reduced	GSE7796GSM189097 sample	P-G7796-2	GSE7796GSM189097 extract	total RNA	P-G7796-1	GSE7796GSM189097 LE	biotin	synthetic RNA	Affymetrix:Protocol:Hybridization-Unknown	HSP90_Reduced_RNAi-B1_Biological_Replicate_2	  	A-AFFY-2	P-AFFY-6	HSP90_Reduced_RNAi-B1_Biological_Replicate_2	GSM189097.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7796/E-GEOD-7796.raw.1.zip	E-GEOD-7796-processed-data-1630578355.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7796/E-GEOD-7796.processed.1.zip	hsp90 RNAi-B1
GSE7796GSM189099	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	14	day	seedling	aerial part	hsp90 RNAi-B1	14 day old seedling grown in long days on GM medium, aerial tissue only:  See Sangster et al. "Phenotypic Diversity and Altered Environmental Plasticity in Arabidopsis thaliana with Reduced HSP90 Levels" for experimental rationale. Accession: Col-0; Age: 14 days; Tissue:  All aerial tissue; Transgenic:  HSP90 reduced	GSE7796GSM189099 sample	P-G7796-2	GSE7796GSM189099 extract	total RNA	P-G7796-1	GSE7796GSM189099 LE	biotin	synthetic RNA	Affymetrix:Protocol:Hybridization-Unknown	HSP90_Reduced_RNAi-B1_Biological_Replicate_3	  	A-AFFY-2	P-AFFY-6	HSP90_Reduced_RNAi-B1_Biological_Replicate_3	GSM189099.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7796/E-GEOD-7796.raw.1.zip	E-GEOD-7796-processed-data-1630578355.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7796/E-GEOD-7796.processed.1.zip	hsp90 RNAi-B1
GSE7796GSM189100	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	14	day	seedling	aerial part	hsp90 RNAi-C1	14 day old seedling grown in long days on GM medium, aerial tissue only:  See Sangster et al. "Phenotypic Diversity and Altered Environmental Plasticity in Arabidopsis thaliana with Reduced HSP90 Levels" for experimental rationale. Accession: Col-0; Age: 14 days; Tissue:  All aerial tissue; Transgenic:  HSP90 reduced	GSE7796GSM189100 sample	P-G7796-2	GSE7796GSM189100 extract	total RNA	P-G7796-1	GSE7796GSM189100 LE	biotin	synthetic RNA	Affymetrix:Protocol:Hybridization-Unknown	HSP90_Reduced_RNAi-C1_Biological_Replicate_1	  	A-AFFY-2	P-AFFY-6	HSP90_Reduced_RNAi-C1_Biological_Replicate_1	GSM189100.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7796/E-GEOD-7796.raw.1.zip	E-GEOD-7796-processed-data-1630578355.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7796/E-GEOD-7796.processed.1.zip	hsp90 RNAi-C1
GSE7796GSM189101	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	14	day	seedling	aerial part	hsp90 RNAi-C1	14 day old seedling grown in long days on GM medium, aerial tissue only:  See Sangster et al. "Phenotypic Diversity and Altered Environmental Plasticity in Arabidopsis thaliana with Reduced HSP90 Levels" for experimental rationale. Accession: Col-0; Age: 14 days; Tissue:  All aerial tissue; Transgenic:  HSP90 reduced	GSE7796GSM189101 sample	P-G7796-2	GSE7796GSM189101 extract	total RNA	P-G7796-1	GSE7796GSM189101 LE	biotin	synthetic RNA	Affymetrix:Protocol:Hybridization-Unknown	HSP90_Reduced_RNAi-C1_Biological_Replicate_2	  	A-AFFY-2	P-AFFY-6	HSP90_Reduced_RNAi-C1_Biological_Replicate_2	GSM189101.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7796/E-GEOD-7796.raw.1.zip	E-GEOD-7796-processed-data-1630578355.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7796/E-GEOD-7796.processed.1.zip	hsp90 RNAi-C1
GSE7796GSM189102	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	14	day	seedling	aerial part	hsp90 RNAi-C1	14 day old seedling grown in long days on GM medium, aerial tissue only:  See Sangster et al. "Phenotypic Diversity and Altered Environmental Plasticity in Arabidopsis thaliana with Reduced HSP90 Levels" for experimental rationale. Accession: Col-0; Age: 14 days; Tissue:  All aerial tissue; Transgenic:  HSP90 reduced	GSE7796GSM189102 sample	P-G7796-2	GSE7796GSM189102 extract	total RNA	P-G7796-1	GSE7796GSM189102 LE	biotin	synthetic RNA	Affymetrix:Protocol:Hybridization-Unknown	HSP90_Reduced_RNAi-C1_Biological_Replicate_3	  	A-AFFY-2	P-AFFY-6	HSP90_Reduced_RNAi-C1_Biological_Replicate_3	GSM189102.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7796/E-GEOD-7796.raw.1.zip	E-GEOD-7796-processed-data-1630578355.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7796/E-GEOD-7796.processed.1.zip	hsp90 RNAi-C1
GSE7796GSM189176	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	14	day	seedling	aerial part	hsp90.1	14 day old seedling grown in long days on GM medium, aerial tissue only:  See Sangster et al. "Phenotypic Diversity and Altered Environmental Plasticity in Arabidopsis thaliana with Reduced HSP90 Levels" for experimental rationale.  . Accession: Col-0; Age: 14 days; Tissue:  All aerial tissue; Transgenic:  HSP90 reduced	GSE7796GSM189176 sample	P-G7796-3	GSE7796GSM189176 extract	total RNA	P-G7796-1	GSE7796GSM189176 LE	biotin	synthetic RNA	Affymetrix:Protocol:Hybridization-Unknown	HSP90_Reduced_Salk_hsp90.1_Biological_Replicate_1	  	A-AFFY-2	P-AFFY-6	HSP90_Reduced_Salk_hsp90.1_Biological_Replicate_1	GSM189176.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7796/E-GEOD-7796.raw.1.zip	E-GEOD-7796-processed-data-1630578355.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7796/E-GEOD-7796.processed.1.zip	hsp90.1
GSE7796GSM189177	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	14	day	seedling	aerial part	hsp90.1	14 day old seedling grown in long days on GM medium, aerial tissue only:  See Sangster et al. "Phenotypic Diversity and Altered Environmental Plasticity in Arabidopsis thaliana with Reduced HSP90 Levels" for experimental rationale.  . Accession: Col-0; Age: 14 days; Tissue:  All aerial tissue; Transgenic:  HSP90 reduced	GSE7796GSM189177 sample	P-G7796-3	GSE7796GSM189177 extract	total RNA	P-G7796-1	GSE7796GSM189177 LE	biotin	synthetic RNA	Affymetrix:Protocol:Hybridization-Unknown	HSP90_Reduced_Salk_hsp90.1_Biological_Replicate_2	  	A-AFFY-2	P-AFFY-6	HSP90_Reduced_Salk_hsp90.1_Biological_Replicate_2	GSM189177.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7796/E-GEOD-7796.raw.1.zip	E-GEOD-7796-processed-data-1630578355.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7796/E-GEOD-7796.processed.1.zip	hsp90.1
GSE7796GSM189178	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	14	day	seedling	aerial part	hsp90.1	14 day old seedling grown in long days on GM medium, aerial tissue only:  See Sangster et al. "Phenotypic Diversity and Altered Environmental Plasticity in Arabidopsis thaliana with Reduced HSP90 Levels" for experimental rationale.  . Accession: Col-0; Age: 14 days; Tissue:  All aerial tissue; Transgenic:  HSP90 reduced	GSE7796GSM189178 sample	P-G7796-3	GSE7796GSM189178 extract	total RNA	P-G7796-1	GSE7796GSM189178 LE	biotin	synthetic RNA	Affymetrix:Protocol:Hybridization-Unknown	HSP90_Reduced_Salk_hsp90.1_Biological_Replicate_3	  	A-AFFY-2	P-AFFY-6	HSP90_Reduced_Salk_hsp90.1_Biological_Replicate_3	GSM189178.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7796/E-GEOD-7796.raw.1.zip	E-GEOD-7796-processed-data-1630578355.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7796/E-GEOD-7796.processed.1.zip	hsp90.1
GSE7796GSM189173	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	14	day	seedling	aerial part	hsp90.2	14 day old seedling grown in long days on GM medium, aerial tissue only:  See Sangster et al. "Phenotypic Diversity and Altered Environmental Plasticity in Arabidopsis thaliana with Reduced HSP90 Levels" for experimental rationale.  . Accession: Col-0; Age: 14 days; Tissue:  All aerial tissue; Transgenic:  HSP90 reduced	GSE7796GSM189173 sample	P-G7796-3	GSE7796GSM189173 extract	total RNA	P-G7796-1	GSE7796GSM189173 LE	biotin	synthetic RNA	Affymetrix:Protocol:Hybridization-Unknown	HSP90_Reduced_Salk_hsp90.2_Biological_Replicate_1	  	A-AFFY-2	P-AFFY-6	HSP90_Reduced_Salk_hsp90.2_Biological_Replicate_1	GSM189173.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7796/E-GEOD-7796.raw.1.zip	E-GEOD-7796-processed-data-1630578355.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7796/E-GEOD-7796.processed.1.zip	hsp90.2
GSE7796GSM189174	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	14	day	seedling	aerial part	hsp90.2	14 day old seedling grown in long days on GM medium, aerial tissue only:  See Sangster et al. "Phenotypic Diversity and Altered Environmental Plasticity in Arabidopsis thaliana with Reduced HSP90 Levels" for experimental rationale.  . Accession: Col-0; Age: 14 days; Tissue:  All aerial tissue; Transgenic:  HSP90 reduced	GSE7796GSM189174 sample	P-G7796-3	GSE7796GSM189174 extract	total RNA	P-G7796-1	GSE7796GSM189174 LE	biotin	synthetic RNA	Affymetrix:Protocol:Hybridization-Unknown	HSP90_Reduced_Salk_hsp90.2_Biological_Replicate_2	  	A-AFFY-2	P-AFFY-6	HSP90_Reduced_Salk_hsp90.2_Biological_Replicate_2	GSM189174.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7796/E-GEOD-7796.raw.1.zip	E-GEOD-7796-processed-data-1630578355.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7796/E-GEOD-7796.processed.1.zip	hsp90.2
GSE7796GSM189175	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	14	day	seedling	aerial part	hsp90.2	14 day old seedling grown in long days on GM medium, aerial tissue only:  See Sangster et al. "Phenotypic Diversity and Altered Environmental Plasticity in Arabidopsis thaliana with Reduced HSP90 Levels" for experimental rationale.  . Accession: Col-0; Age: 14 days; Tissue:  All aerial tissue; Transgenic:  HSP90 reduced	GSE7796GSM189175 sample	P-G7796-3	GSE7796GSM189175 extract	total RNA	P-G7796-1	GSE7796GSM189175 LE	biotin	synthetic RNA	Affymetrix:Protocol:Hybridization-Unknown	HSP90_Reduced_Salk_hsp90.2_Biological_Replicate_3	  	A-AFFY-2	P-AFFY-6	HSP90_Reduced_Salk_hsp90.2_Biological_Replicate_3	GSM189175.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7796/E-GEOD-7796.raw.1.zip	E-GEOD-7796-processed-data-1630578355.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7796/E-GEOD-7796.processed.1.zip	hsp90.2
GSE7796GSM189170	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	14	day	seedling	aerial part	hsp90.3	14 day old seedling grown in long days on GM medium, aerial tissue only:  See Sangster et al. "Phenotypic Diversity and Altered Environmental Plasticity in Arabidopsis thaliana with Reduced HSP90 Levels" for experimental rationale.  . Accession: Col-0; Age: 14 days; Tissue:  All aerial tissue; Transgenic:  HSP90 reduced	GSE7796GSM189170 sample	P-G7796-2	GSE7796GSM189170 extract	total RNA	P-G7796-1	GSE7796GSM189170 LE	biotin	synthetic RNA	Affymetrix:Protocol:Hybridization-Unknown	HSP90_Reduced_Salk_hsp90.3_Biological_Replicate_1	  	A-AFFY-2	P-AFFY-6	HSP90_Reduced_Salk_hsp90.3_Biological_Replicate_1	GSM189170.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7796/E-GEOD-7796.raw.1.zip	E-GEOD-7796-processed-data-1630578355.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7796/E-GEOD-7796.processed.1.zip	hsp90.3
GSE7796GSM189171	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	14	day	seedling	aerial part	hsp90.3	14 day old seedling grown in long days on GM medium, aerial tissue only:  See Sangster et al. "Phenotypic Diversity and Altered Environmental Plasticity in Arabidopsis thaliana with Reduced HSP90 Levels" for experimental rationale.  . Accession: Col-0; Age: 14 days; Tissue:  All aerial tissue; Transgenic:  HSP90 reduced	GSE7796GSM189171 sample	P-G7796-3	GSE7796GSM189171 extract	total RNA	P-G7796-1	GSE7796GSM189171 LE	biotin	synthetic RNA	Affymetrix:Protocol:Hybridization-Unknown	HSP90_Reduced_Salk_hsp90.3_Biological_Replicate_2	  	A-AFFY-2	P-AFFY-6	HSP90_Reduced_Salk_hsp90.3_Biological_Replicate_2	GSM189171.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7796/E-GEOD-7796.raw.1.zip	E-GEOD-7796-processed-data-1630578355.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7796/E-GEOD-7796.processed.1.zip	hsp90.3
GSE7796GSM189172	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	14	day	seedling	aerial part	hsp90.3	14 day old seedling grown in long days on GM medium, aerial tissue only:  See Sangster et al. "Phenotypic Diversity and Altered Environmental Plasticity in Arabidopsis thaliana with Reduced HSP90 Levels" for experimental rationale.  . Accession: Col-0; Age: 14 days; Tissue:  All aerial tissue; Transgenic:  HSP90 reduced	GSE7796GSM189172 sample	P-G7796-3	GSE7796GSM189172 extract	total RNA	P-G7796-1	GSE7796GSM189172 LE	biotin	synthetic RNA	Affymetrix:Protocol:Hybridization-Unknown	HSP90_Reduced_Salk_hsp90.3_Biological_Replicate_3	  	A-AFFY-2	P-AFFY-6	HSP90_Reduced_Salk_hsp90.3_Biological_Replicate_3	GSM189172.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7796/E-GEOD-7796.raw.1.zip	E-GEOD-7796-processed-data-1630578355.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7796/E-GEOD-7796.processed.1.zip	hsp90.3
