Source Name	Characteristics [organism]	Characteristics[organism part]	Characteristics[developmental stage]	Characteristics[genotype]	Characteristics[ecotype]	Description	Sample Name	Extract Name	Material Type	Labeled Extract Name	Label	Material Type	Protocol REF	Hybridization Name	Array Design REF	Comment [Array Design URI]	Protocol REF	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Derived Array Data Matrix File	Comment [Derived ArrayExpress Data Matrix FTP file]	FactorValue[genotype]	FactorValue[ecotype]
GSE2473GSM47031	Arabidopsis thaliana	inflorescence	stages 1 to 12	dcl3-1	Col-0	inflorescence stages 1 to 12:  Inflorescence stages 1 to 12.  RNA was extracted using TRIzol, purified using Qiagen RNA Midi Kit, and labeled using Ambion MessageAmp. dcl3-1 mutant allele.	GSE2473GSM47031 sample	GSE2473GSM47031 extract	total_RNA	GSE2473GSM47031 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	dcl3-121	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	dcl3-121	GSM47031.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-2473/E-GEOD-2473.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-GEOD-2473-processed-data-1626361062.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-2473/E-GEOD-2473.processed.1.zip	dcl3-1	Col-0
GSE2473GSM47028	Arabidopsis thaliana	inflorescence	stages 1 to 12	dcl2-1	Col-0	inflorescence stages 1 to 12:  Inflorescence stages 1 to 12.  RNA was extracted using TRIzol, purified using Qiagen RNA Midi Kit, and labeled using Ambion MessageAmp. dcl2-1 mutant allele.	GSE2473GSM47028 sample	GSE2473GSM47028 extract	total_RNA	GSE2473GSM47028 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	dcl2-1 18	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	dcl2-1 18	GSM47028.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-2473/E-GEOD-2473.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-GEOD-2473-processed-data-1626361062.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-2473/E-GEOD-2473.processed.1.zip	dcl2-1	Col-0
GSE2473GSM47029	Arabidopsis thaliana	inflorescence	stages 1 to 12	dcl2-1	Col-0	inflorescence stages 1 to 12:  Inflorescence stages 1 to 12.  RNA was extracted using TRIzol, purified using Qiagen RNA Midi Kit, and labeled using Ambion MessageAmp. dcl2-1 mutant allele.	GSE2473GSM47029 sample	GSE2473GSM47029 extract	total_RNA	GSE2473GSM47029 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	dcl2-1 19	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	dcl2-1 19	GSM47029.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-2473/E-GEOD-2473.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-GEOD-2473-processed-data-1626361062.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-2473/E-GEOD-2473.processed.1.zip	dcl2-1	Col-0
GSE2473GSM47030	Arabidopsis thaliana	inflorescence	stages 1 to 12	dcl2-1	Col-0	inflorescence stages 1 to 12:  Inflorescence stages 1 to 12.  RNA was extracted using TRIzol, purified using Qiagen RNA Midi Kit, and labeled using Ambion MessageAmp. dcl2-1 mutant allele.	GSE2473GSM47030 sample	GSE2473GSM47030 extract	total_RNA	GSE2473GSM47030 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	dcl2-1 20	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	dcl2-1 20	GSM47030.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-2473/E-GEOD-2473.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-GEOD-2473-processed-data-1626361062.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-2473/E-GEOD-2473.processed.1.zip	dcl2-1	Col-0
GSE2473GSM47034	Arabidopsis thaliana	inflorescence	stages 1 to 12	hen1 mutant	Landsberg	inflorescence stages 1 to 12:  Inflorescence stages 1 to 12.  RNA was extracted using TRIzol, purified using Qiagen RNA Midi Kit, and labeled using Ambion MessageAmp. hen1-1 mutant allele.	GSE2473GSM47034 sample	GSE2473GSM47034 extract	total_RNA	GSE2473GSM47034 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	hen1 24	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	hen1 24	GSM47034.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-2473/E-GEOD-2473.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-GEOD-2473-processed-data-1626361062.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-2473/E-GEOD-2473.processed.1.zip	hen1 mutant	Landsberg
GSE2473GSM47035	Arabidopsis thaliana	inflorescence	stages 1 to 12	hen1 mutant	Landsberg	inflorescence stages 1 to 12:  Inflorescence stages 1 to 12.  RNA was extracted using TRIzol, purified using Qiagen RNA Midi Kit, and labeled using Ambion MessageAmp. hen1-1 mutant allele.	GSE2473GSM47035 sample	GSE2473GSM47035 extract	total_RNA	GSE2473GSM47035 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	hen1 25	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	hen1 25	GSM47035.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-2473/E-GEOD-2473.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-GEOD-2473-processed-data-1626361062.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-2473/E-GEOD-2473.processed.1.zip	hen1 mutant	Landsberg
GSE2473GSM47036	Arabidopsis thaliana	inflorescence	stages 1 to 12	hen1 mutant	Landsberg	inflorescence stages 1 to 12:  Inflorescence stages 1 to 12.  RNA was extracted using TRIzol, purified using Qiagen RNA Midi Kit, and labeled using Ambion MessageAmp. hen1-1 mutant allele.	GSE2473GSM47036 sample	GSE2473GSM47036 extract	total_RNA	GSE2473GSM47036 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	hen1 26	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	hen1 26	GSM47036.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-2473/E-GEOD-2473.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-GEOD-2473-processed-data-1626361062.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-2473/E-GEOD-2473.processed.1.zip	hen1 mutant	Landsberg
GSE2473GSM47023	Arabidopsis thaliana	inflorescence	stages 1 to 12	dcl1-7	Landsberg	inflorescence stages 1 to 12:  Inflorescence stages 1 to 12.  RNA was extracted using TRIzol, purified using Qiagen RNA Midi Kit, and labeled using Ambion MessageAmp. dcl1-7 mutant allele.	GSE2473GSM47023 sample	GSE2473GSM47023 extract	total_RNA	GSE2473GSM47023 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	dcl1-7 13	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	dcl1-7 13	GSM47023.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-2473/E-GEOD-2473.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-GEOD-2473-processed-data-1626361062.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-2473/E-GEOD-2473.processed.1.zip	dcl1-7	Landsberg
GSE2473GSM47024	Arabidopsis thaliana	inflorescence	stages 1 to 12	dcl1-7	Landsberg	inflorescence stages 1 to 12:  Inflorescence stages 1 to 12.  RNA was extracted using TRIzol, purified using Qiagen RNA Midi Kit, and labeled using Ambion MessageAmp. dcl1-7 mutant allele.	GSE2473GSM47024 sample	GSE2473GSM47024 extract	total_RNA	GSE2473GSM47024 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	dcl1-7 14	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	dcl1-7 14	GSM47024.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-2473/E-GEOD-2473.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-GEOD-2473-processed-data-1626361062.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-2473/E-GEOD-2473.processed.1.zip	dcl1-7	Landsberg
GSE2473GSM47025	Arabidopsis thaliana	inflorescence	stages 1 to 12	dcl1-7	Landsberg	inflorescence stages 1 to 12:  Inflorescence stages 1 to 12.  RNA was extracted using TRIzol, purified using Qiagen RNA Midi Kit, and labeled using Ambion MessageAmp. dcl1-7 mutant allele.	GSE2473GSM47025 sample	GSE2473GSM47025 extract	total_RNA	GSE2473GSM47025 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	dcl1-7 15	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	dcl1-7 15	GSM47025.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-2473/E-GEOD-2473.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-GEOD-2473-processed-data-1626361062.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-2473/E-GEOD-2473.processed.1.zip	dcl1-7	Landsberg
GSE2473GSM47026	Arabidopsis thaliana	inflorescence	stages 1 to 12	dcl1-7	Landsberg	inflorescence stages 1 to 12:  Inflorescence stages 1 to 12.  RNA was extracted using TRIzol, purified using Qiagen RNA Midi Kit, and labeled using Ambion MessageAmp. dcl1-7 mutant allele.	GSE2473GSM47026 sample	GSE2473GSM47026 extract	total_RNA	GSE2473GSM47026 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	dcl1-7 16	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	dcl1-7 16	GSM47026.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-2473/E-GEOD-2473.raw.1.zip	  	E-GEOD-2473-processed-data-1626362072.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-2473/E-GEOD-2473.processed.1.zip	dcl1-7	Landsberg
GSE2473GSM47027	Arabidopsis thaliana	inflorescence	stages 1 to 12	dcl1-7	Landsberg	inflorescence stages 1 to 12:  Inflorescence stages 1 to 12.  RNA was extracted using TRIzol, purified using Qiagen RNA Midi Kit, and labeled using Ambion MessageAmp. dcl1-7 mutant allele.	GSE2473GSM47027 sample	GSE2473GSM47027 extract	total_RNA	GSE2473GSM47027 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	dcl1-7 17	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	dcl1-7 17	GSM47027.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-2473/E-GEOD-2473.raw.1.zip	  	E-GEOD-2473-processed-data-1626362072.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-2473/E-GEOD-2473.processed.1.zip	dcl1-7	Landsberg
GSE2473GSM47014	Arabidopsis thaliana	inflorescence	stages 1 to 12	wild type	Landsberg erecta	inflorescence stages 1 to 12:  Inflorescence stages 1 to 12.  RNA was extracted using TRIzol, purified using Qiagen RNA Midi Kit, and labeled using Ambion MessageAmp. Control for dcl1-7 13, dcl1-7 14, dcl1-7 15 and hen1 samples.	GSE2473GSM47014 sample	GSE2473GSM47014 extract	total_RNA	GSE2473GSM47014 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Ler 4	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	Ler 4	GSM47014.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-2473/E-GEOD-2473.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-GEOD-2473-processed-data-1626361062.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-2473/E-GEOD-2473.processed.1.zip	wild type	Landsberg erecta
GSE2473GSM47015	Arabidopsis thaliana	inflorescence	stages 1 to 12	wild type	Landsberg erecta	inflorescence stages 1 to 12:  Inflorescence stages 1 to 12.  RNA was extracted using TRIzol, purified using Qiagen RNA Midi Kit, and labeled using Ambion MessageAmp. Control for dcl1-7 13, dcl1-7 14, dcl1-7 15 and hen1 samples.	GSE2473GSM47015 sample	GSE2473GSM47015 extract	total_RNA	GSE2473GSM47015 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Ler 5	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	Ler 5	GSM47015.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-2473/E-GEOD-2473.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-GEOD-2473-processed-data-1626361062.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-2473/E-GEOD-2473.processed.1.zip	wild type	Landsberg erecta
GSE2473GSM47016	Arabidopsis thaliana	inflorescence	stages 1 to 12	wild type	Landsberg erecta	inflorescence stages 1 to 12:  Inflorescence stages 1 to 12.  RNA was extracted using TRIzol, purified using Qiagen RNA Midi Kit, and labeled using Ambion MessageAmp. Control for dcl1-7 13, dcl1-7 14, dcl1-7 15 and hen1 samples.	GSE2473GSM47016 sample	GSE2473GSM47016 extract	total_RNA	GSE2473GSM47016 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Ler 6	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	Ler 6	GSM47016.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-2473/E-GEOD-2473.raw.1.zip	Affymetrix:Protocol:ExpressionStat	E-GEOD-2473-processed-data-1626361062.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-2473/E-GEOD-2473.processed.1.zip	wild type	Landsberg erecta
GSE2473GSM47017	Arabidopsis thaliana	inflorescence	stages 1 to 12	wild type	Landsberg erecta	inflorescence stages 1 to 12:  Inflorescence stages 1 to 12.  RNA was extracted using TRIzol, purified using Qiagen RNA Midi Kit, and labeled using Ambion MessageAmp. Control for dcl1-7 16 and dcl1-7 17 samples.	GSE2473GSM47017 sample	GSE2473GSM47017 extract	total_RNA	GSE2473GSM47017 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Ler 7	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	Ler 7	GSM47017.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-2473/E-GEOD-2473.raw.1.zip	  	E-GEOD-2473-processed-data-1626362072.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-2473/E-GEOD-2473.processed.1.zip	wild type	Landsberg erecta
GSE2473GSM47018	Arabidopsis thaliana	inflorescence	stages 1 to 12	wild type	Landsberg erecta	inflorescence stages 1 to 12:  Inflorescence stages 1 to 12.  RNA was extracted using TRIzol, purified using Qiagen RNA Midi Kit, and labeled using Ambion MessageAmp. Control for dcl1-7 16 and dcl1-7 17 samples.	GSE2473GSM47018 sample	GSE2473GSM47018 extract	total_RNA	GSE2473GSM47018 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Ler 8	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	Ler 8	GSM47018.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-2473/E-GEOD-2473.raw.1.zip	  	E-GEOD-2473-processed-data-1626362072.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-2473/E-GEOD-2473.processed.1.zip	wild type	Landsberg erecta
GSE2473GSM47019	Arabidopsis thaliana	inflorescence	stages 1 to 12	wild type	Landsberg erecta	inflorescence stages 1 to 12:  Inflorescence stages 1 to 12.  RNA was extracted using TRIzol, purified using Qiagen RNA Midi Kit, and labeled using Ambion MessageAmp. Control for dcl1-7 16 and dcl1-7 17 samples.	GSE2473GSM47019 sample	GSE2473GSM47019 extract	total_RNA	GSE2473GSM47019 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Ler 9	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	Ler 9	GSM47019.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-2473/E-GEOD-2473.raw.1.zip	  	E-GEOD-2473-processed-data-1626362072.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-2473/E-GEOD-2473.processed.1.zip	wild type	Landsberg erecta
