Source Name	Material Type	Characteristics[developmental stage]	Characteristics [age]	Unit[time unit]	Characteristics [ecotype]	Characteristics [organism]	Term Source REF	Term Accession Number	Characteristics [organism part]	Term Source REF	Term Accession Number	Characteristics [growth condition]	Term Source REF	Term Accession Number	Comment [Sample_description]	Comment [Sample_source_name]	Comment [Sample_title]	Protocol REF	Term Source REF	Protocol REF	Term Source REF	Protocol REF	Term Source REF	Extract Name	Material Type	Protocol REF	Term Source REF	Labeled Extract Name	Label	Protocol REF	Term Source REF	Assay Name	Array Design REF	Term Source REF	Technology Type	Protocol REF	Term Source REF	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Term Source REF	Normalization Name	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	FactorValue [growth condition]	Term Source REF	Term Accession Number	FactorValue [ecotype]
GSM842221 1	organism part	seedling	12	day	SQ8	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	root	EFO	EFO_0000989	KCl control for 2 hours	  	  	2 SQ8 C.CEL	"12 day old Arabidopsis SQ8 ecotype roots, 2 hr 5mM KCl control treated"	"SQ8 roots 2hr KCl control treated, biological rep2"	P-GSE34130-44	ArrayExpress	P-GSE34130-43	ArrayExpress	P-GSE34130-45	ArrayExpress	GSM842221 extract 1	total RNA	P-GSE34130-46	ArrayExpress	GSM842221 LE 1	biotin	P-GSE34130-47	ArrayExpress	GSM842221	A-AFFY-2	ArrayExpress	array assay	P-GSE34130-48	ArrayExpress	GSM842221.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-34130/E-GEOD-34130.raw.1.zip	P-GSE34130-20	ArrayExpress	GSM842221_sample_table.txt norm	GSM842221_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-34130/E-GEOD-34130.processed.1.zip	control	  	  	SQ8
GSM842220 1	organism part	seedling	12	day	SQ8	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	root	EFO	EFO_0000989	KCl control for 2 hours	  	  	1 SQ8 C.CEL	"12 day old Arabidopsis SQ8 ecotype roots, 2 hr 5mM KCl control treated"	"SQ8 roots 2hr KCl control treated, biological rep1"	P-GSE34130-44	ArrayExpress	P-GSE34130-43	ArrayExpress	P-GSE34130-45	ArrayExpress	GSM842220 extract 1	total RNA	P-GSE34130-46	ArrayExpress	GSM842220 LE 1	biotin	P-GSE34130-47	ArrayExpress	GSM842220	A-AFFY-2	ArrayExpress	array assay	P-GSE34130-48	ArrayExpress	GSM842220.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-34130/E-GEOD-34130.raw.1.zip	P-GSE34130-19	ArrayExpress	GSM842220_sample_table.txt norm	GSM842220_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-34130/E-GEOD-34130.processed.1.zip	control	  	  	SQ8
GSM842219 1	organism part	seedling	12	day	NFA8	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	root	EFO	EFO_0000989	KNO3 nitrogen for 2 hours	EO	http://purl.obolibrary.org/obo/EO_0007284	3 NFA8 T.CEL	"12 day old Arabidopsis NFA8 ecotype roots, 2 hr 5mM KNO3 nitrogen treated"	"NFA8 roots 2hr KNO3 nitrogen treated, biological rep3"	P-GSE34130-44	ArrayExpress	P-GSE34130-43	ArrayExpress	P-GSE34130-45	ArrayExpress	GSM842219 extract 1	total RNA	P-GSE34130-46	ArrayExpress	GSM842219 LE 1	biotin	P-GSE34130-47	ArrayExpress	GSM842219	A-AFFY-2	ArrayExpress	array assay	P-GSE34130-48	ArrayExpress	GSM842219.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-34130/E-GEOD-34130.raw.1.zip	P-GSE34130-18	ArrayExpress	GSM842219_sample_table.txt norm	GSM842219_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-34130/E-GEOD-34130.processed.1.zip	KNO3 nitrogen for 2 hours	EO	http://purl.obolibrary.org/obo/EO_0007284	NFA8
GSM842218 1	organism part	seedling	12	day	NFA8	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	root	EFO	EFO_0000989	KNO3 nitrogen for 2 hours	EO	http://purl.obolibrary.org/obo/EO_0007284	2 NFA8 T.CEL	"12 day old Arabidopsis NFA8 ecotype roots, 2 hr 5mM KNO3 nitrogen treated"	"NFA8 roots 2hr KNO3 nitrogen treated, biological rep2"	P-GSE34130-44	ArrayExpress	P-GSE34130-43	ArrayExpress	P-GSE34130-45	ArrayExpress	GSM842218 extract 1	total RNA	P-GSE34130-46	ArrayExpress	GSM842218 LE 1	biotin	P-GSE34130-47	ArrayExpress	GSM842218	A-AFFY-2	ArrayExpress	array assay	P-GSE34130-48	ArrayExpress	GSM842218.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-34130/E-GEOD-34130.raw.1.zip	P-GSE34130-17	ArrayExpress	GSM842218_sample_table.txt norm	GSM842218_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-34130/E-GEOD-34130.processed.1.zip	KNO3 nitrogen for 2 hours	EO	http://purl.obolibrary.org/obo/EO_0007284	NFA8
GSM842217 1	organism part	seedling	12	day	NFA8	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	root	EFO	EFO_0000989	KNO3 nitrogen for 2 hours	EO	http://purl.obolibrary.org/obo/EO_0007284	1 NFA8 T.CEL	"12 day old Arabidopsis NFA8 ecotype roots, 2 hr 5mM KNO3 nitrogen treated"	"NFA8 roots 2hr KNO3 nitrogen treated, biological rep1"	P-GSE34130-44	ArrayExpress	P-GSE34130-43	ArrayExpress	P-GSE34130-45	ArrayExpress	GSM842217 extract 1	total RNA	P-GSE34130-46	ArrayExpress	GSM842217 LE 1	biotin	P-GSE34130-47	ArrayExpress	GSM842217	A-AFFY-2	ArrayExpress	array assay	P-GSE34130-48	ArrayExpress	GSM842217.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-34130/E-GEOD-34130.raw.1.zip	P-GSE34130-16	ArrayExpress	GSM842217_sample_table.txt norm	GSM842217_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-34130/E-GEOD-34130.processed.1.zip	KNO3 nitrogen for 2 hours	EO	http://purl.obolibrary.org/obo/EO_0007284	NFA8
GSM842216 1	organism part	seedling	12	day	NFA8	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	root	EFO	EFO_0000989	KCl control for 2 hours	  	  	3 NFA8 C.CEL	"12 day old Arabidopsis NFA8 ecotype roots, 2 hr 5mM KCl control treated"	"NFA8 roots 2hr KCl control treated, biological rep3"	P-GSE34130-44	ArrayExpress	P-GSE34130-43	ArrayExpress	P-GSE34130-45	ArrayExpress	GSM842216 extract 1	total RNA	P-GSE34130-46	ArrayExpress	GSM842216 LE 1	biotin	P-GSE34130-47	ArrayExpress	GSM842216	A-AFFY-2	ArrayExpress	array assay	P-GSE34130-48	ArrayExpress	GSM842216.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-34130/E-GEOD-34130.raw.1.zip	P-GSE34130-15	ArrayExpress	GSM842216_sample_table.txt norm	GSM842216_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-34130/E-GEOD-34130.processed.1.zip	control	  	  	NFA8
GSM842215 1	organism part	seedling	12	day	NFA8	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	root	EFO	EFO_0000989	KCl control for 2 hours	  	  	2 NFA8 C.CEL	"12 day old Arabidopsis NFA8 ecotype roots, 2 hr 5mM KCl control treated"	"NFA8 roots 2hr KCl control treated, biological rep2"	P-GSE34130-44	ArrayExpress	P-GSE34130-43	ArrayExpress	P-GSE34130-45	ArrayExpress	GSM842215 extract 1	total RNA	P-GSE34130-46	ArrayExpress	GSM842215 LE 1	biotin	P-GSE34130-47	ArrayExpress	GSM842215	A-AFFY-2	ArrayExpress	array assay	P-GSE34130-48	ArrayExpress	GSM842215.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-34130/E-GEOD-34130.raw.1.zip	P-GSE34130-14	ArrayExpress	GSM842215_sample_table.txt norm	GSM842215_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-34130/E-GEOD-34130.processed.1.zip	control	  	  	NFA8
GSM842214 1	organism part	seedling	12	day	NFA8	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	root	EFO	EFO_0000989	KCl control for 2 hours	  	  	1 NFA8 C.CEL	"12 day old Arabidopsis NFA8 ecotype roots, 2 hr 5mM KCl control treated"	"NFA8 roots 2hr KCl control treated, biological rep1"	P-GSE34130-44	ArrayExpress	P-GSE34130-43	ArrayExpress	P-GSE34130-45	ArrayExpress	GSM842214 extract 1	total RNA	P-GSE34130-46	ArrayExpress	GSM842214 LE 1	biotin	P-GSE34130-47	ArrayExpress	GSM842214	A-AFFY-2	ArrayExpress	array assay	P-GSE34130-48	ArrayExpress	GSM842214.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-34130/E-GEOD-34130.raw.1.zip	P-GSE34130-13	ArrayExpress	GSM842214_sample_table.txt norm	GSM842214_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-34130/E-GEOD-34130.processed.1.zip	control	  	  	NFA8
GSM842213 1	organism part	seedling	12	day	Kas2	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	root	EFO	EFO_0000989	KNO3 nitrogen for 2 hours	EO	http://purl.obolibrary.org/obo/EO_0007284	3 Kas2 T.CEL	"12 day old Arabidopsis Kas2 ecotype roots, 2 hr 5mM KNO3 nitrogen treated"	"Kas2 roots 2hr KNO3 nitrogen treated, biological rep3"	P-GSE34130-44	ArrayExpress	P-GSE34130-43	ArrayExpress	P-GSE34130-45	ArrayExpress	GSM842213 extract 1	total RNA	P-GSE34130-46	ArrayExpress	GSM842213 LE 1	biotin	P-GSE34130-47	ArrayExpress	GSM842213	A-AFFY-2	ArrayExpress	array assay	P-GSE34130-48	ArrayExpress	GSM842213.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-34130/E-GEOD-34130.raw.1.zip	P-GSE34130-12	ArrayExpress	GSM842213_sample_table.txt norm	GSM842213_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-34130/E-GEOD-34130.processed.1.zip	KNO3 nitrogen for 2 hours	EO	http://purl.obolibrary.org/obo/EO_0007284	Kas2
GSM842212 1	organism part	seedling	12	day	Kas2	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	root	EFO	EFO_0000989	KNO3 nitrogen for 2 hours	EO	http://purl.obolibrary.org/obo/EO_0007284	2 Kas2 T.CEL	"12 day old Arabidopsis Kas2 ecotype roots, 2 hr 5mM KNO3 nitrogen treated"	"Kas2 roots 2hr KNO3 nitrogen treated, biological rep2"	P-GSE34130-44	ArrayExpress	P-GSE34130-43	ArrayExpress	P-GSE34130-45	ArrayExpress	GSM842212 extract 1	total RNA	P-GSE34130-46	ArrayExpress	GSM842212 LE 1	biotin	P-GSE34130-47	ArrayExpress	GSM842212	A-AFFY-2	ArrayExpress	array assay	P-GSE34130-48	ArrayExpress	GSM842212.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-34130/E-GEOD-34130.raw.1.zip	P-GSE34130-11	ArrayExpress	GSM842212_sample_table.txt norm	GSM842212_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-34130/E-GEOD-34130.processed.1.zip	KNO3 nitrogen for 2 hours	EO	http://purl.obolibrary.org/obo/EO_0007284	Kas2
GSM842211 1	organism part	seedling	12	day	Kas2	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	root	EFO	EFO_0000989	KNO3 nitrogen for 2 hours	EO	http://purl.obolibrary.org/obo/EO_0007284	1 Kas2 T.CEL	"12 day old Arabidopsis Kas2 ecotype roots, 2 hr 5mM KNO3 nitrogen treated"	"Kas2 roots 2hr KNO3 nitrogen treated, biological rep1"	P-GSE34130-44	ArrayExpress	P-GSE34130-43	ArrayExpress	P-GSE34130-45	ArrayExpress	GSM842211 extract 1	total RNA	P-GSE34130-46	ArrayExpress	GSM842211 LE 1	biotin	P-GSE34130-47	ArrayExpress	GSM842211	A-AFFY-2	ArrayExpress	array assay	P-GSE34130-48	ArrayExpress	GSM842211.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-34130/E-GEOD-34130.raw.1.zip	P-GSE34130-10	ArrayExpress	GSM842211_sample_table.txt norm	GSM842211_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-34130/E-GEOD-34130.processed.1.zip	KNO3 nitrogen for 2 hours	EO	http://purl.obolibrary.org/obo/EO_0007284	Kas2
GSM842210 1	organism part	seedling	12	day	Kas2	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	root	EFO	EFO_0000989	KCl control for 2 hours	  	  	3 Kas2 C.CEL	"12 day old Arabidopsis Kas2 ecotype roots, 2 hr 5mM KCl control treated"	"Kas2 roots 2hr KCl control treated, biological rep3"	P-GSE34130-44	ArrayExpress	P-GSE34130-43	ArrayExpress	P-GSE34130-45	ArrayExpress	GSM842210 extract 1	total RNA	P-GSE34130-46	ArrayExpress	GSM842210 LE 1	biotin	P-GSE34130-47	ArrayExpress	GSM842210	A-AFFY-2	ArrayExpress	array assay	P-GSE34130-48	ArrayExpress	GSM842210.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-34130/E-GEOD-34130.raw.1.zip	P-GSE34130-9	ArrayExpress	GSM842210_sample_table.txt norm	GSM842210_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-34130/E-GEOD-34130.processed.1.zip	control	  	  	Kas2
GSM842209 1	organism part	seedling	12	day	Kas2	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	root	EFO	EFO_0000989	KCl control for 2 hours	  	  	2 Kas2 C.CEL	"12 day old Arabidopsis Kas2 ecotype roots, 2 hr 5mM KCl control treated"	"Kas2 roots 2hr KCl control treated, biological rep2"	P-GSE34130-44	ArrayExpress	P-GSE34130-43	ArrayExpress	P-GSE34130-45	ArrayExpress	GSM842209 extract 1	total RNA	P-GSE34130-46	ArrayExpress	GSM842209 LE 1	biotin	P-GSE34130-47	ArrayExpress	GSM842209	A-AFFY-2	ArrayExpress	array assay	P-GSE34130-48	ArrayExpress	GSM842209.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-34130/E-GEOD-34130.raw.1.zip	P-GSE34130-8	ArrayExpress	GSM842209_sample_table.txt norm	GSM842209_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-34130/E-GEOD-34130.processed.1.zip	control	  	  	Kas2
GSM842208 1	organism part	seedling	12	day	Kas2	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	root	EFO	EFO_0000989	KCl control for 2 hours	  	  	1 Kas2 C.CEL	"12 day old Arabidopsis Kas2 ecotype roots, 2 hr 5mM KCl control treated"	"Kas2 roots 2hr KCl control treated, biological rep1"	P-GSE34130-44	ArrayExpress	P-GSE34130-43	ArrayExpress	P-GSE34130-45	ArrayExpress	GSM842208 extract 1	total RNA	P-GSE34130-46	ArrayExpress	GSM842208 LE 1	biotin	P-GSE34130-47	ArrayExpress	GSM842208	A-AFFY-2	ArrayExpress	array assay	P-GSE34130-48	ArrayExpress	GSM842208.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-34130/E-GEOD-34130.raw.1.zip	P-GSE34130-7	ArrayExpress	GSM842208_sample_table.txt norm	GSM842208_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-34130/E-GEOD-34130.processed.1.zip	control	  	  	Kas2
GSM842207 1	organism part	seedling	12	day	Col0	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	root	EFO	EFO_0000989	KNO3 nitrogen for 2 hours	EO	http://purl.obolibrary.org/obo/EO_0007284	3 Col0 T.CEL	"12 day old Arabidopsis Col0 ecotype roots, 2 hr 5mM KNO3 nitrogen treated"	"Col0 roots 2hr KNO3 nitrogen treated, biological rep3"	P-GSE34130-44	ArrayExpress	P-GSE34130-43	ArrayExpress	P-GSE34130-45	ArrayExpress	GSM842207 extract 1	total RNA	P-GSE34130-46	ArrayExpress	GSM842207 LE 1	biotin	P-GSE34130-47	ArrayExpress	GSM842207	A-AFFY-2	ArrayExpress	array assay	P-GSE34130-48	ArrayExpress	GSM842207.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-34130/E-GEOD-34130.raw.1.zip	P-GSE34130-6	ArrayExpress	GSM842207_sample_table.txt norm	GSM842207_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-34130/E-GEOD-34130.processed.1.zip	KNO3 nitrogen for 2 hours	EO	http://purl.obolibrary.org/obo/EO_0007284	Col0
GSM842206 1	organism part	seedling	12	day	Col0	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	root	EFO	EFO_0000989	KNO3 nitrogen for 2 hours	EO	http://purl.obolibrary.org/obo/EO_0007284	2 Col0 T.CEL	"12 day old Arabidopsis Col0 ecotype roots, 2 hr 5mM KNO3 nitrogen treated"	"Col0 roots 2hr KNO3 nitrogen treated, biological rep2"	P-GSE34130-44	ArrayExpress	P-GSE34130-43	ArrayExpress	P-GSE34130-45	ArrayExpress	GSM842206 extract 1	total RNA	P-GSE34130-46	ArrayExpress	GSM842206 LE 1	biotin	P-GSE34130-47	ArrayExpress	GSM842206	A-AFFY-2	ArrayExpress	array assay	P-GSE34130-48	ArrayExpress	GSM842206.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-34130/E-GEOD-34130.raw.1.zip	P-GSE34130-5	ArrayExpress	GSM842206_sample_table.txt norm	GSM842206_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-34130/E-GEOD-34130.processed.1.zip	KNO3 nitrogen for 2 hours	EO	http://purl.obolibrary.org/obo/EO_0007284	Col0
GSM842205 1	organism part	seedling	12	day	Col0	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	root	EFO	EFO_0000989	KNO3 nitrogen for 2 hours	EO	http://purl.obolibrary.org/obo/EO_0007284	1 Col0 T.CEL	"12 day old Arabidopsis Col0 ecotype roots, 2 hr 5mM KNO3 nitrogen treated"	"Col0 roots 2hr KNO3 nitrogen treated, biological rep1"	P-GSE34130-44	ArrayExpress	P-GSE34130-43	ArrayExpress	P-GSE34130-45	ArrayExpress	GSM842205 extract 1	total RNA	P-GSE34130-46	ArrayExpress	GSM842205 LE 1	biotin	P-GSE34130-47	ArrayExpress	GSM842205	A-AFFY-2	ArrayExpress	array assay	P-GSE34130-48	ArrayExpress	GSM842205.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-34130/E-GEOD-34130.raw.1.zip	P-GSE34130-4	ArrayExpress	GSM842205_sample_table.txt norm	GSM842205_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-34130/E-GEOD-34130.processed.1.zip	KNO3 nitrogen for 2 hours	EO	http://purl.obolibrary.org/obo/EO_0007284	Col0
GSM842204 1	organism part	seedling	12	day	Col0	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	root	EFO	EFO_0000989	KCl control for 2 hours	  	  	3 Col0 C.CEL	"12 day old Arabidopsis Col0 ecotype roots, 2 hr 5mM KCl control treated"	"Col0 roots 2hr KCl control treated, biological rep3"	P-GSE34130-44	ArrayExpress	P-GSE34130-43	ArrayExpress	P-GSE34130-45	ArrayExpress	GSM842204 extract 1	total RNA	P-GSE34130-46	ArrayExpress	GSM842204 LE 1	biotin	P-GSE34130-47	ArrayExpress	GSM842204	A-AFFY-2	ArrayExpress	array assay	P-GSE34130-48	ArrayExpress	GSM842204.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-34130/E-GEOD-34130.raw.1.zip	P-GSE34130-3	ArrayExpress	GSM842204_sample_table.txt norm	GSM842204_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-34130/E-GEOD-34130.processed.1.zip	control	  	  	Col0
GSM842203 1	organism part	seedling	12	day	Col0	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	root	EFO	EFO_0000989	KCl control for 2 hours	  	  	2 Col0 C.CEL	"12 day old Arabidopsis Col0 ecotype roots, 2 hr 5mM KCl control treated"	"Col0 roots 2hr KCl control treated, biological rep2"	P-GSE34130-44	ArrayExpress	P-GSE34130-43	ArrayExpress	P-GSE34130-45	ArrayExpress	GSM842203 extract 1	total RNA	P-GSE34130-46	ArrayExpress	GSM842203 LE 1	biotin	P-GSE34130-47	ArrayExpress	GSM842203	A-AFFY-2	ArrayExpress	array assay	P-GSE34130-48	ArrayExpress	GSM842203.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-34130/E-GEOD-34130.raw.1.zip	P-GSE34130-2	ArrayExpress	GSM842203_sample_table.txt norm	GSM842203_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-34130/E-GEOD-34130.processed.1.zip	control	  	  	Col0
GSM842202 1	organism part	seedling	12	day	Col0	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	root	EFO	EFO_0000989	KCl control for 2 hours	  	  	1 Col0 C.CEL	"12 day old Arabidopsis Col0 ecotype roots, 2 hr 5mM KCl control treated"	"Col0 roots 2hr KCl control treated, biological rep1"	P-GSE34130-44	ArrayExpress	P-GSE34130-43	ArrayExpress	P-GSE34130-45	ArrayExpress	GSM842202 extract 1	total RNA	P-GSE34130-46	ArrayExpress	GSM842202 LE 1	biotin	P-GSE34130-47	ArrayExpress	GSM842202	A-AFFY-2	ArrayExpress	array assay	P-GSE34130-48	ArrayExpress	GSM842202.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-34130/E-GEOD-34130.raw.1.zip	P-GSE34130-1	ArrayExpress	GSM842202_sample_table.txt norm	GSM842202_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-34130/E-GEOD-34130.processed.1.zip	control	  	  	Col0
