Source Name	Characteristics[organism]	Characteristics[ecotype]	Characteristics[developmental stage]	Characteristics[organism part]	Characteristics[genotype]	Provider	Comment [biosource type]	Protocol REF	Protocol REF	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Protocol REF	Hybridization Name	Array Design REF	Protocol REF	Array Data File	Comment [ArrayExpress FTP file]	FactorValue [genotype]	FactorValue [organism part]	FactorValue[compound]	Factor Value [time]	Unit[time unit]
CPIB_IAATC_rootplate_41	Arabidopsis thaliana	Col-0	seedling	primary root elongation zone	wild type	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29507	P-MTAB-29509	CPIB_IAATC_RNA_41	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_41.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_41	A-AFFY-2	P-MTAB-29512	Holman_535_041_WT_0mins_EZ_control_Rep2_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	wild type	primary root elongation zone	control	0	minute
CPIB_IAATC_rootplate_42	Arabidopsis thaliana	Col-0	seedling	primary root elongation zone	wild type	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29507	P-MTAB-29509	CPIB_IAATC_RNA_42	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_42.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_42	A-AFFY-2	P-MTAB-29512	Holman_535_042_WT_0mins_EZ_control_Rep3_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	wild type	primary root elongation zone	control	0	minute
CPIB_IAATC_rootplate_43	Arabidopsis thaliana	Col-0	seedling	primary root elongation zone	wild type	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29507	P-MTAB-29509	CPIB_IAATC_RNA_43	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_43.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_43	A-AFFY-2	P-MTAB-29512	Holman_535_043_WT_15mins_EZ_control_Rep1_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	wild type	primary root elongation zone	control	15	minute
CPIB_IAATC_rootplate_44	Arabidopsis thaliana	Col-0	seedling	primary root elongation zone	wild type	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29507	P-MTAB-29509	CPIB_IAATC_RNA_44	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_44.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_44	A-AFFY-2	P-MTAB-29512	Holman_535_044_WT_15mins_EZ_control_Rep2_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	wild type	primary root elongation zone	control	15	minute
CPIB_IAATC_rootplate_45	Arabidopsis thaliana	Col-0	seedling	primary root elongation zone	wild type	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29507	P-MTAB-29509	CPIB_IAATC_RNA_45	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_45.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_45	A-AFFY-2	P-MTAB-29512	Holman_535_045_WT_15mins_EZ_control_Rep3_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	wild type	primary root elongation zone	control	15	minute
CPIB_IAATC_rootplate_46	Arabidopsis thaliana	Col-0	seedling	primary root elongation zone	wild type	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29508	P-MTAB-29509	CPIB_IAATC_RNA_46	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_46.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_46	A-AFFY-2	P-MTAB-29512	Holman_535_046_WT_15mins_EZ_IAA_Rep1_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	wild type	primary root elongation zone	indole-3-acetic acid	15	minute
CPIB_IAATC_rootplate_47	Arabidopsis thaliana	Col-0	seedling	primary root elongation zone	wild type	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29508	P-MTAB-29509	CPIB_IAATC_RNA_47	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_47.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_47	A-AFFY-2	P-MTAB-29512	Holman_535_047_WT_15mins_EZ_IAA_Rep2_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	wild type	primary root elongation zone	indole-3-acetic acid	15	minute
CPIB_IAATC_rootplate_48	Arabidopsis thaliana	Col-0	seedling	primary root elongation zone	wild type	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29508	P-MTAB-29509	CPIB_IAATC_RNA_48	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_48.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_48	A-AFFY-2	P-MTAB-29512	Holman_535_048_WT_15mins_EZ_IAA_Rep3_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	wild type	primary root elongation zone	indole-3-acetic acid	15	minute
CPIB_IAATC_rootplate_49	Arabidopsis thaliana	Col-0	seedling	primary root elongation zone	wild type	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29507	P-MTAB-29509	CPIB_IAATC_RNA_49	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_49.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_49	A-AFFY-2	P-MTAB-29512	Holman_535_049_WT_30mins_EZ_control_Rep1_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	wild type	primary root elongation zone	control	30	minute
CPIB_IAATC_rootplate_50	Arabidopsis thaliana	Col-0	seedling	primary root elongation zone	wild type	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29507	P-MTAB-29509	CPIB_IAATC_RNA_50	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_50.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_50	A-AFFY-2	P-MTAB-29512	Holman_535_050_WT_30mins_EZ_control_Rep2_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	wild type	primary root elongation zone	control	30	minute
CPIB_IAATC_rootplate_51	Arabidopsis thaliana	Col-0	seedling	primary root elongation zone	wild type	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29507	P-MTAB-29509	CPIB_IAATC_RNA_51	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_51.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_51	A-AFFY-2	P-MTAB-29512	Holman_535_051_WT_30mins_EZ_control_Rep3_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	wild type	primary root elongation zone	control	30	minute
CPIB_IAATC_rootplate_52	Arabidopsis thaliana	Col-0	seedling	primary root elongation zone	wild type	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29508	P-MTAB-29509	CPIB_IAATC_RNA_52	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_52.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_52	A-AFFY-2	P-MTAB-29512	Holman_535_052_WT_30mins_EZ_IAA_Rep1_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	wild type	primary root elongation zone	indole-3-acetic acid	30	minute
CPIB_IAATC_rootplate_53	Arabidopsis thaliana	Col-0	seedling	primary root elongation zone	wild type	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29508	P-MTAB-29509	CPIB_IAATC_RNA_53	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_53.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_53	A-AFFY-2	P-MTAB-29512	Holman_535_053_WT_30mins_EZ_IAA_Rep2_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	wild type	primary root elongation zone	indole-3-acetic acid	30	minute
CPIB_IAATC_rootplate_54	Arabidopsis thaliana	Col-0	seedling	primary root elongation zone	wild type	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29508	P-MTAB-29509	CPIB_IAATC_RNA_54	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_54.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_54	A-AFFY-2	P-MTAB-29512	Holman_535_054_WT_30mins_EZ_IAA_Rep3_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	wild type	primary root elongation zone	indole-3-acetic acid	30	minute
CPIB_IAATC_rootplate_55	Arabidopsis thaliana	Col-0	seedling	primary root elongation zone	wild type	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29507	P-MTAB-29509	CPIB_IAATC_RNA_55	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_55.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_55	A-AFFY-2	P-MTAB-29512	Holman_535_055_WT_60mins_EZ_control_Rep1_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	wild type	primary root elongation zone	control	60	minute
CPIB_IAATC_rootplate_56	Arabidopsis thaliana	Col-0	seedling	primary root elongation zone	wild type	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29507	P-MTAB-29509	CPIB_IAATC_RNA_56	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_56.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_56	A-AFFY-2	P-MTAB-29512	Holman_535_056_WT_60mins_EZ_control_Rep2_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	wild type	primary root elongation zone	control	60	minute
CPIB_IAATC_rootplate_57	Arabidopsis thaliana	Col-0	seedling	primary root elongation zone	wild type	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29507	P-MTAB-29509	CPIB_IAATC_RNA_57	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_57.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_57	A-AFFY-2	P-MTAB-29512	Holman_535_057_WT_60mins_EZ_control_Rep3_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	wild type	primary root elongation zone	control	60	minute
CPIB_IAATC_rootplate_58	Arabidopsis thaliana	Col-0	seedling	primary root elongation zone	wild type	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29508	P-MTAB-29509	CPIB_IAATC_RNA_58	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_58.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_58	A-AFFY-2	P-MTAB-29512	Holman_535_058_WT_60mins_EZ_IAA_Rep1_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	wild type	primary root elongation zone	indole-3-acetic acid	60	minute
CPIB_IAATC_rootplate_59	Arabidopsis thaliana	Col-0	seedling	primary root elongation zone	wild type	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29508	P-MTAB-29509	CPIB_IAATC_RNA_59	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_59.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_59	A-AFFY-2	P-MTAB-29512	Holman_535_059_WT_60mins_EZ_IAA_Rep2_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	wild type	primary root elongation zone	indole-3-acetic acid	60	minute
CPIB_IAATC_rootplate_60	Arabidopsis thaliana	Col-0	seedling	primary root elongation zone	wild type	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29508	P-MTAB-29509	CPIB_IAATC_RNA_60	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_60.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_60	A-AFFY-2	P-MTAB-29512	Holman_535_060_WT_60mins_EZ_IAA_Rep3_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	wild type	primary root elongation zone	indole-3-acetic acid	60	minute
CPIB_IAATC_rootplate_61	Arabidopsis thaliana	Col-0	seedling	primary root elongation zone	wild type	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29507	P-MTAB-29509	CPIB_IAATC_RNA_61	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_61.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_61	A-AFFY-2	P-MTAB-29512	Holman_535_061_WT_120mins_EZ_control_Rep1_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	wild type	primary root elongation zone	control	120	minute
CPIB_IAATC_rootplate_62	Arabidopsis thaliana	Col-0	seedling	primary root elongation zone	wild type	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29507	P-MTAB-29509	CPIB_IAATC_RNA_62	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_62.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_62	A-AFFY-2	P-MTAB-29512	Holman_535_062_WT_120mins_EZ_control_Rep2_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	wild type	primary root elongation zone	control	120	minute
CPIB_IAATC_rootplate_63	Arabidopsis thaliana	Col-0	seedling	primary root elongation zone	wild type	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29507	P-MTAB-29509	CPIB_IAATC_RNA_63	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_63.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_63	A-AFFY-2	P-MTAB-29512	Holman_535_063_WT_120mins_EZ_control_Rep3_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	wild type	primary root elongation zone	control	120	minute
CPIB_IAATC_rootplate_64	Arabidopsis thaliana	Col-0	seedling	primary root elongation zone	wild type	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29508	P-MTAB-29509	CPIB_IAATC_RNA_64	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_64.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_64	A-AFFY-2	P-MTAB-29512	Holman_535_064_WT_120mins_EZ_IAA_Rep1_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	wild type	primary root elongation zone	indole-3-acetic acid	120	minute
CPIB_IAATC_rootplate_65	Arabidopsis thaliana	Col-0	seedling	primary root elongation zone	wild type	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29508	P-MTAB-29509	CPIB_IAATC_RNA_65	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_65.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_65	A-AFFY-2	P-MTAB-29512	Holman_535_065_WT_120mins_EZ_IAA_Rep2_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	wild type	primary root elongation zone	indole-3-acetic acid	120	minute
CPIB_IAATC_rootplate_66	Arabidopsis thaliana	Col-0	seedling	primary root elongation zone	wild type	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29508	P-MTAB-29509	CPIB_IAATC_RNA_66	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_66.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_66	A-AFFY-2	P-MTAB-29512	Holman_535_066_WT_120mins_EZ_IAA_Rep3_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	wild type	primary root elongation zone	indole-3-acetic acid	120	minute
CPIB_IAATC_rootplate_67	Arabidopsis thaliana	Col-0	seedling	primary root elongation zone	wild type	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29507	P-MTAB-29509	CPIB_IAATC_RNA_67	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_67.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_67	A-AFFY-2	P-MTAB-29512	Holman_535_067_WT_240mins_EZ_control_Rep1_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	wild type	primary root elongation zone	control	240	minute
CPIB_IAATC_rootplate_68	Arabidopsis thaliana	Col-0	seedling	primary root elongation zone	wild type	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29507	P-MTAB-29509	CPIB_IAATC_RNA_68	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_68.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_68	A-AFFY-2	P-MTAB-29512	Holman_535_068_WT_240mins_EZ_control_Rep2_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	wild type	primary root elongation zone	control	240	minute
CPIB_IAATC_rootplate_69	Arabidopsis thaliana	Col-0	seedling	primary root elongation zone	wild type	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29507	P-MTAB-29509	CPIB_IAATC_RNA_69	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_69.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_69	A-AFFY-2	P-MTAB-29512	Holman_535_069_WT_240mins_EZ_control_Rep3_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	wild type	primary root elongation zone	control	240	minute
CPIB_IAATC_rootplate_70	Arabidopsis thaliana	Col-0	seedling	primary root elongation zone	wild type	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29508	P-MTAB-29509	CPIB_IAATC_RNA_70	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_70.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_70	A-AFFY-2	P-MTAB-29512	Holman_535_070_WT_240mins_EZ_IAA_Rep1_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	wild type	primary root elongation zone	indole-3-acetic acid	240	minute
CPIB_IAATC_rootplate_71	Arabidopsis thaliana	Col-0	seedling	primary root elongation zone	wild type	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29508	P-MTAB-29509	CPIB_IAATC_RNA_71	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_71.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_71	A-AFFY-2	P-MTAB-29512	Holman_535_071_WT_240mins_EZ_IAA_Rep2_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	wild type	primary root elongation zone	indole-3-acetic acid	240	minute
CPIB_IAATC_rootplate_72	Arabidopsis thaliana	Col-0	seedling	primary root elongation zone	wild type	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29508	P-MTAB-29509	CPIB_IAATC_RNA_72	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_72.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_72	A-AFFY-2	P-MTAB-29512	Holman_535_072_WT_240mins_EZ_IAA_Rep3_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	wild type	primary root elongation zone	indole-3-acetic acid	240	minute
CPIB_IAATC_rootplate_73	Arabidopsis thaliana	Col-0	seedling	primary root elongation zone	wild type	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29507	P-MTAB-29509	CPIB_IAATC_RNA_73	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_73.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_73	A-AFFY-2	P-MTAB-29512	Holman_535_073_WT_480mins_EZ_control_Rep1_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	wild type	primary root elongation zone	control	480	minute
CPIB_IAATC_rootplate_74	Arabidopsis thaliana	Col-0	seedling	primary root elongation zone	wild type	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29507	P-MTAB-29509	CPIB_IAATC_RNA_74	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_74.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_74	A-AFFY-2	P-MTAB-29512	Holman_535_074_WT_480mins_EZ_control_Rep2_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	wild type	primary root elongation zone	control	480	minute
CPIB_IAATC_rootplate_75	Arabidopsis thaliana	Col-0	seedling	primary root elongation zone	wild type	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29507	P-MTAB-29509	CPIB_IAATC_RNA_75	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_75.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_75	A-AFFY-2	P-MTAB-29512	Holman_535_075_WT_480mins_EZ_control_Rep3_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	wild type	primary root elongation zone	control	480	minute
CPIB_IAATC_rootplate_76	Arabidopsis thaliana	Col-0	seedling	primary root elongation zone	wild type	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29508	P-MTAB-29509	CPIB_IAATC_RNA_76	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_76.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_76	A-AFFY-2	P-MTAB-29512	Holman_535_076_WT_480mins_EZ_IAA_Rep1_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	wild type	primary root elongation zone	indole-3-acetic acid	480	minute
CPIB_IAATC_rootplate_77	Arabidopsis thaliana	Col-0	seedling	primary root elongation zone	wild type	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29508	P-MTAB-29509	CPIB_IAATC_RNA_77	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_77.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_77	A-AFFY-2	P-MTAB-29512	Holman_535_077_WT_480mins_EZ_IAA_Rep2_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	wild type	primary root elongation zone	indole-3-acetic acid	480	minute
CPIB_IAATC_rootplate_78	Arabidopsis thaliana	Col-0	seedling	primary root elongation zone	wild type	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29508	P-MTAB-29509	CPIB_IAATC_RNA_78	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_78.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_78	A-AFFY-2	P-MTAB-29512	Holman_535_078_WT_480mins_EZ_IAA_Rep3_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	wild type	primary root elongation zone	indole-3-acetic acid	480	minute
CPIB_IAATC_rootplate_79	Arabidopsis thaliana	Col-0	seedling	root meristem	arf7, arf19 double knockout	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29505	P-MTAB-29509	CPIB_IAATC_RNA_79	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_79.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_79	A-AFFY-2	P-MTAB-29512	Holman_535_079_arf7arf19_0mins_MS_control_Rep1_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	arf7, arf19 double knockout	root meristem	control	0	minute
CPIB_IAATC_rootplate_80	Arabidopsis thaliana	Col-0	seedling	root meristem	arf7, arf19 double knockout	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29505	P-MTAB-29509	CPIB_IAATC_RNA_80	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_80.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_80	A-AFFY-2	P-MTAB-29512	Holman_535_080_arf7arf19_0mins_MS_control_Rep2_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	arf7, arf19 double knockout	root meristem	control	0	minute
