PROBE	ID
263239_at	AT2G16570
253252_at	AT4G34740
252967_at	AT4G38880
249544_at	AT5G38110
265999_at	AT2G24100
246446_at	AT5G17640
250402_at	AT5G10940
266130_at	AT2G44980
259432_at	AT1G01520
259541_at	AT1G20650
248766_at	AT5G47580
255825_at	AT2G40475
259877_at	AT1G76710
267184_at	AT2G44150
265944_at	AT2G19640
263152_at	AT1G54060
256998_at	AT3G14180
257386_at	AT2G42440
267276_at	AT2G30130
262704_at	AT1G16530
257136_at	AT3G12890
252415_at	AT3G47340
247218_at	AT5G65010
250484_at	AT5G10240
267151_at	AT2G30970
245951_at	AT5G19550
250385_at	AT5G11520
262646_at	AT1G62800
253481_at	AT4G31990
257722_at	AT3G18490
250547_at	AT5G08100
258338_at	AT3G16150
262134_at	AT1G77990
264901_at	AT1G23090
264972_at	AT1G67370
266754_at	AT2G46980
261577_at	AT1G01080
261578_at	AT1G01100
261575_at	AT1G01130
261571_at	AT1G01150
261572_at	AT1G01170
261573_at	AT1G01180
261025_at	AT1G01225
261057_at	AT1G01230
261026_at	AT1G01240
261059_at	AT1G01250
261050_at	AT1G01260
261055_at	AT1G01300
261045_at	AT1G01310
261053_at	AT1G01320
261054_at	AT1G01320
261046_at	AT1G01390
261052_at	AT1G01440
259435_at	AT1G01450
259434_at	AT1G01490
259436_at	AT1G01500
259437_at	AT1G01540
259433_at	AT1G01570
261563_at	AT1G01630
261586_at	AT1G01640
261587_at	AT1G01660
261588_at	AT1G01670
261560_at	AT1G01710
261535_at	AT1G01725
261561_at	AT1G01730
261592_at	AT1G01760
261558_at	AT1G01770
261537_at	AT1G01800
261538_at	AT1G01830
261539_at	AT1G01840
261627_at	AT1G01910
261654_at	AT1G01920
261625_at	AT1G01930
261655_at	AT1G01940
261622_at	AT1G01970
261623_at	AT1G01980
261626_at	AT1G01990
264169_at	AT1G02020
264167_at	AT1G02060
264151_at	AT1G02070
264168_at	AT1G02080
264176_at	AT1G02110
264177_at	AT1G02150
264173_at	AT1G02160
264179_at	AT1G02180
264180_at	AT1G02190
264170_at	AT1G02260
264123_at	AT1G02270
259441_at	AT1G02300
259416_at	AT1G02305
259413_at	AT1G02320
259415_at	AT1G02330
259443_at	AT1G02360
259444_at	AT1G02370
259446_at	AT1G02410
259414_at	AT1G02420
260903_at	AT1G02460
260933_at	AT1G02470
260916_at	AT1G02475
260911_at	AT1G02490
260906_at	AT1G02540
260931_at	AT1G02550
260907_at	AT1G02570
260930_at	AT1G02620
260915_at	AT1G02660
260909_at	AT1G02670
260917_at	AT1G02700
260905_at	AT1G02710
262108_at	AT1G02740
262107_at	AT1G02750
262105_at	AT1G02810
262115_at	AT1G02813
262116_at	AT1G02816
262132_at	AT1G02830
262112_at	AT1G02870
262130_at	AT1G02890
262111_at	AT1G02960
263169_at	AT1G03010
263168_at	AT1G03020
263167_at	AT1G03030
263117_at	AT1G03040
263166_at	AT1G03050
263164_at	AT1G03070
263143_at	AT1G03100
263113_at	AT1G03150
264358_at	AT1G03180
264355_at	AT1G03210
264366_at	AT1G03250
264353_at	AT1G03260
264352_at	AT1G03270
264368_at	AT1G03280
264362_at	AT1G03290
264359_at	AT1G03320
264367_at	AT1G03350
264351_at	AT1G03370
264827_at	AT1G03390
264843_at	AT1G03400
264840_at	AT1G03440
264822_at	AT1G03457
264819_at	AT1G03510
264844_at	AT1G03520
264817_at	AT1G03540
264816_at	AT1G03560
264833_at	AT1G03590
264836_at	AT1G03610
264815_at	AT1G03620
264832_at	AT1G03660
264831_at	AT1G03687
264842_at	AT1G03700
264830_at	AT1G03710
264825_at	AT1G03720
264834_at	AT1G03730
264841_at	AT1G03740
265087_at	AT1G03760
265083_at	AT1G03820
265082_at	AT1G03830
265094_at	AT1G03890
265092_at	AT1G03910
265038_at	AT1G03920
265090_at	AT1G03960
265099_at	AT1G03990
265039_at	AT1G04000
265096_at	AT1G04030
265042_at	AT1G04040
264320_at	AT1G04090
264329_at	AT1G04140
264325_at	AT1G04150
264321_at	AT1G04200
264326_at	AT1G04230
263661_at	AT1G04290
263654_at	AT1G04300
263652_at	AT1G04330
263651_at	AT1G04340
263668_at	AT1G04350
263650_at	AT1G04360
263649_at	AT1G04380
263648_at	AT1G04390
263678_at	AT1G04420
263662_at	AT1G04430
263659_at	AT1G04470
263665_at	AT1G04480
263658_at	AT1G04490
263655_at	AT1G04500
264601_at	AT1G04540
264612_at	AT1G04560
264615_at	AT1G04590
264610_at	AT1G04645
264604_at	AT1G04650
264606_at	AT1G04660
264603_at	AT1G04670
264611_at	AT1G04680
264602_at	AT1G04700
261177_at	AT1G04770
261176_at	AT1G04780
261127_at	AT1G04790
261175_at	AT1G04800
261174_at	AT1G04810
261173_at	AT1G04830
261172_at	AT1G04840
261153_at	AT1G04850
261171_at	AT1G04880
261124_at	AT1G04900
261170_at	AT1G04910
261152_at	AT1G04930
261155_at	AT1G04960
261154_at	AT1G04970
261179_at	AT1G04985
261125_at	AT1G04990
265213_at	AT1G05020
265212_at	AT1G05030
265215_at	AT1G05040
265192_at	AT1G05060
265193_at	AT1G05070
265191_at	AT1G05120
264584_at	AT1G05140
264568_at	AT1G05150
264583_at	AT1G05170
264579_at	AT1G05205
264581_at	AT1G05210
264566_at	AT1G05270
264565_at	AT1G05280
264564_at	AT1G05290
264573_at	AT1G05310
264572_at	AT1G05320
264571_at	AT1G05330
264580_at	AT1G05340
264570_at	AT1G05350
264578_at	AT1G05370
261383_at	AT1G05380
261380_at	AT1G05400
261387_at	AT1G05410
261386_at	AT1G05430
261384_at	AT1G05440
261385_at	AT1G05450
263175_at	AT1G05510
263185_at	AT1G05520
263177_at	AT1G05540
263178_at	AT1G05550
263182_at	AT1G05575
263230_at	AT1G05670
263232_at	AT1G05700
263179_at	AT1G05710
263181_at	AT1G05720
257452_at	AT1G05740
261311_at	AT1G05770
261312_at	AT1G05790
261254_at	AT1G05805
261253_at	AT1G05840
261280_at	AT1G05860
261257_at	AT1G05910
261251_at	AT1G05920
260945_at	AT1G05950
260961_at	AT1G05960
260960_at	AT1G05990
260955_at	AT1G06000
260946_at	AT1G06010
260947_at	AT1G06020
260959_at	AT1G06050
260958_at	AT1G06060
260953_at	AT1G06070
260948_at	AT1G06100
257491_at	AT1G06170
260785_at	AT1G06200
260794_at	AT1G06210
260790_at	AT1G06240
260791_at	AT1G06250
260788_at	AT1G06260
260792_at	AT1G06270
259389_at	AT1G06320
259390_at	AT1G06340
259392_at	AT1G06380
259394_at	AT1G06420
262625_at	AT1G06440
262624_at	AT1G06450
262623_at	AT1G06470
262631_at	AT1G06500
262622_at	AT1G06510
262620_at	AT1G06540
262619_at	AT1G06550
262618_at	AT1G06560
262627_at	AT1G06580
262617_at	AT1G06590
262616_at	AT1G06620
262633_at	AT1G06630
262637_at	AT1G06640
262638_at	AT1G06650
262634_at	AT1G06690
260835_at	AT1G06700
260826_at	AT1G06710
260824_at	AT1G06720
260834_at	AT1G06730
260828_at	AT1G06750
260830_at	AT1G06760
260822_at	AT1G06790
260825_at	AT1G06810
260831_at	AT1G06830
260820_at	AT1G06840
260818_at	AT1G06890
260817_at	AT1G06900
260816_at	AT1G06930
256052_at	AT1G06960
256066_at	AT1G06980
256059_at	AT1G06990
256064_at	AT1G07020
256048_at	AT1G07025
256055_at	AT1G07030
256061_at	AT1G07040
256060_at	AT1G07050
256065_at	AT1G07070
256034_at	AT1G07080
256054_at	AT1G07120
256046_at	AT1G07135
256044_at	AT1G07160
256067_at	AT1G07170
256056_at	AT1G07190
256043_at	AT1G07210
256042_at	AT1G07220
256040_at	AT1G07270
261075_at	AT1G07280
261073_at	AT1G07300
261083_at	AT1G07310
257489_at	AT1G07330
261071_at	AT1G07380
261084_at	AT1G07440
261068_at	AT1G07450
261067_at	AT1G07460
261065_at	AT1G07500
261063_at	AT1G07520
261091_at	AT1G07550
261090_at	AT1G07560
261088_at	AT1G07590
261434_at	AT1G07650
261432_at	AT1G07680
261466_at	AT1G07690
261417_at	AT1G07700
261465_at	AT1G07705
261463_at	AT1G07740
261415_at	AT1G07750
261414_at	AT1G07795
261418_at	AT1G07830
261419_at	AT1G07840
261462_at	AT1G07850
261461_at	AT1G07860
261436_at	AT1G07870
260678_at	AT1G07970
260679_at	AT1G07990
260626_at	AT1G08040
260648_at	AT1G08050
260619_at	AT1G08110
261755_at	AT1G08170
261817_at	AT1G08180
261757_at	AT1G08210
261784_at	AT1G08220
261785_at	AT1G08230
261812_at	AT1G08270
261813_at	AT1G08280
261814_at	AT1G08310
261815_at	AT1G08320
261809_at	AT1G08340
261747_at	AT1G08350
261694_at	AT1G08360
261742_at	AT1G08390
245227_s_at	AT1G08410
264803_at	AT1G08580
264804_at	AT1G08590
264806_at	AT1G08610
264794_at	AT1G08670
264797_at	AT1G08710
264810_at	AT1G08750
264800_at	AT1G08800
264645_at	AT1G08940
264656_at	AT1G09010
264649_at	AT1G09060
264641_at	AT1G09130
264254_at	AT1G09150
264266_at	AT1G09160
264253_at	AT1G09170
264251_at	AT1G09190
264262_at	AT1G09200
264258_at	AT1G09220
264257_at	AT1G09230
264264_at	AT1G09250
264265_at	AT1G09280
264259_at	AT1G09290
263707_at	AT1G09300
263709_at	AT1G09310
263708_at	AT1G09320
263710_at	AT1G09330
264555_at	AT1G09360
264500_at	AT1G09370
264501_at	AT1G09390
264502_at	AT1G09400
264503_at	AT1G09410
264549_at	AT1G09440
264551_at	AT1G09460
264552_at	AT1G09470
264514_at	AT1G09500
264554_at	AT1G09510
264509_at	AT1G09520
264557_at	AT1G09550
264512_at	AT1G09575
264558_at	AT1G09600
264705_at	AT1G09620
264664_at	AT1G09660
264665_at	AT1G09660
264666_at	AT1G09680
264707_at	AT1G09730
264708_at	AT1G09740
264672_at	AT1G09750
264711_at	AT1G09800
264713_at	AT1G09820
264676_at	AT1G09870
264688_at	AT1G09890
264689_at	AT1G09900
264658_at	AT1G09910
264671_at	AT1G09920
264518_at	AT1G09980
264519_at	AT1G10000
264521_at	AT1G10020
264522_at	AT1G10050
264516_at	AT1G10090
264515_at	AT1G10090
257417_at	AT1G10110
264517_at	AT1G10120
264467_at	AT1G10140
264463_at	AT1G10150
264459_at	AT1G10160
264407_at	AT1G10180
264453_at	AT1G10300
264468_at	AT1G10310
264454_at	AT1G10320
264455_at	AT1G10330
264434_at	AT1G10340
264464_at	AT1G10350
264466_at	AT1G10380
264456_at	AT1G10390
264457_at	AT1G10400
264458_at	AT1G10410
263234_at	AT1G10420
263255_at	AT1G10490
257450_at	AT1G10530
263261_at	AT1G10580
263210_at	AT1G10585
263206_at	AT1G10590
263237_at	AT1G10610
261834_at	AT1G10640
261832_at	AT1G10650
257477_at	AT1G10660
262788_at	AT1G10690
262761_at	AT1G10720
262787_at	AT1G10730
262786_at	AT1G10740
262785_at	AT1G10750
262760_at	AT1G10770
262758_at	AT1G10780
262759_at	AT1G10800
262789_at	AT1G10810
262783_at	AT1G10850
260473_at	AT1G10880
260467_at	AT1G10890
260466_at	AT1G10900
260461_at	AT1G10980
260472_at	AT1G10990
260479_at	AT1G11020
260478_at	AT1G11040
260477_at	AT1G11050
260476_at	AT1G11060
260471_at	AT1G11070
260474_at	AT1G11090
260468_at	AT1G11100
260470_at	AT1G11120
262449_at	AT1G11160
262478_at	AT1G11170
262457_at	AT1G11200
262452_at	AT1G11210
262477_at	AT1G11220
262453_at	AT1G11240
262510_at	AT1G11270
262458_at	AT1G11280
262508_at	AT1G11300
262450_at	AT1G11320
262507_at	AT1G11330
262480_at	AT1G11340
261828_at	AT1G11360
261849_at	AT1G11370
261822_at	AT1G11380
261818_at	AT1G11390
261819_at	AT1G11410
261871_at	AT1G11440
261869_at	AT1G11470
261827_at	AT1G11480
261846_at	AT1G11540
261847_at	AT1G11560
261848_at	AT1G11590
262822_at	AT1G11630
262814_at	AT1G11660
262813_at	AT1G11670
262812_at	AT1G11690
262811_at	AT1G11700
262810_at	AT1G11710
262808_at	AT1G11730
262807_at	AT1G11740
262817_at	AT1G11770
262816_at	AT1G11780
262821_at	AT1G11800
264397_at	AT1G11820
264343_at	AT1G11850
264394_at	AT1G11860
264393_at	AT1G11880
264392_at	AT1G11900
264345_at	AT1G11915
264391_at	AT1G11920
264349_at	AT1G11930
257422_at	AT1G11940
264390_at	AT1G11950
264389_at	AT1G11960
264388_at	AT1G11970
264387_at	AT1G11990
264386_at	AT1G12000
264346_at	AT1G12010
264385_at	AT1G12020
257421_at	AT1G12030
264396_at	AT1G12050
264395_at	AT1G12070
264342_at	AT1G12080
264370_at	AT1G12100
260995_at	AT1G12120
260994_at	AT1G12130
260992_at	AT1G12150
260991_at	AT1G12160
260990_at	AT1G12180
261024_at	AT1G12190
260967_at	AT1G12230
260968_at	AT1G12250
259534_at	AT1G12290
259538_at	AT1G12310
259520_at	AT1G12320
259528_at	AT1G12330
259529_at	AT1G12400
259530_at	AT1G12450
259531_at	AT1G12460
259532_at	AT1G12470
259522_at	AT1G12490
259523_at	AT1G12500
259533_at	AT1G12530
259526_at	AT1G12570
259527_at	AT1G12600
255938_at	AT1G12620
255927_at	AT1G12630
255929_at	AT1G12650
255930_at	AT1G12660
255932_at	AT1G12720
255939_at	AT1G12730
261205_at	AT1G12790
261206_at	AT1G12800
261209_at	AT1G12810
261207_at	AT1G12830
261203_at	AT1G12845
261201_at	AT1G12850
261208_at	AT1G12930
261200_at	AT1G12960
262768_at	AT1G12990
262775_at	AT1G13000
262777_at	AT1G13030
257465_at	AT1G13040
262778_at	AT1G13050
262795_at	AT1G13130
262766_at	AT1G13160
262770_at	AT1G13190
262782_at	AT1G13195
262771_at	AT1G13200
262774_at	AT1G13230
259360_at	AT1G13310
259410_at	AT1G13340
259387_at	AT1G13370
259357_at	AT1G13380
259411_at	AT1G13410
259359_at	AT1G13460
259385_at	AT1G13470
256103_at	AT1G13540
256133_at	AT1G13570
256132_at	AT1G13610
256095_at	AT1G13630
256071_at	AT1G13640
256096_at	AT1G13650
256097_at	AT1G13670
256102_at	AT1G13680
256070_at	AT1G13730
256100_at	AT1G13750
256101_at	AT1G13760
259422_at	AT1G13810
259424_at	AT1G13830
259423_at	AT1G13880
259421_at	AT1G13910
262662_at	AT1G13920
262609_at	AT1G13930
262663_at	AT1G13940
262664_at	AT1G13970
262607_at	AT1G13990
262647_at	AT1G14020
262649_at	AT1G14040
262611_at	AT1G14060
262650_at	AT1G14090
262608_at	AT1G14120
262653_at	AT1G14130
262654_at	AT1G14180
262656_at	AT1G14200
262657_at	AT1G14210
262658_at	AT1G14220
262659_at	AT1G14240
261481_at	AT1G14260
261483_at	AT1G14270
261524_at	AT1G14300
261477_at	AT1G14310
261525_at	AT1G14330
261487_at	AT1G14340
261488_at	AT1G14345
261527_at	AT1G14390
261529_at	AT1G14430
261489_at	AT1G14450
261471_at	AT1G14460
261472_at	AT1G14470
261476_at	AT1G14480
261473_at	AT1G14490
261475_at	AT1G14550
260777_at	AT1G14560
260782_at	AT1G14570
260776_at	AT1G14580
260778_at	AT1G14640
260779_at	AT1G14650
262846_at	AT1G14670
262836_at	AT1G14680
262849_at	AT1G14710
262831_at	AT1G14730
262839_at	AT1G14770
262887_at	AT1G14780
262889_at	AT1G14800
262841_at	AT1G14810
257463_at	AT1G14820
262844_at	AT1G14890
262856_at	AT1G14910
262857_at	AT1G14930
262858_at	AT1G14940
262828_at	AT1G14950
262838_at	AT1G14960
262829_at	AT1G14970
260738_at	AT1G14990
260744_at	AT1G15010
260741_at	AT1G15040
262604_at	AT1G15060
262593_at	AT1G15120
262588_at	AT1G15130
262572_at	AT1G15140
262605_at	AT1G15170
262569_at	AT1G15180
262606_at	AT1G15190
262570_at	AT1G15200
262574_at	AT1G15230
262594_at	AT1G15250
262598_at	AT1G15260
262602_at	AT1G15270
262576_at	AT1G15280
262577_at	AT1G15290
262579_at	AT1G15320
262580_at	AT1G15330
262599_at	AT1G15350
262581_at	AT1G15370
262592_at	AT1G15400
262582_at	AT1G15410
262544_at	AT1G15420
262571_at	AT1G15430
262597_at	AT1G15470
262586_at	AT1G15480
262587_at	AT1G15490
261764_at	AT1G15530
261759_at	AT1G15590
261760_at	AT1G15600
257480_at	AT1G15640
259502_at	AT1G15670
259486_at	AT1G15710
259499_at	AT1G15730
259500_at	AT1G15740
259489_at	AT1G15790
259490_at	AT1G15800
259505_at	AT1G15810
259492_at	AT1G15830
259493_at	AT1G15840
259494_at	AT1G15850
259497_at	AT1G15860
259503_at	AT1G15870
259495_at	AT1G15890
259496_at	AT1G15900
261841_at	AT1G15920
261789_at	AT1G15930
261844_at	AT1G15940
261790_at	AT1G16000
261787_at	AT1G16020
261839_at	AT1G16040
261835_at	AT1G16040
261793_at	AT1G16080
261791_at	AT1G16170
261843_at	AT1G16180
262710_at	AT1G16210
262702_at	AT1G16220
262705_at	AT1G16260
262707_at	AT1G16290
262751_at	AT1G16310
262754_at	AT1G16350
262755_at	AT1G16360
262701_at	AT1G16480
262711_at	AT1G16500
262703_at	AT1G16510
262713_at	AT1G16520
246320_at	AT1G16560
246351_at	AT1G16570
246321_at	AT1G16640
246350_at	AT1G16650
246327_at	AT1G16670
246322_at	AT1G16680
246323_at	AT1G16690
255768_at	AT1G16705
255767_at	AT1G16740
255766_at	AT1G16750
255765_at	AT1G16760
255761_at	AT1G16770
255759_at	AT1G16790
255758_at	AT1G16800
256113_at	AT1G16810
256111_at	AT1G16820
256107_at	AT1G16830
256117_at	AT1G16840
256114_at	AT1G16850
256106_at	AT1G16870
256108_at	AT1G16940
256109_at	AT1G16950
262527_at	AT1G17010
262481_at	AT1G17080
262533_at	AT1G17090
262521_at	AT1G17130
262512_at	AT1G17145
262520_at	AT1G17150
262519_at	AT1G17160
262539_at	AT1G17200
262531_at	AT1G17230
260846_at	AT1G17300
260845_at	AT1G17310
261029_at	AT1G17330
261060_at	AT1G17340
261087_at	AT1G17350
261031_at	AT1G17360
261035_at	AT1G17390
261030_at	AT1G17410
261032_at	AT1G17430
261038_at	AT1G17490
260731_at	AT1G17500
260682_at	AT1G17510
260732_at	AT1G17520
260737_at	AT1G17540
260710_at	AT1G17545
260734_at	AT1G17600
260735_at	AT1G17610
260713_at	AT1G17615
260686_at	AT1G17620
260736_at	AT1G17630
260733_at	AT1G17640
260688_at	AT1G17665
259397_at	AT1G17680
259405_at	AT1G17744
255906_at	AT1G17790
255900_at	AT1G17830
255890_at	AT1G17850
255904_at	AT1G17860
255897_at	AT1G17900
255892_at	AT1G17910
255898_at	AT1G17930
255893_at	AT1G17960
255899_at	AT1G17970
255910_at	AT1G18030
256126_at	AT1G18050
256076_at	AT1G18060
256119_at	AT1G18070
256077_at	AT1G18090
256120_at	AT1G18130
256121_at	AT1G18160
256130_at	AT1G18170
256122_at	AT1G18180
256129_at	AT1G18210
261674_at	AT1G18270
261673_at	AT1G18280
261675_at	AT1G18290
261665_at	AT1G18310
261671_at	AT1G18340
261661_at	AT1G18360
261718_at	AT1G18390
261719_at	AT1G18380
261716_at	AT1G18410
261666_at	AT1G18440
261667_at	AT1G18460
261677_at	AT1G18470
261715_at	AT1G18485
261669_at	AT1G18490
255772_at	AT1G18530
255776_at	AT1G18540
255771_at	AT1G18550
255770_at	AT1G18560
255769_at	AT1G18610
261376_at	AT1G18660
261426_at	AT1G18680
261424_at	AT1G18700
261379_at	AT1G18720
261405_at	AT1G18740
261407_at	AT1G18810
261430_at	AT1G18830
261377_at	AT1G18850
259461_at	AT1G18900
259472_at	AT1G18910
259462_at	AT1G18940
259463_at	AT1G18950
259478_at	AT1G18980
259464_at	AT1G18990
259476_at	AT1G19000
259480_at	AT1G19010
259479_at	AT1G19020
259473_at	AT1G19025
259465_at	AT1G19030
259471_at	AT1G19040
259467_at	AT1G19060
259470_at	AT1G19110
259474_at	AT1G19130
259475_at	AT1G19140
256037_at	AT1G19160
256038_at	AT1G19170
256039_at	AT1G19190
256014_at	AT1G19200
256009_at	AT1G19210
256011_at	AT1G19230
256016_at	AT1G19240
260654_at	AT1G19290
260671_at	AT1G19310
260655_at	AT1G19320
260673_at	AT1G19330
260669_at	AT1G19340
260674_at	AT1G19370
260656_at	AT1G19380
260657_at	AT1G19390
260658_at	AT1G19410
260675_at	AT1G19430
260676_at	AT1G19450
260672_at	AT1G19480
260660_at	AT1G19485
260661_at	AT1G19500
260668_at	AT1G19530
260662_at	AT1G19540
261136_at	AT1G19600
261146_at	AT1G19620
261151_at	AT1G19650
261140_at	AT1G19680
261147_at	AT1G19690
261138_at	AT1G19710
261133_at	AT1G19715
261141_at	AT1G19740
261137_at	AT1G19830
261131_at	AT1G19835
255784_at	AT1G19860
255781_at	AT1G19880
255814_at	AT1G19900
255813_at	AT1G19930
261221_at	AT1G19960
261220_at	AT1G19970
261219_at	AT1G19980
261248_at	AT1G20030
261247_at	AT1G20070
261225_at	AT1G20100
261231_at	AT1G20110
261222_at	AT1G20120
261245_at	AT1G20135
261244_at	AT1G20150
261243_at	AT1G20180
261232_at	AT1G20220
261277_at	AT1G20230
255883_at	AT1G20270
255882_x_at	AT1G20280
255914_at	AT1G20290
255888_at	AT1G20300
255884_at	AT1G20310
255887_at	AT1G20370
255940_at	AT1G20380
259573_at	AT1G20390
259572_at	AT1G20400
259571_at	AT1G20410
259515_at	AT1G20430
259569_at	AT1G20480
259568_at	AT1G20490
259567_at	AT1G20500
259566_at	AT1G20520
259565_at	AT1G20530
259564_at	AT1G20540
259539_at	AT1G20550
259543_at	AT1G20580
259540_at	AT1G20640
256078_at	AT1G20670
256079_at	AT1G20680
256080_at	AT1G20690
256082_at	AT1G20720
256083_at	AT1G20730
256084_at	AT1G20750
256085_at	AT1G20760
256086_at	AT1G20770
256087_at	AT1G20800
256088_at	AT1G20810
256090_at	AT1G20816
256093_at	AT1G20823
262854_at	AT1G20870
262804_at	AT1G20880
262853_at	AT1G20890
262852_at	AT1G20910
262851_at	AT1G20920
257464_at	AT1G20940
262806_at	AT1G20950
262799_at	AT1G20970
262803_at	AT1G21000
262801_at	AT1G21010
261456_at	AT1G21050
261451_at	AT1G21060
261457_at	AT1G21065
261455_at	AT1G21070
261458_at	AT1G21080
261454_at	AT1G21090
261448_at	AT1G21140
261447_at	AT1G21160
259562_at	AT1G21200
259554_at	AT1G21220
259555_at	AT1G21290
259556_at	AT1G21300
259552_at	AT1G21320
260925_at	AT1G21340
260872_at	AT1G21350
260899_at	AT1G21370
260880_at	AT1G21380
260902_at	AT1G21440
260879_at	AT1G21480
260877_at	AT1G21500
260918_at	AT1G21510
260919_at	AT1G21520
260920_at	AT1G21530
260921_at	AT1G21540
260881_at	AT1G21550
260922_at	AT1G21560
260873_at	AT1G21580
260923_at	AT1G21570
260924_at	AT1G21590
262487_at	AT1G21610
262492_at	AT1G21630
262493_at	AT1G21660
262503_at	AT1G21670
262505_at	AT1G21680
262485_at	AT1G21730
262486_at	AT1G21740
262499_at	AT1G21770
262495_at	AT1G21780
262496_at	AT1G21790
262494_at	AT1G21810
262489_at	AT1G21830
262488_at	AT1G21830
260855_at	AT1G21920
260853_at	AT1G21950
255976_at	AT1G22010
255955_at	AT1G22030
255947_at	AT1G22040
255948_at	AT1G22060
255949_at	AT1G22080
255950_at	AT1G22110
255960_at	AT1G22140
255957_at	AT1G22160
255924_at	AT1G22170
255923_at	AT1G22180
255926_at	AT1G22190
255925_at	AT1G22200
255968_at	AT1G22270
255965_at	AT1G22290
255969_at	AT1G22330
255962_at	AT1G22330
261933_at	AT1G22410
261932_at	AT1G22420
261931_at	AT1G22430
261930_at	AT1G22440
261929_at	AT1G22460
261928_at	AT1G22480
261941_at	AT1G22490
261938_at	AT1G22510
261940_at	AT1G22520
261925_at	AT1G22540
261924_at	AT1G22550
261937_at	AT1G22570
261936_at	AT1G22600
261935_at	AT1G22610
264201_at	AT1G22630
264212_at	AT1G22660
264196_at	AT1G22670
264195_at	AT1G22690
264199_at	AT1G22700
264194_at	AT1G22720
264206_at	AT1G22730
264207_at	AT1G22750
264205_at	AT1G22790
264198_at	AT1G22800
264202_at	AT1G22810
264749_at	AT1G22830
264728_at	AT1G22850
264776_at	AT1G22860
264750_at	AT1G22870
264725_at	AT1G22885
264774_at	AT1G22890
264773_at	AT1G22900
257413_at	AT1G22910
264772_at	AT1G22930
264723_at	AT1G22960
264722_at	AT1G22970
257412_at	AT1G22980
264721_at	AT1G23000
264770_at	AT1G23030
264894_at	AT1G23040
264889_at	AT1G23050
264888_at	AT1G23070
264895_at	AT1G23100
264887_at	AT1G23120
264899_at	AT1G23130
264893_at	AT1G23140
264892_at	AT1G23160
264890_at	AT1G23180
264891_at	AT1G23200
264898_at	AT1G23205
264897_at	AT1G23220
263037_at	AT1G23230
262987_at	AT1G23240
263011_at	AT1G23250
263038_at	AT1G23270
263039_at	AT1G23280
263040_at	AT1G23300
263010_at	AT1G23330
263042_at	AT1G23340
263043_at	AT1G23350
262986_at	AT1G23390
263016_at	AT1G23410
262422_at	AT1G23440
263015_at	AT1G23440
262423_at	AT1G23450
265181_at	AT1G23510
265176_at	AT1G23520
265173_at	AT1G23530
265186_at	AT1G23560
257402_at	AT1G23570
265163_at	AT1G23580
265180_at	AT1G23590
265164_at	AT1G23600
265165_at	AT1G23610
265166_at	AT1G23640
265177_at	AT1G23630
265179_at	AT1G23650
265185_at	AT1G23670
265167_at	AT1G23680
257399_at	AT1G23690
265168_at	AT1G23700
265184_at	AT1G23710
265169_x_at	AT1G23720
265183_at	AT1G23750
265190_at	AT1G23780
265171_at	AT1G23790
265132_at	AT1G23830
265189_at	AT1G23840
263032_at	AT1G23850
263020_at	AT1G23880
263036_at	AT1G23890
263021_at	AT1G23910
263023_at	AT1G23960
263024_at	AT1G23980
263025_at	AT1G23990
263026_at	AT1G24000
263027_at	AT1G24010
263028_at	AT1G24030
257459_at	AT1G24040
263029_at	AT1G24050
263030_at	AT1G24060
264868_at	AT1G24090
264863_at	AT1G24110
264866_at	AT1G24140
264870_at	AT1G24210
264874_at	AT1G24240
264860_at	AT1G24290
264864_at	AT1G24310
264861_at	AT1G24320
264862_at	AT1G24330
264869_at	AT1G24350
265026_at	AT1G24360
265017_at	AT1G24390
265016_at	AT1G24420
265014_at	AT1G24430
265023_at	AT1G24440
265010_at	AT1G24510
265028_at	AT1G24530
265019_at	AT1G24560
265025_at	AT1G24575
265024_at	AT1G24600
265021_at	AT1G24610
257405_at	AT1G24620
265015_at	AT1G24640
265009_at	AT1G24650
245650_at	AT1G24735
245648_at	AT1G24938
245637_at	AT1G25230
245636_at	AT1G25240
245639_at	AT1G25260
245642_at	AT1G25275
245644_at	AT1G25320
245630_at	AT1G25360
245641_at	AT1G25370
255743_at	AT1G25375
255740_at	AT1G25390
255733_at	AT1G25400
255737_at	AT1G25420
255730_at	AT1G25460
255728_at	AT1G25500
255727_at	AT1G25510
255735_at	AT1G25520
255726_at	AT1G25530
255734_at	AT1G25550
255738_at	AT1G25570
245815_at	AT1G26090
245818_at	AT1G26100
245846_at	AT1G26130
245817_at	AT1G26160
245844_at	AT1G26170
245843_at	AT1G26180
245878_at	AT1G26190
245877_at	AT1G26220
245875_at	AT1G26240
245874_at	AT1G26250
245821_at	AT1G26270
245871_at	AT1G26290
245870_at	AT1G26300
245872_at	AT1G26300
245820_at	AT1G26320
245869_at	AT1G26330
261010_at	AT1G26350
261008_at	AT1G26370
261021_at	AT1G26380
261020_at	AT1G26390
261007_at	AT1G26400
261006_at	AT1G26410
261005_at	AT1G26420
261004_at	AT1G26450
261014_at	AT1G26460
261019_at	AT1G26470
261003_at	AT1G26500
261002_at	AT1G26520
261001_at	AT1G26530
261000_at	AT1G26540
261018_at	AT1G26550
260999_at	AT1G26580
260998_at	AT1G26590
260997_at	AT1G26610
261028_at	AT1G26620
261258_at	AT1G26640
261273_at	AT1G26650
261259_at	AT1G26660
