Source Name	Material Type	Provider	Characteristics[organism]	Characteristics[developmental stage]	Characteristics[specimen with known storage state]	Characteristics[organism part]	Protocol REF	Protocol REF	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Protocol REF	Term Source REF	Assay Name	Array Design REF	Technology Type	Protocol REF	Term Source REF	Array Data File	Comment [ArrayExpress FTP file]	Factor Value[time]	Unit[time unit]
CPIB_LRPTC_33hr	organism_part	Nottingham Arabidopsis Stock Centre	Arabidopsis thaliana	lateral root primordium formation stage	fresh specimen	lateral root primordium	P-MTAB-39060	P-MTAB-39071	P-MTAB-39060	CPIB_LRP_extract_42	RNA	P-MTAB-39080	CPIB_LRP_labelledextract_42	biotin	P-AFFY-3	ArrayExpress	CPIB_LRP_hyb_42	A-AFFY-2	array assay	P-AFFY-6	ArrayExpress	Voss_1-29_33h_after-lateral-root-initiation_Rep2_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2565/E-MTAB-2565.raw.1.zip	33	hour
CPIB_LRPTC_33hr	organism_part	Nottingham Arabidopsis Stock Centre	Arabidopsis thaliana	lateral root primordium formation stage	fresh specimen	lateral root primordium	P-MTAB-39060	P-MTAB-39071	P-MTAB-39060	CPIB_LRP_extract_43	RNA	P-MTAB-39080	CPIB_LRP_labelledextract_43	biotin	P-AFFY-3	ArrayExpress	CPIB_LRP_hyb_43	A-AFFY-2	array assay	P-AFFY-6	ArrayExpress	Voss_1-47_33h_after-lateral-root-initiation_Rep3_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2565/E-MTAB-2565.raw.1.zip	33	hour
CPIB_LRPTC_33hr	organism_part	Nottingham Arabidopsis Stock Centre	Arabidopsis thaliana	lateral root primordium formation stage	fresh specimen	lateral root primordium	P-MTAB-39060	P-MTAB-39071	P-MTAB-39060	CPIB_LRP_extract_44	RNA	P-MTAB-39080	CPIB_LRP_labelledextract_44	biotin	P-AFFY-3	ArrayExpress	CPIB_LRP_hyb_44	A-AFFY-2	array assay	P-AFFY-6	ArrayExpress	Voss_1-65_33h_after-lateral-root-initiation_Rep4_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2565/E-MTAB-2565.raw.1.zip	33	hour
CPIB_LRPTC_36hr	organism_part	Nottingham Arabidopsis Stock Centre	Arabidopsis thaliana	lateral root primordium formation stage	fresh specimen	lateral root primordium	P-MTAB-39060	P-MTAB-39072	P-MTAB-39060	CPIB_LRP_extract_45	RNA	P-MTAB-39080	CPIB_LRP_labelledextract_45	biotin	P-AFFY-3	ArrayExpress	CPIB_LRP_hyb_45	A-AFFY-2	array assay	P-AFFY-6	ArrayExpress	Voss_1-12_36h_after-lateral-root-initiation_Rep1_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2565/E-MTAB-2565.raw.1.zip	36	hour
CPIB_LRPTC_36hr	organism_part	Nottingham Arabidopsis Stock Centre	Arabidopsis thaliana	lateral root primordium formation stage	fresh specimen	lateral root primordium	P-MTAB-39060	P-MTAB-39072	P-MTAB-39060	CPIB_LRP_extract_46	RNA	P-MTAB-39080	CPIB_LRP_labelledextract_46	biotin	P-AFFY-3	ArrayExpress	CPIB_LRP_hyb_46	A-AFFY-2	array assay	P-AFFY-6	ArrayExpress	Voss_1-30_36h_after-lateral-root-initiation_Rep2_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2565/E-MTAB-2565.raw.1.zip	36	hour
CPIB_LRPTC_36hr	organism_part	Nottingham Arabidopsis Stock Centre	Arabidopsis thaliana	lateral root primordium formation stage	fresh specimen	lateral root primordium	P-MTAB-39060	P-MTAB-39072	P-MTAB-39060	CPIB_LRP_extract_47	RNA	P-MTAB-39080	CPIB_LRP_labelledextract_47	biotin	P-AFFY-3	ArrayExpress	CPIB_LRP_hyb_47	A-AFFY-2	array assay	P-AFFY-6	ArrayExpress	Voss_1-48_36h_after-lateral-root-initiation_Rep3_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2565/E-MTAB-2565.raw.1.zip	36	hour
CPIB_LRPTC_36hr	organism_part	Nottingham Arabidopsis Stock Centre	Arabidopsis thaliana	lateral root primordium formation stage	fresh specimen	lateral root primordium	P-MTAB-39060	P-MTAB-39072	P-MTAB-39060	CPIB_LRP_extract_48	RNA	P-MTAB-39080	CPIB_LRP_labelledextract_48	biotin	P-AFFY-3	ArrayExpress	CPIB_LRP_hyb_48	A-AFFY-2	array assay	P-AFFY-6	ArrayExpress	Voss_1-66_36h_after-lateral-root-initiation_Rep4_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2565/E-MTAB-2565.raw.1.zip	36	hour
CPIB_LRPTC_39hr	organism_part	Nottingham Arabidopsis Stock Centre	Arabidopsis thaliana	lateral root primordium formation stage	fresh specimen	lateral root primordium	P-MTAB-39060	P-MTAB-39073	P-MTAB-39060	CPIB_LRP_extract_49	RNA	P-MTAB-39080	CPIB_LRP_labelledextract_49	biotin	P-AFFY-3	ArrayExpress	CPIB_LRP_hyb_49	A-AFFY-2	array assay	P-AFFY-6	ArrayExpress	Voss_1-13_39h_after-lateral-root-initiation_Rep1_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2565/E-MTAB-2565.raw.1.zip	39	hour
CPIB_LRPTC_39hr	organism_part	Nottingham Arabidopsis Stock Centre	Arabidopsis thaliana	lateral root primordium formation stage	fresh specimen	lateral root primordium	P-MTAB-39060	P-MTAB-39073	P-MTAB-39060	CPIB_LRP_extract_50	RNA	P-MTAB-39080	CPIB_LRP_labelledextract_50	biotin	P-AFFY-3	ArrayExpress	CPIB_LRP_hyb_50	A-AFFY-2	array assay	P-AFFY-6	ArrayExpress	Voss_1-31_39h_after-lateral-root-initiation_Rep2_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2565/E-MTAB-2565.raw.1.zip	39	hour
CPIB_LRPTC_39hr	organism_part	Nottingham Arabidopsis Stock Centre	Arabidopsis thaliana	lateral root primordium formation stage	fresh specimen	lateral root primordium	P-MTAB-39060	P-MTAB-39073	P-MTAB-39060	CPIB_LRP_extract_51	RNA	P-MTAB-39080	CPIB_LRP_labelledextract_51	biotin	P-AFFY-3	ArrayExpress	CPIB_LRP_hyb_51	A-AFFY-2	array assay	P-AFFY-6	ArrayExpress	Voss_1-49_39h_after-lateral-root-initiation_Rep3_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2565/E-MTAB-2565.raw.1.zip	39	hour
CPIB_LRPTC_39hr	organism_part	Nottingham Arabidopsis Stock Centre	Arabidopsis thaliana	lateral root primordium formation stage	fresh specimen	lateral root primordium	P-MTAB-39060	P-MTAB-39073	P-MTAB-39060	CPIB_LRP_extract_52	RNA	P-MTAB-39080	CPIB_LRP_labelledextract_52	biotin	P-AFFY-3	ArrayExpress	CPIB_LRP_hyb_52	A-AFFY-2	array assay	P-AFFY-6	ArrayExpress	Voss_1-67_39h_after-lateral-root-initiation_Rep4_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2565/E-MTAB-2565.raw.1.zip	39	hour
CPIB_LRPTC_42hr	organism_part	Nottingham Arabidopsis Stock Centre	Arabidopsis thaliana	lateral root primordium formation stage	fresh specimen	lateral root primordium	P-MTAB-39060	P-MTAB-39074	P-MTAB-39060	CPIB_LRP_extract_53	RNA	P-MTAB-39080	CPIB_LRP_labelledextract_53	biotin	P-AFFY-3	ArrayExpress	CPIB_LRP_hyb_53	A-AFFY-2	array assay	P-AFFY-6	ArrayExpress	Voss_1-14_42h_after-lateral-root-initiation_Rep1_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2565/E-MTAB-2565.raw.1.zip	42	hour
CPIB_LRPTC_42hr	organism_part	Nottingham Arabidopsis Stock Centre	Arabidopsis thaliana	lateral root primordium formation stage	fresh specimen	lateral root primordium	P-MTAB-39060	P-MTAB-39074	P-MTAB-39060	CPIB_LRP_extract_54	RNA	P-MTAB-39080	CPIB_LRP_labelledextract_54	biotin	P-AFFY-3	ArrayExpress	CPIB_LRP_hyb_54	A-AFFY-2	array assay	P-AFFY-6	ArrayExpress	Voss_1-32_42h_after-lateral-root-initiation_Rep2_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2565/E-MTAB-2565.raw.1.zip	42	hour
CPIB_LRPTC_42hr	organism_part	Nottingham Arabidopsis Stock Centre	Arabidopsis thaliana	lateral root primordium formation stage	fresh specimen	lateral root primordium	P-MTAB-39060	P-MTAB-39074	P-MTAB-39060	CPIB_LRP_extract_55	RNA	P-MTAB-39080	CPIB_LRP_labelledextract_55	biotin	P-AFFY-3	ArrayExpress	CPIB_LRP_hyb_55	A-AFFY-2	array assay	P-AFFY-6	ArrayExpress	Voss_1-50_42h_after-lateral-root-initiation_Rep3_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2565/E-MTAB-2565.raw.1.zip	42	hour
CPIB_LRPTC_42hr	organism_part	Nottingham Arabidopsis Stock Centre	Arabidopsis thaliana	lateral root primordium formation stage	fresh specimen	lateral root primordium	P-MTAB-39060	P-MTAB-39074	P-MTAB-39060	CPIB_LRP_extract_56	RNA	P-MTAB-39080	CPIB_LRP_labelledextract_56	biotin	P-AFFY-3	ArrayExpress	CPIB_LRP_hyb_56	A-AFFY-2	array assay	P-AFFY-6	ArrayExpress	Voss_1-68_42h_after-lateral-root-initiation_Rep4_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2565/E-MTAB-2565.raw.1.zip	42	hour
CPIB_LRPTC_45hr	organism_part	Nottingham Arabidopsis Stock Centre	Arabidopsis thaliana	lateral root primordium formation stage	fresh specimen	lateral root primordium	P-MTAB-39060	P-MTAB-39075	P-MTAB-39060	CPIB_LRP_extract_57	RNA	P-MTAB-39080	CPIB_LRP_labelledextract_57	biotin	P-AFFY-3	ArrayExpress	CPIB_LRP_hyb_57	A-AFFY-2	array assay	P-AFFY-6	ArrayExpress	Voss_1-15_45h_after-lateral-root-initiation_Rep1_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2565/E-MTAB-2565.raw.1.zip	45	hour
CPIB_LRPTC_45hr	organism_part	Nottingham Arabidopsis Stock Centre	Arabidopsis thaliana	lateral root primordium formation stage	fresh specimen	lateral root primordium	P-MTAB-39060	P-MTAB-39075	P-MTAB-39060	CPIB_LRP_extract_58	RNA	P-MTAB-39080	CPIB_LRP_labelledextract_58	biotin	P-AFFY-3	ArrayExpress	CPIB_LRP_hyb_58	A-AFFY-2	array assay	P-AFFY-6	ArrayExpress	Voss_1-33_45h_after-lateral-root-initiation_Rep2_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2565/E-MTAB-2565.raw.1.zip	45	hour
CPIB_LRPTC_45hr	organism_part	Nottingham Arabidopsis Stock Centre	Arabidopsis thaliana	lateral root primordium formation stage	fresh specimen	lateral root primordium	P-MTAB-39060	P-MTAB-39075	P-MTAB-39060	CPIB_LRP_extract_59	RNA	P-MTAB-39080	CPIB_LRP_labelledextract_59	biotin	P-AFFY-3	ArrayExpress	CPIB_LRP_hyb_59	A-AFFY-2	array assay	P-AFFY-6	ArrayExpress	Voss_1-51_45h_after-lateral-root-initiation_Rep3_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2565/E-MTAB-2565.raw.1.zip	45	hour
CPIB_LRPTC_45hr	organism_part	Nottingham Arabidopsis Stock Centre	Arabidopsis thaliana	lateral root primordium formation stage	fresh specimen	lateral root primordium	P-MTAB-39060	P-MTAB-39075	P-MTAB-39060	CPIB_LRP_extract_60	RNA	P-MTAB-39080	CPIB_LRP_labelledextract_60	biotin	P-AFFY-3	ArrayExpress	CPIB_LRP_hyb_60	A-AFFY-2	array assay	P-AFFY-6	ArrayExpress	Voss_1-69_45h_after-lateral-root-initiation_Rep4_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2565/E-MTAB-2565.raw.1.zip	45	hour
CPIB_LRPTC_48hr	organism_part	Nottingham Arabidopsis Stock Centre	Arabidopsis thaliana	lateral root primordium formation stage	fresh specimen	lateral root primordium	P-MTAB-39060	P-MTAB-39076	P-MTAB-39060	CPIB_LRP_extract_61	RNA	P-MTAB-39080	CPIB_LRP_labelledextract_61	biotin	P-AFFY-3	ArrayExpress	CPIB_LRP_hyb_61	A-AFFY-2	array assay	P-AFFY-6	ArrayExpress	Voss_1-16_48h_after-lateral-root-initiation_Rep1_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2565/E-MTAB-2565.raw.1.zip	48	hour
CPIB_LRPTC_48hr	organism_part	Nottingham Arabidopsis Stock Centre	Arabidopsis thaliana	lateral root primordium formation stage	fresh specimen	lateral root primordium	P-MTAB-39060	P-MTAB-39076	P-MTAB-39060	CPIB_LRP_extract_62	RNA	P-MTAB-39080	CPIB_LRP_labelledextract_62	biotin	P-AFFY-3	ArrayExpress	CPIB_LRP_hyb_62	A-AFFY-2	array assay	P-AFFY-6	ArrayExpress	Voss_1-34_48h_after-lateral-root-initiation_Rep2_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2565/E-MTAB-2565.raw.1.zip	48	hour
CPIB_LRPTC_48hr	organism_part	Nottingham Arabidopsis Stock Centre	Arabidopsis thaliana	lateral root primordium formation stage	fresh specimen	lateral root primordium	P-MTAB-39060	P-MTAB-39076	P-MTAB-39060	CPIB_LRP_extract_63	RNA	P-MTAB-39080	CPIB_LRP_labelledextract_63	biotin	P-AFFY-3	ArrayExpress	CPIB_LRP_hyb_63	A-AFFY-2	array assay	P-AFFY-6	ArrayExpress	Voss_1-52_48h_after-lateral-root-initiation_Rep3_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2565/E-MTAB-2565.raw.1.zip	48	hour
CPIB_LRPTC_48hr	organism_part	Nottingham Arabidopsis Stock Centre	Arabidopsis thaliana	lateral root primordium formation stage	fresh specimen	lateral root primordium	P-MTAB-39060	P-MTAB-39076	P-MTAB-39060	CPIB_LRP_extract_64	RNA	P-MTAB-39080	CPIB_LRP_labelledextract_64	biotin	P-AFFY-3	ArrayExpress	CPIB_LRP_hyb_64	A-AFFY-2	array assay	P-AFFY-6	ArrayExpress	Voss_1-70_48h_after-lateral-root-initiation_Rep4_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2565/E-MTAB-2565.raw.1.zip	48	hour
CPIB_LRPTC_51hr	organism_part	Nottingham Arabidopsis Stock Centre	Arabidopsis thaliana	lateral root primordium formation stage	fresh specimen	lateral root primordium	P-MTAB-39060	P-MTAB-39077	P-MTAB-39060	CPIB_LRP_extract_65	RNA	P-MTAB-39080	CPIB_LRP_labelledextract_65	biotin	P-AFFY-3	ArrayExpress	CPIB_LRP_hyb_65	A-AFFY-2	array assay	P-AFFY-6	ArrayExpress	Voss_1-17_51h_after-lateral-root-initiation_Rep1_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2565/E-MTAB-2565.raw.1.zip	51	hour
CPIB_LRPTC_51hr	organism_part	Nottingham Arabidopsis Stock Centre	Arabidopsis thaliana	lateral root primordium formation stage	fresh specimen	lateral root primordium	P-MTAB-39060	P-MTAB-39077	P-MTAB-39060	CPIB_LRP_extract_66	RNA	P-MTAB-39080	CPIB_LRP_labelledextract_66	biotin	P-AFFY-3	ArrayExpress	CPIB_LRP_hyb_66	A-AFFY-2	array assay	P-AFFY-6	ArrayExpress	Voss_1-35_51h_after-lateral-root-initiation_Rep2_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2565/E-MTAB-2565.raw.1.zip	51	hour
CPIB_LRPTC_51hr	organism_part	Nottingham Arabidopsis Stock Centre	Arabidopsis thaliana	lateral root primordium formation stage	fresh specimen	lateral root primordium	P-MTAB-39060	P-MTAB-39077	P-MTAB-39060	CPIB_LRP_extract_67	RNA	P-MTAB-39080	CPIB_LRP_labelledextract_67	biotin	P-AFFY-3	ArrayExpress	CPIB_LRP_hyb_67	A-AFFY-2	array assay	P-AFFY-6	ArrayExpress	Voss_1-53_51h_after-lateral-root-initiation_Rep3_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2565/E-MTAB-2565.raw.1.zip	51	hour
CPIB_LRPTC_51hr	organism_part	Nottingham Arabidopsis Stock Centre	Arabidopsis thaliana	lateral root primordium formation stage	fresh specimen	lateral root primordium	P-MTAB-39060	P-MTAB-39077	P-MTAB-39060	CPIB_LRP_extract_68	RNA	P-MTAB-39080	CPIB_LRP_labelledextract_68	biotin	P-AFFY-3	ArrayExpress	CPIB_LRP_hyb_68	A-AFFY-2	array assay	P-AFFY-6	ArrayExpress	Voss_1-71_51h_after-lateral-root-initiation_Rep4_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2565/E-MTAB-2565.raw.1.zip	51	hour
CPIB_LRPTC_54hr	organism_part	Nottingham Arabidopsis Stock Centre	Arabidopsis thaliana	lateral root primordium formation stage	fresh specimen	lateral root primordium	P-MTAB-39060	P-MTAB-39078	P-MTAB-39060	CPIB_LRP_extract_69	RNA	P-MTAB-39080	CPIB_LRP_labelledextract_69	biotin	P-AFFY-3	ArrayExpress	CPIB_LRP_hyb_69	A-AFFY-2	array assay	P-AFFY-6	ArrayExpress	Voss_1-18_54h_after-lateral-root-initiation_Rep1_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2565/E-MTAB-2565.raw.1.zip	54	hour
CPIB_LRPTC_54hr	organism_part	Nottingham Arabidopsis Stock Centre	Arabidopsis thaliana	lateral root primordium formation stage	fresh specimen	lateral root primordium	P-MTAB-39060	P-MTAB-39078	P-MTAB-39060	CPIB_LRP_extract_70	RNA	P-MTAB-39080	CPIB_LRP_labelledextract_70	biotin	P-AFFY-3	ArrayExpress	CPIB_LRP_hyb_70	A-AFFY-2	array assay	P-AFFY-6	ArrayExpress	Voss_1-36_54h_after-lateral-root-initiation_Rep2_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2565/E-MTAB-2565.raw.1.zip	54	hour
CPIB_LRPTC_54hr	organism_part	Nottingham Arabidopsis Stock Centre	Arabidopsis thaliana	lateral root primordium formation stage	fresh specimen	lateral root primordium	P-MTAB-39060	P-MTAB-39078	P-MTAB-39060	CPIB_LRP_extract_71	RNA	P-MTAB-39080	CPIB_LRP_labelledextract_71	biotin	P-AFFY-3	ArrayExpress	CPIB_LRP_hyb_71	A-AFFY-2	array assay	P-AFFY-6	ArrayExpress	Voss_1-54_54h_after-lateral-root-initiation_Rep3_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2565/E-MTAB-2565.raw.1.zip	54	hour
CPIB_LRPTC_54hr	organism_part	Nottingham Arabidopsis Stock Centre	Arabidopsis thaliana	lateral root primordium formation stage	fresh specimen	lateral root primordium	P-MTAB-39060	P-MTAB-39078	P-MTAB-39060	CPIB_LRP_extract_72	RNA	P-MTAB-39080	CPIB_LRP_labelledextract_72	biotin	P-AFFY-3	ArrayExpress	CPIB_LRP_hyb_72	A-AFFY-2	array assay	P-AFFY-6	ArrayExpress	Voss_1-72_54h_after-lateral-root-initiation_Rep4_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2565/E-MTAB-2565.raw.1.zip	54	hour
