Source Name	Comment [Sample_description]	Comment [Sample_source_name]	Comment [Sample_title]	Characteristics [age]	Characteristics [ecotype background]	Characteristics [genotype]	Characteristics [harvested at]	Characteristics [molecule subtype]	Characteristics [organism]	Term Source REF	Term Accession Number	Characteristics [organism part]	Term Source REF	Term Accession Number	Protocol REF	Term Source REF	Protocol REF	Term Source REF	Extract Name	Material Type	Protocol REF	Term Source REF	Labeled Extract Name	Label	Protocol REF	Term Source REF	Assay Name	Array Design REF	Term Source REF	Technology Type	Protocol REF	Term Source REF	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Term Source REF	Normalization Name	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	FactorValue [harvested at]	FactorValue [molecule subtype]
GSM1516691 1	12am_N_1	wild type_12am_non-polysomal	wild type, 12am, non-polysomal, replicate 1	10 days	Columbia	wild type	12am	Non-polysomal RNA	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	aerial part	EFO	EFO_0001901	P-GSE61897-2	ArrayExpress	P-GSE61897-3	ArrayExpress	GSM1516691 extract 1	total RNA	P-GSE61897-4	ArrayExpress	GSM1516691 LE 1	biotin	P-GSE61897-5	ArrayExpress	GSM1516691	A-AFFY-2	ArrayExpress	array assay	P-GSE61897-6	ArrayExpress	GSM1516691_10_12AM_1to4.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61897/E-GEOD-61897.raw.1.zip	P-GSE61897-1	ArrayExpress	GSM1516691_sample_table.txt norm	GSM1516691_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61897/E-GEOD-61897.processed.1.zip	12am	Non-polysomal RNA
GSM1516690 1	6pm_L_1	wild type_6pm_large polysomal	wild type, 6pm, large polysomal, replicate 1	10 days	Columbia	wild type	6pm	Large polysomal RNA	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	aerial part	EFO	EFO_0001901	P-GSE61897-2	ArrayExpress	P-GSE61897-3	ArrayExpress	GSM1516690 extract 1	total RNA	P-GSE61897-4	ArrayExpress	GSM1516690 LE 1	biotin	P-GSE61897-5	ArrayExpress	GSM1516690	A-AFFY-2	ArrayExpress	array assay	P-GSE61897-6	ArrayExpress	GSM1516690_09_6PM_9to12.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61897/E-GEOD-61897.raw.1.zip	P-GSE61897-1	ArrayExpress	GSM1516690_sample_table.txt norm	GSM1516690_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61897/E-GEOD-61897.processed.1.zip	6pm	Large polysomal RNA
GSM1516689 1	6pm_S_1	wild type_6pm_small polysomal	wild type, 6pm, small polysomal, replicate 1	10 days	Columbia	wild type	6pm	Small polysomal RNA	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	aerial part	EFO	EFO_0001901	P-GSE61897-2	ArrayExpress	P-GSE61897-3	ArrayExpress	GSM1516689 extract 1	total RNA	P-GSE61897-4	ArrayExpress	GSM1516689 LE 1	biotin	P-GSE61897-5	ArrayExpress	GSM1516689	A-AFFY-2	ArrayExpress	array assay	P-GSE61897-6	ArrayExpress	GSM1516689_08_6PM_5to8.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61897/E-GEOD-61897.raw.1.zip	P-GSE61897-1	ArrayExpress	GSM1516689_sample_table.txt norm	GSM1516689_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61897/E-GEOD-61897.processed.1.zip	6pm	Small polysomal RNA
GSM1516688 1	6pm_N_1	wild type_6pm_non-polysomal	wild type, 6pm, non-polysomal, replicate 1	10 days	Columbia	wild type	6pm	Non-polysomal RNA	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	aerial part	EFO	EFO_0001901	P-GSE61897-2	ArrayExpress	P-GSE61897-3	ArrayExpress	GSM1516688 extract 1	total RNA	P-GSE61897-4	ArrayExpress	GSM1516688 LE 1	biotin	P-GSE61897-5	ArrayExpress	GSM1516688	A-AFFY-2	ArrayExpress	array assay	P-GSE61897-6	ArrayExpress	GSM1516688_07_6PM_1to4.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61897/E-GEOD-61897.raw.1.zip	P-GSE61897-1	ArrayExpress	GSM1516688_sample_table.txt norm	GSM1516688_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61897/E-GEOD-61897.processed.1.zip	6pm	Non-polysomal RNA
GSM1516687 1	12pm_L_1	wild type_12pm_large polysomal	wild type, 12pm, large polysomal, replicate 1	10 days	Columbia	wild type	12pm	Large polysomal RNA	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	aerial part	EFO	EFO_0001901	P-GSE61897-2	ArrayExpress	P-GSE61897-3	ArrayExpress	GSM1516687 extract 1	total RNA	P-GSE61897-4	ArrayExpress	GSM1516687 LE 1	biotin	P-GSE61897-5	ArrayExpress	GSM1516687	A-AFFY-2	ArrayExpress	array assay	P-GSE61897-6	ArrayExpress	GSM1516687_06_12PM_9to12.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61897/E-GEOD-61897.raw.1.zip	P-GSE61897-1	ArrayExpress	GSM1516687_sample_table.txt norm	GSM1516687_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61897/E-GEOD-61897.processed.1.zip	12pm	Large polysomal RNA
GSM1516686 1	12pm_S_1	wild type_12pm_small polysomal	wild type, 12pm, small polysomal, replicate 1	10 days	Columbia	wild type	12pm	Small polysomal RNA	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	aerial part	EFO	EFO_0001901	P-GSE61897-2	ArrayExpress	P-GSE61897-3	ArrayExpress	GSM1516686 extract 1	total RNA	P-GSE61897-4	ArrayExpress	GSM1516686 LE 1	biotin	P-GSE61897-5	ArrayExpress	GSM1516686	A-AFFY-2	ArrayExpress	array assay	P-GSE61897-6	ArrayExpress	GSM1516686_05_12PM_5to8.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61897/E-GEOD-61897.raw.1.zip	P-GSE61897-1	ArrayExpress	GSM1516686_sample_table.txt norm	GSM1516686_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61897/E-GEOD-61897.processed.1.zip	12pm	Small polysomal RNA
GSM1516685 1	12pm_N_1	wild type_12pm_non-polysomal	wild type, 12pm, non-polysomal, replicate 1	10 days	Columbia	wild type	12pm	Non-polysomal RNA	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	aerial part	EFO	EFO_0001901	P-GSE61897-2	ArrayExpress	P-GSE61897-3	ArrayExpress	GSM1516685 extract 1	total RNA	P-GSE61897-4	ArrayExpress	GSM1516685 LE 1	biotin	P-GSE61897-5	ArrayExpress	GSM1516685	A-AFFY-2	ArrayExpress	array assay	P-GSE61897-6	ArrayExpress	GSM1516685_04_12PM_1to4.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61897/E-GEOD-61897.raw.1.zip	P-GSE61897-1	ArrayExpress	GSM1516685_sample_table.txt norm	GSM1516685_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61897/E-GEOD-61897.processed.1.zip	12pm	Non-polysomal RNA
GSM1516684 1	6am_L_1	wild type_6am_large polysomal	wild type, 6am, large polysomal, replicate 1	10 days	Columbia	wild type	6am	Large polysomal RNA	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	aerial part	EFO	EFO_0001901	P-GSE61897-2	ArrayExpress	P-GSE61897-3	ArrayExpress	GSM1516684 extract 1	total RNA	P-GSE61897-4	ArrayExpress	GSM1516684 LE 1	biotin	P-GSE61897-5	ArrayExpress	GSM1516684	A-AFFY-2	ArrayExpress	array assay	P-GSE61897-6	ArrayExpress	GSM1516684_03_6AM_9to12.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61897/E-GEOD-61897.raw.1.zip	P-GSE61897-1	ArrayExpress	GSM1516684_sample_table.txt norm	GSM1516684_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61897/E-GEOD-61897.processed.1.zip	6am	Large polysomal RNA
GSM1516683 1	6am_S_1	wild type_6am_small polysomal	wild type, 6am, small polysomal, replicate 1	10 days	Columbia	wild type	6am	Small polysomal RNA	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	aerial part	EFO	EFO_0001901	P-GSE61897-2	ArrayExpress	P-GSE61897-3	ArrayExpress	GSM1516683 extract 1	total RNA	P-GSE61897-4	ArrayExpress	GSM1516683 LE 1	biotin	P-GSE61897-5	ArrayExpress	GSM1516683	A-AFFY-2	ArrayExpress	array assay	P-GSE61897-6	ArrayExpress	GSM1516683_02_6AM_5to8.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61897/E-GEOD-61897.raw.1.zip	P-GSE61897-1	ArrayExpress	GSM1516683_sample_table.txt norm	GSM1516683_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61897/E-GEOD-61897.processed.1.zip	6am	Small polysomal RNA
GSM1516682 1	6am_N_1	wild type_6am_non-polysomal	wild type, 6am, non-polysomal, replicate 1	10 days	Columbia	wild type	6am	Non-polysomal RNA	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	aerial part	EFO	EFO_0001901	P-GSE61897-2	ArrayExpress	P-GSE61897-3	ArrayExpress	GSM1516682 extract 1	total RNA	P-GSE61897-4	ArrayExpress	GSM1516682 LE 1	biotin	P-GSE61897-5	ArrayExpress	GSM1516682	A-AFFY-2	ArrayExpress	array assay	P-GSE61897-6	ArrayExpress	GSM1516682_01_6AM_1to4.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61897/E-GEOD-61897.raw.1.zip	P-GSE61897-1	ArrayExpress	GSM1516682_sample_table.txt norm	GSM1516682_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61897/E-GEOD-61897.processed.1.zip	6am	Non-polysomal RNA
