Source Name	Characteristics [organism]	Term Source REF	Term Accession Number	Characteristics[ecotype]	Characteristics[organism part]	Characteristics[developmental stage]	Description	Protocol REF	Sample Name	Extract Name	Material Type	Labeled Extract Name	Label	Material Type	Protocol REF	Hybridization Name	Array Design REF	Protocol REF	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	Derived Array Data Matrix File	Comment [Derived ArrayExpress Data Matrix FTP file]	FactorValue[growth condition]
GSE5617GSM131181	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	hypocotyl and cotyledon	hypocotyl emergence stage	Col-0:  location: Growth Room Humidity: not adjusted Temperature: 22°C Lighting: 4 d darkness --> 45 min continuous blue light Medium: Murashige and Skoog / agar 1.2 % Stratification: 8°C, 48 hour darkness. Stock Code: N1092; Developmental stage: 0.7; Tissue: mainly hypocotyl and cotyledons	P-G5617-13	GSE5617GSM131181 sample	GSE5617GSM131181 extract	total_RNA	GSE5617GSM131181 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_D-13_1-BS_REP1_ATH1	A-AFFY-2	P-AFFY-6	AtGen_D-13_1-BS_REP1_ATH1	GSM131181.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5617/E-GEOD-5617.raw.1.zip	E-GEOD-5617-processed-data-1628498495.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5617/E-GEOD-5617.processed.1.zip	45 min continuous blue light
GSE5617GSM131195	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	hypocotyl and cotyledon	hypocotyl emergence stage	Col-0:  location: Growth Room Humidity: not adjusted Temperature: 22°C Lighting: 4 d darkness --> 45 min continuous blue light Medium: Murashige and Skoog / agar 1.2 % Stratification: 8°C, 48 hour darkness. Stock Code: N1092; Developmental stage: 0.7; Tissue: mainly hypocotyl and cotyledons	P-G5617-13	GSE5617GSM131195 sample	GSE5617GSM131195 extract	total_RNA	GSE5617GSM131195 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_D-29_2-BS_REP2_ATH1	A-AFFY-2	P-AFFY-6	AtGen_D-29_2-BS_REP2_ATH1	GSM131195.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5617/E-GEOD-5617.raw.1.zip	E-GEOD-5617-processed-data-1628498495.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5617/E-GEOD-5617.processed.1.zip	45 min continuous blue light
GSE5617GSM131211	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	hypocotyl and cotyledon	hypocotyl emergence stage	Col-0:  location: Growth Room Humidity: not adjusted Temperature: 22°C Lighting: 4 d darkness --> 45 min continuous blue light Medium: Murashige and Skoog / agar 1.2 % Stratification: 8°C, 48 hour darkness. Stock Code: N1092; Developmental stage: 0.7; Tissue: mainly hypocotyl and cotyledons	P-G5617-13	GSE5617GSM131211 sample	GSE5617GSM131211 extract	total_RNA	GSE5617GSM131211 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_D-45_3-BS_REP3_ATH1	A-AFFY-2	P-AFFY-6	AtGen_D-45_3-BS_REP3_ATH1	GSM131211.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5617/E-GEOD-5617.raw.1.zip	E-GEOD-5617-processed-data-1628498495.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5617/E-GEOD-5617.processed.1.zip	45 min continuous blue light
GSE5617GSM131178	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	hypocotyl and cotyledon	hypocotyl emergence stage	Col-0:  location: Growth Room Humidity: not adjusted Temperature: 22°C Lighting: 4 d darkness --> 45 min continuous far-red light Medium: Murashige and Skoog / agar 1.2 % Stratification: 8°C, 48 hour darkness. Stock Code: N1092; Developmental stage: 0.7; Tissue: mainly hypocotyl and cotyledons	P-G5617-10	GSE5617GSM131178 sample	GSE5617GSM131178 extract	total_RNA	GSE5617GSM131178 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_D-10_1-FS_REP1_ATH1	A-AFFY-2	P-AFFY-6	AtGen_D-10_1-FS_REP1_ATH1	GSM131178.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5617/E-GEOD-5617.raw.1.zip	E-GEOD-5617-processed-data-1628498495.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5617/E-GEOD-5617.processed.1.zip	45 min continuous far-red light
GSE5617GSM131208	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	hypocotyl and cotyledon	hypocotyl emergence stage	Col-0:  location: Growth Room Humidity: not adjusted Temperature: 22°C Lighting: 4 d darkness --> 45 min continuous far-red light Medium: Murashige and Skoog / agar 1.2 % Stratification: 8°C, 48 hour darkness. Stock Code: N1092; Developmental stage: 0.7; Tissue: mainly hypocotyl and cotyledons	P-G5617-10	GSE5617GSM131208 sample	GSE5617GSM131208 extract	total_RNA	GSE5617GSM131208 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_D-42_3-FS_REP3_ATH1	A-AFFY-2	P-AFFY-6	AtGen_D-42_3-FS_REP3_ATH1	GSM131208.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5617/E-GEOD-5617.raw.1.zip	E-GEOD-5617-processed-data-1628498495.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5617/E-GEOD-5617.processed.1.zip	45 min continuous far-red light
GSE5617GSM131216	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	hypocotyl and cotyledon	hypocotyl emergence stage	Col-0:  location: Growth Room Humidity: not adjusted Temperature: 22°C Lighting: 4 d darkness --> 45 min continuous far-red light Medium: Murashige and Skoog / agar 1.2 % Stratification: 8°C, 48 hour darkness. Stock Code: N1092; Developmental stage: 0.7; Tissue: mainly hypocotyl and cotyledons	P-G5617-21	GSE5617GSM131216 sample	GSE5617GSM131216 extract	total_RNA	GSE5617GSM131216 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_D-26_1-FS_REP2_ATH1	A-AFFY-2	P-AFFY-6	AtGen_D-26_1-FS_REP2_ATH1	GSM131216.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5617/E-GEOD-5617.raw.1.zip	E-GEOD-5617-processed-data-1628498495.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5617/E-GEOD-5617.processed.1.zip	45 min continuous far-red light
GSE5617GSM131180	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	hypocotyl and cotyledon	hypocotyl emergence stage	Col-0:  location: Growth Room Humidity: not adjusted Temperature: 22°C Lighting: 4 d darkness --> 45 min continuous red light Medium: Murashige and Skoog / agar 1.2 % Stratification: 8°C, 48 hour darkness. Stock Code: N1092; Developmental stage: 0.7; Tissue: mainly hypocotyl and cotyledons	P-G5617-12	GSE5617GSM131180 sample	GSE5617GSM131180 extract	total_RNA	GSE5617GSM131180 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_D-12_1-RS_REP1_ATH1	A-AFFY-2	P-AFFY-6	AtGen_D-12_1-RS_REP1_ATH1	GSM131180.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5617/E-GEOD-5617.raw.1.zip	E-GEOD-5617-processed-data-1628498495.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5617/E-GEOD-5617.processed.1.zip	45 min continuous red light
GSE5617GSM131194	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	hypocotyl and cotyledon	hypocotyl emergence stage	Col-0:  location: Growth Room Humidity: not adjusted Temperature: 22°C Lighting: 4 d darkness --> 45 min continuous red light Medium: Murashige and Skoog / agar 1.2 % Stratification: 8°C, 48 hour darkness. Stock Code: N1092; Developmental stage: 0.7; Tissue: mainly hypocotyl and cotyledons	P-G5617-12	GSE5617GSM131194 sample	GSE5617GSM131194 extract	total_RNA	GSE5617GSM131194 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_D-28_2-RS_REP2_ATH1	A-AFFY-2	P-AFFY-6	AtGen_D-28_2-RS_REP2_ATH1	GSM131194.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5617/E-GEOD-5617.raw.1.zip	E-GEOD-5617-processed-data-1628498495.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5617/E-GEOD-5617.processed.1.zip	45 min continuous red light
GSE5617GSM131210	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	hypocotyl and cotyledon	hypocotyl emergence stage	Col-0:  location: Growth Room Humidity: not adjusted Temperature: 22°C Lighting: 4 d darkness --> 45 min continuous red light Medium: Murashige and Skoog / agar 1.2 % Stratification: 8°C, 48 hour darkness. Stock Code: N1092; Developmental stage: 0.7; Tissue: mainly hypocotyl and cotyledons	P-G5617-12	GSE5617GSM131210 sample	GSE5617GSM131210 extract	total_RNA	GSE5617GSM131210 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_D-44_3-RS_REP3_ATH1	A-AFFY-2	P-AFFY-6	AtGen_D-44_3-RS_REP3_ATH1	GSM131210.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5617/E-GEOD-5617.raw.1.zip	E-GEOD-5617-processed-data-1628498495.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5617/E-GEOD-5617.processed.1.zip	45 min continuous red light
GSE5617GSM131184	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	hypocotyl and cotyledon	hypocotyl emergence stage	Col-0:  location: Growth Room Humidity: not adjusted Temperature: 22°C Lighting: 4 d darkness --> 45 min continuous white light Medium: Murashige and Skoog / agar 1.2 % Stratification: 8°C, 48 hour darkness. Stock Code: N1092; Developmental stage: 0.7; Tissue: mainly hypocotyl and cotyledons	P-G5617-15	GSE5617GSM131184 sample	GSE5617GSM131184 extract	total_RNA	GSE5617GSM131184 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_D-16_1-WS_REP1_ATH1	A-AFFY-2	P-AFFY-6	AtGen_D-16_1-WS_REP1_ATH1	GSM131184.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5617/E-GEOD-5617.raw.1.zip	E-GEOD-5617-processed-data-1628498495.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5617/E-GEOD-5617.processed.1.zip	45 min continuous white light
GSE5617GSM131198	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	hypocotyl and cotyledon	hypocotyl emergence stage	Col-0:  location: Growth Room Humidity: not adjusted Temperature: 22°C Lighting: 4 d darkness --> 45 min continuous white light Medium: Murashige and Skoog / agar 1.2 % Stratification: 8°C, 48 hour darkness. Stock Code: N1092; Developmental stage: 0.7; Tissue: mainly hypocotyl and cotyledons	P-G5617-15	GSE5617GSM131198 sample	GSE5617GSM131198 extract	total_RNA	GSE5617GSM131198 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_D-32_2-WS_REP2_ATH1	A-AFFY-2	P-AFFY-6	AtGen_D-32_2-WS_REP2_ATH1	GSM131198.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5617/E-GEOD-5617.raw.1.zip	E-GEOD-5617-processed-data-1628498495.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5617/E-GEOD-5617.processed.1.zip	45 min continuous white light
GSE5617GSM131214	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	hypocotyl and cotyledon	hypocotyl emergence stage	Col-0:  location: Growth Room Humidity: not adjusted Temperature: 22°C Lighting: 4 d darkness --> 45 min continuous white light Medium: Murashige and Skoog / agar 1.2 % Stratification: 8°C, 48 hour darkness. Stock Code: N1092; Developmental stage: 0.7; Tissue: mainly hypocotyl and cotyledons	P-G5617-15	GSE5617GSM131214 sample	GSE5617GSM131214 extract	total_RNA	GSE5617GSM131214 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_D-48_3-WS_REP3_ATH1	A-AFFY-2	P-AFFY-6	AtGen_D-48_3-WS_REP3_ATH1	GSM131214.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5617/E-GEOD-5617.raw.1.zip	E-GEOD-5617-processed-data-1628498495.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5617/E-GEOD-5617.processed.1.zip	45 min continuous white light
GSE5617GSM131174	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	hypocotyl and cotyledon	hypocotyl emergence stage	Col-0:  location: Growth Room Humidity: not adjusted Temperature: 22°C Lighting: 4 d darkness --> 5 min UV-A light --> 4 h darkness Medium: Murashige and Skoog / agar 1.2 % Stratification: 8°C, 48 hour darkness. Stock Code: N1092; Developmental stage: 0.7; Tissue: mainly hypocotyl and cotyledons	P-G5617-6	GSE5617GSM131174 sample	GSE5617GSM131174 extract	total_RNA	GSE5617GSM131174 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_D-6_1-AL_REP1_ATH1	A-AFFY-2	P-AFFY-6	AtGen_D-6_1-AL_REP1_ATH1	GSM131174.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5617/E-GEOD-5617.raw.1.zip	E-GEOD-5617-processed-data-1628498495.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5617/E-GEOD-5617.processed.1.zip	5 min UV-A light pulse + 4 h darkness
GSE5617GSM131189	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	hypocotyl and cotyledon	hypocotyl emergence stage	Col-0:  location: Growth Room Humidity: not adjusted Temperature: 22°C Lighting: 4 d darkness --> 5 min UV-A light --> 4 h darkness Medium: Murashige and Skoog / agar 1.2 % Stratification: 8°C, 48 hour darkness. Stock Code: N1092; Developmental stage: 0.7; Tissue: mainly hypocotyl and cotyledons	P-G5617-6	GSE5617GSM131189 sample	GSE5617GSM131189 extract	total_RNA	GSE5617GSM131189 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_D-22_2-AL_REP2_ATH1	A-AFFY-2	P-AFFY-6	AtGen_D-22_2-AL_REP2_ATH1	GSM131189.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5617/E-GEOD-5617.raw.1.zip	E-GEOD-5617-processed-data-1628498495.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5617/E-GEOD-5617.processed.1.zip	5 min UV-A light pulse + 4 h darkness
GSE5617GSM131204	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	hypocotyl and cotyledon	hypocotyl emergence stage	Col-0:  location: Growth Room Humidity: not adjusted Temperature: 22°C Lighting: 4 d darkness --> 5 min UV-A light --> 4 h darkness Medium: Murashige and Skoog / agar 1.2 % Stratification: 8°C, 48 hour darkness. Stock Code: N1092; Developmental stage: 0.7; Tissue: mainly hypocotyl and cotyledons	P-G5617-6	GSE5617GSM131204 sample	GSE5617GSM131204 extract	total_RNA	GSE5617GSM131204 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_D-38_3-AL_REP3_ATH1	A-AFFY-2	P-AFFY-6	AtGen_D-38_3-AL_REP3_ATH1	GSM131204.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5617/E-GEOD-5617.raw.1.zip	E-GEOD-5617-processed-data-1628498495.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5617/E-GEOD-5617.processed.1.zip	5 min UV-A light pulse + 4 h darkness
GSE5617GSM131182	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	hypocotyl and cotyledon	hypocotyl emergence stage	Col-0:  location: Growth Room Humidity: not adjusted Temperature: 22°C Lighting: 4 d darkness --> 5 min UV-A light --> 40 min darkness Medium: Murashige and Skoog / agar 1.2 % Stratification: 8°C, 48 hour darkness. Stock Code: N1092; Developmental stage: 0.7; Tissue: mainly hypocotyl and cotyledons	P-G5617-14	GSE5617GSM131182 sample	GSE5617GSM131182 extract	total_RNA	GSE5617GSM131182 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_D-14_1-AS_REP1_ATH1	A-AFFY-2	P-AFFY-6	AtGen_D-14_1-AS_REP1_ATH1	GSM131182.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5617/E-GEOD-5617.raw.1.zip	E-GEOD-5617-processed-data-1628498495.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5617/E-GEOD-5617.processed.1.zip	5 min UV-A light pulse + 40 min darkness
GSE5617GSM131196	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	hypocotyl and cotyledon	hypocotyl emergence stage	Col-0:  location: Growth Room Humidity: not adjusted Temperature: 22°C Lighting: 4 d darkness --> 5 min UV-A light --> 40 min darkness Medium: Murashige and Skoog / agar 1.2 % Stratification: 8°C, 48 hour darkness. Stock Code: N1092; Developmental stage: 0.7; Tissue: mainly hypocotyl and cotyledons	P-G5617-14	GSE5617GSM131196 sample	GSE5617GSM131196 extract	total_RNA	GSE5617GSM131196 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_D-30_2-AS_REP2_ATH1	A-AFFY-2	P-AFFY-6	AtGen_D-30_2-AS_REP2_ATH1	GSM131196.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5617/E-GEOD-5617.raw.1.zip	E-GEOD-5617-processed-data-1628498495.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5617/E-GEOD-5617.processed.1.zip	5 min UV-A light pulse + 40 min darkness
GSE5617GSM131212	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	hypocotyl and cotyledon	hypocotyl emergence stage	Col-0:  location: Growth Room Humidity: not adjusted Temperature: 22°C Lighting: 4 d darkness --> 5 min UV-A light --> 40 min darkness Medium: Murashige and Skoog / agar 1.2 % Stratification: 8°C, 48 hour darkness. Stock Code: N1092; Developmental stage: 0.7; Tissue: mainly hypocotyl and cotyledons	P-G5617-14	GSE5617GSM131212 sample	GSE5617GSM131212 extract	total_RNA	GSE5617GSM131212 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_D-46_3-AS_REP3_ATH1	A-AFFY-2	P-AFFY-6	AtGen_D-46_3-AS_REP3_ATH1	GSM131212.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5617/E-GEOD-5617.raw.1.zip	E-GEOD-5617-processed-data-1628498495.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5617/E-GEOD-5617.processed.1.zip	5 min UV-A light pulse + 40 min darkness
GSE5617GSM131175	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	hypocotyl and cotyledon	hypocotyl emergence stage	Col-0:  location: Growth Room Humidity: not adjusted Temperature: 22°C Lighting: 4 d darkness --> 5 min UV-A/B light --> 4 h darkness Medium: Murashige and Skoog / agar 1.2 % Stratification: 8°C, 48 hour darkness. Stock Code: N1092; Developmental stage: 0.7; Tissue: mainly hypocotyl and cotyledons	P-G5617-7	GSE5617GSM131175 sample	GSE5617GSM131175 extract	total_RNA	GSE5617GSM131175 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_D-7_1-UL_REP1_ATH1	A-AFFY-2	P-AFFY-6	AtGen_D-7_1-UL_REP1_ATH1	GSM131175.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5617/E-GEOD-5617.raw.1.zip	E-GEOD-5617-processed-data-1628498495.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5617/E-GEOD-5617.processed.1.zip	5 min UV-A/B light pulse + 4 h darkness
GSE5617GSM131190	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	hypocotyl and cotyledon	hypocotyl emergence stage	Col-0:  location: Growth Room Humidity: not adjusted Temperature: 22°C Lighting: 4 d darkness --> 5 min UV-A/B light --> 4 h darkness Medium: Murashige and Skoog / agar 1.2 % Stratification: 8°C, 48 hour darkness. Stock Code: N1092; Developmental stage: 0.7; Tissue: mainly hypocotyl and cotyledons	P-G5617-7	GSE5617GSM131190 sample	GSE5617GSM131190 extract	total_RNA	GSE5617GSM131190 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_D-23_2-UL_REP2_ATH1	A-AFFY-2	P-AFFY-6	AtGen_D-23_2-UL_REP2_ATH1	GSM131190.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5617/E-GEOD-5617.raw.1.zip	E-GEOD-5617-processed-data-1628498495.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5617/E-GEOD-5617.processed.1.zip	5 min UV-A/B light pulse + 4 h darkness
GSE5617GSM131205	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	hypocotyl and cotyledon	hypocotyl emergence stage	Col-0:  location: Growth Room Humidity: not adjusted Temperature: 22°C Lighting: 4 d darkness --> 5 min UV-A/B light --> 4 h darkness Medium: Murashige and Skoog / agar 1.2 % Stratification: 8°C, 48 hour darkness. Stock Code: N1092; Developmental stage: 0.7; Tissue: mainly hypocotyl and cotyledons	P-G5617-7	GSE5617GSM131205 sample	GSE5617GSM131205 extract	total_RNA	GSE5617GSM131205 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_D-39_3-UL_REP3_ATH1	A-AFFY-2	P-AFFY-6	AtGen_D-39_3-UL_REP3_ATH1	GSM131205.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5617/E-GEOD-5617.raw.1.zip	E-GEOD-5617-processed-data-1628498495.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5617/E-GEOD-5617.processed.1.zip	5 min UV-A/B light pulse + 4 h darkness
GSE5617GSM131197	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	hypocotyl and cotyledon	hypocotyl emergence stage	Col-0:  location: Growth Room Humidity: not adjusted Temperature: 22°C Lighting: darkness Medium: Murashige and Skoog / agar 1.2 % Stratification: 8°C, 48 hour darkness. Stock Code: N1092; Developmental stage: 0.7; Tissue: mainly hypocotyl and cotyledons	P-G5617-18	GSE5617GSM131197 sample	GSE5617GSM131197 extract	total_RNA	GSE5617GSM131197 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_D-31_2-US_REP2_ATH1	A-AFFY-2	P-AFFY-6	AtGen_D-31_2-US_REP2_ATH1	GSM131197.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5617/E-GEOD-5617.raw.1.zip	E-GEOD-5617-processed-data-1628498495.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5617/E-GEOD-5617.processed.1.zip	5 min UV-A/B light pulse + 40 min darkness
GSE5617GSM131183	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	hypocotyl and cotyledon	hypocotyl emergence stage	Col-0:  location: Growth Room Humidity: not adjusted Temperature: 22°C Lighting: 4 d darkness --> 5 min UV-A/B light --> 40 min darkness Medium: Murashige and Skoog / agar 1.2 % Stratification: 8°C, 48 hour darkness. Stock Code: N1092; Developmental stage: 0.7; Tissue: mainly hypocotyl and cotyledons	P-G5617-7	GSE5617GSM131183 sample	GSE5617GSM131183 extract	total_RNA	GSE5617GSM131183 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_D-15_1-US_REP1_ATH1	A-AFFY-2	P-AFFY-6	AtGen_D-15_1-US_REP1_ATH1	GSM131183.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5617/E-GEOD-5617.raw.1.zip	E-GEOD-5617-processed-data-1628498495.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5617/E-GEOD-5617.processed.1.zip	5 min UV-A/B light pulse + 40 min darkness
GSE5617GSM131213	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	hypocotyl and cotyledon	hypocotyl emergence stage	Col-0:  location: Growth Room Humidity: not adjusted Temperature: 22°C Lighting: 4 d darkness --> 5 min UV-A/B light --> 40 min darkness Medium: Murashige and Skoog / agar 1.2 % Stratification: 8°C, 48 hour darkness. Stock Code: N1092; Developmental stage: 0.7; Tissue: mainly hypocotyl and cotyledons	P-G5617-7	GSE5617GSM131213 sample	GSE5617GSM131213 extract	total_RNA	GSE5617GSM131213 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_D-47_3-US_REP3_ATH1	A-AFFY-2	P-AFFY-6	AtGen_D-47_3-US_REP3_ATH1	GSM131213.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5617/E-GEOD-5617.raw.1.zip	E-GEOD-5617-processed-data-1628498495.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5617/E-GEOD-5617.processed.1.zip	5 min UV-A/B light pulse + 40 min darkness
