Source Name	Comment [Sample_description]	Comment [Sample_source_name]	Comment [Sample_title]	Characteristics[Organism]	Term Source REF	Term Accession Number	Characteristics[age]	Characteristics[genotype]	Characteristics[organism part]	Term Source REF	Term Accession Number	Protocol REF	Protocol REF	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Protocol REF	Hybridization Name	Array Design REF	Term Source REF	Protocol REF	Protocol REF	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Normalization Name	Derived Array Data File	Comment [Derived ArrayExpress FTP file]
GSM604622 1	Gene expression data from 7 day old seedlings treated with the chloroplast biogenesis inhibitor lincomycin (+Lin) 1h after a fluence rate shift from 0.5 to 60 µmol m-2 s-7	Arabidopsis seedlings, treated with lincomycin, 1h after the fluence shift	seedling 1h light, (+Lin), rep2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 days old	Col-0	seedling	EFO	EFO_0001992	P-GSE24517-2	P-GSE24517-3	P-GSE24517-4	GSM604622 extract 1	total RNA	P-GSE24517-5	GSM604622 LE 1	biotin	P-GSE24517-6	GSM604622	A-AFFY-2	  	P-GSE24517-7	P-GSE24517-8	GSM604622_Light_1h_+LIN_2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-24517/E-GEOD-24517.raw.1.zip	P-GSE24517-1	GSM604622_sample_table.txt norm	GSM604622_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-24517/E-GEOD-24517.processed.1.zip
GSM604621 1	Gene expression data from 7 day old seedlings treated with the chloroplast biogenesis inhibitor lincomycin (+Lin) 1h after a fluence rate shift from 0.5 to 60 µmol m-2 s-6	Arabidopsis seedlings, treated with lincomycin, 1h after the fluence shift	seedling 1h light, (+Lin), rep1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 days old	Col-0	seedling	EFO	EFO_0001992	P-GSE24517-2	P-GSE24517-3	P-GSE24517-4	GSM604621 extract 1	total RNA	P-GSE24517-5	GSM604621 LE 1	biotin	P-GSE24517-6	GSM604621	A-AFFY-2	  	P-GSE24517-7	P-GSE24517-8	GSM604621_Light_1h_+LIN_1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-24517/E-GEOD-24517.raw.1.zip	P-GSE24517-1	GSM604621_sample_table.txt norm	GSM604621_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-24517/E-GEOD-24517.processed.1.zip
GSM604620 1	Gene expression data from 7 day old seedlings treated with the chloroplast biogenesis inhibitor lincomycin (+Lin) 0.5h after a fluence rate shift from 0.5 to 60 µmol m-2 s-6	Arabidopsis seedlings, treated with lincomycin, 0.5h after the fluence shift	seedling 0.5h light, (+Lin), rep4	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 days old	Col-0	seedling	EFO	EFO_0001992	P-GSE24517-2	P-GSE24517-3	P-GSE24517-4	GSM604620 extract 1	total RNA	P-GSE24517-5	GSM604620 LE 1	biotin	P-GSE24517-6	GSM604620	A-AFFY-2	  	P-GSE24517-7	P-GSE24517-8	GSM604620_Light_30m_+LIN_4.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-24517/E-GEOD-24517.raw.1.zip	P-GSE24517-1	GSM604620_sample_table.txt norm	GSM604620_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-24517/E-GEOD-24517.processed.1.zip
GSM604619 1	Gene expression data from 7 day old seedlings treated with the chloroplast biogenesis inhibitor lincomycin (+Lin) 0.5h after a fluence rate shift from 0.5 to 60 µmol m-2 s-5	Arabidopsis seedlings, treated with lincomycin, 0.5h after the fluence shift	seedling 0.5h light, (+Lin), rep3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 days old	Col-0	seedling	EFO	EFO_0001992	P-GSE24517-2	P-GSE24517-3	P-GSE24517-4	GSM604619 extract 1	total RNA	P-GSE24517-5	GSM604619 LE 1	biotin	P-GSE24517-6	GSM604619	A-AFFY-2	  	P-GSE24517-7	P-GSE24517-8	GSM604619_Light_30m_+LIN_3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-24517/E-GEOD-24517.raw.1.zip	P-GSE24517-1	GSM604619_sample_table.txt norm	GSM604619_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-24517/E-GEOD-24517.processed.1.zip
GSM604618 1	Gene expression data from 7 day old seedlings treated with the chloroplast biogenesis inhibitor lincomycin (+Lin) 0.5h after a fluence rate shift from 0.5 to 60 µmol m-2 s-4	Arabidopsis seedlings, treated with lincomycin, 0.5h after the fluence shift	seedling 0.5h light, (+Lin), rep2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 days old	Col-0	seedling	EFO	EFO_0001992	P-GSE24517-2	P-GSE24517-3	P-GSE24517-4	GSM604618 extract 1	total RNA	P-GSE24517-5	GSM604618 LE 1	biotin	P-GSE24517-6	GSM604618	A-AFFY-2	  	P-GSE24517-7	P-GSE24517-8	GSM604618_Light_30m_+LIN_2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-24517/E-GEOD-24517.raw.1.zip	P-GSE24517-1	GSM604618_sample_table.txt norm	GSM604618_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-24517/E-GEOD-24517.processed.1.zip
GSM604617 1	Gene expression data from 7 day old seedlings treated with the chloroplast biogenesis inhibitor lincomycin (+Lin) 0.5h after a fluence rate shift from 0.5 to 60 µmol m-2 s-3	Arabidopsis seedlings, treated with lincomycin, 0.5h after the fluence shift	seedling 0.5h light, (+Lin), rep1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 days old	Col-0	seedling	EFO	EFO_0001992	P-GSE24517-2	P-GSE24517-3	P-GSE24517-4	GSM604617 extract 1	total RNA	P-GSE24517-5	GSM604617 LE 1	biotin	P-GSE24517-6	GSM604617	A-AFFY-2	  	P-GSE24517-7	P-GSE24517-8	GSM604617_Light_30m_+LIN_1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-24517/E-GEOD-24517.raw.1.zip	P-GSE24517-1	GSM604617_sample_table.txt norm	GSM604617_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-24517/E-GEOD-24517.processed.1.zip
GSM604616 1	Gene expression data from 7 day old seedlings treated with the chloroplast biogenesis inhibitor lincomycin (+Lin) before (0 h) a fluence rate shift from 0.5 to 60 µmol m-2 s-4	Arabidopsis seedlings, treated with lincomycin, before the fluence shift	seedling 0h light, (+Lin), rep4	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 days old	Col-0	seedling	EFO	EFO_0001992	P-GSE24517-2	P-GSE24517-3	P-GSE24517-4	GSM604616 extract 1	total RNA	P-GSE24517-5	GSM604616 LE 1	biotin	P-GSE24517-6	GSM604616	A-AFFY-2	  	P-GSE24517-7	P-GSE24517-8	GSM604616_Light_0h_+LIN_4.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-24517/E-GEOD-24517.raw.1.zip	P-GSE24517-1	GSM604616_sample_table.txt norm	GSM604616_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-24517/E-GEOD-24517.processed.1.zip
GSM604615 1	Gene expression data from 7 day old seedlings treated with the chloroplast biogenesis inhibitor lincomycin (+Lin) before (0 h) a fluence rate shift from 0.5 to 60 µmol m-2 s-3	Arabidopsis seedlings, treated with lincomycin, before the fluence shift	seedling 0h light, (+Lin), rep3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 days old	Col-0	seedling	EFO	EFO_0001992	P-GSE24517-2	P-GSE24517-3	P-GSE24517-4	GSM604615 extract 1	total RNA	P-GSE24517-5	GSM604615 LE 1	biotin	P-GSE24517-6	GSM604615	A-AFFY-2	  	P-GSE24517-7	P-GSE24517-8	GSM604615_Light_0h_+LIN_3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-24517/E-GEOD-24517.raw.1.zip	P-GSE24517-1	GSM604615_sample_table.txt norm	GSM604615_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-24517/E-GEOD-24517.processed.1.zip
GSM604614 1	Gene expression data from 7 day old seedlings treated with the chloroplast biogenesis inhibitor lincomycin (+Lin) before (0 h) a fluence rate shift from 0.5 to 60 µmol m-2 s-2	Arabidopsis seedlings, treated with lincomycin, before the fluence shift	seedling 0h light, (+Lin), rep2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 days old	Col-0	seedling	EFO	EFO_0001992	P-GSE24517-2	P-GSE24517-3	P-GSE24517-4	GSM604614 extract 1	total RNA	P-GSE24517-5	GSM604614 LE 1	biotin	P-GSE24517-6	GSM604614	A-AFFY-2	  	P-GSE24517-7	P-GSE24517-8	GSM604614_Light_0h_+LIN_2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-24517/E-GEOD-24517.raw.1.zip	P-GSE24517-1	GSM604614_sample_table.txt norm	GSM604614_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-24517/E-GEOD-24517.processed.1.zip
GSM604613 1	Gene expression data from 7 day old seedlings treated with the chloroplast biogenesis inhibitor lincomycin (+Lin) before (0 h) a fluence rate shift from 0.5 to 60 µmol m-2 s-1	Arabidopsis seedlings, treated with lincomycin, before the fluence shift	seedling 0h light, (+Lin), rep1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 days old	Col-0	seedling	EFO	EFO_0001992	P-GSE24517-2	P-GSE24517-3	P-GSE24517-4	GSM604613 extract 1	total RNA	P-GSE24517-5	GSM604613 LE 1	biotin	P-GSE24517-6	GSM604613	A-AFFY-2	  	P-GSE24517-7	P-GSE24517-8	GSM604613_Light_0h_+LIN_1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-24517/E-GEOD-24517.raw.1.zip	P-GSE24517-1	GSM604613_sample_table.txt norm	GSM604613_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-24517/E-GEOD-24517.processed.1.zip
GSM604612 1	Gene expression data from 7 day old seedlings not treated with the chloroplast biogenesis inhibitor lincomycin (-Lin) 1h after a fluence rate shift from 0.5 to 60 µmol m-2 s-4	Arabidopsis seedlings, not treated with lincomycin, 1 h after the fluence shift	seedling 1h light, (-Lin), rep4	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 days old	Col-0	seedling	EFO	EFO_0001992	P-GSE24517-2	P-GSE24517-3	P-GSE24517-4	GSM604612 extract 1	total RNA	P-GSE24517-5	GSM604612 LE 1	biotin	P-GSE24517-6	GSM604612	A-AFFY-2	  	P-GSE24517-7	P-GSE24517-8	GSM604612_Light_1h_-LIN_4.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-24517/E-GEOD-24517.raw.1.zip	P-GSE24517-1	GSM604612_sample_table.txt norm	GSM604612_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-24517/E-GEOD-24517.processed.1.zip
GSM604611 1	Gene expression data from 7 day old seedlings not treated with the chloroplast biogenesis inhibitor lincomycin (-Lin) 1h after a fluence rate shift from 0.5 to 60 µmol m-2 s-3	Arabidopsis seedlings, not treated with lincomycin, 1 h after the fluence shift	seedling 1h light, (-Lin), rep3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 days old	Col-0	seedling	EFO	EFO_0001992	P-GSE24517-2	P-GSE24517-3	P-GSE24517-4	GSM604611 extract 1	total RNA	P-GSE24517-5	GSM604611 LE 1	biotin	P-GSE24517-6	GSM604611	A-AFFY-2	  	P-GSE24517-7	P-GSE24517-8	GSM604611_Light_1h_-LIN_3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-24517/E-GEOD-24517.raw.1.zip	P-GSE24517-1	GSM604611_sample_table.txt norm	GSM604611_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-24517/E-GEOD-24517.processed.1.zip
GSM604610 1	Gene expression data from 7 day old seedlings not treated with the chloroplast biogenesis inhibitor lincomycin (-Lin) 1h after a fluence rate shift from 0.5 to 60 µmol m-2 s-2	Arabidopsis seedlings, not treated with lincomycin, 1 h after the fluence shift	seedling 1h light, (-Lin), rep2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 days old	Col-0	seedling	EFO	EFO_0001992	P-GSE24517-2	P-GSE24517-3	P-GSE24517-4	GSM604610 extract 1	total RNA	P-GSE24517-5	GSM604610 LE 1	biotin	P-GSE24517-6	GSM604610	A-AFFY-2	  	P-GSE24517-7	P-GSE24517-8	GSM604610_Light_1h_-LIN_2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-24517/E-GEOD-24517.raw.1.zip	P-GSE24517-1	GSM604610_sample_table.txt norm	GSM604610_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-24517/E-GEOD-24517.processed.1.zip
GSM604609 1	Gene expression data from 7 day old seedlings not treated with the chloroplast biogenesis inhibitor lincomycin (-Lin) 1h after a fluence rate shift from 0.5 to 60 µmol m-2 s-1	Arabidopsis seedlings, not treated with lincomycin, 1 h after the fluence shift	seedling 1h light, (-Lin), rep1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 days old	Col-0	seedling	EFO	EFO_0001992	P-GSE24517-2	P-GSE24517-3	P-GSE24517-4	GSM604609 extract 1	total RNA	P-GSE24517-5	GSM604609 LE 1	biotin	P-GSE24517-6	GSM604609	A-AFFY-2	  	P-GSE24517-7	P-GSE24517-8	GSM604609_Light_1h_-LIN_1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-24517/E-GEOD-24517.raw.1.zip	P-GSE24517-1	GSM604609_sample_table.txt norm	GSM604609_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-24517/E-GEOD-24517.processed.1.zip
GSM604608 1	Gene expression data from 7 day old seedlings not treated with the chloroplast biogenesis inhibitor lincomycin (-Lin) 0.5h after a fluence rate shift from 0.5 to 60 µmol m-2 s-4	Arabidopsis seedlings, not treated with lincomycin, 0.5 h after the fluence shift	seedling 0.5h light, (-Lin), rep4	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 days old	Col-0	seedling	EFO	EFO_0001992	P-GSE24517-2	P-GSE24517-3	P-GSE24517-4	GSM604608 extract 1	total RNA	P-GSE24517-5	GSM604608 LE 1	biotin	P-GSE24517-6	GSM604608	A-AFFY-2	  	P-GSE24517-7	P-GSE24517-8	GSM604608_Light_30m_-LIN_4.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-24517/E-GEOD-24517.raw.1.zip	P-GSE24517-1	GSM604608_sample_table.txt norm	GSM604608_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-24517/E-GEOD-24517.processed.1.zip
GSM604607 1	Gene expression data from 7 day old seedlings not treated with the chloroplast biogenesis inhibitor lincomycin (-Lin) 0.5h after a fluence rate shift from 0.5 to 60 µmol m-2 s-3	Arabidopsis seedlings, not treated with lincomycin, 0.5 h after the fluence shift	seedling 0.5h light, (-Lin), rep3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 days old	Col-0	seedling	EFO	EFO_0001992	P-GSE24517-2	P-GSE24517-3	P-GSE24517-4	GSM604607 extract 1	total RNA	P-GSE24517-5	GSM604607 LE 1	biotin	P-GSE24517-6	GSM604607	A-AFFY-2	  	P-GSE24517-7	P-GSE24517-8	GSM604607_Light_30m_-LIN_3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-24517/E-GEOD-24517.raw.1.zip	P-GSE24517-1	GSM604607_sample_table.txt norm	GSM604607_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-24517/E-GEOD-24517.processed.1.zip
GSM604606 1	Gene expression data from 7 day old seedlings not treated with the chloroplast biogenesis inhibitor lincomycin (-Lin) 0.5h after a fluence rate shift from 0.5 to 60 µmol m-2 s-2	Arabidopsis seedlings, not treated with lincomycin, 0.5 h after the fluence shift	seedling 0.5h light, (-Lin), rep2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 days old	Col-0	seedling	EFO	EFO_0001992	P-GSE24517-2	P-GSE24517-3	P-GSE24517-4	GSM604606 extract 1	total RNA	P-GSE24517-5	GSM604606 LE 1	biotin	P-GSE24517-6	GSM604606	A-AFFY-2	  	P-GSE24517-7	P-GSE24517-8	GSM604606_Light_30m_-LIN_2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-24517/E-GEOD-24517.raw.1.zip	P-GSE24517-1	GSM604606_sample_table.txt norm	GSM604606_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-24517/E-GEOD-24517.processed.1.zip
GSM604605 1	Gene expression data from 7 day old seedlings not treated with the chloroplast biogenesis inhibitor lincomycin (-Lin) 0.5h after a fluence rate shift from 0.5 to 60 µmol m-2 s-1	Arabidopsis seedlings, not treated with lincomycin, 0.5 h after the fluence shift	seedling 0.5h light, (-Lin), rep1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 days old	Col-0	seedling	EFO	EFO_0001992	P-GSE24517-2	P-GSE24517-3	P-GSE24517-4	GSM604605 extract 1	total RNA	P-GSE24517-5	GSM604605 LE 1	biotin	P-GSE24517-6	GSM604605	A-AFFY-2	  	P-GSE24517-7	P-GSE24517-8	GSM604605_Light_30m_-LIN_1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-24517/E-GEOD-24517.raw.1.zip	P-GSE24517-1	GSM604605_sample_table.txt norm	GSM604605_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-24517/E-GEOD-24517.processed.1.zip
GSM604604 1	Gene expression data from 7 day old seedlings not treated with the  chloroplast biogenesis inhibitor lincomycin (-Lin) before (0 h) a fluence rate shift from 0.5 to 60 µmol m-2 s-4	Arabidopsis seedlings, not treated with lincomycin, before the fluence shift	seedling 0h light, (-Lin), rep4	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 days old	Col-0	seedling	EFO	EFO_0001992	P-GSE24517-2	P-GSE24517-3	P-GSE24517-4	GSM604604 extract 1	total RNA	P-GSE24517-5	GSM604604 LE 1	biotin	P-GSE24517-6	GSM604604	A-AFFY-2	  	P-GSE24517-7	P-GSE24517-8	GSM604604_Light_0h_-LIN_4.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-24517/E-GEOD-24517.raw.1.zip	P-GSE24517-1	GSM604604_sample_table.txt norm	GSM604604_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-24517/E-GEOD-24517.processed.1.zip
GSM604603 1	Gene expression data from 7 day old seedlings not treated with the  chloroplast biogenesis inhibitor lincomycin (-Lin) before (0 h) a fluence rate shift from 0.5 to 60 µmol m-2 s-3	Arabidopsis seedlings, not treated with lincomycin, before the fluence shift	seedling 0h light, (-Lin), rep3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 days old	Col-0	seedling	EFO	EFO_0001992	P-GSE24517-2	P-GSE24517-3	P-GSE24517-4	GSM604603 extract 1	total RNA	P-GSE24517-5	GSM604603 LE 1	biotin	P-GSE24517-6	GSM604603	A-AFFY-2	  	P-GSE24517-7	P-GSE24517-8	GSM604603_Light_0h_-LIN_3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-24517/E-GEOD-24517.raw.1.zip	P-GSE24517-1	GSM604603_sample_table.txt norm	GSM604603_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-24517/E-GEOD-24517.processed.1.zip
GSM604602 1	Gene expression data from 7 day old seedlings not treated with the  chloroplast biogenesis inhibitor lincomycin (-Lin) before (0 h) a fluence rate shift from 0.5 to 60 µmol m-2 s-2	Arabidopsis seedlings, not treated with lincomycin, before the fluence shift	seedling 0h light, (-Lin), rep2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 days old	Col-0	seedling	EFO	EFO_0001992	P-GSE24517-2	P-GSE24517-3	P-GSE24517-4	GSM604602 extract 1	total RNA	P-GSE24517-5	GSM604602 LE 1	biotin	P-GSE24517-6	GSM604602	A-AFFY-2	  	P-GSE24517-7	P-GSE24517-8	GSM604602_Light_0h_-LIN_2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-24517/E-GEOD-24517.raw.1.zip	P-GSE24517-1	GSM604602_sample_table.txt norm	GSM604602_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-24517/E-GEOD-24517.processed.1.zip
GSM604601 1	Gene expression data from 7 day old seedlings not treated with the  chloroplast biogenesis inhibitor lincomycin (-Lin) before (0 h) a fluence rate shift from 0.5 to 60 µmol m-2 s-1	Arabidopsis seedlings, not treated with lincomycin, before the fluence shift	seedling 0h light, (-Lin), rep1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 days old	Col-0	seedling	EFO	EFO_0001992	P-GSE24517-2	P-GSE24517-3	P-GSE24517-4	GSM604601 extract 1	total RNA	P-GSE24517-5	GSM604601 LE 1	biotin	P-GSE24517-6	GSM604601	A-AFFY-2	  	P-GSE24517-7	P-GSE24517-8	GSM604601_Light_0h_-LIN_1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-24517/E-GEOD-24517.raw.1.zip	P-GSE24517-1	GSM604601_sample_table.txt norm	GSM604601_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-24517/E-GEOD-24517.processed.1.zip
