Source Name	Comment [Sample_description]	Comment [Sample_source_name]	Comment [Sample_title]	Characteristics [age]	Characteristics [ecotype background]	Characteristics [genotype]	Characteristics [harvested at]	Characteristics [molecule subtype]	Characteristics [organism]	Term Source REF	Term Accession Number	Characteristics [organism part]	Term Source REF	Term Accession Number	Protocol REF	Term Source REF	Protocol REF	Term Source REF	Extract Name	Material Type	Protocol REF	Term Source REF	Labeled Extract Name	Label	Protocol REF	Term Source REF	Assay Name	Array Design REF	Term Source REF	Technology Type	Protocol REF	Term Source REF	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Term Source REF	Normalization Name	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	FactorValue [genotype]	FactorValue [harvested at]	FactorValue [molecule subtype]
GSM1516729 1	12am_L_1	CCA1-ox_12am_large polysomal	CCA1-ox, 12am, large polysomal, replicate 1	10 days	Columbia	CCA1-ox	12am	Large polysomal RNA	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	aerial part	EFO	EFO_0001901	P-GSE61899-2	ArrayExpress	P-GSE61899-3	ArrayExpress	GSM1516729 extract 1	total RNA	P-GSE61899-4	ArrayExpress	GSM1516729 LE 1	biotin	P-GSE61899-5	ArrayExpress	GSM1516729	A-AFFY-2	ArrayExpress	array assay	P-GSE61899-6	ArrayExpress	GSM1516729_15CCA_LP_12AM.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.raw.1.zip	P-GSE61899-1	ArrayExpress	GSM1516729_sample_table.txt norm	GSM1516729_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.processed.1.zip	CCA1-ox	12am	Large polysomal RNA
GSM1516728 1	12am_S_1	CCA1-ox_12am_small polysomal	CCA1-ox, 12am, small polysomal, replicate 1	10 days	Columbia	CCA1-ox	12am	Small polysomal RNA	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	aerial part	EFO	EFO_0001901	P-GSE61899-2	ArrayExpress	P-GSE61899-3	ArrayExpress	GSM1516728 extract 1	total RNA	P-GSE61899-4	ArrayExpress	GSM1516728 LE 1	biotin	P-GSE61899-5	ArrayExpress	GSM1516728	A-AFFY-2	ArrayExpress	array assay	P-GSE61899-6	ArrayExpress	GSM1516728_14CCA_SP_12AM.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.raw.1.zip	P-GSE61899-1	ArrayExpress	GSM1516728_sample_table.txt norm	GSM1516728_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.processed.1.zip	CCA1-ox	12am	Small polysomal RNA
GSM1516727 1	12am_N_1	CCA1-ox_12am_non-polysomal	CCA1-ox, 12am, non-polysomal, replicate 1	10 days	Columbia	CCA1-ox	12am	Non-polysomal RNA	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	aerial part	EFO	EFO_0001901	P-GSE61899-2	ArrayExpress	P-GSE61899-3	ArrayExpress	GSM1516727 extract 1	total RNA	P-GSE61899-4	ArrayExpress	GSM1516727 LE 1	biotin	P-GSE61899-5	ArrayExpress	GSM1516727	A-AFFY-2	ArrayExpress	array assay	P-GSE61899-6	ArrayExpress	GSM1516727_13CCA_NP_12AM.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.raw.1.zip	P-GSE61899-1	ArrayExpress	GSM1516727_sample_table.txt norm	GSM1516727_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.processed.1.zip	CCA1-ox	12am	Non-polysomal RNA
GSM1516726 1	6pm_L_1	CCA1-ox_6pm_large polysomal	CCA1-ox, 6pm, large polysomal, replicate 1	10 days	Columbia	CCA1-ox	6pm	Large polysomal RNA	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	aerial part	EFO	EFO_0001901	P-GSE61899-2	ArrayExpress	P-GSE61899-3	ArrayExpress	GSM1516726 extract 1	total RNA	P-GSE61899-4	ArrayExpress	GSM1516726 LE 1	biotin	P-GSE61899-5	ArrayExpress	GSM1516726	A-AFFY-2	ArrayExpress	array assay	P-GSE61899-6	ArrayExpress	GSM1516726_11CCA_LP_6PM.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.raw.1.zip	P-GSE61899-1	ArrayExpress	GSM1516726_sample_table.txt norm	GSM1516726_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.processed.1.zip	CCA1-ox	6pm	Large polysomal RNA
GSM1516725 1	6pm_S_1	CCA1-ox_6pm_small polysomal	CCA1-ox, 6pm, small polysomal, replicate 1	10 days	Columbia	CCA1-ox	6pm	Small polysomal RNA	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	aerial part	EFO	EFO_0001901	P-GSE61899-2	ArrayExpress	P-GSE61899-3	ArrayExpress	GSM1516725 extract 1	total RNA	P-GSE61899-4	ArrayExpress	GSM1516725 LE 1	biotin	P-GSE61899-5	ArrayExpress	GSM1516725	A-AFFY-2	ArrayExpress	array assay	P-GSE61899-6	ArrayExpress	GSM1516725_10CCA_SP_6PM.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.raw.1.zip	P-GSE61899-1	ArrayExpress	GSM1516725_sample_table.txt norm	GSM1516725_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.processed.1.zip	CCA1-ox	6pm	Small polysomal RNA
GSM1516724 1	6pm_N_1	CCA1-ox_6pm_non-polysomal	CCA1-ox, 6pm, non-polysomal, replicate 1	10 days	Columbia	CCA1-ox	6pm	Non-polysomal RNA	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	aerial part	EFO	EFO_0001901	P-GSE61899-2	ArrayExpress	P-GSE61899-3	ArrayExpress	GSM1516724 extract 1	total RNA	P-GSE61899-4	ArrayExpress	GSM1516724 LE 1	biotin	P-GSE61899-5	ArrayExpress	GSM1516724	A-AFFY-2	ArrayExpress	array assay	P-GSE61899-6	ArrayExpress	GSM1516724_09CCA_NP_6PM.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.raw.1.zip	P-GSE61899-1	ArrayExpress	GSM1516724_sample_table.txt norm	GSM1516724_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.processed.1.zip	CCA1-ox	6pm	Non-polysomal RNA
GSM1516723 1	12pm_L_1	CCA1-ox_12pm_large polysomal	CCA1-ox, 12pm, large polysomal, replicate 1	10 days	Columbia	CCA1-ox	12pm	Large polysomal RNA	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	aerial part	EFO	EFO_0001901	P-GSE61899-2	ArrayExpress	P-GSE61899-3	ArrayExpress	GSM1516723 extract 1	total RNA	P-GSE61899-4	ArrayExpress	GSM1516723 LE 1	biotin	P-GSE61899-5	ArrayExpress	GSM1516723	A-AFFY-2	ArrayExpress	array assay	P-GSE61899-6	ArrayExpress	GSM1516723_07CCA_LP_12PM.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.raw.1.zip	P-GSE61899-1	ArrayExpress	GSM1516723_sample_table.txt norm	GSM1516723_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.processed.1.zip	CCA1-ox	12pm	Large polysomal RNA
GSM1516722 1	12pm_S_1	CCA1-ox_12pm_small polysomal	CCA1-ox, 12pm, small polysomal, replicate 1	10 days	Columbia	CCA1-ox	12pm	Small polysomal RNA	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	aerial part	EFO	EFO_0001901	P-GSE61899-2	ArrayExpress	P-GSE61899-3	ArrayExpress	GSM1516722 extract 1	total RNA	P-GSE61899-4	ArrayExpress	GSM1516722 LE 1	biotin	P-GSE61899-5	ArrayExpress	GSM1516722	A-AFFY-2	ArrayExpress	array assay	P-GSE61899-6	ArrayExpress	GSM1516722_06CCA_SP_12PM.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.raw.1.zip	P-GSE61899-1	ArrayExpress	GSM1516722_sample_table.txt norm	GSM1516722_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.processed.1.zip	CCA1-ox	12pm	Small polysomal RNA
GSM1516721 1	12pm_N_1	CCA1-ox_12pm_non-polysomal	CCA1-ox, 12pm, non-polysomal, replicate 1	10 days	Columbia	CCA1-ox	12pm	Non-polysomal RNA	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	aerial part	EFO	EFO_0001901	P-GSE61899-2	ArrayExpress	P-GSE61899-3	ArrayExpress	GSM1516721 extract 1	total RNA	P-GSE61899-4	ArrayExpress	GSM1516721 LE 1	biotin	P-GSE61899-5	ArrayExpress	GSM1516721	A-AFFY-2	ArrayExpress	array assay	P-GSE61899-6	ArrayExpress	GSM1516721_05CCA_NP_12PM.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.raw.1.zip	P-GSE61899-1	ArrayExpress	GSM1516721_sample_table.txt norm	GSM1516721_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.processed.1.zip	CCA1-ox	12pm	Non-polysomal RNA
GSM1516720 1	6am_L_1	CCA1-ox_6am_large polysomal	CCA1-ox, 6am, large polysomal, replicate 1	10 days	Columbia	CCA1-ox	6am	Large polysomal RNA	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	aerial part	EFO	EFO_0001901	P-GSE61899-2	ArrayExpress	P-GSE61899-3	ArrayExpress	GSM1516720 extract 1	total RNA	P-GSE61899-4	ArrayExpress	GSM1516720 LE 1	biotin	P-GSE61899-5	ArrayExpress	GSM1516720	A-AFFY-2	ArrayExpress	array assay	P-GSE61899-6	ArrayExpress	GSM1516720_03CCA_LP_6AM.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.raw.1.zip	P-GSE61899-1	ArrayExpress	GSM1516720_sample_table.txt norm	GSM1516720_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.processed.1.zip	CCA1-ox	6am	Large polysomal RNA
GSM1516719 1	6am_S_1	CCA1-ox_6am_small polysomal	CCA1-ox, 6am, small polysomal, replicate 1	10 days	Columbia	CCA1-ox	6am	Small polysomal RNA	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	aerial part	EFO	EFO_0001901	P-GSE61899-2	ArrayExpress	P-GSE61899-3	ArrayExpress	GSM1516719 extract 1	total RNA	P-GSE61899-4	ArrayExpress	GSM1516719 LE 1	biotin	P-GSE61899-5	ArrayExpress	GSM1516719	A-AFFY-2	ArrayExpress	array assay	P-GSE61899-6	ArrayExpress	GSM1516719_02CCA_SP_6AM.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.raw.1.zip	P-GSE61899-1	ArrayExpress	GSM1516719_sample_table.txt norm	GSM1516719_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.processed.1.zip	CCA1-ox	6am	Small polysomal RNA
GSM1516718 1	6am_N_1	CCA1-ox_6am_non-polysomal	CCA1-ox, 6am, non-polysomal, replicate 1	10 days	Columbia	CCA1-ox	6am	Non-polysomal RNA	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	aerial part	EFO	EFO_0001901	P-GSE61899-2	ArrayExpress	P-GSE61899-3	ArrayExpress	GSM1516718 extract 1	total RNA	P-GSE61899-4	ArrayExpress	GSM1516718 LE 1	biotin	P-GSE61899-5	ArrayExpress	GSM1516718	A-AFFY-2	ArrayExpress	array assay	P-GSE61899-6	ArrayExpress	GSM1516718_01CCA_NP_6AM.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.raw.1.zip	P-GSE61899-1	ArrayExpress	GSM1516718_sample_table.txt norm	GSM1516718_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.processed.1.zip	CCA1-ox	6am	Non-polysomal RNA
GSM1516717 1	12am_L_3	wild type_12am_large polysomal	wild type, 12am, large polysomal, replicate 3	10 days	Columbia	wild type	12am	Large polysomal RNA	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	aerial part	EFO	EFO_0001901	P-GSE61899-2	ArrayExpress	P-GSE61899-3	ArrayExpress	GSM1516717 extract 1	total RNA	P-GSE61899-4	ArrayExpress	GSM1516717 LE 1	biotin	P-GSE61899-5	ArrayExpress	GSM1516717	A-AFFY-2	ArrayExpress	array assay	P-GSE61899-6	ArrayExpress	GSM1516717_36_12AM_9to12.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.raw.1.zip	P-GSE61899-1	ArrayExpress	GSM1516717_sample_table.txt norm	GSM1516717_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.processed.1.zip	wild type	12am	Large polysomal RNA
GSM1516716 1	12am_S_3	wild type_12am_small polysomal	wild type, 12am, small polysomal, replicate 3	10 days	Columbia	wild type	12am	Small polysomal RNA	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	aerial part	EFO	EFO_0001901	P-GSE61899-2	ArrayExpress	P-GSE61899-3	ArrayExpress	GSM1516716 extract 1	total RNA	P-GSE61899-4	ArrayExpress	GSM1516716 LE 1	biotin	P-GSE61899-5	ArrayExpress	GSM1516716	A-AFFY-2	ArrayExpress	array assay	P-GSE61899-6	ArrayExpress	GSM1516716_35_12AM_5to8.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.raw.1.zip	P-GSE61899-1	ArrayExpress	GSM1516716_sample_table.txt norm	GSM1516716_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.processed.1.zip	wild type	12am	Small polysomal RNA
GSM1516715 1	12am_N_3	wild type_12am_non-polysomal	wild type, 12am, non-polysomal, replicate 3	10 days	Columbia	wild type	12am	Non-polysomal RNA	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	aerial part	EFO	EFO_0001901	P-GSE61899-2	ArrayExpress	P-GSE61899-3	ArrayExpress	GSM1516715 extract 1	total RNA	P-GSE61899-4	ArrayExpress	GSM1516715 LE 1	biotin	P-GSE61899-5	ArrayExpress	GSM1516715	A-AFFY-2	ArrayExpress	array assay	P-GSE61899-6	ArrayExpress	GSM1516715_34_12AM_1to4.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.raw.1.zip	P-GSE61899-1	ArrayExpress	GSM1516715_sample_table.txt norm	GSM1516715_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.processed.1.zip	wild type	12am	Non-polysomal RNA
GSM1516714 1	6pm_L_3	wild type_6pm_large polysomal	wild type, 6pm, large polysomal, replicate 3	10 days	Columbia	wild type	6pm	Large polysomal RNA	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	aerial part	EFO	EFO_0001901	P-GSE61899-2	ArrayExpress	P-GSE61899-3	ArrayExpress	GSM1516714 extract 1	total RNA	P-GSE61899-4	ArrayExpress	GSM1516714 LE 1	biotin	P-GSE61899-5	ArrayExpress	GSM1516714	A-AFFY-2	ArrayExpress	array assay	P-GSE61899-6	ArrayExpress	GSM1516714_33_6PM_9to12.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.raw.1.zip	P-GSE61899-1	ArrayExpress	GSM1516714_sample_table.txt norm	GSM1516714_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.processed.1.zip	wild type	6pm	Large polysomal RNA
GSM1516713 1	6pm_S_3	wild type_6pm_small polysomal	wild type, 6pm, small polysomal, replicate 3	10 days	Columbia	wild type	6pm	Small polysomal RNA	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	aerial part	EFO	EFO_0001901	P-GSE61899-2	ArrayExpress	P-GSE61899-3	ArrayExpress	GSM1516713 extract 1	total RNA	P-GSE61899-4	ArrayExpress	GSM1516713 LE 1	biotin	P-GSE61899-5	ArrayExpress	GSM1516713	A-AFFY-2	ArrayExpress	array assay	P-GSE61899-6	ArrayExpress	GSM1516713_32_6PM_5to8.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.raw.1.zip	P-GSE61899-1	ArrayExpress	GSM1516713_sample_table.txt norm	GSM1516713_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.processed.1.zip	wild type	6pm	Small polysomal RNA
GSM1516712 1	6pm_N_3	wild type_6pm_non-polysomal	wild type, 6pm, non-polysomal, replicate 3	10 days	Columbia	wild type	6pm	Non-polysomal RNA	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	aerial part	EFO	EFO_0001901	P-GSE61899-2	ArrayExpress	P-GSE61899-3	ArrayExpress	GSM1516712 extract 1	total RNA	P-GSE61899-4	ArrayExpress	GSM1516712 LE 1	biotin	P-GSE61899-5	ArrayExpress	GSM1516712	A-AFFY-2	ArrayExpress	array assay	P-GSE61899-6	ArrayExpress	GSM1516712_31_6PM_1to4.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.raw.1.zip	P-GSE61899-1	ArrayExpress	GSM1516712_sample_table.txt norm	GSM1516712_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.processed.1.zip	wild type	6pm	Non-polysomal RNA
GSM1516711 1	12pm_L_3	wild type_12pm_large polysomal	wild type, 12pm, large polysomal, replicate 3	10 days	Columbia	wild type	12pm	Large polysomal RNA	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	aerial part	EFO	EFO_0001901	P-GSE61899-2	ArrayExpress	P-GSE61899-3	ArrayExpress	GSM1516711 extract 1	total RNA	P-GSE61899-4	ArrayExpress	GSM1516711 LE 1	biotin	P-GSE61899-5	ArrayExpress	GSM1516711	A-AFFY-2	ArrayExpress	array assay	P-GSE61899-6	ArrayExpress	GSM1516711_30_12PM_9to12.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.raw.1.zip	P-GSE61899-1	ArrayExpress	GSM1516711_sample_table.txt norm	GSM1516711_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.processed.1.zip	wild type	12pm	Large polysomal RNA
GSM1516710 1	12pm_S_3	wild type_12pm_small polysomal	wild type, 12pm, small polysomal, replicate 3	10 days	Columbia	wild type	12pm	Small polysomal RNA	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	aerial part	EFO	EFO_0001901	P-GSE61899-2	ArrayExpress	P-GSE61899-3	ArrayExpress	GSM1516710 extract 1	total RNA	P-GSE61899-4	ArrayExpress	GSM1516710 LE 1	biotin	P-GSE61899-5	ArrayExpress	GSM1516710	A-AFFY-2	ArrayExpress	array assay	P-GSE61899-6	ArrayExpress	GSM1516710_29_12PM_5to8.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.raw.1.zip	P-GSE61899-1	ArrayExpress	GSM1516710_sample_table.txt norm	GSM1516710_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.processed.1.zip	wild type	12pm	Small polysomal RNA
GSM1516709 1	12pm_N_3	wild type_12pm_non-polysomal	wild type, 12pm, non-polysomal, replicate 3	10 days	Columbia	wild type	12pm	Non-polysomal RNA	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	aerial part	EFO	EFO_0001901	P-GSE61899-2	ArrayExpress	P-GSE61899-3	ArrayExpress	GSM1516709 extract 1	total RNA	P-GSE61899-4	ArrayExpress	GSM1516709 LE 1	biotin	P-GSE61899-5	ArrayExpress	GSM1516709	A-AFFY-2	ArrayExpress	array assay	P-GSE61899-6	ArrayExpress	GSM1516709_28_12PM_1to4.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.raw.1.zip	P-GSE61899-1	ArrayExpress	GSM1516709_sample_table.txt norm	GSM1516709_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.processed.1.zip	wild type	12pm	Non-polysomal RNA
GSM1516708 1	6am_L_3	wild type_6am_large polysomal	wild type, 6am, large polysomal, replicate 3	10 days	Columbia	wild type	6am	Large polysomal RNA	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	aerial part	EFO	EFO_0001901	P-GSE61899-2	ArrayExpress	P-GSE61899-3	ArrayExpress	GSM1516708 extract 1	total RNA	P-GSE61899-4	ArrayExpress	GSM1516708 LE 1	biotin	P-GSE61899-5	ArrayExpress	GSM1516708	A-AFFY-2	ArrayExpress	array assay	P-GSE61899-6	ArrayExpress	GSM1516708_27_6AM_9to12.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.raw.1.zip	P-GSE61899-1	ArrayExpress	GSM1516708_sample_table.txt norm	GSM1516708_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.processed.1.zip	wild type	6am	Large polysomal RNA
GSM1516707 1	6am_S_3	wild type_6am_small polysomal	wild type, 6am, small polysomal, replicate 3	10 days	Columbia	wild type	6am	Small polysomal RNA	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	aerial part	EFO	EFO_0001901	P-GSE61899-2	ArrayExpress	P-GSE61899-3	ArrayExpress	GSM1516707 extract 1	total RNA	P-GSE61899-4	ArrayExpress	GSM1516707 LE 1	biotin	P-GSE61899-5	ArrayExpress	GSM1516707	A-AFFY-2	ArrayExpress	array assay	P-GSE61899-6	ArrayExpress	GSM1516707_26_6AM_5to8.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.raw.1.zip	P-GSE61899-1	ArrayExpress	GSM1516707_sample_table.txt norm	GSM1516707_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.processed.1.zip	wild type	6am	Small polysomal RNA
GSM1516706 1	6am_N_3	wild type_6am_non-polysomal	wild type, 6am, non-polysomal, replicate 3	10 days	Columbia	wild type	6am	Non-polysomal RNA	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	aerial part	EFO	EFO_0001901	P-GSE61899-2	ArrayExpress	P-GSE61899-3	ArrayExpress	GSM1516706 extract 1	total RNA	P-GSE61899-4	ArrayExpress	GSM1516706 LE 1	biotin	P-GSE61899-5	ArrayExpress	GSM1516706	A-AFFY-2	ArrayExpress	array assay	P-GSE61899-6	ArrayExpress	GSM1516706_25_6AM_1to4.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.raw.1.zip	P-GSE61899-1	ArrayExpress	GSM1516706_sample_table.txt norm	GSM1516706_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.processed.1.zip	wild type	6am	Non-polysomal RNA
GSM1516705 1	12am_L_2	wild type_12am_large polysomal	wild type, 12am, large polysomal, replicate 2	10 days	Columbia	wild type	12am	Large polysomal RNA	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	aerial part	EFO	EFO_0001901	P-GSE61899-2	ArrayExpress	P-GSE61899-3	ArrayExpress	GSM1516705 extract 1	total RNA	P-GSE61899-4	ArrayExpress	GSM1516705 LE 1	biotin	P-GSE61899-5	ArrayExpress	GSM1516705	A-AFFY-2	ArrayExpress	array assay	P-GSE61899-6	ArrayExpress	GSM1516705_24_12AM_9to12.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.raw.1.zip	P-GSE61899-1	ArrayExpress	GSM1516705_sample_table.txt norm	GSM1516705_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.processed.1.zip	wild type	12am	Large polysomal RNA
GSM1516704 1	12am_S_2	wild type_12am_small polysomal	wild type, 12am, small polysomal, replicate 2	10 days	Columbia	wild type	12am	Small polysomal RNA	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	aerial part	EFO	EFO_0001901	P-GSE61899-2	ArrayExpress	P-GSE61899-3	ArrayExpress	GSM1516704 extract 1	total RNA	P-GSE61899-4	ArrayExpress	GSM1516704 LE 1	biotin	P-GSE61899-5	ArrayExpress	GSM1516704	A-AFFY-2	ArrayExpress	array assay	P-GSE61899-6	ArrayExpress	GSM1516704_23_12AM_5to8.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.raw.1.zip	P-GSE61899-1	ArrayExpress	GSM1516704_sample_table.txt norm	GSM1516704_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.processed.1.zip	wild type	12am	Small polysomal RNA
