Source Name	Material Type	Characteristics [organism]	Term Source REF	Term Accession Number	Description	Comment[Sample_source_name]	Characteristics[developmental stage]	Characteristics[ecotype]	Comment[Sample_characteristics]	Characteristics[organism part]	Sample Name	Material Type	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Material Type	Label	Hybridization Name	Array Design REF	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Normalization Name	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Comment[CDF]	FactorValue[time]	Unit[time unit]	FactorValue[compound]	FactorValue[ecotype]
GSE18975GSM469679	whole_organism	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"Bur-0, After sterilization, seeds were incubated in sterile water in the dark for 5 days at 4Â°C prior to cultivation  Seed were washed briefly (4 min) in 70% ethanol followed by an 8 min treatment with bleach. Afterwards seeds were washed 3 times with sterile deionised water. After final wash, seeds were resuspended in sterile deionised water and subjected to stratification  Sterilized and stratified seeds were grown in 300 ml Erlenmeyer flasks containing 100 ml of sterile liquid ATS medium. Plants were cultivated on a shaker for 7 days at 90 rpm and 22 Â°C under constant white fluorescent light. For the last 24 hours of cultivation the light was filtered by yellow plexiglas (yellow 2208)to prevent photodegradation of IAA.  Reference for ATS medium:, Lincoln C, Britton JH, Estelle M (1990) Growth and Development of the axr1 Mutants of Arabidopsis. Plant Cell 2: 1071-1080  autoclaved  22 Â°C average, 22 Â°C day, 22 Â°C night 70 % average, 70 % day, 70 % night Own medium: ATS medium according to Lincoln et al. (1990)  Constant light. strain/ecotype: Bur-0; developmental stage: 1.0; tissue: whole plant; stock code: N1028"	Bur-0	Boyes key 1.0	Bur-0	strain/ecotype: Bur-0; developmental stage: 1.0; tissue: whole plant; stock code: N1028	whole organism	GSE18975GSM469679 sample	organism_part	P-G18975-3	GSE18975GSM469679 extract	total_RNA	P-G18975-1	GSE18975GSM469679 LE biotin	synthetic_RNA	biotin	Quint_2-39_Bur-0h_Rep3_ATH1	A-AFFY-2	GSM469679	GSM469679.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.raw.1.zip	P-G18975-2	GSE18975GSM469679 Norm	GSM469679_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.processed.1.zip	ATH1-121501.CDF	0	hour	none	Bur-0
GSE18975GSM469680	whole_organism	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"Bur-0, After sterilization, seeds were incubated in sterile water in the dark for 5 days at 4Â°C prior to cultivation  Seed were washed briefly (4 min) in 70% ethanol followed by an 8 min treatment with bleach. Afterwards seeds were washed 3 times with sterile deionised water. After final wash, seeds were resuspended in sterile deionised water and subjected to stratification  Sterilized and stratified seeds were grown in 300 ml Erlenmeyer flasks containing 100 ml of sterile liquid ATS medium. Plants were cultivated on a shaker for 7 days at 90 rpm and 22 Â°C under constant white fluorescent light. For the last 24 hours of cultivation the light was filtered by yellow plexiglas (yellow 2208)to prevent photodegradation of IAA.  Reference for ATS medium:, Lincoln C, Britton JH, Estelle M (1990) Growth and Development of the axr1 Mutants of Arabidopsis. Plant Cell 2: 1071-1080  autoclaved  22 Â°C average, 22 Â°C day, 22 Â°C night 70 % average, 70 % day, 70 % night Own medium: ATS medium according to Lincoln et al. (1990)  Constant light. strain/ecotype: Bur-0; developmental stage: 1.0; tissue: whole plant; stock code: N1028"	Bur-0	Boyes key 1.0	Bur-0	strain/ecotype: Bur-0; developmental stage: 1.0; tissue: whole plant; stock code: N1028	whole organism	GSE18975GSM469680 sample	organism_part	P-G18975-3	GSE18975GSM469680 extract	total_RNA	P-G18975-1	GSE18975GSM469680 LE biotin	synthetic_RNA	biotin	Quint_2-38_Bur-0h_Rep2_ATH1	A-AFFY-2	GSM469680	GSM469680.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.raw.1.zip	P-G18975-2	GSE18975GSM469680 Norm	GSM469680_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.processed.1.zip	ATH1-121501.CDF	0	hour	none	Bur-0
GSE18975GSM469681	whole_organism	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"Bur-0, After sterilization, seeds were incubated in sterile water in the dark for 5 days at 4Â°C prior to cultivation  Seed were washed briefly (4 min) in 70% ethanol followed by an 8 min treatment with bleach. Afterwards seeds were washed 3 times with sterile deionised water. After final wash, seeds were resuspended in sterile deionised water and subjected to stratification  Sterilized and stratified seeds were grown in 300 ml Erlenmeyer flasks containing 100 ml of sterile liquid ATS medium. Plants were cultivated on a shaker for 7 days at 90 rpm and 22 Â°C under constant white fluorescent light. For the last 24 hours of cultivation the light was filtered by yellow plexiglas (yellow 2208)to prevent photodegradation of IAA.  Reference for ATS medium:, Lincoln C, Britton JH, Estelle M (1990) Growth and Development of the axr1 Mutants of Arabidopsis. Plant Cell 2: 1071-1080  autoclaved  22 Â°C average, 22 Â°C day, 22 Â°C night 70 % average, 70 % day, 70 % night Own medium: ATS medium according to Lincoln et al. (1990)  Constant light. strain/ecotype: Bur-0; developmental stage: 1.0; tissue: whole plant; stock code: N1028"	Bur-0	Boyes key 1.0	Bur-0	strain/ecotype: Bur-0; developmental stage: 1.0; tissue: whole plant; stock code: N1028	whole organism	GSE18975GSM469681 sample	organism_part	P-G18975-3	GSE18975GSM469681 extract	total_RNA	P-G18975-1	GSE18975GSM469681 LE biotin	synthetic_RNA	biotin	Quint_2-37_Bur-0h_Rep1_ATH1	A-AFFY-2	GSM469681	GSM469681.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.raw.1.zip	P-G18975-2	GSE18975GSM469681 Norm	GSM469681_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.processed.1.zip	ATH1-121501.CDF	0	hour	none	Bur-0
GSE18975GSM469676	whole_organism	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"Bur-0, After sterilization, seeds were incubated in sterile water in the dark for 5 days at 4Â°C prior to cultivation  Seed were washed briefly (4 min) in 70% ethanol followed by an 8 min treatment with bleach. Afterwards seeds were washed 3 times with sterile deionised water. After final wash, seeds were resuspended in sterile deionised water and subjected to stratification  Sterilized and stratified seeds were grown in 300 ml Erlenmeyer flasks containing 100 ml of sterile liquid ATS medium. Plants were cultivated on a shaker for 7 days at 90 rpm and 22 Â°C under constant white fluorescent light. For the last 24 hours of cultivation the light was filtered by yellow plexiglas (yellow 2208)to prevent photodegradation of IAA.  Reference for ATS medium:, Lincoln C, Britton JH, Estelle M (1990) Growth and Development of the axr1 Mutants of Arabidopsis. Plant Cell 2: 1071-1080  autoclaved  22 Â°C average, 22 Â°C day, 22 Â°C night 70 % average, 70 % day, 70 % night Own medium: ATS medium according to Lincoln et al. (1990)  Constant light. strain/ecotype: Bur-0; developmental stage: 1.0; tissue: whole plant; stock code: N1028"	Bur-0	Boyes key 1.0	Bur-0	strain/ecotype: Bur-0; developmental stage: 1.0; tissue: whole plant; stock code: N1028	whole organism	GSE18975GSM469676 sample	organism_part	P-G18975-3	GSE18975GSM469676 extract	total_RNA	P-G18975-1	GSE18975GSM469676 LE biotin	synthetic_RNA	biotin	Quint_2-42_Bur-0-30min_Rep3_ATH1	A-AFFY-2	GSM469676	GSM469676.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.raw.1.zip	P-G18975-2	GSE18975GSM469676 Norm	GSM469676_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.processed.1.zip	ATH1-121501.CDF	0.5	hour	indole-3-acetic acid	Bur-0
GSE18975GSM469677	whole_organism	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"Bur-0, After sterilization, seeds were incubated in sterile water in the dark for 5 days at 4Â°C prior to cultivation  Seed were washed briefly (4 min) in 70% ethanol followed by an 8 min treatment with bleach. Afterwards seeds were washed 3 times with sterile deionised water. After final wash, seeds were resuspended in sterile deionised water and subjected to stratification  Sterilized and stratified seeds were grown in 300 ml Erlenmeyer flasks containing 100 ml of sterile liquid ATS medium. Plants were cultivated on a shaker for 7 days at 90 rpm and 22 Â°C under constant white fluorescent light. For the last 24 hours of cultivation the light was filtered by yellow plexiglas (yellow 2208)to prevent photodegradation of IAA.  Reference for ATS medium:, Lincoln C, Britton JH, Estelle M (1990) Growth and Development of the axr1 Mutants of Arabidopsis. Plant Cell 2: 1071-1080  autoclaved  22 Â°C average, 22 Â°C day, 22 Â°C night 70 % average, 70 % day, 70 % night Own medium: ATS medium according to Lincoln et al. (1990)  Constant light. strain/ecotype: Bur-0; developmental stage: 1.0; tissue: whole plant; stock code: N1028"	Bur-0	Boyes key 1.0	Bur-0	strain/ecotype: Bur-0; developmental stage: 1.0; tissue: whole plant; stock code: N1028	whole organism	GSE18975GSM469677 sample	organism_part	P-G18975-3	GSE18975GSM469677 extract	total_RNA	P-G18975-1	GSE18975GSM469677 LE biotin	synthetic_RNA	biotin	Quint_2-41_Bur-0-30min_Rep2_ATH1	A-AFFY-2	GSM469677	GSM469677.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.raw.1.zip	P-G18975-2	GSE18975GSM469677 Norm	GSM469677_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.processed.1.zip	ATH1-121501.CDF	0.5	hour	indole-3-acetic acid	Bur-0
GSE18975GSM469678	whole_organism	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"Bur-0, After sterilization, seeds were incubated in sterile water in the dark for 5 days at 4Â°C prior to cultivation  Seed were washed briefly (4 min) in 70% ethanol followed by an 8 min treatment with bleach. Afterwards seeds were washed 3 times with sterile deionised water. After final wash, seeds were resuspended in sterile deionised water and subjected to stratification  Sterilized and stratified seeds were grown in 300 ml Erlenmeyer flasks containing 100 ml of sterile liquid ATS medium. Plants were cultivated on a shaker for 7 days at 90 rpm and 22 Â°C under constant white fluorescent light. For the last 24 hours of cultivation the light was filtered by yellow plexiglas (yellow 2208)to prevent photodegradation of IAA.  Reference for ATS medium:, Lincoln C, Britton JH, Estelle M (1990) Growth and Development of the axr1 Mutants of Arabidopsis. Plant Cell 2: 1071-1080  autoclaved  22 Â°C average, 22 Â°C day, 22 Â°C night 70 % average, 70 % day, 70 % night Own medium: ATS medium according to Lincoln et al. (1990)  Constant light. strain/ecotype: Bur-0; developmental stage: 1.0; tissue: whole plant; stock code: N1028"	Bur-0	Boyes key 1.0	Bur-0	strain/ecotype: Bur-0; developmental stage: 1.0; tissue: whole plant; stock code: N1028	whole organism	GSE18975GSM469678 sample	organism_part	P-G18975-3	GSE18975GSM469678 extract	total_RNA	P-G18975-1	GSE18975GSM469678 LE biotin	synthetic_RNA	biotin	Quint_2-40_Bur-0-30min_Rep1_ATH1	A-AFFY-2	GSM469678	GSM469678.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.raw.1.zip	P-G18975-2	GSE18975GSM469678 Norm	GSM469678_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.processed.1.zip	ATH1-121501.CDF	0.5	hour	indole-3-acetic acid	Bur-0
GSE18975GSM469673	whole_organism	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"Bur-0, After sterilization, seeds were incubated in sterile water in the dark for 5 days at 4Â°C prior to cultivation  Seed were washed briefly (4 min) in 70% ethanol followed by an 8 min treatment with bleach. Afterwards seeds were washed 3 times with sterile deionised water. After final wash, seeds were resuspended in sterile deionised water and subjected to stratification  Sterilized and stratified seeds were grown in 300 ml Erlenmeyer flasks containing 100 ml of sterile liquid ATS medium. Plants were cultivated on a shaker for 7 days at 90 rpm and 22 Â°C under constant white fluorescent light. For the last 24 hours of cultivation the light was filtered by yellow plexiglas (yellow 2208)to prevent photodegradation of IAA.  Reference for ATS medium:, Lincoln C, Britton JH, Estelle M (1990) Growth and Development of the axr1 Mutants of Arabidopsis. Plant Cell 2: 1071-1080  autoclaved  22 Â°C average, 22 Â°C day, 22 Â°C night 70 % average, 70 % day, 70 % night Own medium: ATS medium according to Lincoln et al. (1990)  Constant light. strain/ecotype: Bur-0; developmental stage: 1.0; tissue: whole plant; stock code: N1028"	Bur-0	Boyes key 1.0	Bur-0	strain/ecotype: Bur-0; developmental stage: 1.0; tissue: whole plant; stock code: N1028	whole organism	GSE18975GSM469673 sample	organism_part	P-G18975-3	GSE18975GSM469673 extract	total_RNA	P-G18975-1	GSE18975GSM469673 LE biotin	synthetic_RNA	biotin	Quint_2-45_Bur-0-1h_Rep3_ATH1	A-AFFY-2	GSM469673	GSM469673.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.raw.1.zip	P-G18975-2	GSE18975GSM469673 Norm	GSM469673_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.processed.1.zip	ATH1-121501.CDF	1	hour	indole-3-acetic acid	Bur-0
GSE18975GSM469674	whole_organism	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"Bur-0, After sterilization, seeds were incubated in sterile water in the dark for 5 days at 4Â°C prior to cultivation  Seed were washed briefly (4 min) in 70% ethanol followed by an 8 min treatment with bleach. Afterwards seeds were washed 3 times with sterile deionised water. After final wash, seeds were resuspended in sterile deionised water and subjected to stratification  Sterilized and stratified seeds were grown in 300 ml Erlenmeyer flasks containing 100 ml of sterile liquid ATS medium. Plants were cultivated on a shaker for 7 days at 90 rpm and 22 Â°C under constant white fluorescent light. For the last 24 hours of cultivation the light was filtered by yellow plexiglas (yellow 2208)to prevent photodegradation of IAA.  Reference for ATS medium:, Lincoln C, Britton JH, Estelle M (1990) Growth and Development of the axr1 Mutants of Arabidopsis. Plant Cell 2: 1071-1080  autoclaved  22 Â°C average, 22 Â°C day, 22 Â°C night 70 % average, 70 % day, 70 % night Own medium: ATS medium according to Lincoln et al. (1990)  Constant light. strain/ecotype: Bur-0; developmental stage: 1.0; tissue: whole plant; stock code: N1028"	Bur-0	Boyes key 1.0	Bur-0	strain/ecotype: Bur-0; developmental stage: 1.0; tissue: whole plant; stock code: N1028	whole organism	GSE18975GSM469674 sample	organism_part	P-G18975-3	GSE18975GSM469674 extract	total_RNA	P-G18975-1	GSE18975GSM469674 LE biotin	synthetic_RNA	biotin	Quint_2-44_Bur-0-1h_Rep2_ATH1	A-AFFY-2	GSM469674	GSM469674.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.raw.1.zip	P-G18975-2	GSE18975GSM469674 Norm	GSM469674_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.processed.1.zip	ATH1-121501.CDF	1	hour	indole-3-acetic acid	Bur-0
GSE18975GSM469675	whole_organism	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"Bur-0, After sterilization, seeds were incubated in sterile water in the dark for 5 days at 4Â°C prior to cultivation  Seed were washed briefly (4 min) in 70% ethanol followed by an 8 min treatment with bleach. Afterwards seeds were washed 3 times with sterile deionised water. After final wash, seeds were resuspended in sterile deionised water and subjected to stratification  Sterilized and stratified seeds were grown in 300 ml Erlenmeyer flasks containing 100 ml of sterile liquid ATS medium. Plants were cultivated on a shaker for 7 days at 90 rpm and 22 Â°C under constant white fluorescent light. For the last 24 hours of cultivation the light was filtered by yellow plexiglas (yellow 2208)to prevent photodegradation of IAA.  Reference for ATS medium:, Lincoln C, Britton JH, Estelle M (1990) Growth and Development of the axr1 Mutants of Arabidopsis. Plant Cell 2: 1071-1080  autoclaved  22 Â°C average, 22 Â°C day, 22 Â°C night 70 % average, 70 % day, 70 % night Own medium: ATS medium according to Lincoln et al. (1990)  Constant light. strain/ecotype: Bur-0; developmental stage: 1.0; tissue: whole plant; stock code: N1028"	Bur-0	Boyes key 1.0	Bur-0	strain/ecotype: Bur-0; developmental stage: 1.0; tissue: whole plant; stock code: N1028	whole organism	GSE18975GSM469675 sample	organism_part	P-G18975-3	GSE18975GSM469675 extract	total_RNA	P-G18975-1	GSE18975GSM469675 LE biotin	synthetic_RNA	biotin	Quint_2-43_Bur-0-1h_Rep1_ATH1	A-AFFY-2	GSM469675	GSM469675.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.raw.1.zip	P-G18975-2	GSE18975GSM469675 Norm	GSM469675_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.processed.1.zip	ATH1-121501.CDF	1	hour	indole-3-acetic acid	Bur-0
GSE18975GSM469670	whole_organism	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"Bur-0, After sterilization, seeds were incubated in sterile water in the dark for 5 days at 4Â°C prior to cultivation  Seed were washed briefly (4 min) in 70% ethanol followed by an 8 min treatment with bleach. Afterwards seeds were washed 3 times with sterile deionised water. After final wash, seeds were resuspended in sterile deionised water and subjected to stratification  Sterilized and stratified seeds were grown in 300 ml Erlenmeyer flasks containing 100 ml of sterile liquid ATS medium. Plants were cultivated on a shaker for 7 days at 90 rpm and 22 Â°C under constant white fluorescent light. For the last 24 hours of cultivation the light was filtered by yellow plexiglas (yellow 2208)to prevent photodegradation of IAA.  Reference for ATS medium:, Lincoln C, Britton JH, Estelle M (1990) Growth and Development of the axr1 Mutants of Arabidopsis. Plant Cell 2: 1071-1080  autoclaved  22 Â°C average, 22 Â°C day, 22 Â°C night 70 % average, 70 % day, 70 % night Own medium: ATS medium according to Lincoln et al. (1990)  Constant light. strain/ecotype: Bur-0; developmental stage: 1.0; tissue: whole plant; stock code: N1028"	Bur-0	Boyes key 1.0	Bur-0	strain/ecotype: Bur-0; developmental stage: 1.0; tissue: whole plant; stock code: N1028	whole organism	GSE18975GSM469670 sample	organism_part	P-G18975-3	GSE18975GSM469670 extract	total_RNA	P-G18975-1	GSE18975GSM469670 LE biotin	synthetic_RNA	biotin	Quint_2-48_Bur-0-3h_Rep3_ATH1	A-AFFY-2	GSM469670	GSM469670.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.raw.1.zip	P-G18975-2	GSE18975GSM469670 Norm	GSM469670_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.processed.1.zip	ATH1-121501.CDF	3	hour	indole-3-acetic acid	Bur-0
GSE18975GSM469671	whole_organism	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"Bur-0, After sterilization, seeds were incubated in sterile water in the dark for 5 days at 4Â°C prior to cultivation  Seed were washed briefly (4 min) in 70% ethanol followed by an 8 min treatment with bleach. Afterwards seeds were washed 3 times with sterile deionised water. After final wash, seeds were resuspended in sterile deionised water and subjected to stratification  Sterilized and stratified seeds were grown in 300 ml Erlenmeyer flasks containing 100 ml of sterile liquid ATS medium. Plants were cultivated on a shaker for 7 days at 90 rpm and 22 Â°C under constant white fluorescent light. For the last 24 hours of cultivation the light was filtered by yellow plexiglas (yellow 2208)to prevent photodegradation of IAA.  Reference for ATS medium:, Lincoln C, Britton JH, Estelle M (1990) Growth and Development of the axr1 Mutants of Arabidopsis. Plant Cell 2: 1071-1080  autoclaved  22 Â°C average, 22 Â°C day, 22 Â°C night 70 % average, 70 % day, 70 % night Own medium: ATS medium according to Lincoln et al. (1990)  Constant light. strain/ecotype: Bur-0; developmental stage: 1.0; tissue: whole plant; stock code: N1028"	Bur-0	Boyes key 1.0	Bur-0	strain/ecotype: Bur-0; developmental stage: 1.0; tissue: whole plant; stock code: N1028	whole organism	GSE18975GSM469671 sample	organism_part	P-G18975-3	GSE18975GSM469671 extract	total_RNA	P-G18975-1	GSE18975GSM469671 LE biotin	synthetic_RNA	biotin	Quint_2-47_Bur-0-3h_Rep2_ATH1	A-AFFY-2	GSM469671	GSM469671.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.raw.1.zip	P-G18975-2	GSE18975GSM469671 Norm	GSM469671_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.processed.1.zip	ATH1-121501.CDF	3	hour	indole-3-acetic acid	Bur-0
GSE18975GSM469672	whole_organism	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"Bur-0, After sterilization, seeds were incubated in sterile water in the dark for 5 days at 4Â°C prior to cultivation  Seed were washed briefly (4 min) in 70% ethanol followed by an 8 min treatment with bleach. Afterwards seeds were washed 3 times with sterile deionised water. After final wash, seeds were resuspended in sterile deionised water and subjected to stratification  Sterilized and stratified seeds were grown in 300 ml Erlenmeyer flasks containing 100 ml of sterile liquid ATS medium. Plants were cultivated on a shaker for 7 days at 90 rpm and 22 Â°C under constant white fluorescent light. For the last 24 hours of cultivation the light was filtered by yellow plexiglas (yellow 2208)to prevent photodegradation of IAA.  Reference for ATS medium:, Lincoln C, Britton JH, Estelle M (1990) Growth and Development of the axr1 Mutants of Arabidopsis. Plant Cell 2: 1071-1080  autoclaved  22 Â°C average, 22 Â°C day, 22 Â°C night 70 % average, 70 % day, 70 % night Own medium: ATS medium according to Lincoln et al. (1990)  Constant light. strain/ecotype: Bur-0; developmental stage: 1.0; tissue: whole plant; stock code: N1028"	Bur-0	Boyes key 1.0	Bur-0	strain/ecotype: Bur-0; developmental stage: 1.0; tissue: whole plant; stock code: N1028	whole organism	GSE18975GSM469672 sample	organism_part	P-G18975-3	GSE18975GSM469672 extract	total_RNA	P-G18975-1	GSE18975GSM469672 LE biotin	synthetic_RNA	biotin	Quint_2-46_Bur-0-3h_Rep1_ATH1	A-AFFY-2	GSM469672	GSM469672.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.raw.1.zip	P-G18975-2	GSE18975GSM469672 Norm	GSM469672_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.processed.1.zip	ATH1-121501.CDF	3	hour	indole-3-acetic acid	Bur-0
GSE18975GSM469691	whole_organism	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"C24, After sterilization, seeds were incubated in sterile water in the dark for 5 days at 4Â°C prior to cultivation  Seed were washed briefly (4 min) in 70% ethanol followed by an 8 min treatment with bleach. Afterwards seeds were washed 3 times with sterile deionised water. After final wash, seeds were resuspended in sterile deionised water and subjected to stratification  Sterilized and stratified seeds were grown in 300 ml Erlenmeyer flasks containing 100 ml of sterile liquid ATS medium. Plants were cultivated on a shaker for 7 days at 90 rpm and 22 Â°C under constant white fluorescent light. For the last 24 hours of cultivation the light was filtered by yellow plexiglas (yellow 2208)to prevent photodegradation of IAA.  Reference for ATS medium:, Lincoln C, Britton JH, Estelle M (1990) Growth and Development of the axr1 Mutants of Arabidopsis. Plant Cell 2: 1071-1080  autoclaved  22 Â°C average, 22 Â°C day, 22 Â°C night 70 % average, 70 % day, 70 % night Own medium: ATS medium according to Lincoln et al. (1990)  Constant light. strain/ecotype: C24; developmental stage: 1.0; tissue: whole plant; stock code: N906"	C24	Boyes key 1.0	C24	strain/ecotype: C24; developmental stage: 1.0; tissue: whole plant; stock code: N906	whole organism	GSE18975GSM469691 sample	organism_part	P-G18975-3	GSE18975GSM469691 extract	total_RNA	P-G18975-1	GSE18975GSM469691 LE biotin	synthetic_RNA	biotin	Quint_2-27_C24-0h_Rep3_ATH1	A-AFFY-2	GSM469691	GSM469691.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.raw.1.zip	P-G18975-2	GSE18975GSM469691 Norm	GSM469691_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.processed.1.zip	ATH1-121501.CDF	0	hour	none	C24
GSE18975GSM469692	whole_organism	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"C24, After sterilization, seeds were incubated in sterile water in the dark for 5 days at 4Â°C prior to cultivation  Seed were washed briefly (4 min) in 70% ethanol followed by an 8 min treatment with bleach. Afterwards seeds were washed 3 times with sterile deionised water. After final wash, seeds were resuspended in sterile deionised water and subjected to stratification  Sterilized and stratified seeds were grown in 300 ml Erlenmeyer flasks containing 100 ml of sterile liquid ATS medium. Plants were cultivated on a shaker for 7 days at 90 rpm and 22 Â°C under constant white fluorescent light. For the last 24 hours of cultivation the light was filtered by yellow plexiglas (yellow 2208)to prevent photodegradation of IAA.  Reference for ATS medium:, Lincoln C, Britton JH, Estelle M (1990) Growth and Development of the axr1 Mutants of Arabidopsis. Plant Cell 2: 1071-1080  autoclaved  22 Â°C average, 22 Â°C day, 22 Â°C night 70 % average, 70 % day, 70 % night Own medium: ATS medium according to Lincoln et al. (1990)  Constant light. strain/ecotype: C24; developmental stage: 1.0; tissue: whole plant; stock code: N906"	C24	Boyes key 1.0	C24	strain/ecotype: C24; developmental stage: 1.0; tissue: whole plant; stock code: N906	whole organism	GSE18975GSM469692 sample	organism_part	P-G18975-3	GSE18975GSM469692 extract	total_RNA	P-G18975-1	GSE18975GSM469692 LE biotin	synthetic_RNA	biotin	Quint_2-26_C24-0h_Rep2_ATH1	A-AFFY-2	GSM469692	GSM469692.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.raw.1.zip	P-G18975-2	GSE18975GSM469692 Norm	GSM469692_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.processed.1.zip	ATH1-121501.CDF	0	hour	none	C24
