Source Name	Comment [Sample_description]	Comment [Sample_source_name]	Comment [Sample_title]	Characteristics [age]	Unit [time unit]	Characteristics [ecotype]	Term Source REF	Term Accession Number	Characteristics [organism]	Term Source REF	Term Accession Number	Characteristics [organism part]	Protocol REF	Term Source REF	Protocol REF	Term Source REF	Protocol REF	Term Source REF	Extract Name	Material Type	Protocol REF	Term Source REF	Labeled Extract Name	Label	Protocol REF	Term Source REF	Assay Name	Array Design REF	Term Source REF	Technology Type	Protocol REF	Term Source REF	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Term Source REF	Normalization Name	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	FactorValue [treatment]	FactorValue [time]	Unit [time unit]
GSM1521106 1	Gene expression data from Arabidopsis rosette leaves one day post infusion with Agrobacterium containing antisense (As)AKiin11	rosette leaves	AsAKiin11 at T1, biological rep1	4	week	Col-0	EFO	EFO_0005148	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	rosette leaf	P-GSE62180-2	ArrayExpress	P-GSE62180-3	ArrayExpress	P-GSE62180-4	ArrayExpress	GSM1521106 extract 1	total RNA	P-GSE62180-5	ArrayExpress	GSM1521106 LE 1	biotin	P-GSE62180-6	ArrayExpress	GSM1521106	A-AFFY-2	ArrayExpress	array assay	P-GSE62180-7	ArrayExpress	GSM1521106_AsAKin11-Exp1_530-_Day1_121504_Repeated.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-62180/E-GEOD-62180.raw.1.zip	P-GSE62180-1	ArrayExpress	GSM1521106_sample_table.txt norm	GSM1521106_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-62180/E-GEOD-62180.processed.1.zip	Agrobacterium with antisense (As)AKiin11	1	day
GSM1521105 1	Gene expression data from Arabidopsis rosette leaves one day post infusion with Agrobacterium containing empty vector. Control for C2, C2del and asAKIN11.	rosette leaves	C2, C2del and (As)AKiin11 control at T1, biological rep3	4	week	Col-0	EFO	EFO_0005148	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	rosette leaf	P-GSE62180-2	ArrayExpress	P-GSE62180-3	ArrayExpress	P-GSE62180-4	ArrayExpress	GSM1521105 extract 1	total RNA	P-GSE62180-5	ArrayExpress	GSM1521105 LE 1	biotin	P-GSE62180-6	ArrayExpress	GSM1521105	A-AFFY-2	ArrayExpress	array assay	P-GSE62180-7	ArrayExpress	GSM1521105_530-Exp3_-Day1_021005.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-62180/E-GEOD-62180.raw.1.zip	P-GSE62180-1	ArrayExpress	GSM1521105_sample_table.txt norm	GSM1521105_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-62180/E-GEOD-62180.processed.1.zip	Agrobacterium containing empty vector	1	day
GSM1521104 1	Gene expression data from Arabidopsis rosette leaves one day post infusion with Agrobacterium containing empty vector. Control for C2, C2del and asAKIN11.	rosette leaves	C2, C2del and (As)AKiin11 control at T1, biological rep2	4	week	Col-0	EFO	EFO_0005148	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	rosette leaf	P-GSE62180-2	ArrayExpress	P-GSE62180-3	ArrayExpress	P-GSE62180-4	ArrayExpress	GSM1521104 extract 1	total RNA	P-GSE62180-5	ArrayExpress	GSM1521104 LE 1	biotin	P-GSE62180-6	ArrayExpress	GSM1521104	A-AFFY-2	ArrayExpress	array assay	P-GSE62180-7	ArrayExpress	GSM1521104_530-Exp2_-Day1_121504.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-62180/E-GEOD-62180.raw.1.zip	P-GSE62180-1	ArrayExpress	GSM1521104_sample_table.txt norm	GSM1521104_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-62180/E-GEOD-62180.processed.1.zip	Agrobacterium containing empty vector	1	day
GSM1521103 1	Gene expression data from Arabidopsis rosette leaves one day post infusion with Agrobacterium containing empty vector. Control for C2, C2del and asAKIN11.	rosette leaves	C2, C2del and (As)AKiin11 control at T1, biological rep1	4	week	Col-0	EFO	EFO_0005148	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	rosette leaf	P-GSE62180-2	ArrayExpress	P-GSE62180-3	ArrayExpress	P-GSE62180-4	ArrayExpress	GSM1521103 extract 1	total RNA	P-GSE62180-5	ArrayExpress	GSM1521103 LE 1	biotin	P-GSE62180-6	ArrayExpress	GSM1521103	A-AFFY-2	ArrayExpress	array assay	P-GSE62180-7	ArrayExpress	GSM1521103_530-Exp1_-Day1_120804.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-62180/E-GEOD-62180.raw.1.zip	P-GSE62180-1	ArrayExpress	GSM1521103_sample_table.txt norm	GSM1521103_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-62180/E-GEOD-62180.processed.1.zip	Agrobacterium containing empty vector	1	day
GSM1521102 1	Gene expression data from Arabidopsis rosette leaves two days post infusion with Agrobacterium containing full-length CaLCuV AC2	rosette leaves	Full AC2 at T2, biological rep3	4	week	Col-0	EFO	EFO_0005148	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	rosette leaf	P-GSE62180-2	ArrayExpress	P-GSE62180-3	ArrayExpress	P-GSE62180-4	ArrayExpress	GSM1521102 extract 1	total RNA	P-GSE62180-5	ArrayExpress	GSM1521102 LE 1	biotin	P-GSE62180-6	ArrayExpress	GSM1521102	A-AFFY-2	ArrayExpress	array assay	P-GSE62180-7	ArrayExpress	GSM1521102_GabrielaFULL-3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-62180/E-GEOD-62180.raw.1.zip	P-GSE62180-1	ArrayExpress	GSM1521102_sample_table.txt norm	GSM1521102_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-62180/E-GEOD-62180.processed.1.zip	Agrobacterium with full-length CaLCuV AC2	2	day
GSM1521101 1	Gene expression data from Arabidopsis rosette leaves two days post infusion with Agrobacterium containing full-length CaLCuV AC2	rosette leaves	Full AC2 at T2, biological rep2	4	week	Col-0	EFO	EFO_0005148	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	rosette leaf	P-GSE62180-2	ArrayExpress	P-GSE62180-3	ArrayExpress	P-GSE62180-4	ArrayExpress	GSM1521101 extract 1	total RNA	P-GSE62180-5	ArrayExpress	GSM1521101 LE 1	biotin	P-GSE62180-6	ArrayExpress	GSM1521101	A-AFFY-2	ArrayExpress	array assay	P-GSE62180-7	ArrayExpress	GSM1521101_GabrielaFULL-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-62180/E-GEOD-62180.raw.1.zip	P-GSE62180-1	ArrayExpress	GSM1521101_sample_table.txt norm	GSM1521101_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-62180/E-GEOD-62180.processed.1.zip	Agrobacterium with full-length CaLCuV AC2	2	day
GSM1521100 1	Gene expression data from Arabidopsis rosette leaves two days post infusion with Agrobacterium containing full-length CaLCuV AC2	rosette leaves	Full AC2 at T2, biological rep1	4	week	Col-0	EFO	EFO_0005148	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	rosette leaf	P-GSE62180-2	ArrayExpress	P-GSE62180-3	ArrayExpress	P-GSE62180-4	ArrayExpress	GSM1521100 extract 1	total RNA	P-GSE62180-5	ArrayExpress	GSM1521100 LE 1	biotin	P-GSE62180-6	ArrayExpress	GSM1521100	A-AFFY-2	ArrayExpress	array assay	P-GSE62180-7	ArrayExpress	GSM1521100_GabrielaFULL-1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-62180/E-GEOD-62180.raw.1.zip	P-GSE62180-1	ArrayExpress	GSM1521100_sample_table.txt norm	GSM1521100_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-62180/E-GEOD-62180.processed.1.zip	Agrobacterium with full-length CaLCuV AC2	2	day
GSM1521099 1	Gene expression data from Arabidopsis rosette leaves two days post infusion with Agrobacterium containing a truncated version of CaLCuV AC2	rosette leaves	Truncated AC2 at T2, biological rep3	4	week	Col-0	EFO	EFO_0005148	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	rosette leaf	P-GSE62180-2	ArrayExpress	P-GSE62180-3	ArrayExpress	P-GSE62180-4	ArrayExpress	GSM1521099 extract 1	total RNA	P-GSE62180-5	ArrayExpress	GSM1521099 LE 1	biotin	P-GSE62180-6	ArrayExpress	GSM1521099	A-AFFY-2	ArrayExpress	array assay	P-GSE62180-7	ArrayExpress	GSM1521099_GabrielaDEL-3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-62180/E-GEOD-62180.raw.1.zip	P-GSE62180-1	ArrayExpress	GSM1521099_sample_table.txt norm	GSM1521099_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-62180/E-GEOD-62180.processed.1.zip	Agrobacterium with a truncated CaLCuV AC2	2	day
GSM1521098 1	Gene expression data from Arabidopsis rosette leaves two days post infusion with Agrobacterium containing a truncated version of CaLCuV AC2	rosette leaves	Truncated AC2 at T2, biological rep2	4	week	Col-0	EFO	EFO_0005148	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	rosette leaf	P-GSE62180-2	ArrayExpress	P-GSE62180-3	ArrayExpress	P-GSE62180-4	ArrayExpress	GSM1521098 extract 1	total RNA	P-GSE62180-5	ArrayExpress	GSM1521098 LE 1	biotin	P-GSE62180-6	ArrayExpress	GSM1521098	A-AFFY-2	ArrayExpress	array assay	P-GSE62180-7	ArrayExpress	GSM1521098_GabrielaDEL-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-62180/E-GEOD-62180.raw.1.zip	P-GSE62180-1	ArrayExpress	GSM1521098_sample_table.txt norm	GSM1521098_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-62180/E-GEOD-62180.processed.1.zip	Agrobacterium with a truncated CaLCuV AC2	2	day
GSM1521097 1	Gene expression data from Arabidopsis rosette leaves two days post infusion with Agrobacterium containing a truncated version of CaLCuV AC2	rosette leaves	Truncated AC2 at T2, biological rep1	4	week	Col-0	EFO	EFO_0005148	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	rosette leaf	P-GSE62180-2	ArrayExpress	P-GSE62180-3	ArrayExpress	P-GSE62180-4	ArrayExpress	GSM1521097 extract 1	total RNA	P-GSE62180-5	ArrayExpress	GSM1521097 LE 1	biotin	P-GSE62180-6	ArrayExpress	GSM1521097	A-AFFY-2	ArrayExpress	array assay	P-GSE62180-7	ArrayExpress	GSM1521097_GabrielaDEL-1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-62180/E-GEOD-62180.raw.1.zip	P-GSE62180-1	ArrayExpress	GSM1521097_sample_table.txt norm	GSM1521097_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-62180/E-GEOD-62180.processed.1.zip	Agrobacterium with a truncated CaLCuV AC2	2	day
GSM1521096 1	Gene expression data from Arabidopsis rosette leaves two days post infusion with Agrobacterium containing empty vector	rosette leaves	AC2 and AC2del control at T2, biological rep3	4	week	Col-0	EFO	EFO_0005148	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	rosette leaf	P-GSE62180-2	ArrayExpress	P-GSE62180-3	ArrayExpress	P-GSE62180-4	ArrayExpress	GSM1521096 extract 1	total RNA	P-GSE62180-5	ArrayExpress	GSM1521096 LE 1	biotin	P-GSE62180-6	ArrayExpress	GSM1521096	A-AFFY-2	ArrayExpress	array assay	P-GSE62180-7	ArrayExpress	GSM1521096_Gabriela530-3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-62180/E-GEOD-62180.raw.1.zip	P-GSE62180-1	ArrayExpress	GSM1521096_sample_table.txt norm	GSM1521096_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-62180/E-GEOD-62180.processed.1.zip	Agrobacterium containing empty vector	2	day
GSM1521095 1	Gene expression data from Arabidopsis rosette leaves two days post infusion with Agrobacterium containing empty vector	rosette leaves	AC2 and AC2del control at T2, biological rep2	4	week	Col-0	EFO	EFO_0005148	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	rosette leaf	P-GSE62180-2	ArrayExpress	P-GSE62180-3	ArrayExpress	P-GSE62180-4	ArrayExpress	GSM1521095 extract 1	total RNA	P-GSE62180-5	ArrayExpress	GSM1521095 LE 1	biotin	P-GSE62180-6	ArrayExpress	GSM1521095	A-AFFY-2	ArrayExpress	array assay	P-GSE62180-7	ArrayExpress	GSM1521095_Gabriela530-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-62180/E-GEOD-62180.raw.1.zip	P-GSE62180-1	ArrayExpress	GSM1521095_sample_table.txt norm	GSM1521095_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-62180/E-GEOD-62180.processed.1.zip	Agrobacterium containing empty vector	2	day
GSM1521094 1	Gene expression data from Arabidopsis rosette leaves two days post infusion with Agrobacterium containing empty vector.	rosette leaves	AC2 and AC2del control at T2, biological rep1	4	week	Col-0	EFO	EFO_0005148	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	rosette leaf	P-GSE62180-2	ArrayExpress	P-GSE62180-3	ArrayExpress	P-GSE62180-4	ArrayExpress	GSM1521094 extract 1	total RNA	P-GSE62180-5	ArrayExpress	GSM1521094 LE 1	biotin	P-GSE62180-6	ArrayExpress	GSM1521094	A-AFFY-2	ArrayExpress	array assay	P-GSE62180-7	ArrayExpress	GSM1521094_Gabriela530-1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-62180/E-GEOD-62180.raw.1.zip	P-GSE62180-1	ArrayExpress	GSM1521094_sample_table.txt norm	GSM1521094_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-62180/E-GEOD-62180.processed.1.zip	Agrobacterium containing empty vector	2	day
GSM1521093 1	Gene expression data from Arabidopsis rosette leaves one day post infusion with Agrobacterium containing full-length CaLCuV AC2	rosette leaves	Full AC2 at T1, biological rep3	4	week	Col-0	EFO	EFO_0005148	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	rosette leaf	P-GSE62180-2	ArrayExpress	P-GSE62180-3	ArrayExpress	P-GSE62180-4	ArrayExpress	GSM1521093 extract 1	total RNA	P-GSE62180-5	ArrayExpress	GSM1521093 LE 1	biotin	P-GSE62180-6	ArrayExpress	GSM1521093	A-AFFY-2	ArrayExpress	array assay	P-GSE62180-7	ArrayExpress	GSM1521093_full_day_1_exp3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-62180/E-GEOD-62180.raw.1.zip	P-GSE62180-1	ArrayExpress	GSM1521093_sample_table.txt norm	GSM1521093_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-62180/E-GEOD-62180.processed.1.zip	Agrobacterium with full-length CaLCuV AC2	1	day
GSM1521092 1	Gene expression data from Arabidopsis rosette leaves one day post infusion with Agrobacterium containing full-length CaLCuV AC2	rosette leaves	Full AC2 at T1, biological rep2	4	week	Col-0	EFO	EFO_0005148	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	rosette leaf	P-GSE62180-2	ArrayExpress	P-GSE62180-3	ArrayExpress	P-GSE62180-4	ArrayExpress	GSM1521092 extract 1	total RNA	P-GSE62180-5	ArrayExpress	GSM1521092 LE 1	biotin	P-GSE62180-6	ArrayExpress	GSM1521092	A-AFFY-2	ArrayExpress	array assay	P-GSE62180-7	ArrayExpress	GSM1521092_full_day_1_exp2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-62180/E-GEOD-62180.raw.1.zip	P-GSE62180-1	ArrayExpress	GSM1521092_sample_table.txt norm	GSM1521092_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-62180/E-GEOD-62180.processed.1.zip	Agrobacterium with full-length CaLCuV AC2	1	day
GSM1521091 1	Gene expression data from Arabidopsis rosette leaves one day post infusion with Agrobacterium containing full-length CaLCuV AC2	rosette leaves	Full AC2 at T1, biological rep1	4	week	Col-0	EFO	EFO_0005148	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	rosette leaf	P-GSE62180-2	ArrayExpress	P-GSE62180-3	ArrayExpress	P-GSE62180-4	ArrayExpress	GSM1521091 extract 1	total RNA	P-GSE62180-5	ArrayExpress	GSM1521091 LE 1	biotin	P-GSE62180-6	ArrayExpress	GSM1521091	A-AFFY-2	ArrayExpress	array assay	P-GSE62180-7	ArrayExpress	GSM1521091_full_day_1_exp1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-62180/E-GEOD-62180.raw.1.zip	P-GSE62180-1	ArrayExpress	GSM1521091_sample_table.txt norm	GSM1521091_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-62180/E-GEOD-62180.processed.1.zip	Agrobacterium with full-length CaLCuV AC2	1	day
GSM1521090 1	Gene expression data from Arabidopsis rosette leaves one day post infusion with Agrobacterium containing a truncated version of CaLCuV AC2	rosette leaves	Truncated AC2 at T1, biological rep3	4	week	Col-0	EFO	EFO_0005148	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	rosette leaf	P-GSE62180-2	ArrayExpress	P-GSE62180-3	ArrayExpress	P-GSE62180-4	ArrayExpress	GSM1521090 extract 1	total RNA	P-GSE62180-5	ArrayExpress	GSM1521090 LE 1	biotin	P-GSE62180-6	ArrayExpress	GSM1521090	A-AFFY-2	ArrayExpress	array assay	P-GSE62180-7	ArrayExpress	GSM1521090_del_day_1_exp3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-62180/E-GEOD-62180.raw.1.zip	P-GSE62180-1	ArrayExpress	GSM1521090_sample_table.txt norm	GSM1521090_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-62180/E-GEOD-62180.processed.1.zip	Agrobacterium with a truncated CaLCuV AC2	1	day
GSM1521089 1	Gene expression data from Arabidopsis rosette leaves one day post infusion with Agrobacterium containing a truncated version of CaLCuV AC2	rosette leaves	Truncated AC2 at T1, biological rep2	4	week	Col-0	EFO	EFO_0005148	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	rosette leaf	P-GSE62180-2	ArrayExpress	P-GSE62180-3	ArrayExpress	P-GSE62180-4	ArrayExpress	GSM1521089 extract 1	total RNA	P-GSE62180-5	ArrayExpress	GSM1521089 LE 1	biotin	P-GSE62180-6	ArrayExpress	GSM1521089	A-AFFY-2	ArrayExpress	array assay	P-GSE62180-7	ArrayExpress	GSM1521089_del_day_1_exp2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-62180/E-GEOD-62180.raw.1.zip	P-GSE62180-1	ArrayExpress	GSM1521089_sample_table.txt norm	GSM1521089_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-62180/E-GEOD-62180.processed.1.zip	Agrobacterium with a truncated CaLCuV AC2	1	day
GSM1521088 1	Gene expression data from Arabidopsis rosette leaves one day post infusion with Agrobacterium containing a truncated version of CaLCuV AC2	rosette leaves	Truncated AC2 at T1, biological rep1	4	week	Col-0	EFO	EFO_0005148	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	rosette leaf	P-GSE62180-2	ArrayExpress	P-GSE62180-3	ArrayExpress	P-GSE62180-4	ArrayExpress	GSM1521088 extract 1	total RNA	P-GSE62180-5	ArrayExpress	GSM1521088 LE 1	biotin	P-GSE62180-6	ArrayExpress	GSM1521088	A-AFFY-2	ArrayExpress	array assay	P-GSE62180-7	ArrayExpress	GSM1521088_del_day_1_exp1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-62180/E-GEOD-62180.raw.1.zip	P-GSE62180-1	ArrayExpress	GSM1521088_sample_table.txt norm	GSM1521088_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-62180/E-GEOD-62180.processed.1.zip	Agrobacterium with a truncated CaLCuV AC2	1	day
GSM1521087 1	Gene expression data from Arabidopsis rosette leaves one day post infusion with Agrobacterium containing empty vector. Control for AC2 and AC2del.	rosette leaves	AC2 and AC2del control at T1, biological rep3	4	week	Col-0	EFO	EFO_0005148	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	rosette leaf	P-GSE62180-2	ArrayExpress	P-GSE62180-3	ArrayExpress	P-GSE62180-4	ArrayExpress	GSM1521087 extract 1	total RNA	P-GSE62180-5	ArrayExpress	GSM1521087 LE 1	biotin	P-GSE62180-6	ArrayExpress	GSM1521087	A-AFFY-2	ArrayExpress	array assay	P-GSE62180-7	ArrayExpress	GSM1521087_530_day_1_exp3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-62180/E-GEOD-62180.raw.1.zip	P-GSE62180-1	ArrayExpress	GSM1521087_sample_table.txt norm	GSM1521087_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-62180/E-GEOD-62180.processed.1.zip	Agrobacterium containing empty vector	1	day
GSM1521086 1	Gene expression data from Arabidopsis rosette leaves one day post infusion with Agrobacterium containing empty vector. Control for AC2 and AC2del.	rosette leaves	AC2 and AC2del control at T1, biological rep2	4	week	Col-0	EFO	EFO_0005148	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	rosette leaf	P-GSE62180-2	ArrayExpress	P-GSE62180-3	ArrayExpress	P-GSE62180-4	ArrayExpress	GSM1521086 extract 1	total RNA	P-GSE62180-5	ArrayExpress	GSM1521086 LE 1	biotin	P-GSE62180-6	ArrayExpress	GSM1521086	A-AFFY-2	ArrayExpress	array assay	P-GSE62180-7	ArrayExpress	GSM1521086_530_day_1_exp2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-62180/E-GEOD-62180.raw.1.zip	P-GSE62180-1	ArrayExpress	GSM1521086_sample_table.txt norm	GSM1521086_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-62180/E-GEOD-62180.processed.1.zip	Agrobacterium containing empty vector	1	day
GSM1521085 1	Gene expression data from Arabidopsis rosette leaves one day post infusion with Agrobacterium containing empty vector. Control for AC2 and AC2del.	rosette leaves	AC2 and AC2del control at T1, biological rep1	4	week	Col-0	EFO	EFO_0005148	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	rosette leaf	P-GSE62180-2	ArrayExpress	P-GSE62180-3	ArrayExpress	P-GSE62180-4	ArrayExpress	GSM1521085 extract 1	total RNA	P-GSE62180-5	ArrayExpress	GSM1521085 LE 1	biotin	P-GSE62180-6	ArrayExpress	GSM1521085	A-AFFY-2	ArrayExpress	array assay	P-GSE62180-7	ArrayExpress	GSM1521085_530_day_1_exp1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-62180/E-GEOD-62180.raw.1.zip	P-GSE62180-1	ArrayExpress	GSM1521085_sample_table.txt norm	GSM1521085_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-62180/E-GEOD-62180.processed.1.zip	Agrobacterium containing empty vector	1	day
