Source Name	Comment [Sample_description]	Comment [Sample_source_name]	Comment [Sample_title]	Characteristics [organism]	Term Source REF	Term Accession Number	Characteristics [organism part]	Characteristics [treated with]	Protocol REF	Term Source REF	Protocol REF	Term Source REF	Protocol REF	Term Source REF	Extract Name	Material Type	Protocol REF	Term Source REF	Labeled Extract Name	Label	Protocol REF	Term Source REF	Assay Name	Array Design REF	Term Source REF	Technology Type	Protocol REF	Term Source REF	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Term Source REF	Normalization Name	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	FactorValue [treated with]
GSM1844403 1	SAMPLE 40	NO-NH-IA-CK-AB 1-0-0-1-1	NO-NH-IA-CK-AB 1-0-0-1-1-rep2	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	Roots	NO-NH-IA-CK-AB 1-0-0-1-1	P-GSE71737-2	ArrayExpress	P-GSE71737-3	ArrayExpress	P-GSE71737-4	ArrayExpress	GSM1844403 extract 1	total RNA	P-GSE71737-5	ArrayExpress	GSM1844403 LE 1	biotin	P-GSE71737-6	ArrayExpress	GSM1844403	A-AFFY-2	ArrayExpress	array assay	P-GSE71737-7	ArrayExpress	GSM1844403_GK-MC-20-3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.raw.1.zip	P-GSE71737-1	ArrayExpress	GSM1844403_sample_table.txt norm	GSM1844403_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.processed.1.zip	NO-NH-IA-CK-AB 1-0-0-1-1
GSM1844402 1	SAMPLE 39	NO-NH-IA-CK-AB 1-0-0-1-1	NO-NH-IA-CK-AB 1-0-0-1-1-rep1	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	Roots	NO-NH-IA-CK-AB 1-0-0-1-1	P-GSE71737-2	ArrayExpress	P-GSE71737-3	ArrayExpress	P-GSE71737-4	ArrayExpress	GSM1844402 extract 1	total RNA	P-GSE71737-5	ArrayExpress	GSM1844402 LE 1	biotin	P-GSE71737-6	ArrayExpress	GSM1844402	A-AFFY-2	ArrayExpress	array assay	P-GSE71737-7	ArrayExpress	GSM1844402_GK-MC-20-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.raw.1.zip	P-GSE71737-1	ArrayExpress	GSM1844402_sample_table.txt norm	GSM1844402_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.processed.1.zip	NO-NH-IA-CK-AB 1-0-0-1-1
GSM1844401 1	SAMPLE 38	NO-NH-IA-CK-AB 1-0-0-1-0	NO-NH-IA-CK-AB 1-0-0-1-0-rep2	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	Roots	NO-NH-IA-CK-AB 1-0-0-1-0	P-GSE71737-2	ArrayExpress	P-GSE71737-3	ArrayExpress	P-GSE71737-4	ArrayExpress	GSM1844401 extract 1	total RNA	P-GSE71737-5	ArrayExpress	GSM1844401 LE 1	biotin	P-GSE71737-6	ArrayExpress	GSM1844401	A-AFFY-2	ArrayExpress	array assay	P-GSE71737-7	ArrayExpress	GSM1844401_GK-MC-19-3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.raw.1.zip	P-GSE71737-1	ArrayExpress	GSM1844401_sample_table.txt norm	GSM1844401_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.processed.1.zip	NO-NH-IA-CK-AB 1-0-0-1-0
GSM1844400 1	SAMPLE 37	NO-NH-IA-CK-AB 1-0-0-1-0	NO-NH-IA-CK-AB 1-0-0-1-0-rep1	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	Roots	NO-NH-IA-CK-AB 1-0-0-1-0	P-GSE71737-2	ArrayExpress	P-GSE71737-3	ArrayExpress	P-GSE71737-4	ArrayExpress	GSM1844400 extract 1	total RNA	P-GSE71737-5	ArrayExpress	GSM1844400 LE 1	biotin	P-GSE71737-6	ArrayExpress	GSM1844400	A-AFFY-2	ArrayExpress	array assay	P-GSE71737-7	ArrayExpress	GSM1844400_GK-MC-19-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.raw.1.zip	P-GSE71737-1	ArrayExpress	GSM1844400_sample_table.txt norm	GSM1844400_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.processed.1.zip	NO-NH-IA-CK-AB 1-0-0-1-0
GSM1844399 1	SAMPLE 36	NO-NH-IA-CK-AB 1-0-0-0-1	NO-NH-IA-CK-AB 1-0-0-0-1-rep2	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	Roots	NO-NH-IA-CK-AB 1-0-0-0-1	P-GSE71737-2	ArrayExpress	P-GSE71737-3	ArrayExpress	P-GSE71737-4	ArrayExpress	GSM1844399 extract 1	total RNA	P-GSE71737-5	ArrayExpress	GSM1844399 LE 1	biotin	P-GSE71737-6	ArrayExpress	GSM1844399	A-AFFY-2	ArrayExpress	array assay	P-GSE71737-7	ArrayExpress	GSM1844399_GK-MC-18-3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.raw.1.zip	P-GSE71737-1	ArrayExpress	GSM1844399_sample_table.txt norm	GSM1844399_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.processed.1.zip	NO-NH-IA-CK-AB 1-0-0-0-1
GSM1844398 1	SAMPLE 35	NO-NH-IA-CK-AB 1-0-0-0-1	NO-NH-IA-CK-AB 1-0-0-0-1-rep1	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	Roots	NO-NH-IA-CK-AB 1-0-0-0-1	P-GSE71737-2	ArrayExpress	P-GSE71737-3	ArrayExpress	P-GSE71737-4	ArrayExpress	GSM1844398 extract 1	total RNA	P-GSE71737-5	ArrayExpress	GSM1844398 LE 1	biotin	P-GSE71737-6	ArrayExpress	GSM1844398	A-AFFY-2	ArrayExpress	array assay	P-GSE71737-7	ArrayExpress	GSM1844398_GK-MC-18-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.raw.1.zip	P-GSE71737-1	ArrayExpress	GSM1844398_sample_table.txt norm	GSM1844398_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.processed.1.zip	NO-NH-IA-CK-AB 1-0-0-0-1
GSM1844397 1	SAMPLE 34	NO-NH-IA-CK-AB 1-0-0-0-0	NO-NH-IA-CK-AB 1-0-0-0-0-rep2	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	Roots	NO-NH-IA-CK-AB 1-0-0-0-0	P-GSE71737-2	ArrayExpress	P-GSE71737-3	ArrayExpress	P-GSE71737-4	ArrayExpress	GSM1844397 extract 1	total RNA	P-GSE71737-5	ArrayExpress	GSM1844397 LE 1	biotin	P-GSE71737-6	ArrayExpress	GSM1844397	A-AFFY-2	ArrayExpress	array assay	P-GSE71737-7	ArrayExpress	GSM1844397_GK-MC-17-3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.raw.1.zip	P-GSE71737-1	ArrayExpress	GSM1844397_sample_table.txt norm	GSM1844397_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.processed.1.zip	NO-NH-IA-CK-AB 1-0-0-0-0
GSM1844396 1	SAMPLE 33	NO-NH-IA-CK-AB 1-0-0-0-0	NO-NH-IA-CK-AB 1-0-0-0-0-rep1	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	Roots	NO-NH-IA-CK-AB 1-0-0-0-0	P-GSE71737-2	ArrayExpress	P-GSE71737-3	ArrayExpress	P-GSE71737-4	ArrayExpress	GSM1844396 extract 1	total RNA	P-GSE71737-5	ArrayExpress	GSM1844396 LE 1	biotin	P-GSE71737-6	ArrayExpress	GSM1844396	A-AFFY-2	ArrayExpress	array assay	P-GSE71737-7	ArrayExpress	GSM1844396_GK-MC-17-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.raw.1.zip	P-GSE71737-1	ArrayExpress	GSM1844396_sample_table.txt norm	GSM1844396_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.processed.1.zip	NO-NH-IA-CK-AB 1-0-0-0-0
GSM1844395 1	SAMPLE 32	NO-NH-IA-CK-AB 0-1-1-1-1	NO-NH-IA-CK-AB 0-1-1-1-1-rep2	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	Roots	NO-NH-IA-CK-AB 0-1-1-1-1	P-GSE71737-2	ArrayExpress	P-GSE71737-3	ArrayExpress	P-GSE71737-4	ArrayExpress	GSM1844395 extract 1	total RNA	P-GSE71737-5	ArrayExpress	GSM1844395 LE 1	biotin	P-GSE71737-6	ArrayExpress	GSM1844395	A-AFFY-2	ArrayExpress	array assay	P-GSE71737-7	ArrayExpress	GSM1844395_GK-MC-16-3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.raw.1.zip	P-GSE71737-1	ArrayExpress	GSM1844395_sample_table.txt norm	GSM1844395_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.processed.1.zip	NO-NH-IA-CK-AB 0-1-1-1-1
GSM1844394 1	SAMPLE 31	NO-NH-IA-CK-AB 0-1-1-1-1	NO-NH-IA-CK-AB 0-1-1-1-1-rep1	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	Roots	NO-NH-IA-CK-AB 0-1-1-1-1	P-GSE71737-2	ArrayExpress	P-GSE71737-3	ArrayExpress	P-GSE71737-4	ArrayExpress	GSM1844394 extract 1	total RNA	P-GSE71737-5	ArrayExpress	GSM1844394 LE 1	biotin	P-GSE71737-6	ArrayExpress	GSM1844394	A-AFFY-2	ArrayExpress	array assay	P-GSE71737-7	ArrayExpress	GSM1844394_GK-MC-16-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.raw.1.zip	P-GSE71737-1	ArrayExpress	GSM1844394_sample_table.txt norm	GSM1844394_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.processed.1.zip	NO-NH-IA-CK-AB 0-1-1-1-1
GSM1844393 1	SAMPLE 30	NO-NH-IA-CK-AB 0-1-1-1-0	NO-NH-IA-CK-AB 0-1-1-1-0-rep2	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	Roots	NO-NH-IA-CK-AB 0-1-1-1-0	P-GSE71737-2	ArrayExpress	P-GSE71737-3	ArrayExpress	P-GSE71737-4	ArrayExpress	GSM1844393 extract 1	total RNA	P-GSE71737-5	ArrayExpress	GSM1844393 LE 1	biotin	P-GSE71737-6	ArrayExpress	GSM1844393	A-AFFY-2	ArrayExpress	array assay	P-GSE71737-7	ArrayExpress	GSM1844393_GK-MC-15-3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.raw.1.zip	P-GSE71737-1	ArrayExpress	GSM1844393_sample_table.txt norm	GSM1844393_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.processed.1.zip	NO-NH-IA-CK-AB 0-1-1-1-0
GSM1844392 1	SAMPLE 29	NO-NH-IA-CK-AB 0-1-1-1-0	NO-NH-IA-CK-AB 0-1-1-1-0-rep1	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	Roots	NO-NH-IA-CK-AB 0-1-1-1-0	P-GSE71737-2	ArrayExpress	P-GSE71737-3	ArrayExpress	P-GSE71737-4	ArrayExpress	GSM1844392 extract 1	total RNA	P-GSE71737-5	ArrayExpress	GSM1844392 LE 1	biotin	P-GSE71737-6	ArrayExpress	GSM1844392	A-AFFY-2	ArrayExpress	array assay	P-GSE71737-7	ArrayExpress	GSM1844392_GK-MC-15-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.raw.1.zip	P-GSE71737-1	ArrayExpress	GSM1844392_sample_table.txt norm	GSM1844392_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.processed.1.zip	NO-NH-IA-CK-AB 0-1-1-1-0
GSM1844391 1	SAMPLE 28	NO-NH-IA-CK-AB 0-1-1-0-1	NO-NH-IA-CK-AB 0-1-1-0-1-rep2	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	Roots	NO-NH-IA-CK-AB 0-1-1-0-1	P-GSE71737-2	ArrayExpress	P-GSE71737-3	ArrayExpress	P-GSE71737-4	ArrayExpress	GSM1844391 extract 1	total RNA	P-GSE71737-5	ArrayExpress	GSM1844391 LE 1	biotin	P-GSE71737-6	ArrayExpress	GSM1844391	A-AFFY-2	ArrayExpress	array assay	P-GSE71737-7	ArrayExpress	GSM1844391_GK-MC-14-3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.raw.1.zip	P-GSE71737-1	ArrayExpress	GSM1844391_sample_table.txt norm	GSM1844391_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.processed.1.zip	NO-NH-IA-CK-AB 0-1-1-0-1
GSM1844390 1	SAMPLE 27	NO-NH-IA-CK-AB 0-1-1-0-1	NO-NH-IA-CK-AB 0-1-1-0-1-rep1	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	Roots	NO-NH-IA-CK-AB 0-1-1-0-1	P-GSE71737-2	ArrayExpress	P-GSE71737-3	ArrayExpress	P-GSE71737-4	ArrayExpress	GSM1844390 extract 1	total RNA	P-GSE71737-5	ArrayExpress	GSM1844390 LE 1	biotin	P-GSE71737-6	ArrayExpress	GSM1844390	A-AFFY-2	ArrayExpress	array assay	P-GSE71737-7	ArrayExpress	GSM1844390_GK-MC-14-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.raw.1.zip	P-GSE71737-1	ArrayExpress	GSM1844390_sample_table.txt norm	GSM1844390_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.processed.1.zip	NO-NH-IA-CK-AB 0-1-1-0-1
GSM1844389 1	SAMPLE 26	NO-NH-IA-CK-AB 0-1-1-0-0	NO-NH-IA-CK-AB 0-1-1-0-0-rep2	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	Roots	NO-NH-IA-CK-AB 0-1-1-0-0	P-GSE71737-2	ArrayExpress	P-GSE71737-3	ArrayExpress	P-GSE71737-4	ArrayExpress	GSM1844389 extract 1	total RNA	P-GSE71737-5	ArrayExpress	GSM1844389 LE 1	biotin	P-GSE71737-6	ArrayExpress	GSM1844389	A-AFFY-2	ArrayExpress	array assay	P-GSE71737-7	ArrayExpress	GSM1844389_GK-MC-13-3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.raw.1.zip	P-GSE71737-1	ArrayExpress	GSM1844389_sample_table.txt norm	GSM1844389_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.processed.1.zip	NO-NH-IA-CK-AB 0-1-1-0-0
GSM1844388 1	SAMPLE 25	NO-NH-IA-CK-AB 0-1-1-0-0	NO-NH-IA-CK-AB 0-1-1-0-0-rep1	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	Roots	NO-NH-IA-CK-AB 0-1-1-0-0	P-GSE71737-2	ArrayExpress	P-GSE71737-3	ArrayExpress	P-GSE71737-4	ArrayExpress	GSM1844388 extract 1	total RNA	P-GSE71737-5	ArrayExpress	GSM1844388 LE 1	biotin	P-GSE71737-6	ArrayExpress	GSM1844388	A-AFFY-2	ArrayExpress	array assay	P-GSE71737-7	ArrayExpress	GSM1844388_GK-MC-13-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.raw.1.zip	P-GSE71737-1	ArrayExpress	GSM1844388_sample_table.txt norm	GSM1844388_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.processed.1.zip	NO-NH-IA-CK-AB 0-1-1-0-0
GSM1844387 1	SAMPLE 24	NO-NH-IA-CK-AB 0-1-0-1-1	NO-NH-IA-CK-AB 0-1-0-1-1-rep2	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	Roots	NO-NH-IA-CK-AB 0-1-0-1-1	P-GSE71737-2	ArrayExpress	P-GSE71737-3	ArrayExpress	P-GSE71737-4	ArrayExpress	GSM1844387 extract 1	total RNA	P-GSE71737-5	ArrayExpress	GSM1844387 LE 1	biotin	P-GSE71737-6	ArrayExpress	GSM1844387	A-AFFY-2	ArrayExpress	array assay	P-GSE71737-7	ArrayExpress	GSM1844387_GK-MC-12-3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.raw.1.zip	P-GSE71737-1	ArrayExpress	GSM1844387_sample_table.txt norm	GSM1844387_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.processed.1.zip	NO-NH-IA-CK-AB 0-1-0-1-1
GSM1844386 1	SAMPLE 23	NO-NH-IA-CK-AB 0-1-0-1-1	NO-NH-IA-CK-AB 0-1-0-1-1-rep1	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	Roots	NO-NH-IA-CK-AB 0-1-0-1-1	P-GSE71737-2	ArrayExpress	P-GSE71737-3	ArrayExpress	P-GSE71737-4	ArrayExpress	GSM1844386 extract 1	total RNA	P-GSE71737-5	ArrayExpress	GSM1844386 LE 1	biotin	P-GSE71737-6	ArrayExpress	GSM1844386	A-AFFY-2	ArrayExpress	array assay	P-GSE71737-7	ArrayExpress	GSM1844386_GK-MC-12-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.raw.1.zip	P-GSE71737-1	ArrayExpress	GSM1844386_sample_table.txt norm	GSM1844386_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.processed.1.zip	NO-NH-IA-CK-AB 0-1-0-1-1
GSM1844385 1	SAMPLE 22	NO-NH-IA-CK-AB 0-1-0-1-0	NO-NH-IA-CK-AB 0-1-0-1-0-rep2	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	Roots	NO-NH-IA-CK-AB 0-1-0-1-0	P-GSE71737-2	ArrayExpress	P-GSE71737-3	ArrayExpress	P-GSE71737-4	ArrayExpress	GSM1844385 extract 1	total RNA	P-GSE71737-5	ArrayExpress	GSM1844385 LE 1	biotin	P-GSE71737-6	ArrayExpress	GSM1844385	A-AFFY-2	ArrayExpress	array assay	P-GSE71737-7	ArrayExpress	GSM1844385_GK-MC-11-3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.raw.1.zip	P-GSE71737-1	ArrayExpress	GSM1844385_sample_table.txt norm	GSM1844385_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.processed.1.zip	NO-NH-IA-CK-AB 0-1-0-1-0
GSM1844384 1	SAMPLE 21	NO-NH-IA-CK-AB 0-1-0-1-0	NO-NH-IA-CK-AB 0-1-0-1-0-rep1	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	Roots	NO-NH-IA-CK-AB 0-1-0-1-0	P-GSE71737-2	ArrayExpress	P-GSE71737-3	ArrayExpress	P-GSE71737-4	ArrayExpress	GSM1844384 extract 1	total RNA	P-GSE71737-5	ArrayExpress	GSM1844384 LE 1	biotin	P-GSE71737-6	ArrayExpress	GSM1844384	A-AFFY-2	ArrayExpress	array assay	P-GSE71737-7	ArrayExpress	GSM1844384_GK-MC-11-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.raw.1.zip	P-GSE71737-1	ArrayExpress	GSM1844384_sample_table.txt norm	GSM1844384_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.processed.1.zip	NO-NH-IA-CK-AB 0-1-0-1-0
GSM1844383 1	SAMPLE 20	NO-NH-IA-CK-AB 0-1-0-0-1	NO-NH-IA-CK-AB 0-1-0-0-1-rep2	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	Roots	NO-NH-IA-CK-AB 0-1-0-0-1	P-GSE71737-2	ArrayExpress	P-GSE71737-3	ArrayExpress	P-GSE71737-4	ArrayExpress	GSM1844383 extract 1	total RNA	P-GSE71737-5	ArrayExpress	GSM1844383 LE 1	biotin	P-GSE71737-6	ArrayExpress	GSM1844383	A-AFFY-2	ArrayExpress	array assay	P-GSE71737-7	ArrayExpress	GSM1844383_GK-MC-10-3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.raw.1.zip	P-GSE71737-1	ArrayExpress	GSM1844383_sample_table.txt norm	GSM1844383_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.processed.1.zip	NO-NH-IA-CK-AB 0-1-0-0-1
GSM1844382 1	SAMPLE 19	NO-NH-IA-CK-AB 0-1-0-0-1	NO-NH-IA-CK-AB 0-1-0-0-1-rep1	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	Roots	NO-NH-IA-CK-AB 0-1-0-0-1	P-GSE71737-2	ArrayExpress	P-GSE71737-3	ArrayExpress	P-GSE71737-4	ArrayExpress	GSM1844382 extract 1	total RNA	P-GSE71737-5	ArrayExpress	GSM1844382 LE 1	biotin	P-GSE71737-6	ArrayExpress	GSM1844382	A-AFFY-2	ArrayExpress	array assay	P-GSE71737-7	ArrayExpress	GSM1844382_GK-MC-10-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.raw.1.zip	P-GSE71737-1	ArrayExpress	GSM1844382_sample_table.txt norm	GSM1844382_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.processed.1.zip	NO-NH-IA-CK-AB 0-1-0-0-1
GSM1844381 1	SAMPLE 18	NO-NH-IA-CK-AB 0-1-0-0-0	NO-NH-IA-CK-AB 0-1-0-0-0-rep2	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	Roots	NO-NH-IA-CK-AB 0-1-0-0-0	P-GSE71737-2	ArrayExpress	P-GSE71737-3	ArrayExpress	P-GSE71737-4	ArrayExpress	GSM1844381 extract 1	total RNA	P-GSE71737-5	ArrayExpress	GSM1844381 LE 1	biotin	P-GSE71737-6	ArrayExpress	GSM1844381	A-AFFY-2	ArrayExpress	array assay	P-GSE71737-7	ArrayExpress	GSM1844381_GK-MC-09-3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.raw.1.zip	P-GSE71737-1	ArrayExpress	GSM1844381_sample_table.txt norm	GSM1844381_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.processed.1.zip	NO-NH-IA-CK-AB 0-1-0-0-0
GSM1844380 1	SAMPLE 17	NO-NH-IA-CK-AB 0-1-0-0-0	NO-NH-IA-CK-AB 0-1-0-0-0-rep1	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	Roots	NO-NH-IA-CK-AB 0-1-0-0-0	P-GSE71737-2	ArrayExpress	P-GSE71737-3	ArrayExpress	P-GSE71737-4	ArrayExpress	GSM1844380 extract 1	total RNA	P-GSE71737-5	ArrayExpress	GSM1844380 LE 1	biotin	P-GSE71737-6	ArrayExpress	GSM1844380	A-AFFY-2	ArrayExpress	array assay	P-GSE71737-7	ArrayExpress	GSM1844380_GK-MC-09-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.raw.1.zip	P-GSE71737-1	ArrayExpress	GSM1844380_sample_table.txt norm	GSM1844380_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.processed.1.zip	NO-NH-IA-CK-AB 0-1-0-0-0
GSM1844379 1	SAMPLE 16	NO-NH-IA-CK-AB 0-0-1-1-1	NO-NH-IA-CK-AB 0-0-1-1-1-rep2	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	Roots	NO-NH-IA-CK-AB 0-0-1-1-1	P-GSE71737-2	ArrayExpress	P-GSE71737-3	ArrayExpress	P-GSE71737-4	ArrayExpress	GSM1844379 extract 1	total RNA	P-GSE71737-5	ArrayExpress	GSM1844379 LE 1	biotin	P-GSE71737-6	ArrayExpress	GSM1844379	A-AFFY-2	ArrayExpress	array assay	P-GSE71737-7	ArrayExpress	GSM1844379_GK-MC-08-3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.raw.1.zip	P-GSE71737-1	ArrayExpress	GSM1844379_sample_table.txt norm	GSM1844379_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.processed.1.zip	NO-NH-IA-CK-AB 0-0-1-1-1
