Source Name	Comment [Sample_source_name]	Comment [Sample_title]	Characteristics[Organism]	Term Source REF	Term Accession Number	Characteristics[ecotype]	Protocol REF	Protocol REF	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Protocol REF	Hybridization Name	Array Design REF	Term Source REF	Protocol REF	Protocol REF	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Normalization Name	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	FactorValue [TIME]	FactorValue [TREATMENT]
GSM967231 1	7 day old seedlings	NPA 3h (F1) rep1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	P-GSE39385-3	P-GSE39385-2	P-GSE39385-4	GSM967231 extract 1	total RNA	P-GSE39385-5	GSM967231 LE 1	biotin	P-GSE39385-6	GSM967231	A-AFFY-2	  	P-GSE39385-7	P-GSE39385-8	GSM967231_NPA_3h-1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39385/E-GEOD-39385.raw.1.zip	P-GSE39385-1	GSM967231_sample_table.txt norm	GSM967231_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39385/E-GEOD-39385.processed.1.zip	3h	10 µM NPA
GSM967230 1	7 day old seedlings	TIBA 3h (F1) rep2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	P-GSE39385-3	P-GSE39385-2	P-GSE39385-4	GSM967230 extract 1	total RNA	P-GSE39385-5	GSM967230 LE 1	biotin	P-GSE39385-6	GSM967230	A-AFFY-2	  	P-GSE39385-7	P-GSE39385-8	GSM967230_TIBA_3h-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39385/E-GEOD-39385.raw.1.zip	P-GSE39385-1	GSM967230_sample_table.txt norm	GSM967230_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39385/E-GEOD-39385.processed.1.zip	3h	10 µM TIBA
GSM967229 1	7 day old seedlings	TIBA 3h (F1) rep1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	P-GSE39385-3	P-GSE39385-2	P-GSE39385-4	GSM967229 extract 1	total RNA	P-GSE39385-5	GSM967229 LE 1	biotin	P-GSE39385-6	GSM967229	A-AFFY-2	  	P-GSE39385-7	P-GSE39385-8	GSM967229_TIBA_3h-1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39385/E-GEOD-39385.raw.1.zip	P-GSE39385-1	GSM967229_sample_table.txt norm	GSM967229_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39385/E-GEOD-39385.processed.1.zip	3h	10 µM TIBA
GSM967228 1	7 day old seedlings	PCIB 3h (F1) rep2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	P-GSE39385-3	P-GSE39385-2	P-GSE39385-4	GSM967228 extract 1	total RNA	P-GSE39385-5	GSM967228 LE 1	biotin	P-GSE39385-6	GSM967228	A-AFFY-2	  	P-GSE39385-7	P-GSE39385-8	GSM967228_PCIB_3h-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39385/E-GEOD-39385.raw.1.zip	P-GSE39385-1	GSM967228_sample_table.txt norm	GSM967228_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39385/E-GEOD-39385.processed.1.zip	3h	10 µM PCIB
GSM967227 1	7 day old seedlings	PCIB 3h (F1) rep1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	P-GSE39385-3	P-GSE39385-2	P-GSE39385-4	GSM967227 extract 1	total RNA	P-GSE39385-5	GSM967227 LE 1	biotin	P-GSE39385-6	GSM967227	A-AFFY-2	  	P-GSE39385-7	P-GSE39385-8	GSM967227_PCIB_3h-1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39385/E-GEOD-39385.raw.1.zip	P-GSE39385-1	GSM967227_sample_table.txt norm	GSM967227_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39385/E-GEOD-39385.processed.1.zip	3h	10 µM PCIB
GSM967226 1	7 day old seedlings	246T 3h (F1) rep2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	P-GSE39385-3	P-GSE39385-2	P-GSE39385-4	GSM967226 extract 1	total RNA	P-GSE39385-5	GSM967226 LE 1	biotin	P-GSE39385-6	GSM967226	A-AFFY-2	  	P-GSE39385-7	P-GSE39385-8	GSM967226_246T_3h-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39385/E-GEOD-39385.raw.1.zip	P-GSE39385-1	GSM967226_sample_table.txt norm	GSM967226_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39385/E-GEOD-39385.processed.1.zip	3h	10 µM 2,4,6T
GSM967225 1	7 day old seedlings	246T 3h (F1) rep1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	P-GSE39385-3	P-GSE39385-2	P-GSE39385-4	GSM967225 extract 1	total RNA	P-GSE39385-5	GSM967225 LE 1	biotin	P-GSE39385-6	GSM967225	A-AFFY-2	  	P-GSE39385-7	P-GSE39385-8	GSM967225_246T_3h-1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39385/E-GEOD-39385.raw.1.zip	P-GSE39385-1	GSM967225_sample_table.txt norm	GSM967225_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39385/E-GEOD-39385.processed.1.zip	3h	10 µM 2,4,6T
GSM967224 1	7 day old seedlings	PX 12h (F2) rep2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	P-GSE39385-3	P-GSE39385-2	P-GSE39385-4	GSM967224 extract 1	total RNA	P-GSE39385-5	GSM967224 LE 1	biotin	P-GSE39385-6	GSM967224	A-AFFY-2	  	P-GSE39385-7	P-GSE39385-8	GSM967224_px_12h-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39385/E-GEOD-39385.raw.2.zip	P-GSE39385-1	GSM967224_sample_table.txt norm	GSM967224_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39385/E-GEOD-39385.processed.1.zip	12h	10 µM prohexadione
GSM967223 1	7 day old seedlings	PX 12h (F2) rep1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	P-GSE39385-3	P-GSE39385-2	P-GSE39385-4	GSM967223 extract 1	total RNA	P-GSE39385-5	GSM967223 LE 1	biotin	P-GSE39385-6	GSM967223	A-AFFY-2	  	P-GSE39385-7	P-GSE39385-8	GSM967223_px_12h-1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39385/E-GEOD-39385.raw.2.zip	P-GSE39385-1	GSM967223_sample_table.txt norm	GSM967223_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39385/E-GEOD-39385.processed.1.zip	12h	10 µM prohexadione
GSM967222 1	7 day old seedlings	PX 3h (F1) rep2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	P-GSE39385-3	P-GSE39385-2	P-GSE39385-4	GSM967222 extract 1	total RNA	P-GSE39385-5	GSM967222 LE 1	biotin	P-GSE39385-6	GSM967222	A-AFFY-2	  	P-GSE39385-7	P-GSE39385-8	GSM967222_px_3h-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39385/E-GEOD-39385.raw.2.zip	P-GSE39385-1	GSM967222_sample_table.txt norm	GSM967222_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39385/E-GEOD-39385.processed.1.zip	3h	10 µM prohexadione
GSM967221 1	7 day old seedlings	PX 3h (F1) rep1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	P-GSE39385-3	P-GSE39385-2	P-GSE39385-4	GSM967221 extract 1	total RNA	P-GSE39385-5	GSM967221 LE 1	biotin	P-GSE39385-6	GSM967221	A-AFFY-2	  	P-GSE39385-7	P-GSE39385-8	GSM967221_px_3h-1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39385/E-GEOD-39385.raw.2.zip	P-GSE39385-1	GSM967221_sample_table.txt norm	GSM967221_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39385/E-GEOD-39385.processed.1.zip	3h	10 µM prohexadione
GSM967220 1	7 day old seedlings	Pac 12h (F2) rep2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	P-GSE39385-3	P-GSE39385-2	P-GSE39385-4	GSM967220 extract 1	total RNA	P-GSE39385-5	GSM967220 LE 1	biotin	P-GSE39385-6	GSM967220	A-AFFY-2	  	P-GSE39385-7	P-GSE39385-8	GSM967220_pac_12h-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39385/E-GEOD-39385.raw.2.zip	P-GSE39385-1	GSM967220_sample_table.txt norm	GSM967220_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39385/E-GEOD-39385.processed.1.zip	12h	10 µM paclobutrazol
GSM967219 1	7 day old seedlings	Pac 12h (F2) rep1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	P-GSE39385-3	P-GSE39385-2	P-GSE39385-4	GSM967219 extract 1	total RNA	P-GSE39385-5	GSM967219 LE 1	biotin	P-GSE39385-6	GSM967219	A-AFFY-2	  	P-GSE39385-7	P-GSE39385-8	GSM967219_pac_12h-1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39385/E-GEOD-39385.raw.2.zip	P-GSE39385-1	GSM967219_sample_table.txt norm	GSM967219_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39385/E-GEOD-39385.processed.1.zip	12h	10 µM paclobutrazol
GSM967218 1	7 day old seedlings	Pac 3h (F1) rep2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	P-GSE39385-3	P-GSE39385-2	P-GSE39385-4	GSM967218 extract 1	total RNA	P-GSE39385-5	GSM967218 LE 1	biotin	P-GSE39385-6	GSM967218	A-AFFY-2	  	P-GSE39385-7	P-GSE39385-8	GSM967218_pac_3h-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39385/E-GEOD-39385.raw.2.zip	P-GSE39385-1	GSM967218_sample_table.txt norm	GSM967218_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39385/E-GEOD-39385.processed.1.zip	3h	10 µM paclobutrazol
GSM967217 1	7 day old seedlings	Pac 3h (F1) rep1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	P-GSE39385-3	P-GSE39385-2	P-GSE39385-4	GSM967217 extract 1	total RNA	P-GSE39385-5	GSM967217 LE 1	biotin	P-GSE39385-6	GSM967217	A-AFFY-2	  	P-GSE39385-7	P-GSE39385-8	GSM967217_pac_3h-1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39385/E-GEOD-39385.raw.2.zip	P-GSE39385-1	GSM967217_sample_table.txt norm	GSM967217_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39385/E-GEOD-39385.processed.1.zip	3h	10 µM paclobutrazol
GSM967216 1	7 day old seedlings	Unic 12h (F2) rep2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	P-GSE39385-3	P-GSE39385-2	P-GSE39385-4	GSM967216 extract 1	total RNA	P-GSE39385-5	GSM967216 LE 1	biotin	P-GSE39385-6	GSM967216	A-AFFY-2	  	P-GSE39385-7	P-GSE39385-8	GSM967216_uni_12h-2.1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39385/E-GEOD-39385.raw.2.zip	P-GSE39385-1	GSM967216_sample_table.txt norm	GSM967216_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39385/E-GEOD-39385.processed.1.zip	12h	10 µM uniconazole
GSM967215 1	7 day old seedlings	Unic 12h (F2) rep1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	P-GSE39385-3	P-GSE39385-2	P-GSE39385-4	GSM967215 extract 1	total RNA	P-GSE39385-5	GSM967215 LE 1	biotin	P-GSE39385-6	GSM967215	A-AFFY-2	  	P-GSE39385-7	P-GSE39385-8	GSM967215_uni_12h-1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39385/E-GEOD-39385.raw.2.zip	P-GSE39385-1	GSM967215_sample_table.txt norm	GSM967215_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39385/E-GEOD-39385.processed.1.zip	12h	10 µM uniconazole
GSM967214 1	7 day old seedlings	Unic 3h (F1) rep2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	P-GSE39385-3	P-GSE39385-2	P-GSE39385-4	GSM967214 extract 1	total RNA	P-GSE39385-5	GSM967214 LE 1	biotin	P-GSE39385-6	GSM967214	A-AFFY-2	  	P-GSE39385-7	P-GSE39385-8	GSM967214_uni_3h-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39385/E-GEOD-39385.raw.2.zip	P-GSE39385-1	GSM967214_sample_table.txt norm	GSM967214_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39385/E-GEOD-39385.processed.1.zip	3h	10 µM uniconazole
GSM967213 1	7 day old seedlings	Unic 3h (F1) rep1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	P-GSE39385-3	P-GSE39385-2	P-GSE39385-4	GSM967213 extract 1	total RNA	P-GSE39385-5	GSM967213 LE 1	biotin	P-GSE39385-6	GSM967213	A-AFFY-2	  	P-GSE39385-7	P-GSE39385-8	GSM967213_uni_3h-1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39385/E-GEOD-39385.raw.2.zip	P-GSE39385-1	GSM967213_sample_table.txt norm	GSM967213_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39385/E-GEOD-39385.processed.1.zip	3h	10 µM uniconazole
GSM967212 1	7 day old seedlings	PPI 12h (F2) rep2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	P-GSE39385-3	P-GSE39385-2	P-GSE39385-4	GSM967212 extract 1	total RNA	P-GSE39385-5	GSM967212 LE 1	biotin	P-GSE39385-6	GSM967212	A-AFFY-2	  	P-GSE39385-7	P-GSE39385-8	GSM967212_ppi_12h-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39385/E-GEOD-39385.raw.2.zip	P-GSE39385-1	GSM967212_sample_table.txt norm	GSM967212_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39385/E-GEOD-39385.processed.1.zip	12h	10 µM propiconazole
GSM967211 1	7 day old seedlings	PPI 12h (F2) rep1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	P-GSE39385-3	P-GSE39385-2	P-GSE39385-4	GSM967211 extract 1	total RNA	P-GSE39385-5	GSM967211 LE 1	biotin	P-GSE39385-6	GSM967211	A-AFFY-2	  	P-GSE39385-7	P-GSE39385-8	GSM967211_ppi_12h-1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39385/E-GEOD-39385.raw.2.zip	P-GSE39385-1	GSM967211_sample_table.txt norm	GSM967211_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39385/E-GEOD-39385.processed.1.zip	12h	10 µM propiconazole
GSM967210 1	7 day old seedlings	PPI 3h (F1) rep2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	P-GSE39385-3	P-GSE39385-2	P-GSE39385-4	GSM967210 extract 1	total RNA	P-GSE39385-5	GSM967210 LE 1	biotin	P-GSE39385-6	GSM967210	A-AFFY-2	  	P-GSE39385-7	P-GSE39385-8	GSM967210_ppi_3h-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39385/E-GEOD-39385.raw.2.zip	P-GSE39385-1	GSM967210_sample_table.txt norm	GSM967210_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39385/E-GEOD-39385.processed.1.zip	3h	10 µM propiconazole
GSM967209 1	7 day old seedlings	PPI 3h (F1) rep1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	P-GSE39385-3	P-GSE39385-2	P-GSE39385-4	GSM967209 extract 1	total RNA	P-GSE39385-5	GSM967209 LE 1	biotin	P-GSE39385-6	GSM967209	A-AFFY-2	  	P-GSE39385-7	P-GSE39385-8	GSM967209_ppi_3h-1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39385/E-GEOD-39385.raw.2.zip	P-GSE39385-1	GSM967209_sample_table.txt norm	GSM967209_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39385/E-GEOD-39385.processed.1.zip	3h	10 µM propiconazole
GSM967208 1	7 day old seedlings	mock 12h (F2) rep2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	P-GSE39385-3	P-GSE39385-2	P-GSE39385-4	GSM967208 extract 1	total RNA	P-GSE39385-5	GSM967208 LE 1	biotin	P-GSE39385-6	GSM967208	A-AFFY-2	  	P-GSE39385-7	P-GSE39385-8	GSM967208_mock_12h-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39385/E-GEOD-39385.raw.2.zip	P-GSE39385-1	GSM967208_sample_table.txt norm	GSM967208_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39385/E-GEOD-39385.processed.1.zip	12h	mock
GSM967207 1	7 day old seedlings	mock 12h (F2) rep1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	P-GSE39385-3	P-GSE39385-2	P-GSE39385-4	GSM967207 extract 1	total RNA	P-GSE39385-5	GSM967207 LE 1	biotin	P-GSE39385-6	GSM967207	A-AFFY-2	  	P-GSE39385-7	P-GSE39385-8	GSM967207_mock_12h-1.1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39385/E-GEOD-39385.raw.2.zip	P-GSE39385-1	GSM967207_sample_table.txt norm	GSM967207_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39385/E-GEOD-39385.processed.1.zip	12h	mock
GSM967206 1	7 day old seedlings	mock 3h (F1) rep2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	P-GSE39385-3	P-GSE39385-2	P-GSE39385-4	GSM967206 extract 1	total RNA	P-GSE39385-5	GSM967206 LE 1	biotin	P-GSE39385-6	GSM967206	A-AFFY-2	  	P-GSE39385-7	P-GSE39385-8	GSM967206_mock_3h-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39385/E-GEOD-39385.raw.2.zip	P-GSE39385-1	GSM967206_sample_table.txt norm	GSM967206_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39385/E-GEOD-39385.processed.1.zip	3h	mock
GSM967205 1	7 day old seedlings	mock 3h (F1) rep1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	P-GSE39385-3	P-GSE39385-2	P-GSE39385-4	GSM967205 extract 1	total RNA	P-GSE39385-5	GSM967205 LE 1	biotin	P-GSE39385-6	GSM967205	A-AFFY-2	  	P-GSE39385-7	P-GSE39385-8	GSM967205_mock_3h-1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39385/E-GEOD-39385.raw.2.zip	P-GSE39385-1	GSM967205_sample_table.txt norm	GSM967205_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39385/E-GEOD-39385.processed.1.zip	3h	mock
