Source Name	Comment [Sample_description]	Comment [Sample_source_name]	Comment [Sample_title]	Characteristics [organism]	Term Source REF	Term Accession Number	Characteristics [organism part]	Term Source REF	Term Accession Number	Protocol REF	Term Source REF	Protocol REF	Term Source REF	Protocol REF	Term Source REF	Extract Name	Material Type	Protocol REF	Term Source REF	Labeled Extract Name	Label	Protocol REF	Term Source REF	Assay Name	Array Design REF	Term Source REF	Technology Type	Protocol REF	Term Source REF	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Term Source REF	Normalization Name	Derived Array Data File	Comment [Derived ArrayExpress FTP file]
GSM1030578 1	6 day old arabidopsis roots	6 day old roots placed on control medium for 4 hours	control 4h rep2	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	root	EFO	EFO_0000989	P-GSE42007-2	ArrayExpress	P-GSE42007-3	ArrayExpress	P-GSE42007-4	ArrayExpress	GSM1030578 extract 1	total RNA	P-GSE42007-5	ArrayExpress	GSM1030578 LE 1	biotin	P-GSE42007-6	ArrayExpress	GSM1030578	A-AFFY-2	ArrayExpress	array assay	P-GSE42007-7	ArrayExpress	GSM1030578_T2-05_53_c4_2_ATH1-121501.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-42007/E-GEOD-42007.raw.1.zip	P-GSE42007-1	ArrayExpress	GSM1030578_sample_table.txt norm	GSM1030578_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-42007/E-GEOD-42007.processed.1.zip
GSM1030577 1	6 day old arabidopsis roots	6 day old roots placed on control medium for 2 hours	control 2h rep2	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	root	EFO	EFO_0000989	P-GSE42007-2	ArrayExpress	P-GSE42007-3	ArrayExpress	P-GSE42007-4	ArrayExpress	GSM1030577 extract 1	total RNA	P-GSE42007-5	ArrayExpress	GSM1030577 LE 1	biotin	P-GSE42007-6	ArrayExpress	GSM1030577	A-AFFY-2	ArrayExpress	array assay	P-GSE42007-7	ArrayExpress	GSM1030577_T2-04_52_c2_2_ATH1-121501.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-42007/E-GEOD-42007.raw.1.zip	P-GSE42007-1	ArrayExpress	GSM1030577_sample_table.txt norm	GSM1030577_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-42007/E-GEOD-42007.processed.1.zip
GSM1030576 1	6 day old arabidopsis roots	6 day old roots placed on control medium for 1 hour	control 1h rep2	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	root	EFO	EFO_0000989	P-GSE42007-2	ArrayExpress	P-GSE42007-3	ArrayExpress	P-GSE42007-4	ArrayExpress	GSM1030576 extract 1	total RNA	P-GSE42007-5	ArrayExpress	GSM1030576 LE 1	biotin	P-GSE42007-6	ArrayExpress	GSM1030576	A-AFFY-2	ArrayExpress	array assay	P-GSE42007-7	ArrayExpress	GSM1030576_T2-03_51_c1_2_ATH1-121501.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-42007/E-GEOD-42007.raw.1.zip	P-GSE42007-1	ArrayExpress	GSM1030576_sample_table.txt norm	GSM1030576_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-42007/E-GEOD-42007.processed.1.zip
GSM1030575 1	6 day old arabidopsis roots	6 day old roots placed on control medium for 30 minutes	control 0.5h rep2	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	root	EFO	EFO_0000989	P-GSE42007-2	ArrayExpress	P-GSE42007-3	ArrayExpress	P-GSE42007-4	ArrayExpress	GSM1030575 extract 1	total RNA	P-GSE42007-5	ArrayExpress	GSM1030575 LE 1	biotin	P-GSE42007-6	ArrayExpress	GSM1030575	A-AFFY-2	ArrayExpress	array assay	P-GSE42007-7	ArrayExpress	GSM1030575_T2-02_50_c0.5_2_ATH1-121501.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-42007/E-GEOD-42007.raw.1.zip	P-GSE42007-1	ArrayExpress	GSM1030575_sample_table.txt norm	GSM1030575_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-42007/E-GEOD-42007.processed.1.zip
GSM1030574 1	6 day old arabidopsis roots	6 day old roots placed on control medium for <5 minutes	control 0h rep2	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	root	EFO	EFO_0000989	P-GSE42007-2	ArrayExpress	P-GSE42007-3	ArrayExpress	P-GSE42007-4	ArrayExpress	GSM1030574 extract 1	total RNA	P-GSE42007-5	ArrayExpress	GSM1030574 LE 1	biotin	P-GSE42007-6	ArrayExpress	GSM1030574	A-AFFY-2	ArrayExpress	array assay	P-GSE42007-7	ArrayExpress	GSM1030574_T2-01_49_c0.0_2_ATH1-121501.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-42007/E-GEOD-42007.raw.1.zip	P-GSE42007-1	ArrayExpress	GSM1030574_sample_table.txt norm	GSM1030574_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-42007/E-GEOD-42007.processed.1.zip
GSM1030573 1	6 day old arabidopsis roots	6 day old roots placed on auxin medium for 24 hours	IAA 24h rep1	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	root	EFO	EFO_0000989	P-GSE42007-2	ArrayExpress	P-GSE42007-3	ArrayExpress	P-GSE42007-4	ArrayExpress	GSM1030573 extract 1	total RNA	P-GSE42007-5	ArrayExpress	GSM1030573 LE 1	biotin	P-GSE42007-6	ArrayExpress	GSM1030573	A-AFFY-2	ArrayExpress	array assay	P-GSE42007-7	ArrayExpress	GSM1030573_T1-24_48_IAA24_1_ATH1-121501.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-42007/E-GEOD-42007.raw.1.zip	P-GSE42007-1	ArrayExpress	GSM1030573_sample_table.txt norm	GSM1030573_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-42007/E-GEOD-42007.processed.1.zip
GSM1030572 1	6 day old arabidopsis roots	6 day old roots placed on auxin medium for 12 hours	IAA 12h rep1	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	root	EFO	EFO_0000989	P-GSE42007-2	ArrayExpress	P-GSE42007-3	ArrayExpress	P-GSE42007-4	ArrayExpress	GSM1030572 extract 1	total RNA	P-GSE42007-5	ArrayExpress	GSM1030572 LE 1	biotin	P-GSE42007-6	ArrayExpress	GSM1030572	A-AFFY-2	ArrayExpress	array assay	P-GSE42007-7	ArrayExpress	GSM1030572_T1-15_39_IAA12_1_ATH1-121501.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-42007/E-GEOD-42007.raw.1.zip	P-GSE42007-1	ArrayExpress	GSM1030572_sample_table.txt norm	GSM1030572_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-42007/E-GEOD-42007.processed.1.zip
GSM1030571 1	6 day old arabidopsis roots	6 day old roots placed on auxin medium for 8 hours	IAA 8h rep1	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	root	EFO	EFO_0000989	P-GSE42007-2	ArrayExpress	P-GSE42007-3	ArrayExpress	P-GSE42007-4	ArrayExpress	GSM1030571 extract 1	total RNA	P-GSE42007-5	ArrayExpress	GSM1030571 LE 1	biotin	P-GSE42007-6	ArrayExpress	GSM1030571	A-AFFY-2	ArrayExpress	array assay	P-GSE42007-7	ArrayExpress	GSM1030571_T1-14_38_IAA8_1_ATH1-121501.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-42007/E-GEOD-42007.raw.1.zip	P-GSE42007-1	ArrayExpress	GSM1030571_sample_table.txt norm	GSM1030571_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-42007/E-GEOD-42007.processed.1.zip
GSM1030570 1	6 day old arabidopsis roots	6 day old roots placed on auxin medium for 4 hours	IAA 4h rep1	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	root	EFO	EFO_0000989	P-GSE42007-2	ArrayExpress	P-GSE42007-3	ArrayExpress	P-GSE42007-4	ArrayExpress	GSM1030570 extract 1	total RNA	P-GSE42007-5	ArrayExpress	GSM1030570 LE 1	biotin	P-GSE42007-6	ArrayExpress	GSM1030570	A-AFFY-2	ArrayExpress	array assay	P-GSE42007-7	ArrayExpress	GSM1030570_T1-13_37_IAA4_1_ATH1-121501.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-42007/E-GEOD-42007.raw.1.zip	P-GSE42007-1	ArrayExpress	GSM1030570_sample_table.txt norm	GSM1030570_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-42007/E-GEOD-42007.processed.1.zip
GSM1030569 1	6 day old arabidopsis roots	6 day old roots placed on auxin medium for 2 hours	IAA 2h rep1	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	root	EFO	EFO_0000989	P-GSE42007-2	ArrayExpress	P-GSE42007-3	ArrayExpress	P-GSE42007-4	ArrayExpress	GSM1030569 extract 1	total RNA	P-GSE42007-5	ArrayExpress	GSM1030569 LE 1	biotin	P-GSE42007-6	ArrayExpress	GSM1030569	A-AFFY-2	ArrayExpress	array assay	P-GSE42007-7	ArrayExpress	GSM1030569_T1-12_36_IAA2_1_ATH1-121501.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-42007/E-GEOD-42007.raw.1.zip	P-GSE42007-1	ArrayExpress	GSM1030569_sample_table.txt norm	GSM1030569_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-42007/E-GEOD-42007.processed.1.zip
GSM1030568 1	6 day old arabidopsis roots	6 day old roots placed on auxin medium for 1 hour	IAA 1h rep1	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	root	EFO	EFO_0000989	P-GSE42007-2	ArrayExpress	P-GSE42007-3	ArrayExpress	P-GSE42007-4	ArrayExpress	GSM1030568 extract 1	total RNA	P-GSE42007-5	ArrayExpress	GSM1030568 LE 1	biotin	P-GSE42007-6	ArrayExpress	GSM1030568	A-AFFY-2	ArrayExpress	array assay	P-GSE42007-7	ArrayExpress	GSM1030568_T1-11_11_IAA1_1_ATH1-121501.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-42007/E-GEOD-42007.raw.1.zip	P-GSE42007-1	ArrayExpress	GSM1030568_sample_table.txt norm	GSM1030568_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-42007/E-GEOD-42007.processed.1.zip
GSM1030567 1	6 day old arabidopsis roots	6 day old roots placed on auxin medium for 30 minutes	IAA 0.5h rep1	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	root	EFO	EFO_0000989	P-GSE42007-2	ArrayExpress	P-GSE42007-3	ArrayExpress	P-GSE42007-4	ArrayExpress	GSM1030567 extract 1	total RNA	P-GSE42007-5	ArrayExpress	GSM1030567 LE 1	biotin	P-GSE42007-6	ArrayExpress	GSM1030567	A-AFFY-2	ArrayExpress	array assay	P-GSE42007-7	ArrayExpress	GSM1030567_T1-10_10_IAA0.5_1_ATH1-121501.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-42007/E-GEOD-42007.raw.1.zip	P-GSE42007-1	ArrayExpress	GSM1030567_sample_table.txt norm	GSM1030567_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-42007/E-GEOD-42007.processed.1.zip
GSM1030566 1	6 day old arabidopsis roots	6 day old roots placed on auxin medium for < 5 minutes	IAA 0h rep1	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	root	EFO	EFO_0000989	P-GSE42007-2	ArrayExpress	P-GSE42007-3	ArrayExpress	P-GSE42007-4	ArrayExpress	GSM1030566 extract 1	total RNA	P-GSE42007-5	ArrayExpress	GSM1030566 LE 1	biotin	P-GSE42007-6	ArrayExpress	GSM1030566	A-AFFY-2	ArrayExpress	array assay	P-GSE42007-7	ArrayExpress	GSM1030566_T1-09_33_IAA0.0_1_ATH1-121501.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-42007/E-GEOD-42007.raw.1.zip	P-GSE42007-1	ArrayExpress	GSM1030566_sample_table.txt norm	GSM1030566_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-42007/E-GEOD-42007.processed.1.zip
GSM1030565 1	6 day old arabidopsis roots	6 day old roots placed on control medium for 24 hours	control 24h rep1	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	root	EFO	EFO_0000989	P-GSE42007-2	ArrayExpress	P-GSE42007-3	ArrayExpress	P-GSE42007-4	ArrayExpress	GSM1030565 extract 1	total RNA	P-GSE42007-5	ArrayExpress	GSM1030565 LE 1	biotin	P-GSE42007-6	ArrayExpress	GSM1030565	A-AFFY-2	ArrayExpress	array assay	P-GSE42007-7	ArrayExpress	GSM1030565_T1-08_32_c24_1_ATH1-121501.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-42007/E-GEOD-42007.raw.1.zip	P-GSE42007-1	ArrayExpress	GSM1030565_sample_table.txt norm	GSM1030565_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-42007/E-GEOD-42007.processed.1.zip
GSM1030564 1	6 day old arabidopsis roots	6 day old roots placed on control medium for 12 hours	control 12h rep1	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	root	EFO	EFO_0000989	P-GSE42007-2	ArrayExpress	P-GSE42007-3	ArrayExpress	P-GSE42007-4	ArrayExpress	GSM1030564 extract 1	total RNA	P-GSE42007-5	ArrayExpress	GSM1030564 LE 1	biotin	P-GSE42007-6	ArrayExpress	GSM1030564	A-AFFY-2	ArrayExpress	array assay	P-GSE42007-7	ArrayExpress	GSM1030564_T1-07_31_c12_1_ATH1-121501.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-42007/E-GEOD-42007.raw.1.zip	P-GSE42007-1	ArrayExpress	GSM1030564_sample_table.txt norm	GSM1030564_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-42007/E-GEOD-42007.processed.1.zip
GSM1030563 1	6 day old arabidopsis roots	6 day old roots placed on control medium for 8 hours	control 8h rep1	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	root	EFO	EFO_0000989	P-GSE42007-2	ArrayExpress	P-GSE42007-3	ArrayExpress	P-GSE42007-4	ArrayExpress	GSM1030563 extract 1	total RNA	P-GSE42007-5	ArrayExpress	GSM1030563 LE 1	biotin	P-GSE42007-6	ArrayExpress	GSM1030563	A-AFFY-2	ArrayExpress	array assay	P-GSE42007-7	ArrayExpress	GSM1030563_T1-06_30_c8_1_ATH1-121501.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-42007/E-GEOD-42007.raw.1.zip	P-GSE42007-1	ArrayExpress	GSM1030563_sample_table.txt norm	GSM1030563_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-42007/E-GEOD-42007.processed.1.zip
GSM1030562 1	6 day old arabidopsis roots	6 day old roots placed on control medium for 4 hours	control 4h rep1	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	root	EFO	EFO_0000989	P-GSE42007-2	ArrayExpress	P-GSE42007-3	ArrayExpress	P-GSE42007-4	ArrayExpress	GSM1030562 extract 1	total RNA	P-GSE42007-5	ArrayExpress	GSM1030562 LE 1	biotin	P-GSE42007-6	ArrayExpress	GSM1030562	A-AFFY-2	ArrayExpress	array assay	P-GSE42007-7	ArrayExpress	GSM1030562_T1-05_29_c4_1_ATH1-121501.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-42007/E-GEOD-42007.raw.1.zip	P-GSE42007-1	ArrayExpress	GSM1030562_sample_table.txt norm	GSM1030562_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-42007/E-GEOD-42007.processed.1.zip
GSM1030561 1	6 day old arabidopsis roots	6 day old roots placed on control medium for 2 hours	control 2h rep1	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	root	EFO	EFO_0000989	P-GSE42007-2	ArrayExpress	P-GSE42007-3	ArrayExpress	P-GSE42007-4	ArrayExpress	GSM1030561 extract 1	total RNA	P-GSE42007-5	ArrayExpress	GSM1030561 LE 1	biotin	P-GSE42007-6	ArrayExpress	GSM1030561	A-AFFY-2	ArrayExpress	array assay	P-GSE42007-7	ArrayExpress	GSM1030561_T1-04_28_c2_1_ATH1-121501.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-42007/E-GEOD-42007.raw.1.zip	P-GSE42007-1	ArrayExpress	GSM1030561_sample_table.txt norm	GSM1030561_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-42007/E-GEOD-42007.processed.1.zip
GSM1030560 1	6 day old arabidopsis roots	6 day old roots placed on control medium for 1 hour	control 1h rep1	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	root	EFO	EFO_0000989	P-GSE42007-2	ArrayExpress	P-GSE42007-3	ArrayExpress	P-GSE42007-4	ArrayExpress	GSM1030560 extract 1	total RNA	P-GSE42007-5	ArrayExpress	GSM1030560 LE 1	biotin	P-GSE42007-6	ArrayExpress	GSM1030560	A-AFFY-2	ArrayExpress	array assay	P-GSE42007-7	ArrayExpress	GSM1030560_T1-03_27_c1_1_ATH1-121501.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-42007/E-GEOD-42007.raw.1.zip	P-GSE42007-1	ArrayExpress	GSM1030560_sample_table.txt norm	GSM1030560_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-42007/E-GEOD-42007.processed.1.zip
GSM1030559 1	6 day old arabidopsis roots	6 day old roots placed on control medium for 30 minutes	control 0.5h rep1	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	root	EFO	EFO_0000989	P-GSE42007-2	ArrayExpress	P-GSE42007-3	ArrayExpress	P-GSE42007-4	ArrayExpress	GSM1030559 extract 1	total RNA	P-GSE42007-5	ArrayExpress	GSM1030559 LE 1	biotin	P-GSE42007-6	ArrayExpress	GSM1030559	A-AFFY-2	ArrayExpress	array assay	P-GSE42007-7	ArrayExpress	GSM1030559_T1-02_26_c0.5_1_ATH1-121501.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-42007/E-GEOD-42007.raw.1.zip	P-GSE42007-1	ArrayExpress	GSM1030559_sample_table.txt norm	GSM1030559_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-42007/E-GEOD-42007.processed.1.zip
GSM1030558 1	6 day old arabidopsis roots	6 day old roots placed on control medium for <5 minutes	control 0h rep1	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	root	EFO	EFO_0000989	P-GSE42007-2	ArrayExpress	P-GSE42007-3	ArrayExpress	P-GSE42007-4	ArrayExpress	GSM1030558 extract 1	total RNA	P-GSE42007-5	ArrayExpress	GSM1030558 LE 1	biotin	P-GSE42007-6	ArrayExpress	GSM1030558	A-AFFY-2	ArrayExpress	array assay	P-GSE42007-7	ArrayExpress	GSM1030558_T1-01_25_c0.0_1_ATH1-121501.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-42007/E-GEOD-42007.raw.1.zip	P-GSE42007-1	ArrayExpress	GSM1030558_sample_table.txt norm	GSM1030558_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-42007/E-GEOD-42007.processed.1.zip
