Source Name	Characteristics [Age]	Characteristics [TimeUnit]	Characteristics [Organism]	Term Source REF	Term Accession Number	Characteristics [BioSourceType]	Characteristics [Ecotype]	Characteristics [DevelopmentalStage]	Term Source REF	Term Accession Number	Protocol REF	Protocol REF	Parameter Value [media]	Parameter Value [stop time]	Parameter Value [min temperature]	Parameter Value [max temperature]	Sample Name	Protocol REF	Parameter Value [Extracted product]	Parameter Value [Amplification]	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Material Type	Protocol REF	Hybridization Name	Array Design REF	Comment [Array Design URI]	Protocol REF	Factor Value [GrowthCondition]	Factor Value [time]	Unit [TimeUnit]	Factor Value [ecotype]	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Derived Array Data Matrix File	Comment [Derived ArrayExpress FTP file]
ler_8_short day	7-9	days	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	frozen_sample	ler	seedling	EFO	EFO_0001992	P-MEXP-101654	P-MEXP-101651	½ LS media with 0.8% agar at pH 5.8	7	22	  	ler_8_short day	P-MEXP-101652	total RNA	none	ler_8_short day	total_RNA	P-AFFY-2	ler_8_short day	biotin	total_RNA	Affymetrix:Protocol:Hybridization-Unknown	ler_8_short day	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	8hr light:16hr dark	8	h	ler	ler_8_short day	shortday_08.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.raw.1.zip	P-MEXP-102793	FGEM.txt_txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.processed.1.zip
col_20_DD_DDHC	7-9	days	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	frozen_sample	col	seedling	EFO	EFO_0001992	P-MEXP-101654	P-MEXP-102792	½ LS media with 0.8% agar at pH 5.8 plus 3% sucrose	9	12	22	col_20_DD_DDHC	P-MEXP-101652	total RNA	none	col_20_DD_DDHC	total_RNA	P-AFFY-2	col_20_DD_DDHC	biotin	total_RNA	Affymetrix:Protocol:Hybridization-Unknown	col_20_DD_DDHC	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	continuous dark, hot/cold	20	h	col	col_20_DD_DDHC	DD_DDHC_20.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.raw.1.zip	P-MEXP-102793	FGEM.txt_txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.processed.1.zip
col_44_LL_LDHC	9 To 11	days	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	frozen_sample	col	seedling	EFO	EFO_0001992	P-MEXP-101654	P-MEXP-102789	½ LS media with 0.8% agar at pH 5.8	11	12	22	col_44_LL_LDHC	P-MEXP-101652	total RNA	none	col_44_LL_LDHC	total_RNA	P-AFFY-2	col_44_LL_LDHC	biotin	total_RNA	Affymetrix:Protocol:Hybridization-Unknown	col_44_LL_LDHC	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	light/dark then continuous light, hot/cold	44	h	col	col_44_LL_LDHC	LL_LDHC_44.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.raw.1.zip	P-MEXP-102793	FGEM.txt_txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.processed.1.zip
col_40_LDHC	7-9	days	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	frozen_sample	col	seedling	EFO	EFO_0001992	P-MEXP-101654	P-MEXP-102787	½ LS media with 0.8% agar at pH 5.8	9	12	22	col_40_LDHC	P-MEXP-101652	total RNA	none	col_40_LDHC	total_RNA	P-AFFY-2	col_40_LDHC	biotin	total_RNA	Affymetrix:Protocol:Hybridization-Unknown	col_40_LDHC	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	light/dark, hot/cold	40	h	col	col_40_LDHC	LL_LDHC_40.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.raw.1.zip	P-MEXP-102793	FGEM.txt_txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.processed.1.zip
col_24_LLHC	7-9	days	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	frozen_sample	col	seedling	EFO	EFO_0001992	P-MEXP-101654	P-MEXP-102782	½ LS media with 0.8% agar at pH 5.8	9	12	22	col_24_LLHC	P-MEXP-101652	total RNA	none	col_24_LLHC	total_RNA	P-AFFY-2	col_24_LLHC	biotin	total_RNA	Affymetrix:Protocol:Hybridization-Unknown	col_24_LLHC	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	continuous light, hot/cold	24	h	col	col_24_LLHC	LL_LLHC_24.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.raw.1.zip	P-MEXP-102793	FGEM.txt_txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.processed.1.zip
ler_20_long day	7-9	days	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	frozen_sample	ler	seedling	EFO	EFO_0001992	P-MEXP-101654	P-MEXP-102788	½ LS media with 0.8% agar at pH 5.8 plus 3% sucrose	9	22	  	ler_20_long day	P-MEXP-101652	total RNA	none	ler_20_long day	total_RNA	P-AFFY-2	ler_20_long day	biotin	total_RNA	Affymetrix:Protocol:Hybridization-Unknown	ler_20_long day	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	16hr light:8hr dark	20	h	ler	ler_20_long day	longday_20.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.raw.1.zip	P-MEXP-102793	FGEM.txt_txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.processed.1.zip
col_4_LL_LDHC	9 To 11	days	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	frozen_sample	col	seedling	EFO	EFO_0001992	P-MEXP-101654	P-MEXP-102789	½ LS media with 0.8% agar at pH 5.8	11	12	22	col_4_LL_LDHC	P-MEXP-101652	total RNA	none	col_4_LL_LDHC	total_RNA	P-AFFY-2	col_4_LL_LDHC	biotin	total_RNA	Affymetrix:Protocol:Hybridization-Unknown	col_4_LL_LDHC	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	light/dark then continuous light, hot/cold	4	h	col	col_4_LL_LDHC	LL_LDHC_04.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.raw.1.zip	P-MEXP-102793	FGEM.txt_txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.processed.1.zip
ler_12_short day	7-9	days	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	frozen_sample	ler	seedling	EFO	EFO_0001992	P-MEXP-101654	P-MEXP-101651	½ LS media with 0.8% agar at pH 5.8	7	22	  	ler_12_short day	P-MEXP-101652	total RNA	none	ler_12_short day	total_RNA	P-AFFY-2	ler_12_short day	biotin	total_RNA	Affymetrix:Protocol:Hybridization-Unknown	ler_12_short day	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	8hr light:16hr dark	12	h	ler	ler_12_short day	shortday_12.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.raw.1.zip	P-MEXP-102793	FGEM.txt_txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.processed.1.zip
ler_16_long day	7-9	days	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	frozen_sample	ler	seedling	EFO	EFO_0001992	P-MEXP-101654	P-MEXP-102788	½ LS media with 0.8% agar at pH 5.8 plus 3% sucrose	9	22	  	ler_16_long day	P-MEXP-101652	total RNA	none	ler_16_long day	total_RNA	P-AFFY-2	ler_16_long day	biotin	total_RNA	Affymetrix:Protocol:Hybridization-Unknown	ler_16_long day	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	16hr light:8hr dark	16	h	ler	ler_16_long day	longday_16.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.raw.1.zip	P-MEXP-102793	FGEM.txt_txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.processed.1.zip
col_32_LL_LLHC	9 To 11	days	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	frozen_sample	col	seedling	EFO	EFO_0001992	P-MEXP-101654	P-MEXP-102790	½ LS media with 0.8% agar at pH 5.8	11	12	22	col_32_LL_LLHC	P-MEXP-101652	total RNA	none	col_32_LL_LLHC	total_RNA	P-AFFY-2	col_32_LL_LLHC	biotin	total_RNA	Affymetrix:Protocol:Hybridization-Unknown	col_32_LL_LLHC	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	continuous light, hot/cold	32	h	col	col_32_LL_LLHC	LL_LLHC_32.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.raw.1.zip	P-MEXP-102793	FGEM.txt_txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.processed.1.zip
col_24_DD_DDHC	7-9	days	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	frozen_sample	col	seedling	EFO	EFO_0001992	P-MEXP-101654	P-MEXP-102792	½ LS media with 0.8% agar at pH 5.8 plus 3% sucrose	9	12	22	col_24_DD_DDHC	P-MEXP-101652	total RNA	none	col_24_DD_DDHC	total_RNA	P-AFFY-2	col_24_DD_DDHC	biotin	total_RNA	Affymetrix:Protocol:Hybridization-Unknown	col_24_DD_DDHC	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	continuous dark, hot/cold	24	h	col	col_24_DD_DDHC	DD_DDHC_24.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.raw.1.zip	P-MEXP-102793	FGEM.txt_txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.processed.1.zip
col_0_LL_LLHC	9 To 11	days	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	frozen_sample	col	seedling	EFO	EFO_0001992	P-MEXP-101654	P-MEXP-102790	½ LS media with 0.8% agar at pH 5.8	11	12	22	col_0_LL_LLHC	P-MEXP-101652	total RNA	none	col_0_LL_LLHC	total_RNA	P-AFFY-2	col_0_LL_LLHC	biotin	total_RNA	Affymetrix:Protocol:Hybridization-Unknown	col_0_LL_LLHC	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	continuous light, hot/cold	0	h	col	col_0_LL_LLHC	LL_LLHC_00.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.raw.1.zip	P-MEXP-102793	FGEM.txt_txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.processed.1.zip
col_44_LDHC	7-9	days	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	frozen_sample	col	seedling	EFO	EFO_0001992	P-MEXP-101654	P-MEXP-102787	½ LS media with 0.8% agar at pH 5.8	9	12	22	col_44_LDHC	P-MEXP-101652	total RNA	none	col_44_LDHC	total_RNA	P-AFFY-2	col_44_LDHC	biotin	total_RNA	Affymetrix:Protocol:Hybridization-Unknown	col_44_LDHC	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	light/dark, hot/cold	44	h	col	col_44_LDHC	LL_LDHC_44.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.raw.1.zip	P-MEXP-102793	FGEM.txt_txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.processed.1.zip
col_12_LDHC	7-9	days	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	frozen_sample	col	seedling	EFO	EFO_0001992	P-MEXP-101654	P-MEXP-102787	½ LS media with 0.8% agar at pH 5.8	9	12	22	col_12_LDHC	P-MEXP-101652	total RNA	none	col_12_LDHC	total_RNA	P-AFFY-2	col_12_LDHC	biotin	total_RNA	Affymetrix:Protocol:Hybridization-Unknown	col_12_LDHC	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	light/dark, hot/cold	12	h	col	col_12_LDHC	LL_LDHC_12.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.raw.1.zip	P-MEXP-102793	FGEM.txt_txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.processed.1.zip
col_4_LL_LLHC	9 To 11	days	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	frozen_sample	col	seedling	EFO	EFO_0001992	P-MEXP-101654	P-MEXP-102790	½ LS media with 0.8% agar at pH 5.8	11	12	22	col_4_LL_LLHC	P-MEXP-101652	total RNA	none	col_4_LL_LLHC	total_RNA	P-AFFY-2	col_4_LL_LLHC	biotin	total_RNA	Affymetrix:Protocol:Hybridization-Unknown	col_4_LL_LLHC	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	continuous light, hot/cold	4	h	col	col_4_LL_LLHC	LL_LLHC_04.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.raw.1.zip	P-MEXP-102793	FGEM.txt_txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.processed.1.zip
col_0_LL_LDHC	9 To 11	days	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	frozen_sample	col	seedling	EFO	EFO_0001992	P-MEXP-101654	P-MEXP-102789	½ LS media with 0.8% agar at pH 5.8	11	12	22	col_0_LL_LDHC	P-MEXP-101652	total RNA	none	col_0_LL_LDHC	total_RNA	P-AFFY-2	col_0_LL_LDHC	biotin	total_RNA	Affymetrix:Protocol:Hybridization-Unknown	col_0_LL_LDHC	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	light/dark then continuous light, hot/cold	0	h	col	col_0_LL_LDHC	LL_LDHC_00.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.raw.1.zip	P-MEXP-102793	FGEM.txt_txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.processed.1.zip
col_4_LDHC	7-9	days	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	frozen_sample	col	seedling	EFO	EFO_0001992	P-MEXP-101654	P-MEXP-102787	½ LS media with 0.8% agar at pH 5.8	9	12	22	col_4_LDHC	P-MEXP-101652	total RNA	none	col_4_LDHC	total_RNA	P-AFFY-2	col_4_LDHC	biotin	total_RNA	Affymetrix:Protocol:Hybridization-Unknown	col_4_LDHC	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	light/dark, hot/cold	4	h	col	col_4_LDHC	LDHC_04.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.raw.1.zip	P-MEXP-102793	FGEM.txt_txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.processed.1.zip
col_20_LLHC	7-9	days	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	frozen_sample	col	seedling	EFO	EFO_0001992	P-MEXP-101654	P-MEXP-102782	½ LS media with 0.8% agar at pH 5.8	9	12	22	col_20_LLHC	P-MEXP-101652	total RNA	none	col_20_LLHC	total_RNA	P-AFFY-2	col_20_LLHC	biotin	total_RNA	Affymetrix:Protocol:Hybridization-Unknown	col_20_LLHC	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	continuous light, hot/cold	20	h	col	col_20_LLHC	LL_LLHC_20.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.raw.1.zip	P-MEXP-102793	FGEM.txt_txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.processed.1.zip
ler_36_short day	7-9	days	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	frozen_sample	ler	seedling	EFO	EFO_0001992	P-MEXP-101654	P-MEXP-101651	½ LS media with 0.8% agar at pH 5.8	7	22	  	ler_36_short day	P-MEXP-101652	total RNA	none	ler_36_short day	total_RNA	P-AFFY-2	ler_36_short day	biotin	total_RNA	Affymetrix:Protocol:Hybridization-Unknown	ler_36_short day	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	8hr light:16hr dark	36	h	ler	ler_36_short day	shortday_36.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.raw.1.zip	P-MEXP-102793	FGEM.txt_txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.processed.1.zip
col_32_LDHC	7-9	days	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	frozen_sample	col	seedling	EFO	EFO_0001992	P-MEXP-101654	P-MEXP-102787	½ LS media with 0.8% agar at pH 5.8	9	12	22	col_32_LDHC	P-MEXP-101652	total RNA	none	col_32_LDHC	total_RNA	P-AFFY-2	col_32_LDHC	biotin	total_RNA	Affymetrix:Protocol:Hybridization-Unknown	col_32_LDHC	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	light/dark, hot/cold	32	h	col	col_32_LDHC	LDHC_32.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.raw.1.zip	P-MEXP-102793	FGEM.txt_txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.processed.1.zip
ler_32_long day	7-9	days	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	frozen_sample	ler	seedling	EFO	EFO_0001992	P-MEXP-101654	P-MEXP-102788	½ LS media with 0.8% agar at pH 5.8 plus 3% sucrose	9	22	  	ler_32_long day	P-MEXP-101652	total RNA	none	ler_32_long day	total_RNA	P-AFFY-2	ler_32_long day	biotin	total_RNA	Affymetrix:Protocol:Hybridization-Unknown	ler_32_long day	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	16hr light:8hr dark	32	h	ler	ler_32_long day	longday_32.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.raw.1.zip	P-MEXP-102793	FGEM.txt_txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.processed.1.zip
ler_40_short day	7-9	days	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	frozen_sample	ler	seedling	EFO	EFO_0001992	P-MEXP-101654	P-MEXP-101651	½ LS media with 0.8% agar at pH 5.8	7	22	  	ler_40_short day	P-MEXP-101652	total RNA	none	ler_40_short day	total_RNA	P-AFFY-2	ler_40_short day	biotin	total_RNA	Affymetrix:Protocol:Hybridization-Unknown	ler_40_short day	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	8hr light:16hr dark	40	h	ler	ler_40_short day	shortday_40.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.raw.1.zip	P-MEXP-102793	FGEM.txt_txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.processed.1.zip
col_40_LL_LLHC	9 To 11	days	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	frozen_sample	col	seedling	EFO	EFO_0001992	P-MEXP-101654	P-MEXP-102790	½ LS media with 0.8% agar at pH 5.8	11	12	22	col_40_LL_LLHC	P-MEXP-101652	total RNA	none	col_40_LL_LLHC	total_RNA	P-AFFY-2	col_40_LL_LLHC	biotin	total_RNA	Affymetrix:Protocol:Hybridization-Unknown	col_40_LL_LLHC	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	continuous light, hot/cold	40	h	col	col_40_LL_LLHC	LL_LLHC_40.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.raw.1.zip	P-MEXP-102793	FGEM.txt_txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.processed.1.zip
col_20_LL_LDHC	9 To 11	days	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	frozen_sample	col	seedling	EFO	EFO_0001992	P-MEXP-101654	P-MEXP-102789	½ LS media with 0.8% agar at pH 5.8	11	12	22	col_20_LL_LDHC	P-MEXP-101652	total RNA	none	col_20_LL_LDHC	total_RNA	P-AFFY-2	col_20_LL_LDHC	biotin	total_RNA	Affymetrix:Protocol:Hybridization-Unknown	col_20_LL_LDHC	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	light/dark then continuous light, hot/cold	20	h	col	col_20_LL_LDHC	LL_LDHC_20.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.raw.1.zip	P-MEXP-102793	FGEM.txt_txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.processed.1.zip
col_28_DD_DDHC	7-9	days	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	frozen_sample	col	seedling	EFO	EFO_0001992	P-MEXP-101654	P-MEXP-102792	½ LS media with 0.8% agar at pH 5.8 plus 3% sucrose	9	12	22	col_28_DD_DDHC	P-MEXP-101652	total RNA	none	col_28_DD_DDHC	total_RNA	P-AFFY-2	col_28_DD_DDHC	biotin	total_RNA	Affymetrix:Protocol:Hybridization-Unknown	col_28_DD_DDHC	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	continuous dark, hot/cold	28	h	col	col_28_DD_DDHC	DD_DDHC_28.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.raw.1.zip	P-MEXP-102793	FGEM.txt_txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.processed.1.zip
col_8_LL_LLHC	9 To 11	days	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	frozen_sample	col	seedling	EFO	EFO_0001992	P-MEXP-101654	P-MEXP-102790	½ LS media with 0.8% agar at pH 5.8	11	12	22	col_8_LL_LLHC	P-MEXP-101652	total RNA	none	col_8_LL_LLHC	total_RNA	P-AFFY-2	col_8_LL_LLHC	biotin	total_RNA	Affymetrix:Protocol:Hybridization-Unknown	col_8_LL_LLHC	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	continuous light, hot/cold	8	h	col	col_8_LL_LLHC	LL_LLHC_08.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.raw.1.zip	P-MEXP-102793	FGEM.txt_txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.processed.1.zip
