Source Name	Comment [Sample_source_name]	Comment [Sample_title]	Characteristics[Organism]	Term Source REF	Term Accession Number	Characteristics[ecotype]	Protocol REF	Protocol REF	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Protocol REF	Hybridization Name	Array Design REF	Term Source REF	Protocol REF	Protocol REF	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Normalization Name	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	FactorValue [ECOTYPE]	FactorValue [TIME]	FactorValue [TREATMENT]
GSM967171 1	7 day old seedling	GA 3h (A3) rep2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	P-GSE39384-3	P-GSE39384-2	P-GSE39384-4	GSM967171 extract 1	total RNA	P-GSE39384-5	GSM967171 LE 1	biotin	P-GSE39384-6	GSM967171	A-AFFY-2	  	P-GSE39384-7	P-GSE39384-8	GSM967171_GA3-3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39384/E-GEOD-39384.raw.1.zip	P-GSE39384-1	GSM967171_sample_table.txt norm	GSM967171_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39384/E-GEOD-39384.processed.1.zip	Col-0	3 h	1 µM GA3
GSM967170 1	7 day old seedling	GA 3h (A3) rep1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	P-GSE39384-3	P-GSE39384-2	P-GSE39384-4	GSM967170 extract 1	total RNA	P-GSE39384-5	GSM967170 LE 1	biotin	P-GSE39384-6	GSM967170	A-AFFY-2	  	P-GSE39384-7	P-GSE39384-8	GSM967170_GA3-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39384/E-GEOD-39384.raw.1.zip	P-GSE39384-1	GSM967170_sample_table.txt norm	GSM967170_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39384/E-GEOD-39384.processed.1.zip	Col-0	3 h	1 µM GA3
GSM967169 1	7 day old seedling	Zeatin 3h (A3) rep2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	P-GSE39384-3	P-GSE39384-2	P-GSE39384-4	GSM967169 extract 1	total RNA	P-GSE39384-5	GSM967169 LE 1	biotin	P-GSE39384-6	GSM967169	A-AFFY-2	  	P-GSE39384-7	P-GSE39384-8	GSM967169_zeatin3-3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39384/E-GEOD-39384.raw.1.zip	P-GSE39384-1	GSM967169_sample_table.txt norm	GSM967169_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39384/E-GEOD-39384.processed.1.zip	Col-0	3 h	1 µM zeatin
GSM967168 1	7 day old seedling	Zeatin 3h (A3) rep1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	P-GSE39384-3	P-GSE39384-2	P-GSE39384-4	GSM967168 extract 1	total RNA	P-GSE39384-5	GSM967168 LE 1	biotin	P-GSE39384-6	GSM967168	A-AFFY-2	  	P-GSE39384-7	P-GSE39384-8	GSM967168_zeatin3-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39384/E-GEOD-39384.raw.1.zip	P-GSE39384-1	GSM967168_sample_table.txt norm	GSM967168_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39384/E-GEOD-39384.processed.1.zip	Col-0	3 h	1 µM zeatin
GSM967167 1	7 day old seedling	IAA 3h (A3) rep2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	P-GSE39384-3	P-GSE39384-2	P-GSE39384-4	GSM967167 extract 1	total RNA	P-GSE39384-5	GSM967167 LE 1	biotin	P-GSE39384-6	GSM967167	A-AFFY-2	  	P-GSE39384-7	P-GSE39384-8	GSM967167_IAA3-3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39384/E-GEOD-39384.raw.1.zip	P-GSE39384-1	GSM967167_sample_table.txt norm	GSM967167_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39384/E-GEOD-39384.processed.1.zip	Col-0	3 h	1 µM IAA
GSM967166 1	7 day old seedling	IAA 3h (A3) rep1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	P-GSE39384-3	P-GSE39384-2	P-GSE39384-4	GSM967166 extract 1	total RNA	P-GSE39384-5	GSM967166 LE 1	biotin	P-GSE39384-6	GSM967166	A-AFFY-2	  	P-GSE39384-7	P-GSE39384-8	GSM967166_IAA3-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39384/E-GEOD-39384.raw.1.zip	P-GSE39384-1	GSM967166_sample_table.txt norm	GSM967166_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39384/E-GEOD-39384.processed.1.zip	Col-0	3 h	1 µM IAA
GSM967165 1	7 day old seedling	mock 3h (A3) rep2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	P-GSE39384-3	P-GSE39384-2	P-GSE39384-4	GSM967165 extract 1	total RNA	P-GSE39384-5	GSM967165 LE 1	biotin	P-GSE39384-6	GSM967165	A-AFFY-2	  	P-GSE39384-7	P-GSE39384-8	GSM967165_mock3-3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39384/E-GEOD-39384.raw.1.zip	P-GSE39384-1	GSM967165_sample_table.txt norm	GSM967165_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39384/E-GEOD-39384.processed.1.zip	Col-0	3 h	mock
GSM967164 1	7 day old seedling	mock 3h (A3) rep1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	P-GSE39384-3	P-GSE39384-2	P-GSE39384-4	GSM967164 extract 1	total RNA	P-GSE39384-5	GSM967164 LE 1	biotin	P-GSE39384-6	GSM967164	A-AFFY-2	  	P-GSE39384-7	P-GSE39384-8	GSM967164_mock3-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39384/E-GEOD-39384.raw.1.zip	P-GSE39384-1	GSM967164_sample_table.txt norm	GSM967164_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39384/E-GEOD-39384.processed.1.zip	Col-0	3 h	mock
GSM967163 1	7 day old seedling	BL 1h (A2) rep2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	P-GSE39384-3	P-GSE39384-2	P-GSE39384-4	GSM967163 extract 1	total RNA	P-GSE39384-5	GSM967163 LE 1	biotin	P-GSE39384-6	GSM967163	A-AFFY-2	  	P-GSE39384-7	P-GSE39384-8	GSM967163_BL1-3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39384/E-GEOD-39384.raw.2.zip	P-GSE39384-1	GSM967163_sample_table.txt norm	GSM967163_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39384/E-GEOD-39384.processed.1.zip	Col-0	1 h	10 nM BL
GSM967162 1	7 day old seedling	BL 1h (A2) rep1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	P-GSE39384-3	P-GSE39384-2	P-GSE39384-4	GSM967162 extract 1	total RNA	P-GSE39384-5	GSM967162 LE 1	biotin	P-GSE39384-6	GSM967162	A-AFFY-2	  	P-GSE39384-7	P-GSE39384-8	GSM967162_BL1-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39384/E-GEOD-39384.raw.2.zip	P-GSE39384-1	GSM967162_sample_table.txt norm	GSM967162_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39384/E-GEOD-39384.processed.1.zip	Col-0	1 h	10 nM BL
GSM967161 1	7 day old seedling	ACC 1h (A2) rep2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	P-GSE39384-3	P-GSE39384-2	P-GSE39384-4	GSM967161 extract 1	total RNA	P-GSE39384-5	GSM967161 LE 1	biotin	P-GSE39384-6	GSM967161	A-AFFY-2	  	P-GSE39384-7	P-GSE39384-8	GSM967161_ACC1-3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39384/E-GEOD-39384.raw.2.zip	P-GSE39384-1	GSM967161_sample_table.txt norm	GSM967161_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39384/E-GEOD-39384.processed.1.zip	Col-0	1 h	10 µM ACC
GSM967160 1	7 day old seedling	ACC 1h (A2) rep1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	P-GSE39384-3	P-GSE39384-2	P-GSE39384-4	GSM967160 extract 1	total RNA	P-GSE39384-5	GSM967160 LE 1	biotin	P-GSE39384-6	GSM967160	A-AFFY-2	  	P-GSE39384-7	P-GSE39384-8	GSM967160_ACC1-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39384/E-GEOD-39384.raw.2.zip	P-GSE39384-1	GSM967160_sample_table.txt norm	GSM967160_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39384/E-GEOD-39384.processed.1.zip	Col-0	1 h	10 µM ACC
GSM967159 1	7 day old seedling	MJ 1h (A2) rep2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	P-GSE39384-3	P-GSE39384-2	P-GSE39384-4	GSM967159 extract 1	total RNA	P-GSE39384-5	GSM967159 LE 1	biotin	P-GSE39384-6	GSM967159	A-AFFY-2	  	P-GSE39384-7	P-GSE39384-8	GSM967159_MJ1-3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39384/E-GEOD-39384.raw.2.zip	P-GSE39384-1	GSM967159_sample_table.txt norm	GSM967159_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39384/E-GEOD-39384.processed.1.zip	Col-0	1 h	10 µM MJ
GSM967158 1	7 day old seedling	MJ 1h (A2) rep1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	P-GSE39384-3	P-GSE39384-2	P-GSE39384-4	GSM967158 extract 1	total RNA	P-GSE39384-5	GSM967158 LE 1	biotin	P-GSE39384-6	GSM967158	A-AFFY-2	  	P-GSE39384-7	P-GSE39384-8	GSM967158_MJ1-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39384/E-GEOD-39384.raw.2.zip	P-GSE39384-1	GSM967158_sample_table.txt norm	GSM967158_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39384/E-GEOD-39384.processed.1.zip	Col-0	1 h	10 µM MJ
GSM967157 1	7 day old seedling	ABA 1h (A2) rep2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	P-GSE39384-3	P-GSE39384-2	P-GSE39384-4	GSM967157 extract 1	total RNA	P-GSE39384-5	GSM967157 LE 1	biotin	P-GSE39384-6	GSM967157	A-AFFY-2	  	P-GSE39384-7	P-GSE39384-8	GSM967157_ABA1-3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39384/E-GEOD-39384.raw.2.zip	P-GSE39384-1	GSM967157_sample_table.txt norm	GSM967157_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39384/E-GEOD-39384.processed.1.zip	Col-0	1 h	10 µM ABA
GSM967156 1	7 day old seedling	ABA 1h (A2) rep1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	P-GSE39384-3	P-GSE39384-2	P-GSE39384-4	GSM967156 extract 1	total RNA	P-GSE39384-5	GSM967156 LE 1	biotin	P-GSE39384-6	GSM967156	A-AFFY-2	  	P-GSE39384-7	P-GSE39384-8	GSM967156_ABA1-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39384/E-GEOD-39384.raw.2.zip	P-GSE39384-1	GSM967156_sample_table.txt norm	GSM967156_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39384/E-GEOD-39384.processed.1.zip	Col-0	1 h	10 µM ABA
GSM967155 1	7 day old seedling	GA 1h (A2) rep2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	P-GSE39384-3	P-GSE39384-2	P-GSE39384-4	GSM967155 extract 1	total RNA	P-GSE39384-5	GSM967155 LE 1	biotin	P-GSE39384-6	GSM967155	A-AFFY-2	  	P-GSE39384-7	P-GSE39384-8	GSM967155_GA1-3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39384/E-GEOD-39384.raw.2.zip	P-GSE39384-1	GSM967155_sample_table.txt norm	GSM967155_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39384/E-GEOD-39384.processed.1.zip	Col-0	1 h	1 µM GA3
GSM967154 1	7 day old seedling	GA 1h (A2) rep1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	P-GSE39384-3	P-GSE39384-2	P-GSE39384-4	GSM967154 extract 1	total RNA	P-GSE39384-5	GSM967154 LE 1	biotin	P-GSE39384-6	GSM967154	A-AFFY-2	  	P-GSE39384-7	P-GSE39384-8	GSM967154_GA1-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39384/E-GEOD-39384.raw.2.zip	P-GSE39384-1	GSM967154_sample_table.txt norm	GSM967154_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39384/E-GEOD-39384.processed.1.zip	Col-0	1 h	1 µM GA3
GSM967153 1	7 day old seedling	Zeatin 1h (A2) rep2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	P-GSE39384-3	P-GSE39384-2	P-GSE39384-4	GSM967153 extract 1	total RNA	P-GSE39384-5	GSM967153 LE 1	biotin	P-GSE39384-6	GSM967153	A-AFFY-2	  	P-GSE39384-7	P-GSE39384-8	GSM967153_zeatin1-3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39384/E-GEOD-39384.raw.2.zip	P-GSE39384-1	GSM967153_sample_table.txt norm	GSM967153_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39384/E-GEOD-39384.processed.1.zip	Col-0	1 h	1 µM zeatin
GSM967152 1	7 day old seedling	Zeatin 1h (A2) rep1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	P-GSE39384-3	P-GSE39384-2	P-GSE39384-4	GSM967152 extract 1	total RNA	P-GSE39384-5	GSM967152 LE 1	biotin	P-GSE39384-6	GSM967152	A-AFFY-2	  	P-GSE39384-7	P-GSE39384-8	GSM967152_zeatin1-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39384/E-GEOD-39384.raw.2.zip	P-GSE39384-1	GSM967152_sample_table.txt norm	GSM967152_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39384/E-GEOD-39384.processed.1.zip	Col-0	1 h	1 µM zeatin
GSM967151 1	7 day old seedling	IAA 1h (A2) rep2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	P-GSE39384-3	P-GSE39384-2	P-GSE39384-4	GSM967151 extract 1	total RNA	P-GSE39384-5	GSM967151 LE 1	biotin	P-GSE39384-6	GSM967151	A-AFFY-2	  	P-GSE39384-7	P-GSE39384-8	GSM967151_IAA1-3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39384/E-GEOD-39384.raw.2.zip	P-GSE39384-1	GSM967151_sample_table.txt norm	GSM967151_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39384/E-GEOD-39384.processed.1.zip	Col-0	1 h	1 µM IAA
GSM967150 1	7 day old seedling	IAA 1h (A2) rep1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	P-GSE39384-3	P-GSE39384-2	P-GSE39384-4	GSM967150 extract 1	total RNA	P-GSE39384-5	GSM967150 LE 1	biotin	P-GSE39384-6	GSM967150	A-AFFY-2	  	P-GSE39384-7	P-GSE39384-8	GSM967150_IAA1-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39384/E-GEOD-39384.raw.2.zip	P-GSE39384-1	GSM967150_sample_table.txt norm	GSM967150_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39384/E-GEOD-39384.processed.1.zip	Col-0	1 h	1 µM IAA
GSM967149 1	7 day old seedling	mock 1h (A2) rep2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	P-GSE39384-3	P-GSE39384-2	P-GSE39384-4	GSM967149 extract 1	total RNA	P-GSE39384-5	GSM967149 LE 1	biotin	P-GSE39384-6	GSM967149	A-AFFY-2	  	P-GSE39384-7	P-GSE39384-8	GSM967149_mock1-3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39384/E-GEOD-39384.raw.2.zip	P-GSE39384-1	GSM967149_sample_table.txt norm	GSM967149_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39384/E-GEOD-39384.processed.1.zip	Col-0	1 h	mock
GSM967148 1	7 day old seedling	mock 1h (A2) rep1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	P-GSE39384-3	P-GSE39384-2	P-GSE39384-4	GSM967148 extract 1	total RNA	P-GSE39384-5	GSM967148 LE 1	biotin	P-GSE39384-6	GSM967148	A-AFFY-2	  	P-GSE39384-7	P-GSE39384-8	GSM967148_mock1-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39384/E-GEOD-39384.raw.2.zip	P-GSE39384-1	GSM967148_sample_table.txt norm	GSM967148_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39384/E-GEOD-39384.processed.1.zip	Col-0	1 h	mock
GSM967147 1	7 day old seedling	BL 30m (A1) rep2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	P-GSE39384-3	P-GSE39384-2	P-GSE39384-4	GSM967147 extract 1	total RNA	P-GSE39384-5	GSM967147 LE 1	biotin	P-GSE39384-6	GSM967147	A-AFFY-2	  	P-GSE39384-7	P-GSE39384-8	GSM967147_BL30-3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39384/E-GEOD-39384.raw.2.zip	P-GSE39384-1	GSM967147_sample_table.txt norm	GSM967147_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39384/E-GEOD-39384.processed.1.zip	Col-0	30 min	10 nM BL
GSM967146 1	7 day old seedling	BL 30m (A1) rep1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	P-GSE39384-3	P-GSE39384-2	P-GSE39384-4	GSM967146 extract 1	total RNA	P-GSE39384-5	GSM967146 LE 1	biotin	P-GSE39384-6	GSM967146	A-AFFY-2	  	P-GSE39384-7	P-GSE39384-8	GSM967146_BL30-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39384/E-GEOD-39384.raw.2.zip	P-GSE39384-1	GSM967146_sample_table.txt norm	GSM967146_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39384/E-GEOD-39384.processed.1.zip	Col-0	30 min	10 nM BL
GSM967145 1	7 day old seedling	ACC 30m (A1) rep2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	P-GSE39384-3	P-GSE39384-2	P-GSE39384-4	GSM967145 extract 1	total RNA	P-GSE39384-5	GSM967145 LE 1	biotin	P-GSE39384-6	GSM967145	A-AFFY-2	  	P-GSE39384-7	P-GSE39384-8	GSM967145_ACC30-3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39384/E-GEOD-39384.raw.2.zip	P-GSE39384-1	GSM967145_sample_table.txt norm	GSM967145_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39384/E-GEOD-39384.processed.1.zip	Col-0	30 min	10 µM ACC
GSM967144 1	7 day old seedling	ACC 30m (A1) rep1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	P-GSE39384-3	P-GSE39384-2	P-GSE39384-4	GSM967144 extract 1	total RNA	P-GSE39384-5	GSM967144 LE 1	biotin	P-GSE39384-6	GSM967144	A-AFFY-2	  	P-GSE39384-7	P-GSE39384-8	GSM967144_ACC30-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39384/E-GEOD-39384.raw.2.zip	P-GSE39384-1	GSM967144_sample_table.txt norm	GSM967144_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39384/E-GEOD-39384.processed.1.zip	Col-0	30 min	10 µM ACC
GSM967143 1	7 day old seedling	MJ 30m (A1) rep2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	P-GSE39384-3	P-GSE39384-2	P-GSE39384-4	GSM967143 extract 1	total RNA	P-GSE39384-5	GSM967143 LE 1	biotin	P-GSE39384-6	GSM967143	A-AFFY-2	  	P-GSE39384-7	P-GSE39384-8	GSM967143_MJ30-3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39384/E-GEOD-39384.raw.2.zip	P-GSE39384-1	GSM967143_sample_table.txt norm	GSM967143_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39384/E-GEOD-39384.processed.1.zip	Col-0	30 min	10 µM MJ
GSM967142 1	7 day old seedling	MJ 30m (A1) rep1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	P-GSE39384-3	P-GSE39384-2	P-GSE39384-4	GSM967142 extract 1	total RNA	P-GSE39384-5	GSM967142 LE 1	biotin	P-GSE39384-6	GSM967142	A-AFFY-2	  	P-GSE39384-7	P-GSE39384-8	GSM967142_MJ30-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39384/E-GEOD-39384.raw.2.zip	P-GSE39384-1	GSM967142_sample_table.txt norm	GSM967142_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39384/E-GEOD-39384.processed.1.zip	Col-0	30 min	10 µM MJ
GSM967141 1	7 day old seedling	ABA 30m (A1) rep2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	P-GSE39384-3	P-GSE39384-2	P-GSE39384-4	GSM967141 extract 1	total RNA	P-GSE39384-5	GSM967141 LE 1	biotin	P-GSE39384-6	GSM967141	A-AFFY-2	  	P-GSE39384-7	P-GSE39384-8	GSM967141_ABA30-3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39384/E-GEOD-39384.raw.2.zip	P-GSE39384-1	GSM967141_sample_table.txt norm	GSM967141_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39384/E-GEOD-39384.processed.1.zip	Col-0	30 min	10 µM ABA
GSM967140 1	7 day old seedling	ABA 30m (A1) rep1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	P-GSE39384-3	P-GSE39384-2	P-GSE39384-4	GSM967140 extract 1	total RNA	P-GSE39384-5	GSM967140 LE 1	biotin	P-GSE39384-6	GSM967140	A-AFFY-2	  	P-GSE39384-7	P-GSE39384-8	GSM967140_ABA30-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39384/E-GEOD-39384.raw.2.zip	P-GSE39384-1	GSM967140_sample_table.txt norm	GSM967140_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39384/E-GEOD-39384.processed.1.zip	Col-0	30 min	10 µM ABA
GSM967139 1	7 day old seedling	GA 30m (A1) rep2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	P-GSE39384-3	P-GSE39384-2	P-GSE39384-4	GSM967139 extract 1	total RNA	P-GSE39384-5	GSM967139 LE 1	biotin	P-GSE39384-6	GSM967139	A-AFFY-2	  	P-GSE39384-7	P-GSE39384-8	GSM967139_GA30-3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39384/E-GEOD-39384.raw.2.zip	P-GSE39384-1	GSM967139_sample_table.txt norm	GSM967139_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-39384/E-GEOD-39384.processed.1.zip	Col-0	30 min	1 µM GA3
