Source Name	Comment [Sample_description]	Comment [Sample_source_name]	Comment [Sample_title]	Characteristics [ecotype/background]	Term Source REF	Term Accession Number	Characteristics [organism]	Term Source REF	Term Accession Number	Characteristics [organism part]	Term Source REF	Term Accession Number	Characteristics [time after induction]	Characteristics [vector]	Protocol REF	Term Source REF	Protocol REF	Term Source REF	Protocol REF	Term Source REF	Extract Name	Material Type	Protocol REF	Term Source REF	Labeled Extract Name	Label	Protocol REF	Term Source REF	Assay Name	Array Design REF	Term Source REF	Technology Type	Protocol REF	Term Source REF	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Term Source REF	Normalization Name	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	FactorValue [time after induction]	FactorValue [treatment]	Term Source REF	Term Accession Number	FactorValue [vector]
GSM2044920 1	t1.1	Arabidopsis thaliana plants harboring VND7 inducible vectors, DEX, 1h	VND7 plants with DEX treatment at T1, biological rep1	Col-0	EFO	EFO_0005148	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	hypocotyl	EFO	EFO_0001931	1h	VND7-VP16-GR	P-GSE77153-2	ArrayExpress	P-GSE77153-3	ArrayExpress	P-GSE77153-4	ArrayExpress	GSM2044920 extract 1	total RNA	P-GSE77153-5	ArrayExpress	GSM2044920 LE 1	Biotin	P-GSE77153-6	ArrayExpress	GSM2044920	A-AFFY-2	ArrayExpress	array assay	P-GSE77153-7	ArrayExpress	GSM2044920_t1.1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.raw.1.zip	P-GSE77153-1	ArrayExpress	GSM2044920_sample_table.txt norm	GSM2044920_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.processed.1.zip	1h	dexamethasone (DEX)	  	  	VND7-VP16-GR
GSM2044919 1	c48.3	Arabidopsis thaliana plants harboring VND7 inducible vectors, without DEX, 48h	VND7 plants without DEX treatment at T48, biological rep3	Col-0	EFO	EFO_0005148	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	hypocotyl	EFO	EFO_0001931	48h	VND7-VP16-GR	P-GSE77153-2	ArrayExpress	P-GSE77153-3	ArrayExpress	P-GSE77153-4	ArrayExpress	GSM2044919 extract 1	total RNA	P-GSE77153-5	ArrayExpress	GSM2044919 LE 1	Biotin	P-GSE77153-6	ArrayExpress	GSM2044919	A-AFFY-2	ArrayExpress	array assay	P-GSE77153-7	ArrayExpress	GSM2044919_c48.3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.raw.1.zip	P-GSE77153-1	ArrayExpress	GSM2044919_sample_table.txt norm	GSM2044919_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.processed.1.zip	48h	DMSO	EFO	http://purl.obolibrary.org/obo/CHEBI_28262	VND7-VP16-GR
GSM2044918 1	c48.2	Arabidopsis thaliana plants harboring VND7 inducible vectors, without DEX, 48h	VND7 plants without DEX treatment at T48, biological rep2	Col-0	EFO	EFO_0005148	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	hypocotyl	EFO	EFO_0001931	48h	VND7-VP16-GR	P-GSE77153-2	ArrayExpress	P-GSE77153-3	ArrayExpress	P-GSE77153-4	ArrayExpress	GSM2044918 extract 1	total RNA	P-GSE77153-5	ArrayExpress	GSM2044918 LE 1	Biotin	P-GSE77153-6	ArrayExpress	GSM2044918	A-AFFY-2	ArrayExpress	array assay	P-GSE77153-7	ArrayExpress	GSM2044918_c48.2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.raw.1.zip	P-GSE77153-1	ArrayExpress	GSM2044918_sample_table.txt norm	GSM2044918_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.processed.1.zip	48h	DMSO	EFO	http://purl.obolibrary.org/obo/CHEBI_28262	VND7-VP16-GR
GSM2044917 1	c48.1	Arabidopsis thaliana plants harboring VND7 inducible vectors, without DEX, 48h	VND7 plants without DEX treatment at T48, biological rep1	Col-0	EFO	EFO_0005148	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	hypocotyl	EFO	EFO_0001931	48h	VND7-VP16-GR	P-GSE77153-2	ArrayExpress	P-GSE77153-3	ArrayExpress	P-GSE77153-4	ArrayExpress	GSM2044917 extract 1	total RNA	P-GSE77153-5	ArrayExpress	GSM2044917 LE 1	Biotin	P-GSE77153-6	ArrayExpress	GSM2044917	A-AFFY-2	ArrayExpress	array assay	P-GSE77153-7	ArrayExpress	GSM2044917_c48.1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.raw.1.zip	P-GSE77153-1	ArrayExpress	GSM2044917_sample_table.txt norm	GSM2044917_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.processed.1.zip	48h	DMSO	EFO	http://purl.obolibrary.org/obo/CHEBI_28262	VND7-VP16-GR
GSM2044916 1	c30.3	Arabidopsis thaliana plants harboring VND7 inducible vectors, without DEX, 30h	VND7 plants without DEX treatment at T30, biological rep3	Col-0	EFO	EFO_0005148	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	hypocotyl	EFO	EFO_0001931	30h	VND7-VP16-GR	P-GSE77153-2	ArrayExpress	P-GSE77153-3	ArrayExpress	P-GSE77153-4	ArrayExpress	GSM2044916 extract 1	total RNA	P-GSE77153-5	ArrayExpress	GSM2044916 LE 1	Biotin	P-GSE77153-6	ArrayExpress	GSM2044916	A-AFFY-2	ArrayExpress	array assay	P-GSE77153-7	ArrayExpress	GSM2044916_c30.3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.raw.1.zip	P-GSE77153-1	ArrayExpress	GSM2044916_sample_table.txt norm	GSM2044916_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.processed.1.zip	30h	DMSO	EFO	http://purl.obolibrary.org/obo/CHEBI_28262	VND7-VP16-GR
GSM2044915 1	c30.2	Arabidopsis thaliana plants harboring VND7 inducible vectors, without DEX, 30h	VND7 plants without DEX treatment at T30, biological rep2	Col-0	EFO	EFO_0005148	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	hypocotyl	EFO	EFO_0001931	30h	VND7-VP16-GR	P-GSE77153-2	ArrayExpress	P-GSE77153-3	ArrayExpress	P-GSE77153-4	ArrayExpress	GSM2044915 extract 1	total RNA	P-GSE77153-5	ArrayExpress	GSM2044915 LE 1	Biotin	P-GSE77153-6	ArrayExpress	GSM2044915	A-AFFY-2	ArrayExpress	array assay	P-GSE77153-7	ArrayExpress	GSM2044915_c30.2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.raw.1.zip	P-GSE77153-1	ArrayExpress	GSM2044915_sample_table.txt norm	GSM2044915_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.processed.1.zip	30h	DMSO	EFO	http://purl.obolibrary.org/obo/CHEBI_28262	VND7-VP16-GR
GSM2044914 1	c30.1	Arabidopsis thaliana plants harboring VND7 inducible vectors, without DEX, 30h	VND7 plants without DEX treatment at T30, biological rep1	Col-0	EFO	EFO_0005148	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	hypocotyl	EFO	EFO_0001931	30h	VND7-VP16-GR	P-GSE77153-2	ArrayExpress	P-GSE77153-3	ArrayExpress	P-GSE77153-4	ArrayExpress	GSM2044914 extract 1	total RNA	P-GSE77153-5	ArrayExpress	GSM2044914 LE 1	Biotin	P-GSE77153-6	ArrayExpress	GSM2044914	A-AFFY-2	ArrayExpress	array assay	P-GSE77153-7	ArrayExpress	GSM2044914_c30.1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.raw.1.zip	P-GSE77153-1	ArrayExpress	GSM2044914_sample_table.txt norm	GSM2044914_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.processed.1.zip	30h	DMSO	EFO	http://purl.obolibrary.org/obo/CHEBI_28262	VND7-VP16-GR
GSM2044913 1	c24.3	Arabidopsis thaliana plants harboring VND7 inducible vectors, without DEX, 24h	VND7 plants without DEX treatment at T24, biological rep3	Col-0	EFO	EFO_0005148	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	hypocotyl	EFO	EFO_0001931	24h	VND7-VP16-GR	P-GSE77153-2	ArrayExpress	P-GSE77153-3	ArrayExpress	P-GSE77153-4	ArrayExpress	GSM2044913 extract 1	total RNA	P-GSE77153-5	ArrayExpress	GSM2044913 LE 1	Biotin	P-GSE77153-6	ArrayExpress	GSM2044913	A-AFFY-2	ArrayExpress	array assay	P-GSE77153-7	ArrayExpress	GSM2044913_c24.3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.raw.1.zip	P-GSE77153-1	ArrayExpress	GSM2044913_sample_table.txt norm	GSM2044913_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.processed.1.zip	24h	DMSO	EFO	http://purl.obolibrary.org/obo/CHEBI_28262	VND7-VP16-GR
GSM2044912 1	c24.2	Arabidopsis thaliana plants harboring VND7 inducible vectors, without DEX, 24h	VND7 plants without DEX treatment at T24, biological rep2	Col-0	EFO	EFO_0005148	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	hypocotyl	EFO	EFO_0001931	24h	VND7-VP16-GR	P-GSE77153-2	ArrayExpress	P-GSE77153-3	ArrayExpress	P-GSE77153-4	ArrayExpress	GSM2044912 extract 1	total RNA	P-GSE77153-5	ArrayExpress	GSM2044912 LE 1	Biotin	P-GSE77153-6	ArrayExpress	GSM2044912	A-AFFY-2	ArrayExpress	array assay	P-GSE77153-7	ArrayExpress	GSM2044912_c24.2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.raw.1.zip	P-GSE77153-1	ArrayExpress	GSM2044912_sample_table.txt norm	GSM2044912_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.processed.1.zip	24h	DMSO	EFO	http://purl.obolibrary.org/obo/CHEBI_28262	VND7-VP16-GR
GSM2044911 1	c24.1	Arabidopsis thaliana plants harboring VND7 inducible vectors, without DEX, 24h	VND7 plants without DEX treatment at T24, biological rep1	Col-0	EFO	EFO_0005148	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	hypocotyl	EFO	EFO_0001931	24h	VND7-VP16-GR	P-GSE77153-2	ArrayExpress	P-GSE77153-3	ArrayExpress	P-GSE77153-4	ArrayExpress	GSM2044911 extract 1	total RNA	P-GSE77153-5	ArrayExpress	GSM2044911 LE 1	Biotin	P-GSE77153-6	ArrayExpress	GSM2044911	A-AFFY-2	ArrayExpress	array assay	P-GSE77153-7	ArrayExpress	GSM2044911_c24.1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.raw.1.zip	P-GSE77153-1	ArrayExpress	GSM2044911_sample_table.txt norm	GSM2044911_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.processed.1.zip	24h	DMSO	EFO	http://purl.obolibrary.org/obo/CHEBI_28262	VND7-VP16-GR
GSM2044910 1	c12.3	Arabidopsis thaliana plants harboring VND7 inducible vectors, without DEX, 12h	VND7 plants without DEX treatment at T12, biological rep3	Col-0	EFO	EFO_0005148	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	hypocotyl	EFO	EFO_0001931	12h	VND7-VP16-GR	P-GSE77153-2	ArrayExpress	P-GSE77153-3	ArrayExpress	P-GSE77153-4	ArrayExpress	GSM2044910 extract 1	total RNA	P-GSE77153-5	ArrayExpress	GSM2044910 LE 1	Biotin	P-GSE77153-6	ArrayExpress	GSM2044910	A-AFFY-2	ArrayExpress	array assay	P-GSE77153-7	ArrayExpress	GSM2044910_c12.3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.raw.1.zip	P-GSE77153-1	ArrayExpress	GSM2044910_sample_table.txt norm	GSM2044910_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.processed.1.zip	12h	DMSO	EFO	http://purl.obolibrary.org/obo/CHEBI_28262	VND7-VP16-GR
GSM2044909 1	c12.2	Arabidopsis thaliana plants harboring VND7 inducible vectors, without DEX, 12h	VND7 plants without DEX treatment at T12, biological rep2	Col-0	EFO	EFO_0005148	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	hypocotyl	EFO	EFO_0001931	12h	VND7-VP16-GR	P-GSE77153-2	ArrayExpress	P-GSE77153-3	ArrayExpress	P-GSE77153-4	ArrayExpress	GSM2044909 extract 1	total RNA	P-GSE77153-5	ArrayExpress	GSM2044909 LE 1	Biotin	P-GSE77153-6	ArrayExpress	GSM2044909	A-AFFY-2	ArrayExpress	array assay	P-GSE77153-7	ArrayExpress	GSM2044909_c12.2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.raw.1.zip	P-GSE77153-1	ArrayExpress	GSM2044909_sample_table.txt norm	GSM2044909_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.processed.1.zip	12h	DMSO	EFO	http://purl.obolibrary.org/obo/CHEBI_28262	VND7-VP16-GR
GSM2044908 1	c12.1	Arabidopsis thaliana plants harboring VND7 inducible vectors, without DEX, 12h	VND7 plants without DEX treatment at T12, biological rep1	Col-0	EFO	EFO_0005148	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	hypocotyl	EFO	EFO_0001931	12h	VND7-VP16-GR	P-GSE77153-2	ArrayExpress	P-GSE77153-3	ArrayExpress	P-GSE77153-4	ArrayExpress	GSM2044908 extract 1	total RNA	P-GSE77153-5	ArrayExpress	GSM2044908 LE 1	Biotin	P-GSE77153-6	ArrayExpress	GSM2044908	A-AFFY-2	ArrayExpress	array assay	P-GSE77153-7	ArrayExpress	GSM2044908_c12.1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.raw.1.zip	P-GSE77153-1	ArrayExpress	GSM2044908_sample_table.txt norm	GSM2044908_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.processed.1.zip	12h	DMSO	EFO	http://purl.obolibrary.org/obo/CHEBI_28262	VND7-VP16-GR
GSM2044907 1	c9.3	Arabidopsis thaliana plants harboring VND7 inducible vectors, without DEX, 9h	VND7 plants without DEX treatment at T9, biological rep3	Col-0	EFO	EFO_0005148	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	hypocotyl	EFO	EFO_0001931	9h	VND7-VP16-GR	P-GSE77153-2	ArrayExpress	P-GSE77153-3	ArrayExpress	P-GSE77153-4	ArrayExpress	GSM2044907 extract 1	total RNA	P-GSE77153-5	ArrayExpress	GSM2044907 LE 1	Biotin	P-GSE77153-6	ArrayExpress	GSM2044907	A-AFFY-2	ArrayExpress	array assay	P-GSE77153-7	ArrayExpress	GSM2044907_c9.3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.raw.1.zip	P-GSE77153-1	ArrayExpress	GSM2044907_sample_table.txt norm	GSM2044907_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.processed.1.zip	9h	DMSO	EFO	http://purl.obolibrary.org/obo/CHEBI_28262	VND7-VP16-GR
GSM2044906 1	c9.2	Arabidopsis thaliana plants harboring VND7 inducible vectors, without DEX, 9h	VND7 plants without DEX treatment at T9, biological rep2	Col-0	EFO	EFO_0005148	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	hypocotyl	EFO	EFO_0001931	9h	VND7-VP16-GR	P-GSE77153-2	ArrayExpress	P-GSE77153-3	ArrayExpress	P-GSE77153-4	ArrayExpress	GSM2044906 extract 1	total RNA	P-GSE77153-5	ArrayExpress	GSM2044906 LE 1	Biotin	P-GSE77153-6	ArrayExpress	GSM2044906	A-AFFY-2	ArrayExpress	array assay	P-GSE77153-7	ArrayExpress	GSM2044906_c9.2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.raw.1.zip	P-GSE77153-1	ArrayExpress	GSM2044906_sample_table.txt norm	GSM2044906_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.processed.1.zip	9h	DMSO	EFO	http://purl.obolibrary.org/obo/CHEBI_28262	VND7-VP16-GR
GSM2044905 1	c9.1	Arabidopsis thaliana plants harboring VND7 inducible vectors, without DEX, 9h	VND7 plants without DEX treatment at T9, biological rep1	Col-0	EFO	EFO_0005148	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	hypocotyl	EFO	EFO_0001931	9h	VND7-VP16-GR	P-GSE77153-2	ArrayExpress	P-GSE77153-3	ArrayExpress	P-GSE77153-4	ArrayExpress	GSM2044905 extract 1	total RNA	P-GSE77153-5	ArrayExpress	GSM2044905 LE 1	Biotin	P-GSE77153-6	ArrayExpress	GSM2044905	A-AFFY-2	ArrayExpress	array assay	P-GSE77153-7	ArrayExpress	GSM2044905_c9.1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.raw.1.zip	P-GSE77153-1	ArrayExpress	GSM2044905_sample_table.txt norm	GSM2044905_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.processed.1.zip	9h	DMSO	EFO	http://purl.obolibrary.org/obo/CHEBI_28262	VND7-VP16-GR
GSM2044904 1	c6.3	Arabidopsis thaliana plants harboring VND7 inducible vectors, without DEX, 6h	VND7 plants without DEX treatment at T6, biological rep3	Col-0	EFO	EFO_0005148	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	hypocotyl	EFO	EFO_0001931	6h	VND7-VP16-GR	P-GSE77153-2	ArrayExpress	P-GSE77153-3	ArrayExpress	P-GSE77153-4	ArrayExpress	GSM2044904 extract 1	total RNA	P-GSE77153-5	ArrayExpress	GSM2044904 LE 1	Biotin	P-GSE77153-6	ArrayExpress	GSM2044904	A-AFFY-2	ArrayExpress	array assay	P-GSE77153-7	ArrayExpress	GSM2044904_c6.3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.raw.1.zip	P-GSE77153-1	ArrayExpress	GSM2044904_sample_table.txt norm	GSM2044904_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.processed.1.zip	6h	DMSO	EFO	http://purl.obolibrary.org/obo/CHEBI_28262	VND7-VP16-GR
GSM2044903 1	c6.2	Arabidopsis thaliana plants harboring VND7 inducible vectors, without DEX, 6h	VND7 plants without DEX treatment at T6, biological rep2	Col-0	EFO	EFO_0005148	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	hypocotyl	EFO	EFO_0001931	6h	VND7-VP16-GR	P-GSE77153-2	ArrayExpress	P-GSE77153-3	ArrayExpress	P-GSE77153-4	ArrayExpress	GSM2044903 extract 1	total RNA	P-GSE77153-5	ArrayExpress	GSM2044903 LE 1	Biotin	P-GSE77153-6	ArrayExpress	GSM2044903	A-AFFY-2	ArrayExpress	array assay	P-GSE77153-7	ArrayExpress	GSM2044903_c6.2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.raw.1.zip	P-GSE77153-1	ArrayExpress	GSM2044903_sample_table.txt norm	GSM2044903_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.processed.1.zip	6h	DMSO	EFO	http://purl.obolibrary.org/obo/CHEBI_28262	VND7-VP16-GR
GSM2044902 1	c6.1	Arabidopsis thaliana plants harboring VND7 inducible vectors, without DEX, 6h	VND7 plants without DEX treatment at T6, biological rep1	Col-0	EFO	EFO_0005148	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	hypocotyl	EFO	EFO_0001931	6h	VND7-VP16-GR	P-GSE77153-2	ArrayExpress	P-GSE77153-3	ArrayExpress	P-GSE77153-4	ArrayExpress	GSM2044902 extract 1	total RNA	P-GSE77153-5	ArrayExpress	GSM2044902 LE 1	Biotin	P-GSE77153-6	ArrayExpress	GSM2044902	A-AFFY-2	ArrayExpress	array assay	P-GSE77153-7	ArrayExpress	GSM2044902_c6.1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.raw.1.zip	P-GSE77153-1	ArrayExpress	GSM2044902_sample_table.txt norm	GSM2044902_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.processed.1.zip	6h	DMSO	EFO	http://purl.obolibrary.org/obo/CHEBI_28262	VND7-VP16-GR
GSM2044901 1	c3.3	Arabidopsis thaliana plants harboring VND7 inducible vectors, without DEX, 3h	VND7 plants without DEX treatment at T3, biological rep3	Col-0	EFO	EFO_0005148	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	hypocotyl	EFO	EFO_0001931	3h	VND7-VP16-GR	P-GSE77153-2	ArrayExpress	P-GSE77153-3	ArrayExpress	P-GSE77153-4	ArrayExpress	GSM2044901 extract 1	total RNA	P-GSE77153-5	ArrayExpress	GSM2044901 LE 1	Biotin	P-GSE77153-6	ArrayExpress	GSM2044901	A-AFFY-2	ArrayExpress	array assay	P-GSE77153-7	ArrayExpress	GSM2044901_c3.3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.raw.1.zip	P-GSE77153-1	ArrayExpress	GSM2044901_sample_table.txt norm	GSM2044901_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.processed.1.zip	3h	DMSO	EFO	http://purl.obolibrary.org/obo/CHEBI_28262	VND7-VP16-GR
GSM2044900 1	c3.2	Arabidopsis thaliana plants harboring VND7 inducible vectors, without DEX, 3h	VND7 plants without DEX treatment at T3, biological rep2	Col-0	EFO	EFO_0005148	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	hypocotyl	EFO	EFO_0001931	3h	VND7-VP16-GR	P-GSE77153-2	ArrayExpress	P-GSE77153-3	ArrayExpress	P-GSE77153-4	ArrayExpress	GSM2044900 extract 1	total RNA	P-GSE77153-5	ArrayExpress	GSM2044900 LE 1	Biotin	P-GSE77153-6	ArrayExpress	GSM2044900	A-AFFY-2	ArrayExpress	array assay	P-GSE77153-7	ArrayExpress	GSM2044900_c3.2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.raw.1.zip	P-GSE77153-1	ArrayExpress	GSM2044900_sample_table.txt norm	GSM2044900_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.processed.1.zip	3h	DMSO	EFO	http://purl.obolibrary.org/obo/CHEBI_28262	VND7-VP16-GR
GSM2044899 1	c3.1	Arabidopsis thaliana plants harboring VND7 inducible vectors, without DEX, 3h	VND7 plants without DEX treatment at T3, biological rep1	Col-0	EFO	EFO_0005148	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	hypocotyl	EFO	EFO_0001931	3h	VND7-VP16-GR	P-GSE77153-2	ArrayExpress	P-GSE77153-3	ArrayExpress	P-GSE77153-4	ArrayExpress	GSM2044899 extract 1	total RNA	P-GSE77153-5	ArrayExpress	GSM2044899 LE 1	Biotin	P-GSE77153-6	ArrayExpress	GSM2044899	A-AFFY-2	ArrayExpress	array assay	P-GSE77153-7	ArrayExpress	GSM2044899_c3.1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.raw.2.zip	P-GSE77153-1	ArrayExpress	GSM2044899_sample_table.txt norm	GSM2044899_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.processed.1.zip	3h	DMSO	EFO	http://purl.obolibrary.org/obo/CHEBI_28262	VND7-VP16-GR
GSM2044898 1	c1.3	Arabidopsis thaliana plants harboring VND7 inducible vectors, without DEX, 1h	VND7 plants without DEX treatment at T1, biological rep3	Col-0	EFO	EFO_0005148	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	hypocotyl	EFO	EFO_0001931	1h	VND7-VP16-GR	P-GSE77153-2	ArrayExpress	P-GSE77153-3	ArrayExpress	P-GSE77153-4	ArrayExpress	GSM2044898 extract 1	total RNA	P-GSE77153-5	ArrayExpress	GSM2044898 LE 1	Biotin	P-GSE77153-6	ArrayExpress	GSM2044898	A-AFFY-2	ArrayExpress	array assay	P-GSE77153-7	ArrayExpress	GSM2044898_c1.3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.raw.2.zip	P-GSE77153-1	ArrayExpress	GSM2044898_sample_table.txt norm	GSM2044898_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.processed.1.zip	1h	DMSO	EFO	http://purl.obolibrary.org/obo/CHEBI_28262	VND7-VP16-GR
