Source Name	Characteristics [Organism]	Term Source REF	Term Accession Number	Characteristics[Ecotype]	Characteristics[Genotype]	Characteristics[OrganismPart]	Description	Sample Name	Extract Name	Material Type	Labeled Extract Name	Label	Material Type	Protocol REF	Hybridization Name	Array Design REF	Protocol REF	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	Derived Array Data Matrix File	Comment [Derived ArrayExpress FTP file]	FactorValue[GROWTH CONDITION]	FactorValue[GENOTYPE]	FactorValue[ORGANISM PART]
GSE5630GSM131525	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	gl1T	rosette leaf #12	gl1T:  Photoperiod: continuous light Relative humidity: 65% Substrate: soil Temperature: 23oC. Tissue: rosette leaf # 12; Genetic background: Col-0	GSE5630GSM131525 sample	GSE5630GSM131525 extract	total_RNA	GSE5630GSM131525 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	ATGE_18_A	A-AFFY-2	P-AFFY-6	ATGE_18_A	GSM131525.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5630/E-GEOD-5630.raw.1.zip	E-GEOD-5630-processed-data-1628522761.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5630/E-GEOD-5630.processed.1.zip	continuous light	gl1T	rosette leaf #12
GSE5630GSM131526	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	gl1T	rosette leaf #12	gl1T:  Photoperiod: continuous light Relative humidity: 65% Substrate: soil Temperature: 23oC. Tissue: rosette leaf # 12; Genetic background: Col-0	GSE5630GSM131526 sample	GSE5630GSM131526 extract	total_RNA	GSE5630GSM131526 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	ATGE_18_B	A-AFFY-2	P-AFFY-6	ATGE_18_B	GSM131526.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5630/E-GEOD-5630.raw.1.zip	E-GEOD-5630-processed-data-1628522761.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5630/E-GEOD-5630.processed.1.zip	continuous light	gl1T	rosette leaf #12
GSE5630GSM131527	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	gl1T	rosette leaf #12	gl1T:  Photoperiod: continuous light Relative humidity: 65% Substrate: soil Temperature: 23oC. Tissue: rosette leaf # 12; Genetic background: Col-0	GSE5630GSM131527 sample	GSE5630GSM131527 extract	total_RNA	GSE5630GSM131527 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	ATGE_18_C	A-AFFY-2	P-AFFY-6	ATGE_18_C	GSM131527.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5630/E-GEOD-5630.raw.1.zip	E-GEOD-5630-processed-data-1628522761.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5630/E-GEOD-5630.processed.1.zip	continuous light	gl1T	rosette leaf #12
GSE5630GSM131528	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	wild_type	leaf 7, petiol	Col-0:  Photoperiod: continuous light Relative humidity: 65% Substrate: soil Temperature: 23oC. Tissue: leaf 7, petiol	GSE5630GSM131528 sample	GSE5630GSM131528 extract	total_RNA	GSE5630GSM131528 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	ATGE_19_A	A-AFFY-2	P-AFFY-6	ATGE_19_A	GSM131528.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5630/E-GEOD-5630.raw.1.zip	E-GEOD-5630-processed-data-1628522761.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5630/E-GEOD-5630.processed.1.zip	continuous light	wild_type	leaf 7, petiol
GSE5630GSM131529	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	wild_type	leaf 7, petiol	Col-0:  Photoperiod: continuous light Relative humidity: 65% Substrate: soil Temperature: 23oC. Tissue: leaf 7, petiol	GSE5630GSM131529 sample	GSE5630GSM131529 extract	total_RNA	GSE5630GSM131529 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	ATGE_19_B	A-AFFY-2	P-AFFY-6	ATGE_19_B	GSM131529.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5630/E-GEOD-5630.raw.1.zip	E-GEOD-5630-processed-data-1628522761.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5630/E-GEOD-5630.processed.1.zip	continuous light	wild_type	leaf 7, petiol
GSE5630GSM131530	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	wild_type	leaf 7, petiol	Col-0:  Photoperiod: continuous light Relative humidity: 65% Substrate: soil Temperature: 23oC. Tissue: leaf 7, petiol	GSE5630GSM131530 sample	GSE5630GSM131530 extract	total_RNA	GSE5630GSM131530 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	ATGE_19_C	A-AFFY-2	P-AFFY-6	ATGE_19_C	GSM131530.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5630/E-GEOD-5630.raw.1.zip	E-GEOD-5630-processed-data-1628522761.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5630/E-GEOD-5630.processed.1.zip	continuous light	wild_type	leaf 7, petiol
GSE5630GSM131531	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	wild_type	leaf 7, proximal half	Col-0:  Photoperiod: continuous light Relative humidity: 65% Substrate: soil Temperature: 23oC. Tissue: leaf 7, proximal half	GSE5630GSM131531 sample	GSE5630GSM131531 extract	total_RNA	GSE5630GSM131531 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	ATGE_20_A	A-AFFY-2	P-AFFY-6	ATGE_20_A	GSM131531.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5630/E-GEOD-5630.raw.1.zip	E-GEOD-5630-processed-data-1628522761.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5630/E-GEOD-5630.processed.1.zip	continuous light	wild_type	leaf 7, proximal half
GSE5630GSM131532	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	wild_type	leaf 7, proximal half	Col-0:  Photoperiod: continuous light Relative humidity: 65% Substrate: soil Temperature: 23oC. Tissue: leaf 7, proximal half	GSE5630GSM131532 sample	GSE5630GSM131532 extract	total_RNA	GSE5630GSM131532 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	ATGE_20_B	A-AFFY-2	P-AFFY-6	ATGE_20_B	GSM131532.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5630/E-GEOD-5630.raw.1.zip	E-GEOD-5630-processed-data-1628522761.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5630/E-GEOD-5630.processed.1.zip	continuous light	wild_type	leaf 7, proximal half
GSE5630GSM131533	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	wild_type	leaf 7, proximal half	Col-0:  Photoperiod: continuous light Relative humidity: 65% Substrate: soil Temperature: 23oC. Tissue: leaf 7, proximal half	GSE5630GSM131533 sample	GSE5630GSM131533 extract	total_RNA	GSE5630GSM131533 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	ATGE_20_C	A-AFFY-2	P-AFFY-6	ATGE_20_C	GSM131533.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5630/E-GEOD-5630.raw.1.zip	E-GEOD-5630-processed-data-1628522761.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5630/E-GEOD-5630.processed.1.zip	continuous light	wild_type	leaf 7, proximal half
GSE5630GSM131534	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	wild_type	leaf 7, distal half	Col-0:  Photoperiod: continuous light Relative humidity: 65% Substrate: soil Temperature: 23oC. Tissue: leaf 7, distal half	GSE5630GSM131534 sample	GSE5630GSM131534 extract	total_RNA	GSE5630GSM131534 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	ATGE_21_A	A-AFFY-2	P-AFFY-6	ATGE_21_A	GSM131534.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5630/E-GEOD-5630.raw.1.zip	E-GEOD-5630-processed-data-1628522761.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5630/E-GEOD-5630.processed.1.zip	continuous light	wild_type	leaf 7, distal half
GSE5630GSM131535	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	wild_type	leaf 7, distal half	Col-0:  Photoperiod: continuous light Relative humidity: 65% Substrate: soil Temperature: 23oC. Tissue: leaf 7, distal half	GSE5630GSM131535 sample	GSE5630GSM131535 extract	total_RNA	GSE5630GSM131535 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	ATGE_21_B	A-AFFY-2	P-AFFY-6	ATGE_21_B	GSM131535.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5630/E-GEOD-5630.raw.1.zip	E-GEOD-5630-processed-data-1628522761.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5630/E-GEOD-5630.processed.1.zip	continuous light	wild_type	leaf 7, distal half
GSE5630GSM131536	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	wild_type	leaf 7, distal half	Col-0:  Photoperiod: continuous light Relative humidity: 65% Substrate: soil Temperature: 23oC. Tissue: leaf 7, distal half	GSE5630GSM131536 sample	GSE5630GSM131536 extract	total_RNA	GSE5630GSM131536 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	ATGE_21_C	A-AFFY-2	P-AFFY-6	ATGE_21_C	GSM131536.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5630/E-GEOD-5630.raw.1.zip	E-GEOD-5630-processed-data-1628522761.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5630/E-GEOD-5630.processed.1.zip	continuous light	wild_type	leaf 7, distal half
GSE5630GSM131537	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	wild_type	senescing leaf	Col-0:  Photoperiod: continuous light Relative humidity: 65% Substrate: soil Temperature: 23oC. Tissue: senescing leaves	GSE5630GSM131537 sample	GSE5630GSM131537 extract	total_RNA	GSE5630GSM131537 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	ATGE_25_A	A-AFFY-2	P-AFFY-6	ATGE_25_A	GSM131537.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5630/E-GEOD-5630.raw.1.zip	E-GEOD-5630-processed-data-1628522761.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5630/E-GEOD-5630.processed.1.zip	continuous light	wild_type	senescing leaf
GSE5630GSM131538	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	wild_type	senescing leaf	Col-0:  Photoperiod: continuous light Relative humidity: 65% Substrate: soil Temperature: 23oC. Tissue: senescing leaves	GSE5630GSM131538 sample	GSE5630GSM131538 extract	total_RNA	GSE5630GSM131538 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	ATGE_25_B	A-AFFY-2	P-AFFY-6	ATGE_25_B	GSM131538.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5630/E-GEOD-5630.raw.1.zip	E-GEOD-5630-processed-data-1628522761.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5630/E-GEOD-5630.processed.1.zip	continuous light	wild_type	senescing leaf
GSE5630GSM131539	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	wild_type	senescing leaf	Col-0:  Photoperiod: continuous light Relative humidity: 65% Substrate: soil Temperature: 23oC. Tissue: senescing leaves	GSE5630GSM131539 sample	GSE5630GSM131539 extract	total_RNA	GSE5630GSM131539 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	ATGE_25_C	A-AFFY-2	P-AFFY-6	ATGE_25_C	GSM131539.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5630/E-GEOD-5630.raw.1.zip	E-GEOD-5630-processed-data-1628522761.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5630/E-GEOD-5630.processed.1.zip	continuous light	wild_type	senescing leaf
GSE5630GSM131540	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	wild_type	cauline leaf	Col-0:  Photoperiod: continuous light Relative humidity: 65% Substrate: soil Temperature: 23oC. Tissue: cauline leaves	GSE5630GSM131540 sample	GSE5630GSM131540 extract	total_RNA	GSE5630GSM131540 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	ATGE_26_A	A-AFFY-2	P-AFFY-6	ATGE_26_A	GSM131540.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5630/E-GEOD-5630.raw.1.zip	E-GEOD-5630-processed-data-1628522761.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5630/E-GEOD-5630.processed.1.zip	continuous light	wild_type	cauline leaf
GSE5630GSM131541	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	wild_type	cauline leaf	Col-0:  Photoperiod: continuous light Relative humidity: 65% Substrate: soil Temperature: 23oC. Tissue: cauline leaves	GSE5630GSM131541 sample	GSE5630GSM131541 extract	total_RNA	GSE5630GSM131541 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	ATGE_26_B	A-AFFY-2	P-AFFY-6	ATGE_26_B	GSM131541.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5630/E-GEOD-5630.raw.1.zip	E-GEOD-5630-processed-data-1628522761.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5630/E-GEOD-5630.processed.1.zip	continuous light	wild_type	cauline leaf
GSE5630GSM131542	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	wild_type	cauline leaf	Col-0:  Photoperiod: continuous light Relative humidity: 65% Substrate: soil Temperature: 23oC. Tissue: cauline leaves	GSE5630GSM131542 sample	GSE5630GSM131542 extract	total_RNA	GSE5630GSM131542 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	ATGE_26_C	A-AFFY-2	P-AFFY-6	ATGE_26_C	GSM131542.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5630/E-GEOD-5630.raw.1.zip	E-GEOD-5630-processed-data-1628522761.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5630/E-GEOD-5630.processed.1.zip	continuous light	wild_type	cauline leaf
GSE5630GSM131498	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	wild_type	leaves 1 and 2	Col-0:  Photoperiod: continuous light Relative humidity: 65% Substrate: soil Temperature: 23oC. Tissue: leaves 1 + 2	GSE5630GSM131498 sample	GSE5630GSM131498 extract	total_RNA	GSE5630GSM131498 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	ATGE_5_A	A-AFFY-2	P-AFFY-6	ATGE_5_A	GSM131498.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5630/E-GEOD-5630.raw.1.zip	E-GEOD-5630-processed-data-1628522761.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5630/E-GEOD-5630.processed.1.zip	continuous light	wild_type	leaves 1 and 2
GSE5630GSM131499	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	wild_type	leaves 1 and 2	Col-0:  Photoperiod: continuous light Relative humidity: 65% Substrate: soil Temperature: 23oC. Tissue: leaves 1 + 2	GSE5630GSM131499 sample	GSE5630GSM131499 extract	total_RNA	GSE5630GSM131499 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	ATGE_5_B	A-AFFY-2	P-AFFY-6	ATGE_5_B	GSM131499.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5630/E-GEOD-5630.raw.1.zip	E-GEOD-5630-processed-data-1628522761.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5630/E-GEOD-5630.processed.1.zip	continuous light	wild_type	leaves 1 and 2
GSE5630GSM131500	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	wild_type	leaves 1 and 2	Col-0:  Photoperiod: continuous light Relative humidity: 65% Substrate: soil Temperature: 23oC. Tissue: leaves 1 + 2	GSE5630GSM131500 sample	GSE5630GSM131500 extract	total_RNA	GSE5630GSM131500 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	ATGE_5_C	A-AFFY-2	P-AFFY-6	ATGE_5_C	GSM131500.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5630/E-GEOD-5630.raw.1.zip	E-GEOD-5630-processed-data-1628522761.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5630/E-GEOD-5630.processed.1.zip	continuous light	wild_type	leaves 1 and 2
GSE5630GSM131543	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	wild_type	vegetative rosette	Col-0:  Photoperiod: short day (10/14) Substrate: soil Temperature: 22oC. Tissue: veg rosette (for phase change)	GSE5630GSM131543 sample	GSE5630GSM131543 extract	total_RNA	GSE5630GSM131543 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	ATGE_87_A	A-AFFY-2	P-AFFY-6	ATGE_87_A	GSM131543.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5630/E-GEOD-5630.raw.1.zip	E-GEOD-5630-processed-data-1628522761.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5630/E-GEOD-5630.processed.1.zip	short day	wild_type	vegetative rosette
GSE5630GSM131544	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	wild_type	vegetative rosette	Col-0:  Photoperiod: short day (10/14) Substrate: soil Temperature: 22oC. Tissue: veg rosette (for phase change)	GSE5630GSM131544 sample	GSE5630GSM131544 extract	total_RNA	GSE5630GSM131544 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	ATGE_87_B	A-AFFY-2	P-AFFY-6	ATGE_87_B	GSM131544.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5630/E-GEOD-5630.raw.1.zip	E-GEOD-5630-processed-data-1628522761.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5630/E-GEOD-5630.processed.1.zip	short day	wild_type	vegetative rosette
GSE5630GSM131545	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	wild_type	vegetative rosette	Col-0:  Photoperiod: short day (10/14) Substrate: soil Temperature: 22oC. Tissue: veg rosette (for phase change)	GSE5630GSM131545 sample	GSE5630GSM131545 extract	total_RNA	GSE5630GSM131545 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	ATGE_87_C	A-AFFY-2	P-AFFY-6	ATGE_87_C	GSM131545.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5630/E-GEOD-5630.raw.1.zip	E-GEOD-5630-processed-data-1628522761.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5630/E-GEOD-5630.processed.1.zip	short day	wild_type	vegetative rosette
GSE5630GSM131546	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	wild_type	vegetative rosette	Col-0:  Photoperiod: short day (10/14) Substrate: soil Temperature: 22oC. Tissue: veg rosette (for phase change)	GSE5630GSM131546 sample	GSE5630GSM131546 extract	total_RNA	GSE5630GSM131546 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	ATGE_89_A	A-AFFY-2	P-AFFY-6	ATGE_89_A	GSM131546.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5630/E-GEOD-5630.raw.1.zip	E-GEOD-5630-processed-data-1628522761.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5630/E-GEOD-5630.processed.1.zip	short day	wild_type	vegetative rosette
GSE5630GSM131547	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	wild_type	vegetative rosette	Col-0:  Photoperiod: short day (10/14) Substrate: soil Temperature: 22oC. Tissue: veg rosette (for phase change)	GSE5630GSM131547 sample	GSE5630GSM131547 extract	total_RNA	GSE5630GSM131547 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	ATGE_89_B	A-AFFY-2	P-AFFY-6	ATGE_89_B	GSM131547.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5630/E-GEOD-5630.raw.1.zip	E-GEOD-5630-processed-data-1628522761.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5630/E-GEOD-5630.processed.1.zip	short day	wild_type	vegetative rosette
GSE5630GSM131548	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	wild_type	vegetative rosette	Col-0:  Photoperiod: short day (10/14) Substrate: soil Temperature: 22oC. Tissue: veg rosette (for phase change)	GSE5630GSM131548 sample	GSE5630GSM131548 extract	total_RNA	GSE5630GSM131548 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	ATGE_89_C	A-AFFY-2	P-AFFY-6	ATGE_89_C	GSM131548.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5630/E-GEOD-5630.raw.1.zip	E-GEOD-5630-processed-data-1628522761.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5630/E-GEOD-5630.processed.1.zip	short day	wild_type	vegetative rosette
GSE5630GSM131549	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	wild_type	vegetative rosette	Col-0:  Photoperiod: short day (10/14) Temperature: 22oC. Tissue: veg rosette (for phase change)	GSE5630GSM131549 sample	GSE5630GSM131549 extract	total_RNA	GSE5630GSM131549 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	ATGE_90_A	A-AFFY-2	P-AFFY-6	ATGE_90_A	GSM131549.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5630/E-GEOD-5630.raw.1.zip	E-GEOD-5630-processed-data-1628522761.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5630/E-GEOD-5630.processed.1.zip	short day	wild_type	vegetative rosette
GSE5630GSM131550	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	wild_type	vegetative rosette	Col-0:  Photoperiod: short day (10/14) Temperature: 22oC. Tissue: veg rosette (for phase change)	GSE5630GSM131550 sample	GSE5630GSM131550 extract	total_RNA	GSE5630GSM131550 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	ATGE_90_B	A-AFFY-2	P-AFFY-6	ATGE_90_B	GSM131550.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5630/E-GEOD-5630.raw.1.zip	E-GEOD-5630-processed-data-1628522761.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5630/E-GEOD-5630.processed.1.zip	short day	wild_type	vegetative rosette
GSE5630GSM131551	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	wild_type	vegetative rosette	Col-0:  Photoperiod: short day (10/14) Temperature: 22oC. Tissue: veg rosette (for phase change)	GSE5630GSM131551 sample	GSE5630GSM131551 extract	total_RNA	GSE5630GSM131551 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	ATGE_90_D	A-AFFY-2	P-AFFY-6	ATGE_90_D	GSM131551.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5630/E-GEOD-5630.raw.1.zip	E-GEOD-5630-processed-data-1628522761.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5630/E-GEOD-5630.processed.1.zip	short day	wild_type	vegetative rosette
GSE5630GSM131552	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0	wild_type	leaf	Col-0:  Photoperiod: long day Substrate: 1xMS, 1% sucrose Temperature: 22oC. Tissue: leaf	GSE5630GSM131552 sample	GSE5630GSM131552 extract	total_RNA	GSE5630GSM131552 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	ATGE_91_A	A-AFFY-2	P-AFFY-6	ATGE_91_A	GSM131552.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5630/E-GEOD-5630.raw.1.zip	E-GEOD-5630-processed-data-1628522761.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5630/E-GEOD-5630.processed.1.zip	long day	wild_type	leaf
