Source Name	Comment [Sample_description]	Comment [Sample_source_name]	Comment [Sample_description]	Comment [Sample_description]	Comment [Sample_description]	Comment [Sample_description]	Comment [Sample_source_name]	Characteristics[Organism]	Term Source REF	Term Accession Number	Characteristics[DevelopmentalStage]	Characteristics[OrganismPart]	Characteristics[Ecotype]	Comment[Tissue]	Protocol REF	Protocol REF	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Protocol REF	Hybridization Name	Array Design REF	Protocol REF	Protocol REF	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Normalization Name	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	FactorValue[DEVELOPMENTAL STAGE]	FactorValue[ORGANISM PART]
GSM131602 1	Photoperiod: continuous light	 	Relative humidity: 65%	Substrate: soil	Temperature: 23oC	 	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	15	pedicel	Col-0	flowers stage 15, pedicels	 	 	 	GSM131602 extract 1	total RNA	 	GSM131602 LE 1	biotin	 	GSM131602	A-AFFY-2	P-GSE15617-3	 	GSM131602.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-15617/E-GEOD-15617.raw.1.zip	P-GSE15617-1	GSM131602_sample_table.txt norm	GSM131602_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-15617/E-GEOD-15617.processed.1.zip	15	pedicel
GSM131601 1	Photoperiod: continuous light	 	Relative humidity: 65%	Substrate: soil	Temperature: 23oC	 	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	15	pedicel	Col-0	flowers stage 15, pedicels	 	 	 	GSM131601 extract 1	total RNA	 	GSM131601 LE 1	biotin	 	GSM131601	A-AFFY-2	P-GSE15617-3	 	GSM131601.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-15617/E-GEOD-15617.raw.1.zip	P-GSE15617-1	GSM131601_sample_table.txt norm	GSM131601_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-15617/E-GEOD-15617.processed.1.zip	15	pedicel
GSM131600 1	Photoperiod: continuous light	 	Relative humidity: 65%	Substrate: soil	Temperature: 23oC	 	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	15	pedicel	Col-0	flowers stage 15, pedicels	 	 	 	GSM131600 extract 1	total RNA	 	GSM131600 LE 1	biotin	 	GSM131600	A-AFFY-2	P-GSE15617-3	 	GSM131600.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-15617/E-GEOD-15617.raw.1.zip	P-GSE15617-1	GSM131600_sample_table.txt norm	GSM131600_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-15617/E-GEOD-15617.processed.1.zip	15	pedicel
GSM131596 1	Photoperiod: continuous light	 	Relative humidity: 65%	Substrate: soil	Temperature: 23oC	 	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	12	carpel	Col-0	flowers stage 12, carpels	 	 	 	GSM131596 extract 1	total RNA	 	GSM131596 LE 1	biotin	 	GSM131596	A-AFFY-2	P-GSE15617-3	 	GSM131596.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-15617/E-GEOD-15617.raw.1.zip	P-GSE15617-1	GSM131596_sample_table.txt norm	GSM131596_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-15617/E-GEOD-15617.processed.1.zip	12	carpel
GSM131595 1	Photoperiod: continuous light	 	Relative humidity: 65%	Substrate: soil	Temperature: 23oC	 	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	12	carpel	Col-0	flowers stage 12, carpels	 	 	 	GSM131595 extract 1	total RNA	 	GSM131595 LE 1	biotin	 	GSM131595	A-AFFY-2	P-GSE15617-3	 	GSM131595.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-15617/E-GEOD-15617.raw.1.zip	P-GSE15617-1	GSM131595_sample_table.txt norm	GSM131595_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-15617/E-GEOD-15617.processed.1.zip	12	carpel
GSM131594 1	Photoperiod: continuous light	 	Relative humidity: 65%	Substrate: soil	Temperature: 23oC	 	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	12	carpel	Col-0	flowers stage 12, carpels	 	 	 	GSM131594 extract 1	total RNA	 	GSM131594 LE 1	biotin	 	GSM131594	A-AFFY-2	P-GSE15617-3	 	GSM131594.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-15617/E-GEOD-15617.raw.1.zip	P-GSE15617-1	GSM131594_sample_table.txt norm	GSM131594_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-15617/E-GEOD-15617.processed.1.zip	12	carpel
GSM131593 1	Photoperiod: continuous light	 	Relative humidity: 65%	Substrate: soil	Temperature: 23oC	 	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	12	stamen	Col-0	flowers stage 12, stamens	 	 	 	GSM131593 extract 1	total RNA	 	GSM131593 LE 1	biotin	 	GSM131593	A-AFFY-2	P-GSE15617-3	 	GSM131593.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-15617/E-GEOD-15617.raw.1.zip	P-GSE15617-1	GSM131593_sample_table.txt norm	GSM131593_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-15617/E-GEOD-15617.processed.1.zip	12	stamen
GSM131592 1	Photoperiod: continuous light	 	Relative humidity: 65%	Substrate: soil	Temperature: 23oC	 	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	12	stamen	Col-0	flowers stage 12, stamens	 	 	 	GSM131592 extract 1	total RNA	 	GSM131592 LE 1	biotin	 	GSM131592	A-AFFY-2	P-GSE15617-3	 	GSM131592.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-15617/E-GEOD-15617.raw.1.zip	P-GSE15617-1	GSM131592_sample_table.txt norm	GSM131592_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-15617/E-GEOD-15617.processed.1.zip	12	stamen
GSM131591 1	Photoperiod: continuous light	 	Relative humidity: 65%	Substrate: soil	Temperature: 23oC	 	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	12	stamen	Col-0	flowers stage 12, stamens	 	 	 	GSM131591 extract 1	total RNA	 	GSM131591 LE 1	biotin	 	GSM131591	A-AFFY-2	P-GSE15617-3	 	GSM131591.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-15617/E-GEOD-15617.raw.1.zip	P-GSE15617-1	GSM131591_sample_table.txt norm	GSM131591_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-15617/E-GEOD-15617.processed.1.zip	12	stamen
GSM131590 1	Photoperiod: continuous light	 	Relative humidity: 65%	Substrate: soil	Temperature: 23oC	 	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	12	petal	Col-0	flowers stage 12, petals	 	 	 	GSM131590 extract 1	total RNA	 	GSM131590 LE 1	biotin	 	GSM131590	A-AFFY-2	P-GSE15617-3	 	GSM131590.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-15617/E-GEOD-15617.raw.1.zip	P-GSE15617-1	GSM131590_sample_table.txt norm	GSM131590_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-15617/E-GEOD-15617.processed.1.zip	12	petal
GSM131589 1	Photoperiod: continuous light	 	Relative humidity: 65%	Substrate: soil	Temperature: 23oC	 	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	12	petal	Col-0	flowers stage 12, petals	 	 	 	GSM131589 extract 1	total RNA	 	GSM131589 LE 1	biotin	 	GSM131589	A-AFFY-2	P-GSE15617-3	 	GSM131589.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-15617/E-GEOD-15617.raw.1.zip	P-GSE15617-1	GSM131589_sample_table.txt norm	GSM131589_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-15617/E-GEOD-15617.processed.1.zip	12	petal
GSM131588 1	Photoperiod: continuous light	 	Relative humidity: 65%	Substrate: soil	Temperature: 23oC	 	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	12	petal	Col-0	flowers stage 12, petals	 	 	 	GSM131588 extract 1	total RNA	 	GSM131588 LE 1	biotin	 	GSM131588	A-AFFY-2	P-GSE15617-3	 	GSM131588.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-15617/E-GEOD-15617.raw.1.zip	P-GSE15617-1	GSM131588_sample_table.txt norm	GSM131588_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-15617/E-GEOD-15617.processed.1.zip	12	petal
GSM131587 1	Photoperiod: continuous light	 	Relative humidity: 65%	Substrate: soil	Temperature: 23oC	 	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	12	sepal	Col-0	flowers stage 12, sepals	 	 	 	GSM131587 extract 1	total RNA	 	GSM131587 LE 1	biotin	 	GSM131587	A-AFFY-2	P-GSE15617-3	 	GSM131587.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-15617/E-GEOD-15617.raw.1.zip	P-GSE15617-1	GSM131587_sample_table.txt norm	GSM131587_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-15617/E-GEOD-15617.processed.1.zip	12	sepal
GSM131586 1	Photoperiod: continuous light	 	Relative humidity: 65%	Substrate: soil	Temperature: 23oC	 	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	12	sepal	Col-0	flowers stage 12, sepals	 	 	 	GSM131586 extract 1	total RNA	 	GSM131586 LE 1	biotin	 	GSM131586	A-AFFY-2	P-GSE15617-3	 	GSM131586.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-15617/E-GEOD-15617.raw.1.zip	P-GSE15617-1	GSM131586_sample_table.txt norm	GSM131586_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-15617/E-GEOD-15617.processed.1.zip	12	sepal
GSM131585 1	Photoperiod: continuous light	 	Relative humidity: 65%	Substrate: soil	Temperature: 23oC	 	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	12	sepal	Col-0	flowers stage 12, sepals	 	 	 	GSM131585 extract 1	total RNA	 	GSM131585 LE 1	biotin	 	GSM131585	A-AFFY-2	P-GSE15617-3	 	GSM131585.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-15617/E-GEOD-15617.raw.1.zip	P-GSE15617-1	GSM131585_sample_table.txt norm	GSM131585_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-15617/E-GEOD-15617.processed.1.zip	12	sepal
GSM131560 1	Photoperiod: continuous light	 	Relative humidity: 65%	Substrate: soil	Temperature: 23oC	 	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	n/a	root	Col-0	roots	 	 	 	GSM131560 extract 1	total RNA	 	GSM131560 LE 1	biotin	 	GSM131560	A-AFFY-2	P-GSE15617-3	 	GSM131560.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-15617/E-GEOD-15617.raw.1.zip	P-GSE15617-1	GSM131560_sample_table.txt norm	GSM131560_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-15617/E-GEOD-15617.processed.1.zip	n/a	root
GSM131559 1	Photoperiod: continuous light	 	Relative humidity: 65%	Substrate: soil	Temperature: 23oC	 	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	n/a	root	Col-0	roots	 	 	 	GSM131559 extract 1	total RNA	 	GSM131559 LE 1	biotin	 	GSM131559	A-AFFY-2	P-GSE15617-3	 	GSM131559.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-15617/E-GEOD-15617.raw.1.zip	P-GSE15617-1	GSM131559_sample_table.txt norm	GSM131559_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-15617/E-GEOD-15617.processed.1.zip	n/a	root
GSM131558 1	Photoperiod: continuous light	 	Relative humidity: 65%	Substrate: soil	Temperature: 23oC	 	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	n/a	root	Col-0	roots	 	 	 	GSM131558 extract 1	total RNA	 	GSM131558 LE 1	biotin	 	GSM131558	A-AFFY-2	P-GSE15617-3	 	GSM131558.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-15617/E-GEOD-15617.raw.1.zip	P-GSE15617-1	GSM131558_sample_table.txt norm	GSM131558_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-15617/E-GEOD-15617.processed.1.zip	n/a	root
GSM131542 1	Photoperiod: continuous light	 	Relative humidity: 65%	Substrate: soil	Temperature: 23oC	 	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	n/a	cauline leaf	Col-0	cauline leaves	 	 	 	GSM131542 extract 1	total RNA	 	GSM131542 LE 1	biotin	 	GSM131542	A-AFFY-2	P-GSE15617-3	 	GSM131542.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-15617/E-GEOD-15617.raw.1.zip	P-GSE15617-1	GSM131542_sample_table.txt norm	GSM131542_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-15617/E-GEOD-15617.processed.1.zip	n/a	cauline leaf
GSM131541 1	Photoperiod: continuous light	 	Relative humidity: 65%	Substrate: soil	Temperature: 23oC	 	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	n/a	cauline leaf	Col-0	cauline leaves	 	 	 	GSM131541 extract 1	total RNA	 	GSM131541 LE 1	biotin	 	GSM131541	A-AFFY-2	P-GSE15617-3	 	GSM131541.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-15617/E-GEOD-15617.raw.1.zip	P-GSE15617-1	GSM131541_sample_table.txt norm	GSM131541_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-15617/E-GEOD-15617.processed.1.zip	n/a	cauline leaf
GSM131540 1	Photoperiod: continuous light	 	Relative humidity: 65%	Substrate: soil	Temperature: 23oC	 	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	n/a	cauline leaf	Col-0	cauline leaves	 	 	 	GSM131540 extract 1	total RNA	 	GSM131540 LE 1	biotin	 	GSM131540	A-AFFY-2	P-GSE15617-3	 	GSM131540.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-15617/E-GEOD-15617.raw.1.zip	P-GSE15617-1	GSM131540_sample_table.txt norm	GSM131540_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-15617/E-GEOD-15617.processed.1.zip	n/a	cauline leaf
GSM131530 1	Photoperiod: continuous light	 	Relative humidity: 65%	Substrate: soil	Temperature: 23oC	 	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	n/a	leaf 7	Col-0	leaf 7, petiol	 	 	 	GSM131530 extract 1	total RNA	 	GSM131530 LE 1	biotin	 	GSM131530	A-AFFY-2	P-GSE15617-3	 	GSM131530.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-15617/E-GEOD-15617.raw.1.zip	P-GSE15617-1	GSM131530_sample_table.txt norm	GSM131530_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-15617/E-GEOD-15617.processed.1.zip	n/a	leaf 7
GSM131529 1	Photoperiod: continuous light	 	Relative humidity: 65%	Substrate: soil	Temperature: 23oC	 	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	n/a	leaf 7	Col-0	leaf 7, petiol	 	 	 	GSM131529 extract 1	total RNA	 	GSM131529 LE 1	biotin	 	GSM131529	A-AFFY-2	P-GSE15617-3	 	GSM131529.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-15617/E-GEOD-15617.raw.1.zip	P-GSE15617-1	GSM131529_sample_table.txt norm	GSM131529_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-15617/E-GEOD-15617.processed.1.zip	n/a	leaf 7
GSM131528 1	Photoperiod: continuous light	 	Relative humidity: 65%	Substrate: soil	Temperature: 23oC	 	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	n/a	leaf 7	Col-0	leaf 7, petiol	 	 	 	GSM131528 extract 1	total RNA	 	GSM131528 LE 1	biotin	 	GSM131528	A-AFFY-2	P-GSE15617-3	 	GSM131528.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-15617/E-GEOD-15617.raw.1.zip	P-GSE15617-1	GSM131528_sample_table.txt norm	GSM131528_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-15617/E-GEOD-15617.processed.1.zip	n/a	leaf 7
GSM131512 1	Photoperiod: continuous light	 	Relative humidity: 65%	Substrate: soil	Temperature: 23oC	Tissue comments: leaf #12 was approx. 1 cm long flowering time (n=20): rosette: 11.1 +/- 0.8 cauline: 2.8 +/- 0.6 total: 13.9 +/- 1.1	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	n/a	rosette leaf	Col-0	rosette leaf # 4	 	 	 	GSM131512 extract 1	total RNA	 	GSM131512 LE 1	biotin	 	GSM131512	A-AFFY-2	P-GSE15617-3	 	GSM131512.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-15617/E-GEOD-15617.raw.1.zip	P-GSE15617-1	GSM131512_sample_table.txt norm	GSM131512_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-15617/E-GEOD-15617.processed.1.zip	n/a	rosette leaf
GSM131511 1	Photoperiod: continuous light	 	Relative humidity: 65%	Substrate: soil	Temperature: 23oC	Tissue comments: leaf #12 was approx. 1 cm long flowering time (n=20): rosette: 11.1 +/- 0.8 cauline: 2.8 +/- 0.6 total: 13.9 +/- 1.1	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	n/a	rosette leaf	Col-0	rosette leaf # 4	 	 	 	GSM131511 extract 1	total RNA	 	GSM131511 LE 1	biotin	 	GSM131511	A-AFFY-2	P-GSE15617-3	 	GSM131511.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-15617/E-GEOD-15617.raw.1.zip	P-GSE15617-1	GSM131511_sample_table.txt norm	GSM131511_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-15617/E-GEOD-15617.processed.1.zip	n/a	rosette leaf
GSM131510 1	Photoperiod: continuous light	 	Relative humidity: 65%	Substrate: soil	Temperature: 23oC	Tissue comments: leaf #12 was approx. 1 cm long flowering time (n=20): rosette: 11.1 +/- 0.8 cauline: 2.8 +/- 0.6 total: 13.9 +/- 1.1	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	n/a	rosette leaf	Col-0	rosette leaf # 4	 	 	 	GSM131510 extract 1	total RNA	 	GSM131510 LE 1	biotin	 	GSM131510	A-AFFY-2	P-GSE15617-3	 	GSM131510.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-15617/E-GEOD-15617.raw.1.zip	P-GSE15617-1	GSM131510_sample_table.txt norm	GSM131510_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-15617/E-GEOD-15617.processed.1.zip	n/a	rosette leaf
