Source Name	Characteristics [Ecotype]	Characteristics [Genotype]	Characteristics [OrganismPart]	Term Source REF	Term Accession Number	Characteristics [StrainOrLine]	Characteristics [Organism]	Term Source REF	Term Accession Number	Protocol REF	Protocol REF	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Material Type	Hybridization Name	Array Design REF	Protocol REF	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Derived Array Data Matrix File	Comment [Derived ArrayExpress FTP file]	Factor Value [TEMPERATURE]	Unit [TemperatureUnit]	Factor Value [LIGHT]	Factor Value [TIME]	Unit [TimeUnit]
ATH_caldana_COND_B 220	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17005	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_B 220	total_RNA	P-MTAB-17015	ATH_caldana_COND_B 220	biotin	synthetic_DNA	ATH_caldana_COND_B 220	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_35.CEL	affy_ATH1_caldana_35.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.1.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	21	degree_C	darkness (0 uE)	220	minutes
ATH_caldana_COND_D 260	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17009	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_D 260	total_RNA	P-MTAB-17015	ATH_caldana_COND_D 260	biotin	synthetic_DNA	ATH_caldana_COND_D 260	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_81.CEL	affy_ATH1_caldana_81.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.1.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	4	degree_C	darkness (0 uE)	260	minutes
ATH_caldana_COND_D 5	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17005	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_D 5	total_RNA	P-MTAB-17015	ATH_caldana_COND_D 5	biotin	synthetic_DNA	ATH_caldana_COND_D 5	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_67.CEL	affy_ATH1_caldana_67.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.1.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	4	degree_C	darkness (0 uE)	5	minutes
ATH_caldana_COND_F 340	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17005	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_F 340	total_RNA	P-MTAB-17015	ATH_caldana_COND_F 340	biotin	synthetic_DNA	ATH_caldana_COND_F 340	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_129.CEL	affy_ATH1_caldana_129.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.1.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	32	degree_C	darkness (0 uE)	340	minutes
ATH_caldana_COND_H 10	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17005	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_H 10	total_RNA	P-MTAB-17015	ATH_caldana_COND_H 10	biotin	synthetic_DNA	ATH_caldana_COND_H 10	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_156.CEL	affy_ATH1_caldana_156.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.1.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	21	degree_C	high light (400 uE)	10	minutes
ATH_caldana_COND_A 20	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17005	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_A 20	total_RNA	P-MTAB-17015	ATH_caldana_COND_A 20	biotin	synthetic_DNA	ATH_caldana_COND_A 20	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_3.CEL	affy_ATH1_caldana_3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.1.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	21/18	degree_C	normal light (150 uE)	20	minutes
ATH_caldana_COND_H 300	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17005	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_H 300	total_RNA	P-MTAB-17015	ATH_caldana_COND_H 300	biotin	synthetic_DNA	ATH_caldana_COND_H 300	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_171.CEL	affy_ATH1_caldana_171.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.1.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	21	degree_C	high light (400 uE)	300	minutes
ATH_caldana_COND_D 320	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17009	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_D 320	total_RNA	P-MTAB-17015	ATH_caldana_COND_D 320	biotin	synthetic_DNA	ATH_caldana_COND_D 320	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_84.CEL	affy_ATH1_caldana_84.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.1.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	4	degree_C	darkness (0 uE)	320	minutes
ATH_caldana_COND_D 20	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17005	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_D 20	total_RNA	P-MTAB-17015	ATH_caldana_COND_D 20	biotin	synthetic_DNA	ATH_caldana_COND_D 20	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_69.CEL	affy_ATH1_caldana_69.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.1.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	4	degree_C	darkness (0 uE)	20	minutes
ATH_caldana_COND_E 240	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17005	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_E 240	total_RNA	P-MTAB-17015	ATH_caldana_COND_E 240	biotin	synthetic_DNA	ATH_caldana_COND_E 240	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_102.CEL	affy_ATH1_caldana_102.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.1.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	32	degree_C	normal light (150 uE)	240	minutes
ATH_caldana_COND_A 220	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17006	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_A 220	total_RNA	P-MTAB-17015	ATH_caldana_COND_A 220	biotin	synthetic_DNA	ATH_caldana_COND_A 220	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_13.CEL	affy_ATH1_caldana_13.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.1.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	21/18	degree_C	normal light (150 uE)	220	minutes
ATH_caldana_COND_B 120	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17005	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_B 120	total_RNA	P-MTAB-17015	ATH_caldana_COND_B 120	biotin	synthetic_DNA	ATH_caldana_COND_B 120	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_30.CEL	affy_ATH1_caldana_30.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.1.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	21	degree_C	darkness (0 uE)	120	minutes
ATH_caldana_COND_A 180	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17005	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_A 180	total_RNA	P-MTAB-17015	ATH_caldana_COND_A 180	biotin	synthetic_DNA	ATH_caldana_COND_A 180	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_11.CEL	affy_ATH1_caldana_11.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.1.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	21/18	degree_C	normal light (150 uE)	180	minutes
ATH_caldana_COND_H 280	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17005	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_H 280	total_RNA	P-MTAB-17015	ATH_caldana_COND_H 280	biotin	synthetic_DNA	ATH_caldana_COND_H 280	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_170.CEL	affy_ATH1_caldana_170.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.1.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	21	degree_C	high light (400 uE)	280	minutes
ATH_caldana_COND_E 340	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17005	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_E 340	total_RNA	P-MTAB-17015	ATH_caldana_COND_E 340	biotin	synthetic_DNA	ATH_caldana_COND_E 340	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_107.CEL	affy_ATH1_caldana_107.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.2.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	32	degree_C	normal light (150 uE)	340	minutes
ATH_caldana_COND_G 280	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17005	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_G 280	total_RNA	P-MTAB-17015	ATH_caldana_COND_G 280	biotin	synthetic_DNA	ATH_caldana_COND_G 280	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_148.CEL	affy_ATH1_caldana_148.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.2.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	21	degree_C	low light (75 uE)	280	minutes
ATH_caldana_COND_F 80	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17011	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_F 80	total_RNA	P-MTAB-17015	ATH_caldana_COND_F 80	biotin	synthetic_DNA	ATH_caldana_COND_F 80	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_116.CEL	affy_ATH1_caldana_116.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.2.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	32	degree_C	darkness (0 uE)	80	minutes
ATH_caldana_COND_C 80	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17005	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_C 80	total_RNA	P-MTAB-17015	ATH_caldana_COND_C 80	biotin	synthetic_DNA	ATH_caldana_COND_C 80	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_50.CEL	affy_ATH1_caldana_50.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.2.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	4	degree_C	low light (85 uE)	80	minutes
ATH_caldana_COND_F 10	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17005	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_F 10	total_RNA	P-MTAB-17015	ATH_caldana_COND_F 10	biotin	synthetic_DNA	ATH_caldana_COND_F 10	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_112.CEL	affy_ATH1_caldana_112.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.2.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	32	degree_C	darkness (0 uE)	10	minutes
ATH_caldana_COND_D 200	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17005	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_D 200	total_RNA	P-MTAB-17015	ATH_caldana_COND_D 200	biotin	synthetic_DNA	ATH_caldana_COND_D 200	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_78.CEL	affy_ATH1_caldana_78.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.2.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	4	degree_C	darkness (0 uE)	200	minutes
ATH_caldana_COND_B 60	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17007	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_B 60	total_RNA	P-MTAB-17015	ATH_caldana_COND_B 60	biotin	synthetic_DNA	ATH_caldana_COND_B 60	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_27.CEL	affy_ATH1_caldana_27.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.2.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	21	degree_C	darkness (0 uE)	60	minutes
ATH_caldana_COND_H 160	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17005	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_H 160	total_RNA	P-MTAB-17015	ATH_caldana_COND_H 160	biotin	synthetic_DNA	ATH_caldana_COND_H 160	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_164.CEL	affy_ATH1_caldana_164.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.2.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	21	degree_C	high light (400 uE)	160	minutes
ATH_caldana_COND_E 120	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17010	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_E 120	total_RNA	P-MTAB-17015	ATH_caldana_COND_E 120	biotin	synthetic_DNA	ATH_caldana_COND_E 120	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_96.CEL	affy_ATH1_caldana_96.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.2.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	32	degree_C	normal light (150 uE)	120	minutes
ATH_caldana_COND_E 360	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17005	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_E 360	total_RNA	P-MTAB-17015	ATH_caldana_COND_E 360	biotin	synthetic_DNA	ATH_caldana_COND_E 360	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_108.CEL	affy_ATH1_caldana_108.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.2.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	32	degree_C	normal light (150 uE)	360	minutes
ATH_caldana_COND_B 240	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17005	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_B 240	total_RNA	P-MTAB-17015	ATH_caldana_COND_B 240	biotin	synthetic_DNA	ATH_caldana_COND_B 240	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_36.CEL	affy_ATH1_caldana_36.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.2.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	21	degree_C	darkness (0 uE)	240	minutes
ATH_caldana_COND_E 640	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17010	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_E 640	total_RNA	P-MTAB-17015	ATH_caldana_COND_E 640	biotin	synthetic_DNA	ATH_caldana_COND_E 640	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_109.CEL	affy_ATH1_caldana_109.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.2.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	32	degree_C	normal light (150 uE)	640	minutes
ATH_caldana_COND_F 200	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17011	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_F 200	total_RNA	P-MTAB-17015	ATH_caldana_COND_F 200	biotin	synthetic_DNA	ATH_caldana_COND_F 200	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_122.CEL	affy_ATH1_caldana_122.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.2.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	32	degree_C	darkness (0 uE)	200	minutes
ATH_caldana_COND_C 300	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17005	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_C 300	total_RNA	P-MTAB-17015	ATH_caldana_COND_C 300	biotin	synthetic_DNA	ATH_caldana_COND_C 300	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_61.CEL	affy_ATH1_caldana_61.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.2.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	4	degree_C	low light (85 uE)	300	minutes
ATH_caldana_COND_A 60	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17006	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_A 60	total_RNA	P-MTAB-17015	ATH_caldana_COND_A 60	biotin	synthetic_DNA	ATH_caldana_COND_A 60	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_5.CEL	affy_ATH1_caldana_5.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.2.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	21/18	degree_C	normal light (150 uE)	60	minutes
ATH_caldana_COND_F 40	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17005	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_F 40	total_RNA	P-MTAB-17015	ATH_caldana_COND_F 40	biotin	synthetic_DNA	ATH_caldana_COND_F 40	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_114.CEL	affy_ATH1_caldana_114.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.2.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	32	degree_C	darkness (0 uE)	40	minutes
