Source Name	Characteristics [Organism]	Term Source REF	Term Accession Number	Description	Comment [Sample_characteristics]	Comment [Sample_source_name]	Protocol REF	Protocol REF	Sample Name	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Material Type	Hybridization Name	Array Design REF	Scan Name	Derived Array Data Matrix File	Comment [Derived ArrayExpress FTP file]
GSE4973GSM112233	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Arabidopsis thaliana leaf:  Gene expression data from aphid infested, UV-B treated Arabidopsis thaliana. Ecotype: COL4 (NASC N933); Age: 44 days	Ecotype: COL4 (NASC N933); Age: 44 days	Arabidopsis thaliana leaf	P-G4973-1	P-G4973-2	GSE4973GSM112233 sample	P-G4973-4	GSE4973GSM112233 extract	total_RNA	P-G4973-3	GSE4973GSM112233 LE biotin	biotin	synthetic_RNA	Pseudomonas - UV- rep3	A-AFFY-2	Pseudomonas - UV- rep3	E-GEOD-4973-processed-data-1697100588.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4973/E-GEOD-4973.processed.1.zip
GSE4973GSM112220	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Arabidopsis thaliana leaf, UV-B treated:  Gene expression data from aphid infested, UV-B treated Arabidopsis thaliana. Ecotype: COL4 (NASC N933); Age: 44 days	Ecotype: COL4 (NASC N933); Age: 44 days	Arabidopsis thaliana leaf, UV-B treated	P-G4973-1	P-G4973-2	GSE4973GSM112220 sample	P-G4973-4	GSE4973GSM112220 extract	total_RNA	P-G4973-3	GSE4973GSM112220 LE biotin	biotin	synthetic_RNA	Pseudomonas - UV+ rep5	A-AFFY-2	Pseudomonas - UV+ rep5	E-GEOD-4973-processed-data-1697100588.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4973/E-GEOD-4973.processed.1.zip
GSE4973GSM112268	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Arabidopsis thaliana leaf, Pseudomonas, UV-B and caterpillar treated:  Gene expression data from aphid infested, UV-B treated Arabidopsis thaliana. Ecotype: COL4 (NASC N933); Age: 44 days	Ecotype: COL4 (NASC N933); Age: 44 days	Arabidopsis thaliana leaf, Pseudomonas, UV-B and caterpillar treated	P-G4973-1	P-G4973-2	GSE4973GSM112268 sample	P-G4973-4	GSE4973GSM112268 extract	total_RNA	P-G4973-3	GSE4973GSM112268 LE biotin	biotin	synthetic_RNA	Pseudomonas + UV+ Caterpillar+ rep3	A-AFFY-2	Pseudomonas + UV+ Caterpillar+ rep3	E-GEOD-4973-processed-data-1697100588.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4973/E-GEOD-4973.processed.1.zip
GSE4973GSM112264	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Arabidopsis thaliana leaf, Pseudomonas and UV-B treated:  Gene expression data from aphid infested, UV-B treated Arabidopsis thaliana. Ecotype: COL4 (NASC N933); Age: 44 days	Ecotype: COL4 (NASC N933); Age: 44 days	Arabidopsis thaliana leaf, Pseudomonas and UV-B treated	P-G4973-1	P-G4973-2	GSE4973GSM112264 sample	P-G4973-4	GSE4973GSM112264 extract	total_RNA	P-G4973-3	GSE4973GSM112264 LE biotin	biotin	synthetic_RNA	Pseudomonas + UV+ rep4	A-AFFY-2	Pseudomonas + UV+ rep4	E-GEOD-4973-processed-data-1697100588.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4973/E-GEOD-4973.processed.1.zip
GSE4973GSM112262	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Arabidopsis thaliana leaf, Pseudomonas and UV-B treated:  Gene expression data from aphid infested, UV-B treated Arabidopsis thaliana. Ecotype: COL4 (NASC N933); Age: 44 days	Ecotype: COL4 (NASC N933); Age: 44 days	Arabidopsis thaliana leaf, Pseudomonas and UV-B treated	P-G4973-1	P-G4973-2	GSE4973GSM112262 sample	P-G4973-4	GSE4973GSM112262 extract	total_RNA	P-G4973-3	GSE4973GSM112262 LE biotin	biotin	synthetic_RNA	Pseudomonas + UV+ rep2	A-AFFY-2	Pseudomonas + UV+ rep2	E-GEOD-4973-processed-data-1697100588.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4973/E-GEOD-4973.processed.1.zip
GSE4973GSM112215	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Arabidopsis thaliana leaf, UV-B and aphid treated:  Gene expression data from aphid infested, UV-B treated Arabidopsis thaliana. Ecotype: COL4 (NASC N933); Age: 44 days	Ecotype: COL4 (NASC N933); Age: 44 days	Arabidopsis thaliana leaf, UV-B and aphid treated	P-G4973-1	P-G4973-2	GSE4973GSM112215 sample	P-G4973-4	GSE4973GSM112215 extract	total_RNA	P-G4973-3	GSE4973GSM112215 LE biotin	biotin	synthetic_RNA	Pseudomonas - UV+ Aphid+ rep5	A-AFFY-2	Pseudomonas - UV+ Aphid+ rep5	E-GEOD-4973-processed-data-1697100588.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4973/E-GEOD-4973.processed.1.zip
GSE4973GSM112245	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Arabidopsis thaliana leaf, Pseudomonas and aphid treated:  Gene expression data from aphid infested, UV-B treated Arabidopsis thaliana. Ecotype: COL4 (NASC N933); Age: 44 days	Ecotype: COL4 (NASC N933); Age: 44 days	Arabidopsis thaliana leaf, Pseudomonas and aphid treated	P-G4973-1	P-G4973-2	GSE4973GSM112245 sample	P-G4973-4	GSE4973GSM112245 extract	total_RNA	P-G4973-3	GSE4973GSM112245 LE biotin	biotin	synthetic_RNA	Pseudomonas + UV- Aphid+ rep5	A-AFFY-2	Pseudomonas + UV- Aphid+ rep5	E-GEOD-4973-processed-data-1697100588.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4973/E-GEOD-4973.processed.1.zip
GSE4973GSM112240	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Arabidopsis thaliana leaf, caterpillar treated:  Gene expression data from aphid infested, UV-B treated Arabidopsis thaliana. Ecotype: COL4 (NASC N933); Age: 44 days	Ecotype: COL4 (NASC N933); Age: 44 days	Arabidopsis thaliana leaf, caterpillar treated	P-G4973-1	P-G4973-2	GSE4973GSM112240 sample	P-G4973-4	GSE4973GSM112240 extract	total_RNA	P-G4973-3	GSE4973GSM112240 LE biotin	biotin	synthetic_RNA	Pseudomonas - UV- Caterpillar+ rep5	A-AFFY-2	Pseudomonas - UV- Caterpillar+ rep5	E-GEOD-4973-processed-data-1697100588.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4973/E-GEOD-4973.processed.1.zip
GSE4973GSM112243	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Arabidopsis thaliana leaf, Pseudomonas and aphid treated:  Gene expression data from aphid infested, UV-B treated Arabidopsis thaliana. Ecotype: COL4 (NASC N933); Age: 44 days	Ecotype: COL4 (NASC N933); Age: 44 days	Arabidopsis thaliana leaf, Pseudomonas and aphid treated	P-G4973-1	P-G4973-2	GSE4973GSM112243 sample	P-G4973-4	GSE4973GSM112243 extract	total_RNA	P-G4973-3	GSE4973GSM112243 LE biotin	biotin	synthetic_RNA	Pseudomonas + UV- Aphid+ rep3	A-AFFY-2	Pseudomonas + UV- Aphid+ rep3	E-GEOD-4973-processed-data-1697100588.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4973/E-GEOD-4973.processed.1.zip
GSE4973GSM112242	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Arabidopsis thaliana leaf, Pseudomonas and aphid treated:  Gene expression data from aphid infested, UV-B treated Arabidopsis thaliana. Ecotype: COL4 (NASC N933); Age: 44 days	Ecotype: COL4 (NASC N933); Age: 44 days	Arabidopsis thaliana leaf, Pseudomonas and aphid treated	P-G4973-1	P-G4973-2	GSE4973GSM112242 sample	P-G4973-4	GSE4973GSM112242 extract	total_RNA	P-G4973-3	GSE4973GSM112242 LE biotin	biotin	synthetic_RNA	Pseudomonas + UV- Aphid+ rep2	A-AFFY-2	Pseudomonas + UV- Aphid+ rep2	E-GEOD-4973-processed-data-1697100588.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4973/E-GEOD-4973.processed.1.zip
GSE4973GSM112256	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Arabidopsis thaliana leaf, Pseudomonas, UV-B and aphid treated:  Gene expression data from aphid infested, UV-B treated Arabidopsis thaliana. Ecotype: COL4 (NASC N933); Age: 44 days	Ecotype: COL4 (NASC N933); Age: 44 days	Arabidopsis thaliana leaf, Pseudomonas, UV-B and aphid treated	P-G4973-1	P-G4973-2	GSE4973GSM112256 sample	P-G4973-4	GSE4973GSM112256 extract	total_RNA	P-G4973-3	GSE4973GSM112256 LE biotin	biotin	synthetic_RNA	Pseudomonas + UV+ Aphid+ rep1	A-AFFY-2	Pseudomonas + UV+ Aphid+ rep1	E-GEOD-4973-processed-data-1697100588.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4973/E-GEOD-4973.processed.1.zip
GSE4973GSM112236	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Arabidopsis thaliana leaf, caterpillar treated:  Gene expression data from aphid infested, UV-B treated Arabidopsis thaliana. Ecotype: COL4 (NASC N933); Age: 44 days	Ecotype: COL4 (NASC N933); Age: 44 days	Arabidopsis thaliana leaf, caterpillar treated	P-G4973-1	P-G4973-2	GSE4973GSM112236 sample	P-G4973-4	GSE4973GSM112236 extract	total_RNA	P-G4973-3	GSE4973GSM112236 LE biotin	biotin	synthetic_RNA	Pseudomonas - UV- Caterpillar+ rep1	A-AFFY-2	Pseudomonas - UV- Caterpillar+ rep1	E-GEOD-4973-processed-data-1697100588.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4973/E-GEOD-4973.processed.1.zip
GSE4973GSM112258	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Arabidopsis thaliana leaf, Pseudomonas, UV-B and aphid treated:  Gene expression data from aphid infested, UV-B treated Arabidopsis thaliana. Ecotype: COL4 (NASC N933); Age: 44 days	Ecotype: COL4 (NASC N933); Age: 44 days	Arabidopsis thaliana leaf, Pseudomonas, UV-B and aphid treated	P-G4973-1	P-G4973-2	GSE4973GSM112258 sample	P-G4973-4	GSE4973GSM112258 extract	total_RNA	P-G4973-3	GSE4973GSM112258 LE biotin	biotin	synthetic_RNA	Pseudomonas + UV+ Aphid+ rep3	A-AFFY-2	Pseudomonas + UV+ Aphid+ rep3	E-GEOD-4973-processed-data-1697100588.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4973/E-GEOD-4973.processed.1.zip
GSE4973GSM112225	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Arabidopsis thaliana leaf, UV-B and caterpillar treated:  Gene expression data from aphid infested, UV-B treated Arabidopsis thaliana. Ecotype: COL4 (NASC N933); Age: 44 days	Ecotype: COL4 (NASC N933); Age: 44 days	Arabidopsis thaliana leaf, UV-B and caterpillar treated	P-G4973-1	P-G4973-2	GSE4973GSM112225 sample	P-G4973-4	GSE4973GSM112225 extract	total_RNA	P-G4973-3	GSE4973GSM112225 LE biotin	biotin	synthetic_RNA	Pseudomonas - UV+ Caterpillar+ rep5	A-AFFY-2	Pseudomonas - UV+ Caterpillar+ rep5	E-GEOD-4973-processed-data-1697100588.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4973/E-GEOD-4973.processed.1.zip
GSE4973GSM112246	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Arabidopsis thaliana leaf, Pseudomonas treated:  Gene expression data from aphid infested, UV-B treated Arabidopsis thaliana. Ecotype: COL4 (NASC N933); Age: 44 days	Ecotype: COL4 (NASC N933); Age: 44 days	Arabidopsis thaliana leaf, Pseudomonas treated	P-G4973-1	P-G4973-2	GSE4973GSM112246 sample	P-G4973-4	GSE4973GSM112246 extract	total_RNA	P-G4973-3	GSE4973GSM112246 LE biotin	biotin	synthetic_RNA	Pseudomonas + UV- rep1	A-AFFY-2	Pseudomonas + UV- rep1	E-GEOD-4973-processed-data-1697100588.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4973/E-GEOD-4973.processed.1.zip
GSE4973GSM112230	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Arabidopsis thaliana leaf, aphid treated:  Gene expression data from aphid infested, UV-B treated Arabidopsis thaliana. Ecotype: COL4 (NASC N933); Age: 44 days	Ecotype: COL4 (NASC N933); Age: 44 days	Arabidopsis thaliana leaf, aphid treated	P-G4973-1	P-G4973-2	GSE4973GSM112230 sample	P-G4973-4	GSE4973GSM112230 extract	total_RNA	P-G4973-3	GSE4973GSM112230 LE biotin	biotin	synthetic_RNA	Pseudomonas - UV- Aphid+ rep5	A-AFFY-2	Pseudomonas - UV- Aphid+ rep5	E-GEOD-4973-processed-data-1697100588.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4973/E-GEOD-4973.processed.1.zip
GSE4973GSM112251	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Arabidopsis thaliana leaf, Pseudomonas and caterpillar treated:  Gene expression data from aphid infested, UV-B treated Arabidopsis thaliana. Ecotype: COL4 (NASC N933); Age: 44 days	Ecotype: COL4 (NASC N933); Age: 44 days	Arabidopsis thaliana leaf, Pseudomonas and caterpillar treated	P-G4973-1	P-G4973-2	GSE4973GSM112251 sample	P-G4973-4	GSE4973GSM112251 extract	total_RNA	P-G4973-3	GSE4973GSM112251 LE biotin	biotin	synthetic_RNA	Pseudomonas + UV- Caterpillar+ rep1	A-AFFY-2	Pseudomonas + UV- Caterpillar+ rep1	E-GEOD-4973-processed-data-1697100588.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4973/E-GEOD-4973.processed.1.zip
GSE4973GSM112249	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Arabidopsis thaliana leaf, Pseudomonas treated:  Gene expression data from aphid infested, UV-B treated Arabidopsis thaliana. Ecotype: COL4 (NASC N933); Age: 44 days	Ecotype: COL4 (NASC N933); Age: 44 days	Arabidopsis thaliana leaf, Pseudomonas treated	P-G4973-1	P-G4973-2	GSE4973GSM112249 sample	P-G4973-4	GSE4973GSM112249 extract	total_RNA	P-G4973-3	GSE4973GSM112249 LE biotin	biotin	synthetic_RNA	Pseudomonas + UV- rep4	A-AFFY-2	Pseudomonas + UV- rep4	E-GEOD-4973-processed-data-1697100588.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4973/E-GEOD-4973.processed.1.zip
GSE4973GSM112218	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Arabidopsis thaliana leaf, UV-B treated:  Gene expression data from aphid infested, UV-B treated Arabidopsis thaliana. Ecotype: COL4 (NASC N933); Age: 44 days	Ecotype: COL4 (NASC N933); Age: 44 days	Arabidopsis thaliana leaf, UV-B treated	P-G4973-1	P-G4973-2	GSE4973GSM112218 sample	P-G4973-4	GSE4973GSM112218 extract	total_RNA	P-G4973-3	GSE4973GSM112218 LE biotin	biotin	synthetic_RNA	Pseudomonas - UV+ rep3	A-AFFY-2	Pseudomonas - UV+ rep3	E-GEOD-4973-processed-data-1697100588.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4973/E-GEOD-4973.processed.1.zip
GSE4973GSM112228	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Arabidopsis thaliana leaf, aphid treated:  Gene expression data from aphid infested, UV-B treated Arabidopsis thaliana. Ecotype: COL4 (NASC N933); Age: 44 days	Ecotype: COL4 (NASC N933); Age: 44 days	Arabidopsis thaliana leaf, aphid treated	P-G4973-1	P-G4973-2	GSE4973GSM112228 sample	P-G4973-4	GSE4973GSM112228 extract	total_RNA	P-G4973-3	GSE4973GSM112228 LE biotin	biotin	synthetic_RNA	Pseudomonas - UV- Aphid+ rep3	A-AFFY-2	Pseudomonas - UV- Aphid+ rep3	E-GEOD-4973-processed-data-1697100588.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4973/E-GEOD-4973.processed.1.zip
GSE4973GSM112265	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Arabidopsis thaliana leaf, Pseudomonas and UV-B treated:  Gene expression data from aphid infested, UV-B treated Arabidopsis thaliana. Ecotype: COL4 (NASC N933); Age: 44 days	Ecotype: COL4 (NASC N933); Age: 44 days	Arabidopsis thaliana leaf, Pseudomonas and UV-B treated	P-G4973-1	P-G4973-2	GSE4973GSM112265 sample	P-G4973-4	GSE4973GSM112265 extract	total_RNA	P-G4973-3	GSE4973GSM112265 LE biotin	biotin	synthetic_RNA	Pseudomonas + UV+ rep5	A-AFFY-2	Pseudomonas + UV+ rep5	E-GEOD-4973-processed-data-1697100588.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4973/E-GEOD-4973.processed.1.zip
GSE4973GSM112216	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Arabidopsis thaliana leaf, UV-B treated:  Gene expression data from aphid infested, UV-B treated Arabidopsis thaliana. Ecotype: COL4 (NASC N933); Age: 44 days	Ecotype: COL4 (NASC N933); Age: 44 days	Arabidopsis thaliana leaf, UV-B treated	P-G4973-1	P-G4973-2	GSE4973GSM112216 sample	P-G4973-4	GSE4973GSM112216 extract	total_RNA	P-G4973-3	GSE4973GSM112216 LE biotin	biotin	synthetic_RNA	Pseudomonas - UV+ rep1	A-AFFY-2	Pseudomonas - UV+ rep1	E-GEOD-4973-processed-data-1697100588.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4973/E-GEOD-4973.processed.1.zip
GSE4973GSM112226	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Arabidopsis thaliana leaf, aphid treated:  Gene expression data from aphid infested, UV-B treated Arabidopsis thaliana. Ecotype: COL4 (NASC N933); Age: 44 days	Ecotype: COL4 (NASC N933); Age: 44 days	Arabidopsis thaliana leaf, aphid treated	P-G4973-1	P-G4973-2	GSE4973GSM112226 sample	P-G4973-4	GSE4973GSM112226 extract	total_RNA	P-G4973-3	GSE4973GSM112226 LE biotin	biotin	synthetic_RNA	Pseudomonas - UV- Aphid+ rep1	A-AFFY-2	Pseudomonas - UV- Aphid+ rep1	E-GEOD-4973-processed-data-1697100588.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4973/E-GEOD-4973.processed.1.zip
GSE4973GSM112234	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Arabidopsis thaliana leaf:  Gene expression data from aphid infested, UV-B treated Arabidopsis thaliana. Ecotype: COL4 (NASC N933); Age: 44 days	Ecotype: COL4 (NASC N933); Age: 44 days	Arabidopsis thaliana leaf	P-G4973-1	P-G4973-2	GSE4973GSM112234 sample	P-G4973-4	GSE4973GSM112234 extract	total_RNA	P-G4973-3	GSE4973GSM112234 LE biotin	biotin	synthetic_RNA	Pseudomonas - UV- rep4	A-AFFY-2	Pseudomonas - UV- rep4	E-GEOD-4973-processed-data-1697100588.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4973/E-GEOD-4973.processed.1.zip
GSE4973GSM112217	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Arabidopsis thaliana leaf, UV-B treated:  Gene expression data from aphid infested, UV-B treated Arabidopsis thaliana. Ecotype: COL4 (NASC N933); Age: 44 days	Ecotype: COL4 (NASC N933); Age: 44 days	Arabidopsis thaliana leaf, UV-B treated	P-G4973-1	P-G4973-2	GSE4973GSM112217 sample	P-G4973-4	GSE4973GSM112217 extract	total_RNA	P-G4973-3	GSE4973GSM112217 LE biotin	biotin	synthetic_RNA	Pseudomonas - UV+ rep2	A-AFFY-2	Pseudomonas - UV+ rep2	E-GEOD-4973-processed-data-1697100588.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4973/E-GEOD-4973.processed.1.zip
GSE4973GSM112213	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Arabidopsis thaliana leaf, UV-B and aphid treated:  Gene expression data from aphid infested, UV-B treated Arabidopsis thaliana. Ecotype: COL4 (NASC N933); Age: 44 days	Ecotype: COL4 (NASC N933); Age: 44 days	Arabidopsis thaliana leaf, UV-B and aphid treated	P-G4973-1	P-G4973-2	GSE4973GSM112213 sample	P-G4973-4	GSE4973GSM112213 extract	total_RNA	P-G4973-3	GSE4973GSM112213 LE biotin	biotin	synthetic_RNA	Pseudomonas - UV+ Aphid+ rep3	A-AFFY-2	Pseudomonas - UV+ Aphid+ rep3	E-GEOD-4973-processed-data-1697100588.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4973/E-GEOD-4973.processed.1.zip
GSE4973GSM112254	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Arabidopsis thaliana leaf, Pseudomonas and caterpillar treated:  Gene expression data from aphid infested, UV-B treated Arabidopsis thaliana. Ecotype: COL4 (NASC N933); Age: 44 days	Ecotype: COL4 (NASC N933); Age: 44 days	Arabidopsis thaliana leaf, Pseudomonas and caterpillar treated	P-G4973-1	P-G4973-2	GSE4973GSM112254 sample	P-G4973-4	GSE4973GSM112254 extract	total_RNA	P-G4973-3	GSE4973GSM112254 LE biotin	biotin	synthetic_RNA	Pseudomonas + UV- Caterpillar+ rep4	A-AFFY-2	Pseudomonas + UV- Caterpillar+ rep4	E-GEOD-4973-processed-data-1697100588.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4973/E-GEOD-4973.processed.1.zip
GSE4973GSM112232	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Arabidopsis thaliana leaf:  Gene expression data from aphid infested, UV-B treated Arabidopsis thaliana. Ecotype: COL4 (NASC N933); Age: 44 days	Ecotype: COL4 (NASC N933); Age: 44 days	Arabidopsis thaliana leaf	P-G4973-1	P-G4973-2	GSE4973GSM112232 sample	P-G4973-4	GSE4973GSM112232 extract	total_RNA	P-G4973-3	GSE4973GSM112232 LE biotin	biotin	synthetic_RNA	Pseudomonas - UV- rep2	A-AFFY-2	Pseudomonas - UV- rep2	E-GEOD-4973-processed-data-1697100588.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4973/E-GEOD-4973.processed.1.zip
GSE4973GSM112244	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Arabidopsis thaliana leaf, Pseudomonas and aphid treated:  Gene expression data from aphid infested, UV-B treated Arabidopsis thaliana. Ecotype: COL4 (NASC N933); Age: 44 days	Ecotype: COL4 (NASC N933); Age: 44 days	Arabidopsis thaliana leaf, Pseudomonas and aphid treated	P-G4973-1	P-G4973-2	GSE4973GSM112244 sample	P-G4973-4	GSE4973GSM112244 extract	total_RNA	P-G4973-3	GSE4973GSM112244 LE biotin	biotin	synthetic_RNA	Pseudomonas + UV- Aphid+ rep4	A-AFFY-2	Pseudomonas + UV- Aphid+ rep4	E-GEOD-4973-processed-data-1697100588.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4973/E-GEOD-4973.processed.1.zip
